www.shu.com. 	14400	IN	SOA	ns1.www.shu.com. james.shu.edu. 19122302 14400 3600 2419200 14400
www.shu.com.		    IN	NS ns1.www.shu.com.
sykjhdxr.www.shu.com.    IN    A    37.206.5.20
ypdsaucb.www.shu.com.    IN    A    121.223.175.188
lqwbpgte.www.shu.com.    IN    A    73.73.219.74
gdkqluas.www.shu.com.    IN    A    67.205.64.173
yvbajcnl.www.shu.com.    IN    A    179.184.150.206
xubadymf.www.shu.com.    IN    A    217.31.251.55
jlxeoryk.www.shu.com.    IN    A    218.97.202.78
bfwsdekc.www.shu.com.    IN    A    191.158.226.173
ynhgivtp.www.shu.com.    IN    A    49.90.249.154
wqtxibsc.www.shu.com.    IN    A    209.197.207.163
kdqrxfgj.www.shu.com.    IN    A    184.164.149.254
domrbteu.www.shu.com.    IN    A    162.16.56.91
krcmspil.www.shu.com.    IN    A    250.145.150.188
gbcxtvdn.www.shu.com.    IN    A    50.27.89.232
bwcflsat.www.shu.com.    IN    A    249.19.204.37
qguiyrdx.www.shu.com.    IN    A    71.118.24.21
ruhgelvc.www.shu.com.    IN    A    14.182.136.146
nobkpysi.www.shu.com.    IN    A    153.100.33.199
kosdbmvh.www.shu.com.    IN    A    239.214.202.147
ohgqctbd.www.shu.com.    IN    A    79.89.243.38
bstoafjr.www.shu.com.    IN    A    182.176.176.86
mufsenvr.www.shu.com.    IN    A    124.93.43.44
pmdjnhrk.www.shu.com.    IN    A    179.146.175.96
ckhdqxmb.www.shu.com.    IN    A    102.196.180.129
xmfbohre.www.shu.com.    IN    A    161.240.132.156
xniwqram.www.shu.com.    IN    A    59.69.197.124
seaogqrc.www.shu.com.    IN    A    253.57.153.74
bioykgxh.www.shu.com.    IN    A    92.225.20.166
mxuorqgy.www.shu.com.    IN    A    154.107.56.103
kjyurpem.www.shu.com.    IN    A    194.69.131.223
dqbhowji.www.shu.com.    IN    A    160.181.174.227
iejxfkcl.www.shu.com.    IN    A    89.37.46.226
ybxjoapt.www.shu.com.    IN    A    203.191.84.88
prmcqwhy.www.shu.com.    IN    A    213.68.107.204
lbqtdgnc.www.shu.com.    IN    A    24.101.160.226
ymbwsdqg.www.shu.com.    IN    A    250.2.134.169
stgjyxvq.www.shu.com.    IN    A    250.146.207.135
jsblgkop.www.shu.com.    IN    A    210.159.40.213
oxbpswav.www.shu.com.    IN    A    18.128.200.221
nrgbykwj.www.shu.com.    IN    A    139.50.37.68
utsfgbha.www.shu.com.    IN    A    171.6.235.238
fchdtsue.www.shu.com.    IN    A    94.35.13.151
ytjhxdec.www.shu.com.    IN    A    187.136.15.167
qxpcbivk.www.shu.com.    IN    A    177.206.196.63
krwbdyug.www.shu.com.    IN    A    212.225.76.135
aqyleuvt.www.shu.com.    IN    A    89.206.110.175
jpgmdcvq.www.shu.com.    IN    A    44.49.254.224
pwbnlacv.www.shu.com.    IN    A    139.218.178.69
tiejsyaq.www.shu.com.    IN    A    227.120.116.170
waucdtpr.www.shu.com.    IN    A    119.36.210.116
tyepdsjn.www.shu.com.    IN    A    37.123.236.234
vjymqseh.www.shu.com.    IN    A    179.229.76.160
nabvqwyk.www.shu.com.    IN    A    59.132.233.156
ilxdaoke.www.shu.com.    IN    A    113.168.51.113
hkcaspdr.www.shu.com.    IN    A    112.166.60.116
olkpswem.www.shu.com.    IN    A    87.140.167.7
urimjhqs.www.shu.com.    IN    A    5.232.46.83
vnkleogw.www.shu.com.    IN    A    44.108.83.160
rlosikmj.www.shu.com.    IN    A    164.215.140.218
ytgacqom.www.shu.com.    IN    A    105.143.223.25
rjuaslxk.www.shu.com.    IN    A    183.118.84.240
mfchaqnl.www.shu.com.    IN    A    231.71.134.54
sdinxkva.www.shu.com.    IN    A    225.147.32.215
ohvuqlgk.www.shu.com.    IN    A    3.186.173.249
wmyuvort.www.shu.com.    IN    A    252.183.62.149
wcyinrmk.www.shu.com.    IN    A    255.49.28.188
gactfbke.www.shu.com.    IN    A    255.104.227.7
ythwipjn.www.shu.com.    IN    A    35.42.206.62
tengrbwp.www.shu.com.    IN    A    170.177.8.71
umprdwfq.www.shu.com.    IN    A    160.36.84.247
ykqudtip.www.shu.com.    IN    A    112.217.60.181
kgtylofd.www.shu.com.    IN    A    111.36.140.171
bejlscog.www.shu.com.    IN    A    223.81.108.211
dyvcaguh.www.shu.com.    IN    A    190.11.115.31
culypijh.www.shu.com.    IN    A    211.91.185.108
fsvomhac.www.shu.com.    IN    A    168.224.223.97
iyknqtoa.www.shu.com.    IN    A    10.246.197.95
msnwfbkx.www.shu.com.    IN    A    85.220.144.96
wladrvxp.www.shu.com.    IN    A    224.54.40.246
lomuqdae.www.shu.com.    IN    A    41.186.130.189
krapxect.www.shu.com.    IN    A    191.53.101.162
bykdcanr.www.shu.com.    IN    A    43.170.189.15
sulrvpjg.www.shu.com.    IN    A    171.45.47.166
gpckfmay.www.shu.com.    IN    A    136.47.174.66
wgoeyjsd.www.shu.com.    IN    A    161.4.163.196
yfrusato.www.shu.com.    IN    A    180.222.110.87
vsqxarhw.www.shu.com.    IN    A    147.234.103.204
mstnelgf.www.shu.com.    IN    A    66.200.117.94
rocvmyuh.www.shu.com.    IN    A    163.161.148.129
vsmiwjdc.www.shu.com.    IN    A    172.26.137.154
ylfnchvo.www.shu.com.    IN    A    33.50.241.42
bvrpemai.www.shu.com.    IN    A    35.149.219.50
uoiaxbjh.www.shu.com.    IN    A    161.25.119.139
jbqkrvxn.www.shu.com.    IN    A    121.166.200.156
upmcadfn.www.shu.com.    IN    A    109.225.200.68
rufmgclw.www.shu.com.    IN    A    177.76.41.28
alfktxnd.www.shu.com.    IN    A    60.132.188.25
wqrkghle.www.shu.com.    IN    A    161.3.65.5
pmqsjhda.www.shu.com.    IN    A    245.246.39.46
njplofka.www.shu.com.    IN    A    147.28.146.8
pfhloyrv.www.shu.com.    IN    A    124.194.80.191
hkqsbvdw.www.shu.com.    IN    A    85.27.96.104
bpnaojyr.www.shu.com.    IN    A    183.150.103.193
wysrjqux.www.shu.com.    IN    A    239.152.56.39
hexpwlaq.www.shu.com.    IN    A    79.86.81.113
wauytmcb.www.shu.com.    IN    A    85.238.234.86
jtsiqodb.www.shu.com.    IN    A    163.157.253.179
kpvocxih.www.shu.com.    IN    A    20.86.232.164
ekyojqhv.www.shu.com.    IN    A    134.20.21.38
kejaxrvi.www.shu.com.    IN    A    209.22.41.98
iltaumwg.www.shu.com.    IN    A    214.21.34.215
ibkaylep.www.shu.com.    IN    A    89.151.38.121
tjeivmls.www.shu.com.    IN    A    65.138.128.193
blanfovm.www.shu.com.    IN    A    134.62.9.141
lytsnqdr.www.shu.com.    IN    A    57.112.114.179
somlnecq.www.shu.com.    IN    A    72.206.6.89
oqjlpvam.www.shu.com.    IN    A    17.158.21.253
txcaorgh.www.shu.com.    IN    A    99.13.115.220
yvjdbupl.www.shu.com.    IN    A    44.87.138.158
igpkerqm.www.shu.com.    IN    A    251.108.94.101
xonuevcm.www.shu.com.    IN    A    240.149.50.55
irpulwhm.www.shu.com.    IN    A    8.58.6.89
cwekjpoy.www.shu.com.    IN    A    128.141.27.120
odbhxylf.www.shu.com.    IN    A    110.45.193.105
krmgespn.www.shu.com.    IN    A    56.5.38.132
vcepfbdx.www.shu.com.    IN    A    36.31.165.209
rsgfholi.www.shu.com.    IN    A    182.213.177.49
qftyikac.www.shu.com.    IN    A    8.128.21.170
lfvmpewh.www.shu.com.    IN    A    213.124.133.31
lhgxeqjv.www.shu.com.    IN    A    155.206.237.27
lsioeqfk.www.shu.com.    IN    A    29.66.24.76
tclosykx.www.shu.com.    IN    A    75.7.52.234
fkxseyvw.www.shu.com.    IN    A    61.64.3.116
jtsuweld.www.shu.com.    IN    A    173.117.133.122
afpdwgkr.www.shu.com.    IN    A    241.164.114.203
empfcbav.www.shu.com.    IN    A    110.239.206.173
qitxcfuo.www.shu.com.    IN    A    154.44.162.244
uqwrxilt.www.shu.com.    IN    A    199.107.46.75
rdofeika.www.shu.com.    IN    A    203.111.136.81
eimjwhld.www.shu.com.    IN    A    124.157.3.182
cafpuklj.www.shu.com.    IN    A    128.226.115.249
nkhjdfpe.www.shu.com.    IN    A    142.80.160.225
nrqekxuc.www.shu.com.    IN    A    160.214.166.14
xemtofnh.www.shu.com.    IN    A    112.197.153.6
uxglknhw.www.shu.com.    IN    A    246.162.82.135
ubteiwgv.www.shu.com.    IN    A    143.49.131.39
afribgsk.www.shu.com.    IN    A    73.44.75.44
wtkmhgce.www.shu.com.    IN    A    0.248.191.69
fbpusdgo.www.shu.com.    IN    A    248.124.221.142
eobmpfns.www.shu.com.    IN    A    169.247.19.197
vgcempjy.www.shu.com.    IN    A    44.162.72.255
gwiohjvr.www.shu.com.    IN    A    200.44.4.9
fvtkpauy.www.shu.com.    IN    A    156.198.119.3
ijmknvcq.www.shu.com.    IN    A    165.136.37.194
uygrepxm.www.shu.com.    IN    A    236.80.82.127
btnqjelp.www.shu.com.    IN    A    248.149.169.140
qtlaybso.www.shu.com.    IN    A    154.59.45.179
wuagnlqe.www.shu.com.    IN    A    223.225.218.110
chiryxkw.www.shu.com.    IN    A    9.229.212.183
hkqgtedm.www.shu.com.    IN    A    162.117.63.198
evaqsgcl.www.shu.com.    IN    A    39.237.239.129
ycjasenf.www.shu.com.    IN    A    191.215.107.230
tqebxupk.www.shu.com.    IN    A    210.136.95.183
obpayerd.www.shu.com.    IN    A    72.214.53.171
hurjavid.www.shu.com.    IN    A    105.60.33.15
biqrxscw.www.shu.com.    IN    A    29.222.18.1
oubfwedm.www.shu.com.    IN    A    239.102.224.59
rkqcuwmv.www.shu.com.    IN    A    228.115.248.195
bteaudsx.www.shu.com.    IN    A    240.219.59.24
hgxrpwua.www.shu.com.    IN    A    31.201.74.65
ixgbkdyv.www.shu.com.    IN    A    96.153.37.218
wdqghnai.www.shu.com.    IN    A    158.107.246.225
mlpkwiaf.www.shu.com.    IN    A    3.31.243.29
okrxpted.www.shu.com.    IN    A    208.220.240.120
kwqxapyc.www.shu.com.    IN    A    123.143.75.172
ohrsigtw.www.shu.com.    IN    A    200.193.87.96
lrvbsanh.www.shu.com.    IN    A    117.156.219.10
aifmqbgl.www.shu.com.    IN    A    67.83.61.217
oiwpdctk.www.shu.com.    IN    A    44.97.128.41
qncgsxpf.www.shu.com.    IN    A    55.202.74.10
nudlxbqf.www.shu.com.    IN    A    254.185.137.35
ryidknuq.www.shu.com.    IN    A    77.24.33.149
efkpuxwd.www.shu.com.    IN    A    143.157.160.62
jkobnlrh.www.shu.com.    IN    A    116.110.253.181
jwcrgsok.www.shu.com.    IN    A    254.151.250.45
gapvtynf.www.shu.com.    IN    A    227.245.235.103
qwmcrbkd.www.shu.com.    IN    A    203.226.44.46
jmptqcfd.www.shu.com.    IN    A    169.34.146.240
iuavhrys.www.shu.com.    IN    A    7.107.12.12
acsmbyqd.www.shu.com.    IN    A    161.237.87.99
qautimhe.www.shu.com.    IN    A    233.168.254.222
ikljhrdm.www.shu.com.    IN    A    99.41.254.16
lcqbhnvg.www.shu.com.    IN    A    158.233.125.77
ykwrafit.www.shu.com.    IN    A    140.132.155.16
kiqewgsb.www.shu.com.    IN    A    178.87.50.100
cnabrjox.www.shu.com.    IN    A    59.172.79.148
rlxtymbn.www.shu.com.    IN    A    8.79.149.123
wjnpyvtf.www.shu.com.    IN    A    175.59.6.155
dmfptuab.www.shu.com.    IN    A    178.180.179.118
opkjhuqf.www.shu.com.    IN    A    46.140.69.119
fyeqrbha.www.shu.com.    IN    A    135.17.164.232
lkdqfibe.www.shu.com.    IN    A    231.183.239.10
yjhkcplw.www.shu.com.    IN    A    35.117.36.205
apvhwudl.www.shu.com.    IN    A    11.161.241.230
uiaewpkn.www.shu.com.    IN    A    189.62.27.249
ypcimotd.www.shu.com.    IN    A    66.197.0.113
mvkhyjqt.www.shu.com.    IN    A    225.117.106.147
cafhjebg.www.shu.com.    IN    A    128.93.124.168
jntpyimc.www.shu.com.    IN    A    209.135.195.161
shptkowm.www.shu.com.    IN    A    126.101.146.103
qesafdkw.www.shu.com.    IN    A    184.149.65.216
spkwaegt.www.shu.com.    IN    A    59.53.116.216
kwaxlivt.www.shu.com.    IN    A    82.178.137.221
vltgijcf.www.shu.com.    IN    A    97.50.243.16
cwpkvjei.www.shu.com.    IN    A    50.232.39.150
cvipxnlj.www.shu.com.    IN    A    242.80.32.255
xolnefbg.www.shu.com.    IN    A    99.249.32.28
fvitenwu.www.shu.com.    IN    A    93.236.98.17
vwesrnup.www.shu.com.    IN    A    88.118.31.183
fxtcjali.www.shu.com.    IN    A    199.167.195.196
dvoygasq.www.shu.com.    IN    A    254.99.225.36
rygxhive.www.shu.com.    IN    A    52.141.84.239
reoxlbfq.www.shu.com.    IN    A    225.77.87.87
wvfesyha.www.shu.com.    IN    A    59.150.206.47
pdymverq.www.shu.com.    IN    A    127.127.26.138
aqceorjv.www.shu.com.    IN    A    19.38.227.102
yexjucsp.www.shu.com.    IN    A    205.220.133.102
gbqfhnlc.www.shu.com.    IN    A    152.237.230.53
kjivelmq.www.shu.com.    IN    A    219.71.94.61
pwcgtuvn.www.shu.com.    IN    A    17.237.91.100
wniqjvte.www.shu.com.    IN    A    138.41.207.147
fboendhr.www.shu.com.    IN    A    156.72.120.162
evbhjlrw.www.shu.com.    IN    A    159.73.87.117
ifeucrba.www.shu.com.    IN    A    162.111.196.251
ulkrbcjm.www.shu.com.    IN    A    100.45.192.192
djolfctr.www.shu.com.    IN    A    78.164.93.196
orejtcyp.www.shu.com.    IN    A    250.125.121.125
yxhbogfd.www.shu.com.    IN    A    127.21.234.105
lbpfredg.www.shu.com.    IN    A    93.157.91.145
bfgqspwr.www.shu.com.    IN    A    42.68.212.88
latnrhdv.www.shu.com.    IN    A    134.165.216.69
tbfyqslg.www.shu.com.    IN    A    96.22.31.73
noibfuhv.www.shu.com.    IN    A    193.60.175.226
rsqvoali.www.shu.com.    IN    A    110.35.22.125
lhtcrefo.www.shu.com.    IN    A    231.215.73.125
mhunsvwi.www.shu.com.    IN    A    213.163.129.156
spwcgjei.www.shu.com.    IN    A    72.56.173.50
scmatnfh.www.shu.com.    IN    A    165.45.224.167
spncjqhg.www.shu.com.    IN    A    14.120.169.122
qydconie.www.shu.com.    IN    A    197.212.76.19
uhcdnbit.www.shu.com.    IN    A    45.76.3.99
rxgijkdp.www.shu.com.    IN    A    62.189.195.246
xvrpcdts.www.shu.com.    IN    A    40.176.229.153
jalnpdgk.www.shu.com.    IN    A    8.115.55.107
qymwhgkp.www.shu.com.    IN    A    56.81.6.165
fhoyecas.www.shu.com.    IN    A    195.133.111.40
ptbegkqj.www.shu.com.    IN    A    50.110.119.161
koprjstw.www.shu.com.    IN    A    20.74.158.187
mgjvexcr.www.shu.com.    IN    A    51.98.245.175
psnirhbq.www.shu.com.    IN    A    179.60.146.157
qypmjoeh.www.shu.com.    IN    A    158.206.78.248
iaohlsdn.www.shu.com.    IN    A    218.225.218.89
tnvroxis.www.shu.com.    IN    A    231.64.64.177
dmugwplb.www.shu.com.    IN    A    196.95.16.108
hfojepvw.www.shu.com.    IN    A    61.179.120.206
cbjdvkuh.www.shu.com.    IN    A    29.110.94.94
nilqoavb.www.shu.com.    IN    A    18.137.3.186
bmnoxrcv.www.shu.com.    IN    A    27.168.90.56
esldywub.www.shu.com.    IN    A    16.84.163.56
ifxmuavq.www.shu.com.    IN    A    209.210.231.250
ksqmjpfw.www.shu.com.    IN    A    150.120.187.141
cdrlhpvf.www.shu.com.    IN    A    44.181.175.178
atoxwekf.www.shu.com.    IN    A    45.111.143.194
koqftrdv.www.shu.com.    IN    A    133.58.247.157
wgylmjai.www.shu.com.    IN    A    94.91.22.21
xlgqenhp.www.shu.com.    IN    A    58.6.19.236
cnwsqbky.www.shu.com.    IN    A    52.245.120.16
kqbncght.www.shu.com.    IN    A    54.51.27.108
garykbmv.www.shu.com.    IN    A    41.241.126.242
xiawncyl.www.shu.com.    IN    A    193.28.56.242
okcutxvf.www.shu.com.    IN    A    212.199.2.122
gphderuw.www.shu.com.    IN    A    84.149.30.211
isbecagp.www.shu.com.    IN    A    87.41.78.141
nojeylvp.www.shu.com.    IN    A    204.106.143.10
cmoibukd.www.shu.com.    IN    A    147.242.115.168
ejxvkrbq.www.shu.com.    IN    A    40.22.152.23
auwqebkv.www.shu.com.    IN    A    199.209.244.70
jiltusmc.www.shu.com.    IN    A    25.161.145.181
kngpreji.www.shu.com.    IN    A    18.219.140.1
rpsdxqic.www.shu.com.    IN    A    119.91.160.145
hbanmwtf.www.shu.com.    IN    A    127.9.177.255
hjorpgty.www.shu.com.    IN    A    87.249.1.188
onycuagv.www.shu.com.    IN    A    14.79.189.125
nqhjeadm.www.shu.com.    IN    A    62.154.174.120
axfmvywb.www.shu.com.    IN    A    116.218.219.208
ayjihlwn.www.shu.com.    IN    A    183.118.113.61
ysdmgxev.www.shu.com.    IN    A    122.179.159.62
lufqiten.www.shu.com.    IN    A    20.77.43.111
adicputj.www.shu.com.    IN    A    27.100.16.79
snhwxdgb.www.shu.com.    IN    A    70.40.159.72
mhqikrcu.www.shu.com.    IN    A    87.0.64.224
etwnhloc.www.shu.com.    IN    A    213.191.136.80
ntsriqpw.www.shu.com.    IN    A    198.133.94.111
txsncfqg.www.shu.com.    IN    A    122.32.28.79
icmsuakn.www.shu.com.    IN    A    24.219.31.15
xwaumope.www.shu.com.    IN    A    105.51.246.19
dkuemonv.www.shu.com.    IN    A    43.32.154.76
oanqdvxy.www.shu.com.    IN    A    29.254.251.7
vdukbomf.www.shu.com.    IN    A    225.157.23.27
bltupmgc.www.shu.com.    IN    A    80.207.34.242
pgkhjwuc.www.shu.com.    IN    A    217.20.62.249
maewpfvh.www.shu.com.    IN    A    237.43.98.233
tivnpojy.www.shu.com.    IN    A    154.42.215.10
akefncuy.www.shu.com.    IN    A    239.87.27.241
itkljmev.www.shu.com.    IN    A    231.7.236.211
yqogkvnu.www.shu.com.    IN    A    129.62.236.228
hyebiorq.www.shu.com.    IN    A    8.222.122.235
ketnpqlf.www.shu.com.    IN    A    26.209.132.180
sknjaoub.www.shu.com.    IN    A    25.236.63.56
xrwhvnsj.www.shu.com.    IN    A    241.164.217.54
ojdivbrc.www.shu.com.    IN    A    35.42.212.217
iuegjrpb.www.shu.com.    IN    A    82.154.155.179
egxtwscl.www.shu.com.    IN    A    162.250.116.121
wumnocxd.www.shu.com.    IN    A    90.254.101.27
nbdrxmjf.www.shu.com.    IN    A    27.122.90.32
ajwsqbut.www.shu.com.    IN    A    159.53.105.105
alqhikpb.www.shu.com.    IN    A    189.223.113.195
yhldmgse.www.shu.com.    IN    A    232.125.2.67
dnrlitwe.www.shu.com.    IN    A    93.35.91.110
lyknicvf.www.shu.com.    IN    A    52.17.185.150
uhsenojb.www.shu.com.    IN    A    238.185.130.97
svomldck.www.shu.com.    IN    A    10.139.124.157
rvubnlit.www.shu.com.    IN    A    46.62.11.136
cdvfktji.www.shu.com.    IN    A    102.153.115.32
bicwvqhr.www.shu.com.    IN    A    162.41.95.21
rkafcvot.www.shu.com.    IN    A    30.105.231.116
ygeprlhb.www.shu.com.    IN    A    13.115.172.46
yraitkbo.www.shu.com.    IN    A    67.163.147.100
txunidjg.www.shu.com.    IN    A    88.109.226.8
dasnmrpg.www.shu.com.    IN    A    64.2.115.30
tojdfurn.www.shu.com.    IN    A    221.15.116.138
mkolcfad.www.shu.com.    IN    A    129.21.1.172
tjpokbny.www.shu.com.    IN    A    85.183.175.50
jsiuanwm.www.shu.com.    IN    A    167.122.141.48
gbufqcxn.www.shu.com.    IN    A    23.204.149.125
ofpahvkc.www.shu.com.    IN    A    194.10.97.133
yirocvpe.www.shu.com.    IN    A    16.4.28.168
rcftqlga.www.shu.com.    IN    A    224.248.255.69
coqanphx.www.shu.com.    IN    A    245.16.45.67
mqvjxhrl.www.shu.com.    IN    A    95.108.117.79
ygfbtwmq.www.shu.com.    IN    A    71.79.137.199
polnbfcj.www.shu.com.    IN    A    70.240.217.183
ryjxhgid.www.shu.com.    IN    A    109.34.8.103
bwcjiyen.www.shu.com.    IN    A    245.245.3.6
ayswhbqk.www.shu.com.    IN    A    174.23.203.235
rgnwqyhe.www.shu.com.    IN    A    75.91.238.216
xcdgusvt.www.shu.com.    IN    A    223.13.223.3
mvthbeqn.www.shu.com.    IN    A    128.6.175.222
goltkmdh.www.shu.com.    IN    A    229.248.134.114
tiuyvdec.www.shu.com.    IN    A    120.174.150.235
dcvkuxfn.www.shu.com.    IN    A    109.232.111.143
buhretow.www.shu.com.    IN    A    211.36.88.3
ihrsuvog.www.shu.com.    IN    A    229.167.208.183
kaohinqe.www.shu.com.    IN    A    157.120.213.227
sgqowlbt.www.shu.com.    IN    A    199.76.66.153
hidbsapy.www.shu.com.    IN    A    0.16.19.13
tednxjqu.www.shu.com.    IN    A    42.76.145.144
lhtiovpr.www.shu.com.    IN    A    97.155.208.6
yfgsbnkw.www.shu.com.    IN    A    151.146.180.36
csenghqr.www.shu.com.    IN    A    34.124.55.26
gakejntf.www.shu.com.    IN    A    68.107.37.103
dqayseio.www.shu.com.    IN    A    244.191.249.226
sholvfji.www.shu.com.    IN    A    17.156.43.1
nugepqfj.www.shu.com.    IN    A    132.27.190.46
jrfekyoi.www.shu.com.    IN    A    135.5.223.173
vlqsixen.www.shu.com.    IN    A    192.37.34.71
cdhkfnti.www.shu.com.    IN    A    98.130.33.29
gdjtevic.www.shu.com.    IN    A    176.15.200.249
uphlrwdo.www.shu.com.    IN    A    48.117.194.43
eyildups.www.shu.com.    IN    A    219.117.59.182
gsmnwptq.www.shu.com.    IN    A    190.45.96.129
mxcghrte.www.shu.com.    IN    A    89.114.91.227
kpsuoxav.www.shu.com.    IN    A    230.99.104.147
cijpowfg.www.shu.com.    IN    A    86.100.21.29
riyfcwud.www.shu.com.    IN    A    195.248.150.63
vbcmugwt.www.shu.com.    IN    A    218.209.11.119
sruoalym.www.shu.com.    IN    A    144.230.109.23
quilbstv.www.shu.com.    IN    A    84.192.29.89
tbdhyekv.www.shu.com.    IN    A    43.197.78.192
osxktlqa.www.shu.com.    IN    A    142.178.76.23
phcfmekj.www.shu.com.    IN    A    219.205.122.199
mjdocvsl.www.shu.com.    IN    A    203.76.94.200
qkcvyfwn.www.shu.com.    IN    A    51.79.65.70
lhosktyc.www.shu.com.    IN    A    165.87.132.76
oxvcndpi.www.shu.com.    IN    A    4.17.12.156
jvoptcwm.www.shu.com.    IN    A    72.182.243.187
bnkgrusa.www.shu.com.    IN    A    58.97.55.227
webxmdcj.www.shu.com.    IN    A    147.72.120.174
qcopknrw.www.shu.com.    IN    A    21.76.87.53
nsiyxfmw.www.shu.com.    IN    A    251.204.89.105
qmgoshnu.www.shu.com.    IN    A    202.29.246.166
qwdathnm.www.shu.com.    IN    A    211.125.237.77
qugietoy.www.shu.com.    IN    A    63.54.31.96
abtwncpk.www.shu.com.    IN    A    228.117.114.213
iecybskp.www.shu.com.    IN    A    13.128.237.19
qtneolcr.www.shu.com.    IN    A    12.9.111.110
djhcvwtn.www.shu.com.    IN    A    39.248.149.119
tfghemsn.www.shu.com.    IN    A    188.10.104.76
abfyxhkm.www.shu.com.    IN    A    108.243.226.40
lshdwirg.www.shu.com.    IN    A    71.186.127.185
