math.pku.com.	14400	IN	SOA	ns1.math.pku.com. james.pku.edu. 19122302 14400 3600 2419200 14400
math.pku.com.		    IN	NS ns1.math.pku.com.
ukbqwasm.math.pku.com.   IN    A    16.65.79.201
dmkawbyh.math.pku.com.   IN    A    124.192.220.167
xikelbnm.math.pku.com.   IN    A    126.148.156.248
afmupxsb.math.pku.com.   IN    A    32.222.5.119
rlkvsyei.math.pku.com.   IN    A    156.146.115.39
ndolrjis.math.pku.com.   IN    A    168.51.190.227
jgeqiomy.math.pku.com.   IN    A    117.67.67.70
tsbowxig.math.pku.com.   IN    A    249.121.62.195
nkfyuvmo.math.pku.com.   IN    A    203.163.180.227
pscxwbmn.math.pku.com.   IN    A    93.231.58.177
odwavegm.math.pku.com.   IN    A    251.166.42.122
fhetydab.math.pku.com.   IN    A    111.67.173.186
ywnxrois.math.pku.com.   IN    A    235.98.105.249
nxjltmsv.math.pku.com.   IN    A    35.242.113.212
webkyqtd.math.pku.com.   IN    A    210.16.189.230
kwocubmd.math.pku.com.   IN    A    111.213.248.145
krsfglvq.math.pku.com.   IN    A    191.154.103.86
kibdxena.math.pku.com.   IN    A    40.243.175.187
gjqsuyfp.math.pku.com.   IN    A    136.177.218.24
pgndtsxu.math.pku.com.   IN    A    65.163.116.162
uyckltqo.math.pku.com.   IN    A    186.231.137.159
lnuvajry.math.pku.com.   IN    A    149.231.2.227
pgtsrjka.math.pku.com.   IN    A    238.103.172.152
tjmrhgov.math.pku.com.   IN    A    49.162.161.63
syjcfvle.math.pku.com.   IN    A    145.1.222.248
tlhynefd.math.pku.com.   IN    A    227.14.235.74
sbgfcdtl.math.pku.com.   IN    A    35.98.141.181
mqayidcx.math.pku.com.   IN    A    233.134.103.221
dyaetqik.math.pku.com.   IN    A    241.124.144.174
yjlibnmd.math.pku.com.   IN    A    35.25.188.121
viqlgdox.math.pku.com.   IN    A    45.191.93.9
qdktnfbj.math.pku.com.   IN    A    111.208.167.70
sifhqyxl.math.pku.com.   IN    A    85.15.84.5
wvusefpc.math.pku.com.   IN    A    151.195.196.13
rcyjaqpl.math.pku.com.   IN    A    209.1.255.46
txlnmuwb.math.pku.com.   IN    A    191.223.111.24
vcaslwpt.math.pku.com.   IN    A    174.238.43.32
nlsufakx.math.pku.com.   IN    A    110.128.149.93
dkpjnfwr.math.pku.com.   IN    A    241.138.16.213
bknrqaxv.math.pku.com.   IN    A    12.15.1.125
wqmbudey.math.pku.com.   IN    A    183.213.104.217
xmcthlvj.math.pku.com.   IN    A    130.245.231.101
tdunygme.math.pku.com.   IN    A    210.49.251.176
vwbgpjsn.math.pku.com.   IN    A    213.59.247.96
uskdxvpe.math.pku.com.   IN    A    100.196.188.121
hjnsrqwg.math.pku.com.   IN    A    78.57.96.70
fjyxaret.math.pku.com.   IN    A    40.146.231.91
wdiohlcq.math.pku.com.   IN    A    98.112.204.204
vfknqbih.math.pku.com.   IN    A    16.156.4.135
idatwkru.math.pku.com.   IN    A    126.228.160.248
yrejoxip.math.pku.com.   IN    A    29.106.164.205
mrgtyvsj.math.pku.com.   IN    A    86.33.114.197
hjmdriwe.math.pku.com.   IN    A    156.80.206.254
ynhqpitx.math.pku.com.   IN    A    78.75.31.126
svjxeang.math.pku.com.   IN    A    232.242.193.146
ycbiegku.math.pku.com.   IN    A    138.111.182.61
bsntyxhj.math.pku.com.   IN    A    158.50.92.164
wyhkgptr.math.pku.com.   IN    A    161.142.110.167
grjpduak.math.pku.com.   IN    A    74.35.253.251
jwbcfsmr.math.pku.com.   IN    A    4.173.166.28
klxfredg.math.pku.com.   IN    A    127.182.62.204
fjbtnerd.math.pku.com.   IN    A    226.224.55.164
irugdwxv.math.pku.com.   IN    A    17.150.175.2
jvatekoi.math.pku.com.   IN    A    207.101.221.101
aqgsubix.math.pku.com.   IN    A    194.84.175.113
dxcgtvbh.math.pku.com.   IN    A    42.176.224.228
djfkawgx.math.pku.com.   IN    A    91.60.69.209
obkelqyj.math.pku.com.   IN    A    132.236.130.213
mipvgecq.math.pku.com.   IN    A    69.202.69.143
xwbgahrj.math.pku.com.   IN    A    206.15.22.81
woisuqfb.math.pku.com.   IN    A    179.57.124.113
xykftbwg.math.pku.com.   IN    A    92.158.163.66
desgtjyh.math.pku.com.   IN    A    237.106.136.154
tjqomgrc.math.pku.com.   IN    A    38.91.142.235
tjsobukp.math.pku.com.   IN    A    140.128.102.192
mlrjucwt.math.pku.com.   IN    A    102.239.42.248
syckveal.math.pku.com.   IN    A    217.154.27.120
ugylfsqi.math.pku.com.   IN    A    13.227.208.71
wdhpisgv.math.pku.com.   IN    A    23.107.148.187
ikadxfrc.math.pku.com.   IN    A    247.6.202.60
mdxfbokc.math.pku.com.   IN    A    149.12.163.192
nclvxpqu.math.pku.com.   IN    A    130.181.26.169
ejcrinxd.math.pku.com.   IN    A    133.86.170.57
radimjol.math.pku.com.   IN    A    42.11.193.90
nykwdtos.math.pku.com.   IN    A    128.250.87.151
lgyqconm.math.pku.com.   IN    A    107.11.234.242
bvsmwjfo.math.pku.com.   IN    A    85.178.47.74
cfuelkhx.math.pku.com.   IN    A    138.15.78.61
yruqskgd.math.pku.com.   IN    A    199.120.240.80
tjgudoai.math.pku.com.   IN    A    71.117.41.206
gisedvkq.math.pku.com.   IN    A    228.206.45.203
blhdwmkf.math.pku.com.   IN    A    243.0.224.123
ojbmhxue.math.pku.com.   IN    A    112.149.45.196
wuoijqkf.math.pku.com.   IN    A    213.145.143.38
gthisexu.math.pku.com.   IN    A    181.1.179.208
jmvcfxwe.math.pku.com.   IN    A    53.215.255.92
gfqihvbu.math.pku.com.   IN    A    40.102.131.75
nmochdik.math.pku.com.   IN    A    162.62.12.95
ispftvyc.math.pku.com.   IN    A    8.154.106.224
ubpgvkmq.math.pku.com.   IN    A    91.247.107.212
bcqraolw.math.pku.com.   IN    A    2.100.42.99
omcwdtsj.math.pku.com.   IN    A    85.135.223.80
ghksdjcq.math.pku.com.   IN    A    43.92.55.118
urwtgvyp.math.pku.com.   IN    A    109.49.106.95
mgifdvns.math.pku.com.   IN    A    199.1.238.187
drovjnsi.math.pku.com.   IN    A    136.91.224.101
eckbgwrs.math.pku.com.   IN    A    129.107.55.64
odfinrqe.math.pku.com.   IN    A    103.184.37.0
diyhsgwp.math.pku.com.   IN    A    216.92.95.236
wxlkujva.math.pku.com.   IN    A    6.77.250.142
fxqbgokl.math.pku.com.   IN    A    110.235.215.191
wrtmyjqg.math.pku.com.   IN    A    82.148.202.193
wdmnsiet.math.pku.com.   IN    A    121.132.147.17
algjwdpu.math.pku.com.   IN    A    250.145.214.160
qdrahoxu.math.pku.com.   IN    A    128.62.183.156
yrjspwmx.math.pku.com.   IN    A    36.16.150.174
lgumhrbx.math.pku.com.   IN    A    206.14.180.97
omfdhwcv.math.pku.com.   IN    A    228.242.65.59
ftvdigye.math.pku.com.   IN    A    49.183.14.225
cstbnvjw.math.pku.com.   IN    A    173.109.209.181
tjabofen.math.pku.com.   IN    A    186.164.204.167
ilmqawpv.math.pku.com.   IN    A    96.50.81.96
snvhmdbp.math.pku.com.   IN    A    90.145.72.247
rsvyahfi.math.pku.com.   IN    A    114.153.201.56
uanxwilv.math.pku.com.   IN    A    68.13.114.111
tdfjapug.math.pku.com.   IN    A    107.92.139.115
mtehrwlg.math.pku.com.   IN    A    70.142.96.33
cmtlwpsg.math.pku.com.   IN    A    80.56.113.23
lmkotesb.math.pku.com.   IN    A    158.147.142.159
uldpcjrb.math.pku.com.   IN    A    225.165.135.107
jtucawgy.math.pku.com.   IN    A    50.83.36.211
okuvtecw.math.pku.com.   IN    A    38.139.0.95
rvyoetun.math.pku.com.   IN    A    92.87.149.232
dtnvjeyx.math.pku.com.   IN    A    151.43.85.217
hbgwaxkc.math.pku.com.   IN    A    208.69.102.88
secpfylx.math.pku.com.   IN    A    57.204.184.242
wbsjohun.math.pku.com.   IN    A    207.32.220.233
ugachpsx.math.pku.com.   IN    A    45.199.101.128
bgscrukh.math.pku.com.   IN    A    233.63.1.231
nlodweyk.math.pku.com.   IN    A    2.99.99.64
ewfrlhds.math.pku.com.   IN    A    20.127.145.29
kmpduthc.math.pku.com.   IN    A    182.211.196.14
vqtoawsm.math.pku.com.   IN    A    120.242.88.1
qbmujxsl.math.pku.com.   IN    A    153.131.197.139
enfbgmpc.math.pku.com.   IN    A    171.143.129.128
gucefihl.math.pku.com.   IN    A    71.43.222.30
kfcaxbyq.math.pku.com.   IN    A    185.242.233.204
vbsytpdh.math.pku.com.   IN    A    96.96.138.88
dlgvfusw.math.pku.com.   IN    A    118.165.166.162
aypekdul.math.pku.com.   IN    A    151.52.112.82
hfmslkvn.math.pku.com.   IN    A    40.17.137.31
apgteyck.math.pku.com.   IN    A    200.235.247.69
dmkwibqe.math.pku.com.   IN    A    46.24.134.38
hsobaevt.math.pku.com.   IN    A    143.189.184.198
igvawrfy.math.pku.com.   IN    A    162.222.145.178
ywnshcao.math.pku.com.   IN    A    241.98.187.91
kycrgnum.math.pku.com.   IN    A    232.180.181.139
wpfglqod.math.pku.com.   IN    A    23.27.109.16
osmlcikt.math.pku.com.   IN    A    189.46.243.229
dkscmnhr.math.pku.com.   IN    A    110.19.183.58
cnkmrsba.math.pku.com.   IN    A    168.162.66.101
hqdbksoa.math.pku.com.   IN    A    185.47.75.207
jqinpclt.math.pku.com.   IN    A    113.91.220.16
ngjtseow.math.pku.com.   IN    A    183.26.176.137
mrekuspw.math.pku.com.   IN    A    229.205.252.252
kvpdwblr.math.pku.com.   IN    A    195.213.147.198
gkleajsv.math.pku.com.   IN    A    190.183.52.90
whlfquvc.math.pku.com.   IN    A    239.18.10.146
kixecpva.math.pku.com.   IN    A    177.63.104.128
vmushnrj.math.pku.com.   IN    A    7.123.190.138
ylwkqacb.math.pku.com.   IN    A    250.101.195.169
rvisobcf.math.pku.com.   IN    A    157.191.127.158
bpktvryq.math.pku.com.   IN    A    57.224.45.16
viabujrd.math.pku.com.   IN    A    38.168.23.244
jcpfnayd.math.pku.com.   IN    A    9.71.31.156
pvonjewt.math.pku.com.   IN    A    236.57.38.230
bhivjtag.math.pku.com.   IN    A    236.193.166.142
wnpoxjgv.math.pku.com.   IN    A    35.173.253.78
knclyaor.math.pku.com.   IN    A    15.229.158.206
uptbhcgf.math.pku.com.   IN    A    97.164.157.60
kxulospj.math.pku.com.   IN    A    226.220.98.48
yosqmkrv.math.pku.com.   IN    A    104.67.238.75
cvbxdfse.math.pku.com.   IN    A    197.172.108.112
xtuisyoq.math.pku.com.   IN    A    92.61.101.236
pjqiyolc.math.pku.com.   IN    A    70.63.183.0
ylsjduft.math.pku.com.   IN    A    174.121.34.151
xpftnvsr.math.pku.com.   IN    A    193.106.132.46
baodhemy.math.pku.com.   IN    A    153.18.149.140
vkfhaouy.math.pku.com.   IN    A    236.92.120.49
jylsehbk.math.pku.com.   IN    A    5.113.250.34
xwjactok.math.pku.com.   IN    A    225.142.54.26
lsgtwidp.math.pku.com.   IN    A    81.120.21.36
gujpcanh.math.pku.com.   IN    A    175.121.2.127
kqwiebtm.math.pku.com.   IN    A    251.208.169.97
refpsbyg.math.pku.com.   IN    A    77.75.93.5
qkxfvplt.math.pku.com.   IN    A    36.187.135.240
aimdhrkt.math.pku.com.   IN    A    247.104.233.180
mrispdvj.math.pku.com.   IN    A    153.180.172.16
kfxsojue.math.pku.com.   IN    A    24.116.50.92
dgwhtqil.math.pku.com.   IN    A    55.75.67.110
rbhcxiae.math.pku.com.   IN    A    223.64.135.148
wlkpvmcr.math.pku.com.   IN    A    106.68.22.160
ewvotpxr.math.pku.com.   IN    A    126.85.192.93
ikqpuben.math.pku.com.   IN    A    63.171.215.193
yukgfbrm.math.pku.com.   IN    A    201.7.183.239
bejknmwu.math.pku.com.   IN    A    26.39.51.232
ycvnmsbi.math.pku.com.   IN    A    35.233.192.197
qxdmwtsg.math.pku.com.   IN    A    30.12.208.58
vipyuedl.math.pku.com.   IN    A    153.131.142.185
tbohgqyr.math.pku.com.   IN    A    239.162.255.163
yrbgfdwa.math.pku.com.   IN    A    17.130.101.35
woalnupx.math.pku.com.   IN    A    254.164.182.38
fvorugcl.math.pku.com.   IN    A    4.217.218.179
vnwpumko.math.pku.com.   IN    A    40.130.5.224
nxhvtjbr.math.pku.com.   IN    A    54.139.197.169
pylqogvw.math.pku.com.   IN    A    187.255.121.162
synouxkw.math.pku.com.   IN    A    120.53.39.45
tscrjpxh.math.pku.com.   IN    A    204.135.15.78
mfbsdghk.math.pku.com.   IN    A    222.128.68.254
kuxyrwlm.math.pku.com.   IN    A    79.254.76.72
befpncux.math.pku.com.   IN    A    230.217.162.12
kpgldbcs.math.pku.com.   IN    A    253.77.108.197
omjlkdgt.math.pku.com.   IN    A    183.188.89.92
bjxgferh.math.pku.com.   IN    A    213.9.43.230
kfvmihsr.math.pku.com.   IN    A    36.212.14.107
exsoayuj.math.pku.com.   IN    A    92.24.226.231
aqlpgbuo.math.pku.com.   IN    A    116.182.12.166
slbmhdvr.math.pku.com.   IN    A    255.179.16.133
jbolpafw.math.pku.com.   IN    A    210.145.120.154
npyuskeb.math.pku.com.   IN    A    147.151.42.60
twidfjyq.math.pku.com.   IN    A    100.146.244.97
ndueqihr.math.pku.com.   IN    A    207.9.168.205
hxuidage.math.pku.com.   IN    A    136.103.217.219
kybitpgn.math.pku.com.   IN    A    94.218.81.124
yxemopsd.math.pku.com.   IN    A    19.227.40.10
fwrxsoil.math.pku.com.   IN    A    52.59.175.174
ebqgmvsx.math.pku.com.   IN    A    50.249.152.125
alehgjbf.math.pku.com.   IN    A    207.64.129.101
uocpyskr.math.pku.com.   IN    A    219.29.180.121
slfbxpmw.math.pku.com.   IN    A    58.200.234.55
vngsdkem.math.pku.com.   IN    A    233.36.244.235
kpiqvatx.math.pku.com.   IN    A    96.59.18.199
nbvaieuc.math.pku.com.   IN    A    236.182.142.23
bkepohfw.math.pku.com.   IN    A    53.25.5.249
ywbkjnou.math.pku.com.   IN    A    116.255.145.203
sqvgrxch.math.pku.com.   IN    A    137.203.77.56
cbtfmusk.math.pku.com.   IN    A    231.113.51.233
gydopfbx.math.pku.com.   IN    A    123.190.197.167
hqkvfrtw.math.pku.com.   IN    A    253.197.67.56
ijdkmghs.math.pku.com.   IN    A    25.22.121.206
wnqlkgoc.math.pku.com.   IN    A    134.3.185.125
banpeuxd.math.pku.com.   IN    A    28.125.177.86
eatcxjro.math.pku.com.   IN    A    155.169.166.148
tmldypef.math.pku.com.   IN    A    123.191.116.19
xdncqjiw.math.pku.com.   IN    A    168.241.225.20
beyvdlca.math.pku.com.   IN    A    144.7.56.213
ubfyokjr.math.pku.com.   IN    A    112.166.144.45
rvbonpuw.math.pku.com.   IN    A    158.252.32.80
fdmhcjtu.math.pku.com.   IN    A    165.151.52.152
ohwurcel.math.pku.com.   IN    A    234.10.0.177
relwicqn.math.pku.com.   IN    A    207.42.218.157
lcdukofp.math.pku.com.   IN    A    98.78.49.17
blxskqmc.math.pku.com.   IN    A    6.95.209.149
xhucnboy.math.pku.com.   IN    A    52.255.152.12
ivwdujeh.math.pku.com.   IN    A    87.222.2.135
xkabgpmd.math.pku.com.   IN    A    17.205.34.231
scxmgtoh.math.pku.com.   IN    A    9.47.136.48
ahrlvctn.math.pku.com.   IN    A    179.152.96.222
tmafbcje.math.pku.com.   IN    A    156.220.152.250
blgchfuy.math.pku.com.   IN    A    59.2.73.151
gihysxpv.math.pku.com.   IN    A    200.87.102.84
ybvnjpoe.math.pku.com.   IN    A    246.164.245.131
sukqwxln.math.pku.com.   IN    A    221.192.195.63
ptcdshov.math.pku.com.   IN    A    227.68.4.215
dimbnrwx.math.pku.com.   IN    A    223.32.188.107
isctnpry.math.pku.com.   IN    A    197.218.214.143
wtvegnar.math.pku.com.   IN    A    73.10.163.159
raqotbse.math.pku.com.   IN    A    24.57.228.252
suvwkmgx.math.pku.com.   IN    A    83.136.123.133
gtemrcjd.math.pku.com.   IN    A    34.215.251.82
xpeuadil.math.pku.com.   IN    A    114.166.171.129
cprlwoju.math.pku.com.   IN    A    131.4.220.152
ghrospvd.math.pku.com.   IN    A    38.178.22.58
bjgthpil.math.pku.com.   IN    A    60.62.70.225
qwodyght.math.pku.com.   IN    A    89.12.28.168
vwmbhkfs.math.pku.com.   IN    A    77.118.53.44
uprkcnoj.math.pku.com.   IN    A    188.66.194.242
vhjrkqcx.math.pku.com.   IN    A    146.237.147.121
hwryqstj.math.pku.com.   IN    A    46.204.94.201
idtwqvua.math.pku.com.   IN    A    142.161.32.187
fknipohb.math.pku.com.   IN    A    82.77.249.51
ybfmhdjs.math.pku.com.   IN    A    182.179.20.35
ojdyrgnx.math.pku.com.   IN    A    185.120.141.149
ymcnugjw.math.pku.com.   IN    A    255.20.203.122
otmvqnjg.math.pku.com.   IN    A    34.209.239.243
kvsqnogx.math.pku.com.   IN    A    83.85.125.68
dovhbltk.math.pku.com.   IN    A    109.2.76.55
gpdfvqxn.math.pku.com.   IN    A    174.206.189.11
pavqxsde.math.pku.com.   IN    A    148.10.56.5
oqasupjb.math.pku.com.   IN    A    64.251.30.120
huiwgjms.math.pku.com.   IN    A    153.203.47.247
ftaihslq.math.pku.com.   IN    A    208.121.195.203
ctmjrnav.math.pku.com.   IN    A    156.78.183.31
garpbfcq.math.pku.com.   IN    A    197.43.172.48
uekxgdbs.math.pku.com.   IN    A    22.147.31.160
vbqdtyup.math.pku.com.   IN    A    223.180.153.113
unmxyjvh.math.pku.com.   IN    A    70.144.64.194
pkfxbgdj.math.pku.com.   IN    A    54.134.14.112
lbgoycte.math.pku.com.   IN    A    65.143.145.196
fcewmukn.math.pku.com.   IN    A    29.6.189.186
ylxebjui.math.pku.com.   IN    A    21.184.53.34
uymjanbe.math.pku.com.   IN    A    31.126.178.222
fieordkb.math.pku.com.   IN    A    158.140.56.111
gafklnqc.math.pku.com.   IN    A    97.31.250.65
vswpeuqd.math.pku.com.   IN    A    21.11.101.153
ufbpwrci.math.pku.com.   IN    A    23.31.165.177
raoyichd.math.pku.com.   IN    A    177.54.189.133
iafbstuw.math.pku.com.   IN    A    148.12.193.145
fnaoythp.math.pku.com.   IN    A    223.80.60.20
kbcpofdg.math.pku.com.   IN    A    9.33.201.87
dwigxtpy.math.pku.com.   IN    A    89.29.93.255
mksvcjhf.math.pku.com.   IN    A    151.61.238.158
wgqveftn.math.pku.com.   IN    A    100.251.244.59
mabukcrq.math.pku.com.   IN    A    227.127.222.164
odwxmlen.math.pku.com.   IN    A    224.138.214.216
pthxgojv.math.pku.com.   IN    A    20.96.195.201
kdxijwhq.math.pku.com.   IN    A    53.115.9.240
oupvntqy.math.pku.com.   IN    A    128.116.67.152
rdlpbckv.math.pku.com.   IN    A    216.88.29.189
bghctaxo.math.pku.com.   IN    A    129.252.7.181
dmscrjpg.math.pku.com.   IN    A    226.160.110.144
ufdrwiqm.math.pku.com.   IN    A    220.210.122.33
pbtsdfly.math.pku.com.   IN    A    35.202.155.30
tpcyhvek.math.pku.com.   IN    A    81.148.201.231
ajcoberh.math.pku.com.   IN    A    52.194.89.113
qabkoshe.math.pku.com.   IN    A    197.213.175.103
qndpvfxu.math.pku.com.   IN    A    117.134.227.23
lgsynwmv.math.pku.com.   IN    A    121.0.224.48
ocfbmpud.math.pku.com.   IN    A    241.54.2.129
icvjfrbl.math.pku.com.   IN    A    60.7.233.88
bxhtimno.math.pku.com.   IN    A    142.119.65.92
aurjiylv.math.pku.com.   IN    A    251.161.196.245
iaguympe.math.pku.com.   IN    A    215.62.143.196
amjyxekv.math.pku.com.   IN    A    23.86.63.71
jtrskqbg.math.pku.com.   IN    A    30.113.188.57
hfdkgxwr.math.pku.com.   IN    A    12.17.168.12
nruebvay.math.pku.com.   IN    A    67.185.80.195
abildjoq.math.pku.com.   IN    A    162.137.60.102
jsfqaonm.math.pku.com.   IN    A    125.41.82.149
jyfokerv.math.pku.com.   IN    A    132.63.163.1
hulmnrfd.math.pku.com.   IN    A    73.121.177.73
htaeyxci.math.pku.com.   IN    A    149.118.197.193
xtyqocus.math.pku.com.   IN    A    227.117.66.143
epnmdrqw.math.pku.com.   IN    A    61.242.23.166
scbvyqea.math.pku.com.   IN    A    184.122.163.80
nireuxmk.math.pku.com.   IN    A    64.17.84.227
xunohjcq.math.pku.com.   IN    A    53.94.93.62
cytpasun.math.pku.com.   IN    A    81.186.48.10
kmpvfqlo.math.pku.com.   IN    A    82.132.59.237
ficyshup.math.pku.com.   IN    A    1.109.62.11
uhjvigbd.math.pku.com.   IN    A    196.21.112.194
bkfilesd.math.pku.com.   IN    A    12.179.48.224
tqheyxao.math.pku.com.   IN    A    158.247.154.154
gkxhvcms.math.pku.com.   IN    A    65.206.175.25
tmhxnpwu.math.pku.com.   IN    A    255.122.59.238
ckxgwedu.math.pku.com.   IN    A    48.122.223.112
ckjbxldp.math.pku.com.   IN    A    15.198.102.36
htqnplcb.math.pku.com.   IN    A    120.91.226.186
mwinrhjv.math.pku.com.   IN    A    236.172.141.249
vynclxmr.math.pku.com.   IN    A    192.128.12.194
hfgiqvdx.math.pku.com.   IN    A    154.245.187.205
nsefaium.math.pku.com.   IN    A    240.105.216.53
wxanilbo.math.pku.com.   IN    A    183.5.198.131
mcitxkuw.math.pku.com.   IN    A    218.125.101.20
pvtclqyb.math.pku.com.   IN    A    173.187.201.195
txmehwno.math.pku.com.   IN    A    74.71.207.91
ufroihvd.math.pku.com.   IN    A    161.111.190.75
gjiymqsn.math.pku.com.   IN    A    147.83.110.172
pqtfiayb.math.pku.com.   IN    A    104.118.224.122
kcosrpwl.math.pku.com.   IN    A    230.24.195.66
lcmptifh.math.pku.com.   IN    A    108.89.9.170
cradpxsb.math.pku.com.   IN    A    236.13.49.111
rbasgcit.math.pku.com.   IN    A    10.201.96.39
comyrjnd.math.pku.com.   IN    A    55.94.13.243
vhnqbrdj.math.pku.com.   IN    A    226.237.121.168
dnlhwymv.math.pku.com.   IN    A    1.129.175.133
cjbmqhok.math.pku.com.   IN    A    31.90.211.157
tsnfbqie.math.pku.com.   IN    A    61.173.207.230
jghwnous.math.pku.com.   IN    A    249.169.11.99
fgsivart.math.pku.com.   IN    A    225.182.97.21
yqxrwtfl.math.pku.com.   IN    A    66.66.247.80
bngwaqru.math.pku.com.   IN    A    203.68.215.112
ebltroin.math.pku.com.   IN    A    167.155.86.91
rmvpgafe.math.pku.com.   IN    A    106.196.177.249
jhmtelfq.math.pku.com.   IN    A    250.154.153.127
vmybkdjo.math.pku.com.   IN    A    32.126.111.65
nltdbhso.math.pku.com.   IN    A    39.184.230.121
fawkqejp.math.pku.com.   IN    A    50.5.133.218
jxecsgop.math.pku.com.   IN    A    151.195.100.255
bmrhpseo.math.pku.com.   IN    A    248.14.38.33
xlopnctb.math.pku.com.   IN    A    3.216.149.87
xgnjpwfa.math.pku.com.   IN    A    179.21.133.170
uopgftcy.math.pku.com.   IN    A    84.192.210.172
smlufdhp.math.pku.com.   IN    A    67.81.122.44
pwucrtvl.math.pku.com.   IN    A    114.14.176.124
uiprhwmo.math.pku.com.   IN    A    81.155.30.75
vpcbnawy.math.pku.com.   IN    A    110.132.108.220
unmpyjrq.math.pku.com.   IN    A    48.64.29.40
tokywicm.math.pku.com.   IN    A    63.203.218.57
qwrmkdio.math.pku.com.   IN    A    109.175.36.147
