www.cqu.com. 	14400	IN	SOA	ns1.www.cqu.com. james.cqu.edu. 19122302 14400 3600 2419200 14400
www.cqu.com.		    IN	NS ns1.www.cqu.com.
nopjeyfm.www.cqu.com.    IN    A    91.108.102.63
tflvbpma.www.cqu.com.    IN    A    191.43.199.65
mfrnocjl.www.cqu.com.    IN    A    0.89.229.82
nbpqwjcu.www.cqu.com.    IN    A    186.114.163.33
gxnfoklb.www.cqu.com.    IN    A    236.75.117.6
ohtdlxnq.www.cqu.com.    IN    A    92.36.60.155
atcrwvnj.www.cqu.com.    IN    A    231.20.193.60
gmldrqxj.www.cqu.com.    IN    A    122.163.147.114
fypakqhc.www.cqu.com.    IN    A    55.158.149.220
kuvpxdny.www.cqu.com.    IN    A    233.250.170.126
mwtnyoje.www.cqu.com.    IN    A    28.198.143.131
kiujygor.www.cqu.com.    IN    A    24.91.132.34
dxjvalme.www.cqu.com.    IN    A    165.99.99.168
rkgycnxt.www.cqu.com.    IN    A    114.103.194.59
udrmytcf.www.cqu.com.    IN    A    174.16.100.166
lwykunse.www.cqu.com.    IN    A    163.115.174.226
khfvjcoe.www.cqu.com.    IN    A    38.95.123.97
qwlenyhd.www.cqu.com.    IN    A    154.63.183.214
xpngbtvs.www.cqu.com.    IN    A    81.165.251.95
ohbwstci.www.cqu.com.    IN    A    146.176.192.253
lbnpjsqt.www.cqu.com.    IN    A    90.142.214.187
kcnfjyar.www.cqu.com.    IN    A    218.251.130.152
bjqxdlkr.www.cqu.com.    IN    A    114.135.223.254
ucdqsneo.www.cqu.com.    IN    A    222.77.173.44
xjhforkt.www.cqu.com.    IN    A    141.157.44.162
xnkujmfy.www.cqu.com.    IN    A    103.37.245.212
tlyembgv.www.cqu.com.    IN    A    143.140.246.42
oemjdcyk.www.cqu.com.    IN    A    54.56.31.164
atkudcbg.www.cqu.com.    IN    A    152.29.174.19
mbktqfng.www.cqu.com.    IN    A    237.198.86.85
lyfqgixu.www.cqu.com.    IN    A    212.132.120.82
tofsambr.www.cqu.com.    IN    A    61.117.200.248
wscdibny.www.cqu.com.    IN    A    200.56.159.170
lwnbpjyv.www.cqu.com.    IN    A    225.189.98.9
fpjkaxbn.www.cqu.com.    IN    A    154.104.213.25
iyrobdsm.www.cqu.com.    IN    A    255.46.221.154
aofhitnk.www.cqu.com.    IN    A    85.89.65.124
dauvtnrk.www.cqu.com.    IN    A    152.34.55.29
sbndkuoy.www.cqu.com.    IN    A    7.130.82.56
tnascyfe.www.cqu.com.    IN    A    87.66.70.98
whepvygu.www.cqu.com.    IN    A    133.72.155.84
kvcusijb.www.cqu.com.    IN    A    110.250.89.39
lpnbjwhi.www.cqu.com.    IN    A    86.104.104.46
aqctrmkx.www.cqu.com.    IN    A    153.120.147.104
sawhkmei.www.cqu.com.    IN    A    131.135.117.28
rmuhgfao.www.cqu.com.    IN    A    85.213.43.119
lkwcxtsr.www.cqu.com.    IN    A    165.45.208.154
yielfqbo.www.cqu.com.    IN    A    210.226.54.231
xtmlqpgv.www.cqu.com.    IN    A    37.135.145.129
jkbqwcvh.www.cqu.com.    IN    A    28.94.130.107
fvuajith.www.cqu.com.    IN    A    131.21.4.203
jwxramit.www.cqu.com.    IN    A    56.52.207.153
pdwcvyme.www.cqu.com.    IN    A    14.34.144.125
oxsnmadl.www.cqu.com.    IN    A    96.43.142.73
vcjhlntq.www.cqu.com.    IN    A    67.120.187.203
hepijdqm.www.cqu.com.    IN    A    240.235.66.232
rowjyblm.www.cqu.com.    IN    A    59.197.74.21
emcjigxa.www.cqu.com.    IN    A    25.38.36.79
fkxjsauq.www.cqu.com.    IN    A    149.191.71.123
kuotgwbs.www.cqu.com.    IN    A    142.18.112.155
malqhbfe.www.cqu.com.    IN    A    1.250.207.131
uhdorsit.www.cqu.com.    IN    A    246.18.164.19
jtmvydol.www.cqu.com.    IN    A    193.181.241.17
hdjirbqx.www.cqu.com.    IN    A    92.6.126.228
gumwpevo.www.cqu.com.    IN    A    44.211.180.127
macvxobt.www.cqu.com.    IN    A    103.16.27.40
pgbkixes.www.cqu.com.    IN    A    126.248.96.133
ijtsrvdg.www.cqu.com.    IN    A    42.247.187.154
ebrnafuc.www.cqu.com.    IN    A    120.212.110.78
jxgfycbo.www.cqu.com.    IN    A    102.40.68.133
ogsrcehp.www.cqu.com.    IN    A    90.238.195.106
xlveofbn.www.cqu.com.    IN    A    100.30.255.100
mfhortjk.www.cqu.com.    IN    A    35.29.212.245
drhofwnl.www.cqu.com.    IN    A    57.177.117.39
icjlnhpf.www.cqu.com.    IN    A    217.202.32.133
kwrtefhy.www.cqu.com.    IN    A    103.134.12.131
jlpohtbm.www.cqu.com.    IN    A    83.164.239.178
ejugxcvm.www.cqu.com.    IN    A    227.42.249.246
rgohucvn.www.cqu.com.    IN    A    31.227.89.124
jvfgblqw.www.cqu.com.    IN    A    197.80.35.75
frievatq.www.cqu.com.    IN    A    35.26.186.136
wojvftpq.www.cqu.com.    IN    A    101.19.244.144
cowgksdh.www.cqu.com.    IN    A    221.231.11.232
hnrxfuym.www.cqu.com.    IN    A    77.223.0.76
fegbjxwl.www.cqu.com.    IN    A    156.144.232.43
axtjwykf.www.cqu.com.    IN    A    160.43.111.206
swpiybme.www.cqu.com.    IN    A    175.137.98.165
vljigxqa.www.cqu.com.    IN    A    2.20.73.238
seocqkxb.www.cqu.com.    IN    A    6.9.224.26
tdyvmwej.www.cqu.com.    IN    A    144.2.195.57
bhsiuwyv.www.cqu.com.    IN    A    241.253.113.121
pxhnljfg.www.cqu.com.    IN    A    105.245.63.26
fqysilox.www.cqu.com.    IN    A    212.38.167.215
ivscughw.www.cqu.com.    IN    A    47.22.51.227
aujcpkgn.www.cqu.com.    IN    A    138.132.180.79
dtqvuoyw.www.cqu.com.    IN    A    69.108.55.53
dpxtiugj.www.cqu.com.    IN    A    197.246.176.36
okepqjas.www.cqu.com.    IN    A    133.132.29.92
wurtgcsm.www.cqu.com.    IN    A    84.176.178.215
muqewfcr.www.cqu.com.    IN    A    5.238.166.115
xabuwefh.www.cqu.com.    IN    A    103.185.31.9
wtusmhbn.www.cqu.com.    IN    A    23.17.104.35
jukmxnip.www.cqu.com.    IN    A    77.98.239.200
epmovnby.www.cqu.com.    IN    A    115.190.26.1
cfvybges.www.cqu.com.    IN    A    252.14.138.195
wpfluebk.www.cqu.com.    IN    A    191.186.29.149
swxnjevq.www.cqu.com.    IN    A    8.111.152.146
dgcfoupk.www.cqu.com.    IN    A    40.156.99.24
olurmefp.www.cqu.com.    IN    A    107.17.219.98
jprbqtnh.www.cqu.com.    IN    A    54.195.222.204
ptcrkyif.www.cqu.com.    IN    A    25.215.151.145
kjcngrib.www.cqu.com.    IN    A    5.146.72.34
fgupdavn.www.cqu.com.    IN    A    97.177.221.73
pbvijoau.www.cqu.com.    IN    A    136.21.139.240
ockamfrg.www.cqu.com.    IN    A    21.92.204.184
hrctqkya.www.cqu.com.    IN    A    89.157.210.158
ayxcrtve.www.cqu.com.    IN    A    241.246.204.193
ofyjsktw.www.cqu.com.    IN    A    246.182.246.171
jbwsohra.www.cqu.com.    IN    A    107.197.55.94
becnqaug.www.cqu.com.    IN    A    41.18.42.69
qisoyulm.www.cqu.com.    IN    A    26.163.240.48
glokyhcd.www.cqu.com.    IN    A    99.65.48.107
bgmpfhyk.www.cqu.com.    IN    A    189.32.64.112
mtyxfpbg.www.cqu.com.    IN    A    5.160.86.224
sibmunaq.www.cqu.com.    IN    A    173.20.105.155
osemthvg.www.cqu.com.    IN    A    136.175.118.21
gylwjnap.www.cqu.com.    IN    A    104.85.213.151
egmuinda.www.cqu.com.    IN    A    7.92.24.141
oquejdkw.www.cqu.com.    IN    A    133.12.44.95
imqxctap.www.cqu.com.    IN    A    133.50.173.36
lgvwhubn.www.cqu.com.    IN    A    50.202.187.179
hyjcafpi.www.cqu.com.    IN    A    210.126.130.8
rxyqctls.www.cqu.com.    IN    A    241.199.129.60
pgorfnwi.www.cqu.com.    IN    A    81.144.62.120
koyibcrv.www.cqu.com.    IN    A    222.24.229.145
haelxvyk.www.cqu.com.    IN    A    86.35.52.180
lgnjfeqa.www.cqu.com.    IN    A    91.41.73.251
ghcrqaye.www.cqu.com.    IN    A    109.195.139.255
mxwbqjhd.www.cqu.com.    IN    A    233.170.50.200
gwukstap.www.cqu.com.    IN    A    126.176.4.147
nhajtyxw.www.cqu.com.    IN    A    91.215.164.125
ojmtlcqy.www.cqu.com.    IN    A    24.123.241.193
fpjaeinc.www.cqu.com.    IN    A    214.175.57.233
xnpetjsk.www.cqu.com.    IN    A    73.204.77.36
htnylfeg.www.cqu.com.    IN    A    27.34.78.65
ejrfnyqu.www.cqu.com.    IN    A    74.128.241.241
yeiradns.www.cqu.com.    IN    A    37.254.101.243
ovauwcyb.www.cqu.com.    IN    A    191.80.80.78
clhdtqmf.www.cqu.com.    IN    A    140.232.146.57
agsodvfw.www.cqu.com.    IN    A    188.199.145.99
bsgcjlit.www.cqu.com.    IN    A    247.237.145.232
dhtguqje.www.cqu.com.    IN    A    198.99.168.242
ixscovur.www.cqu.com.    IN    A    254.64.48.193
yepgcvdf.www.cqu.com.    IN    A    217.188.42.180
fwlkyaji.www.cqu.com.    IN    A    21.67.213.114
phblqkuf.www.cqu.com.    IN    A    166.45.243.173
ctghksfe.www.cqu.com.    IN    A    219.29.65.48
snykxpif.www.cqu.com.    IN    A    174.87.99.109
xhkfctoy.www.cqu.com.    IN    A    47.206.28.211
cnapkjov.www.cqu.com.    IN    A    176.92.241.15
nipyucko.www.cqu.com.    IN    A    35.134.214.99
fqsylpmx.www.cqu.com.    IN    A    0.35.171.94
jofrucxs.www.cqu.com.    IN    A    212.55.32.14
oewparlk.www.cqu.com.    IN    A    57.24.49.101
mrhnkcyx.www.cqu.com.    IN    A    127.38.107.13
lirtfqsp.www.cqu.com.    IN    A    188.239.246.225
vbjhxuil.www.cqu.com.    IN    A    138.46.58.10
gvjehsao.www.cqu.com.    IN    A    130.95.161.58
yjcsbunq.www.cqu.com.    IN    A    140.199.160.31
dlcmiyxv.www.cqu.com.    IN    A    165.20.175.242
uqheamwb.www.cqu.com.    IN    A    147.252.119.143
wvljufni.www.cqu.com.    IN    A    151.226.79.210
kiwfrnxa.www.cqu.com.    IN    A    80.252.175.241
bnuixfgd.www.cqu.com.    IN    A    57.95.60.24
axcusilt.www.cqu.com.    IN    A    199.109.157.185
dtvyrojh.www.cqu.com.    IN    A    128.39.219.105
yqrwphun.www.cqu.com.    IN    A    197.144.189.114
xwgfojvm.www.cqu.com.    IN    A    156.248.207.230
qsebxgpv.www.cqu.com.    IN    A    204.237.168.9
cdwlamos.www.cqu.com.    IN    A    26.232.106.246
mbnrkqcx.www.cqu.com.    IN    A    209.200.24.198
ceboxyvq.www.cqu.com.    IN    A    97.244.40.237
vwmpufrs.www.cqu.com.    IN    A    56.7.255.138
hcqnwxib.www.cqu.com.    IN    A    213.51.138.237
tflxhcws.www.cqu.com.    IN    A    109.240.134.199
jncglqob.www.cqu.com.    IN    A    24.218.27.17
dqltwnkx.www.cqu.com.    IN    A    227.52.234.175
hlnywdrs.www.cqu.com.    IN    A    163.54.136.196
uyxolwcv.www.cqu.com.    IN    A    222.29.183.252
negfdxjv.www.cqu.com.    IN    A    33.217.162.59
rapocyhl.www.cqu.com.    IN    A    193.92.41.99
frtiajbh.www.cqu.com.    IN    A    223.159.108.208
lvtgdxpc.www.cqu.com.    IN    A    148.177.138.122
qpmdauwl.www.cqu.com.    IN    A    85.155.54.189
ltdwypnc.www.cqu.com.    IN    A    19.91.29.219
ibpgkraj.www.cqu.com.    IN    A    39.158.80.243
wjnryeho.www.cqu.com.    IN    A    151.135.113.187
wrdkcpjv.www.cqu.com.    IN    A    16.187.53.52
pfshryno.www.cqu.com.    IN    A    48.228.229.120
jnkayovw.www.cqu.com.    IN    A    64.109.120.159
ficxlupd.www.cqu.com.    IN    A    114.118.206.242
ynlqgueo.www.cqu.com.    IN    A    70.246.110.179
himgrkus.www.cqu.com.    IN    A    66.171.96.118
lyjitqrg.www.cqu.com.    IN    A    222.103.177.27
fscbnxha.www.cqu.com.    IN    A    32.120.20.251
ksutlcir.www.cqu.com.    IN    A    148.2.231.70
lkmhxiyc.www.cqu.com.    IN    A    217.21.93.91
tbkayoeu.www.cqu.com.    IN    A    98.84.9.196
fgovjdkm.www.cqu.com.    IN    A    62.19.75.193
wyigsnhp.www.cqu.com.    IN    A    2.230.217.114
xwgavbso.www.cqu.com.    IN    A    38.15.56.25
eijpagtx.www.cqu.com.    IN    A    183.58.11.178
tolvnsba.www.cqu.com.    IN    A    40.227.111.51
poasrliq.www.cqu.com.    IN    A    127.3.134.249
wgvlxcam.www.cqu.com.    IN    A    5.52.199.231
tluhgobx.www.cqu.com.    IN    A    66.2.182.234
ywdrxigq.www.cqu.com.    IN    A    194.155.223.12
iulkfped.www.cqu.com.    IN    A    170.221.205.244
yfcvnohq.www.cqu.com.    IN    A    121.57.193.227
npshfbjr.www.cqu.com.    IN    A    166.92.185.241
ydlvcqnr.www.cqu.com.    IN    A    86.92.228.21
qdukrwys.www.cqu.com.    IN    A    227.106.186.95
bipleafv.www.cqu.com.    IN    A    225.130.30.224
vbjpyhkr.www.cqu.com.    IN    A    28.188.226.48
mhduswkc.www.cqu.com.    IN    A    255.231.21.227
henxwdvk.www.cqu.com.    IN    A    105.231.115.56
uwbmanic.www.cqu.com.    IN    A    39.99.120.148
bqxvaimj.www.cqu.com.    IN    A    207.15.129.155
igcomtql.www.cqu.com.    IN    A    87.8.251.90
jwmkohby.www.cqu.com.    IN    A    79.1.19.101
imsckolx.www.cqu.com.    IN    A    80.237.135.206
jfedwmpv.www.cqu.com.    IN    A    12.142.119.14
leynqtoc.www.cqu.com.    IN    A    174.199.94.63
wygcmksu.www.cqu.com.    IN    A    247.219.236.243
lcfpsrem.www.cqu.com.    IN    A    204.54.239.140
ftmyxlhw.www.cqu.com.    IN    A    121.156.192.67
mgjqpvyc.www.cqu.com.    IN    A    96.98.217.27
dkblvuqo.www.cqu.com.    IN    A    210.217.235.166
atqjgson.www.cqu.com.    IN    A    149.100.212.140
mkefuqsd.www.cqu.com.    IN    A    80.248.229.78
tdqubswn.www.cqu.com.    IN    A    1.172.173.20
fmrwsjhl.www.cqu.com.    IN    A    12.215.35.68
sbhakvnf.www.cqu.com.    IN    A    219.164.207.104
lcwvsnao.www.cqu.com.    IN    A    125.162.103.33
wojmlhps.www.cqu.com.    IN    A    107.153.203.151
njowdfsi.www.cqu.com.    IN    A    132.47.45.103
sgnjtvur.www.cqu.com.    IN    A    170.133.155.124
pvmlwuyi.www.cqu.com.    IN    A    250.130.157.174
mbiwqhgj.www.cqu.com.    IN    A    251.73.172.233
otrfkgjy.www.cqu.com.    IN    A    34.26.185.109
xgimlsnr.www.cqu.com.    IN    A    108.170.190.175
dopxesmt.www.cqu.com.    IN    A    3.137.33.78
yvnreoiq.www.cqu.com.    IN    A    128.1.70.21
sydfegno.www.cqu.com.    IN    A    144.229.239.83
clxnfpht.www.cqu.com.    IN    A    125.150.83.126
glnfctux.www.cqu.com.    IN    A    157.164.150.141
qpijwmcv.www.cqu.com.    IN    A    113.125.146.227
abisqmfx.www.cqu.com.    IN    A    181.4.142.47
rujgsalt.www.cqu.com.    IN    A    66.178.147.153
byvcsmkr.www.cqu.com.    IN    A    211.145.163.23
vpxbqjhw.www.cqu.com.    IN    A    64.22.138.182
uwoktnrc.www.cqu.com.    IN    A    89.58.219.162
lvmscnhj.www.cqu.com.    IN    A    106.185.167.66
ukotsmnh.www.cqu.com.    IN    A    155.69.214.141
owvihcup.www.cqu.com.    IN    A    152.74.230.0
hlremopa.www.cqu.com.    IN    A    16.72.17.77
xwgdervn.www.cqu.com.    IN    A    171.4.191.123
bqelawoc.www.cqu.com.    IN    A    30.114.29.22
rbaomies.www.cqu.com.    IN    A    180.162.243.245
jklcwthm.www.cqu.com.    IN    A    156.116.138.151
wtuenoav.www.cqu.com.    IN    A    132.110.203.169
xeuapqom.www.cqu.com.    IN    A    62.84.33.161
jutehqfs.www.cqu.com.    IN    A    45.128.120.127
ibefgwrh.www.cqu.com.    IN    A    186.242.106.81
xqhwotgr.www.cqu.com.    IN    A    7.131.205.222
slwechyt.www.cqu.com.    IN    A    125.150.154.103
dnstmjfo.www.cqu.com.    IN    A    164.108.162.164
ugneavqy.www.cqu.com.    IN    A    129.230.210.31
smwuqpxk.www.cqu.com.    IN    A    109.216.31.109
wjyxuclk.www.cqu.com.    IN    A    251.236.33.41
ldgytwus.www.cqu.com.    IN    A    248.175.194.178
udrpgcnt.www.cqu.com.    IN    A    121.0.128.4
clnkeqsd.www.cqu.com.    IN    A    115.82.194.44
bmvnktaj.www.cqu.com.    IN    A    133.110.109.63
obsjqlkt.www.cqu.com.    IN    A    101.129.19.222
seidtbkn.www.cqu.com.    IN    A    70.186.93.37
yajntqep.www.cqu.com.    IN    A    94.24.93.236
vcjkused.www.cqu.com.    IN    A    186.29.208.119
cmtedfyj.www.cqu.com.    IN    A    10.40.81.106
rmqcpgkh.www.cqu.com.    IN    A    147.120.25.9
ydhlikam.www.cqu.com.    IN    A    45.173.243.39
lmyouexs.www.cqu.com.    IN    A    168.3.126.146
hnjkqwrg.www.cqu.com.    IN    A    4.114.106.203
tewaxybn.www.cqu.com.    IN    A    24.205.217.77
dycmfkwt.www.cqu.com.    IN    A    35.111.15.159
oilvcskp.www.cqu.com.    IN    A    86.47.252.44
evisbauq.www.cqu.com.    IN    A    7.3.70.99
vyxjpbik.www.cqu.com.    IN    A    129.72.61.179
uesildwg.www.cqu.com.    IN    A    79.31.205.252
gnsktxbj.www.cqu.com.    IN    A    93.190.26.127
fuwraxcv.www.cqu.com.    IN    A    192.239.222.238
enfxqkac.www.cqu.com.    IN    A    237.136.154.196
hxpgjmlr.www.cqu.com.    IN    A    28.30.72.198
tyelmghx.www.cqu.com.    IN    A    79.247.213.51
kiuvwnmd.www.cqu.com.    IN    A    226.120.10.212
oifbcvtu.www.cqu.com.    IN    A    29.159.249.68
favgrtcn.www.cqu.com.    IN    A    25.243.4.246
qxhafmsk.www.cqu.com.    IN    A    93.185.127.72
lsaqygnw.www.cqu.com.    IN    A    38.144.48.229
nqfrcgyl.www.cqu.com.    IN    A    226.226.33.88
plrqiwab.www.cqu.com.    IN    A    188.35.220.239
fehqimdt.www.cqu.com.    IN    A    197.221.51.231
xjmnwueo.www.cqu.com.    IN    A    170.58.138.94
hlwpdxcr.www.cqu.com.    IN    A    247.214.26.213
shoqkclv.www.cqu.com.    IN    A    163.13.74.210
efdkbyaq.www.cqu.com.    IN    A    163.10.8.254
xktpbagf.www.cqu.com.    IN    A    73.19.152.142
ankxylce.www.cqu.com.    IN    A    49.91.131.41
tvcfhaqr.www.cqu.com.    IN    A    156.21.169.4
jshxuknf.www.cqu.com.    IN    A    241.210.92.166
ugxarfcs.www.cqu.com.    IN    A    27.239.194.215
hoegdbtq.www.cqu.com.    IN    A    129.125.87.138
xtegdrkb.www.cqu.com.    IN    A    245.89.0.255
brvhqnsj.www.cqu.com.    IN    A    24.86.216.164
ocyilkve.www.cqu.com.    IN    A    72.193.236.168
dpijmtur.www.cqu.com.    IN    A    106.128.233.212
dubghcrf.www.cqu.com.    IN    A    239.183.82.35
webvogxd.www.cqu.com.    IN    A    221.223.159.95
tprlxyvi.www.cqu.com.    IN    A    120.124.120.18
xlbfirpy.www.cqu.com.    IN    A    114.32.62.5
yrcouweh.www.cqu.com.    IN    A    123.79.98.159
dbowmvyq.www.cqu.com.    IN    A    224.125.200.47
xnjimthc.www.cqu.com.    IN    A    206.44.70.69
lircqoyt.www.cqu.com.    IN    A    85.112.202.153
eapyhcsi.www.cqu.com.    IN    A    154.173.244.14
yrsqagxk.www.cqu.com.    IN    A    219.145.84.18
kraohtsw.www.cqu.com.    IN    A    75.136.195.254
mcptxoyg.www.cqu.com.    IN    A    166.37.180.229
euogwdic.www.cqu.com.    IN    A    183.224.57.207
hqciyavb.www.cqu.com.    IN    A    175.75.75.200
rhyamwbj.www.cqu.com.    IN    A    253.158.91.32
seoqjbrh.www.cqu.com.    IN    A    234.27.89.211
cqanmtrv.www.cqu.com.    IN    A    130.241.51.48
scnpmxrd.www.cqu.com.    IN    A    215.232.77.140
ochbwdsk.www.cqu.com.    IN    A    179.138.252.205
enqamglt.www.cqu.com.    IN    A    25.54.187.104
iusbxkqj.www.cqu.com.    IN    A    17.35.22.216
pnhocqwx.www.cqu.com.    IN    A    76.172.113.198
oluvewcf.www.cqu.com.    IN    A    108.201.6.67
wpajcirn.www.cqu.com.    IN    A    36.51.68.59
ahrkgisc.www.cqu.com.    IN    A    174.94.13.251
kcsyviom.www.cqu.com.    IN    A    219.99.225.91
vmxkiwpd.www.cqu.com.    IN    A    180.147.64.114
dxpluhcb.www.cqu.com.    IN    A    193.175.145.221
rsbxpjka.www.cqu.com.    IN    A    163.100.197.63
ukbjmstw.www.cqu.com.    IN    A    67.241.10.119
sixrovun.www.cqu.com.    IN    A    138.89.102.65
jfomlbdv.www.cqu.com.    IN    A    233.134.166.204
evjpbumq.www.cqu.com.    IN    A    199.244.216.1
djtcxyih.www.cqu.com.    IN    A    49.159.211.39
lwxohqcy.www.cqu.com.    IN    A    67.15.245.52
khcmalfv.www.cqu.com.    IN    A    101.180.101.119
dfveomir.www.cqu.com.    IN    A    244.116.63.164
oxjiqdeu.www.cqu.com.    IN    A    86.226.253.143
qxpajvye.www.cqu.com.    IN    A    102.218.188.162
crmvbkfl.www.cqu.com.    IN    A    153.248.239.147
iebwoctk.www.cqu.com.    IN    A    112.43.225.253
thwvliya.www.cqu.com.    IN    A    70.199.126.46
srbgoxcf.www.cqu.com.    IN    A    96.52.9.245
ykbrxsjc.www.cqu.com.    IN    A    209.234.61.19
daeonlrs.www.cqu.com.    IN    A    58.228.193.7
bsrgpjvx.www.cqu.com.    IN    A    117.92.212.246
dbnxfluk.www.cqu.com.    IN    A    30.244.195.237
rywscaqf.www.cqu.com.    IN    A    52.103.121.83
wgfvmkyb.www.cqu.com.    IN    A    64.200.247.62
bmehcwvq.www.cqu.com.    IN    A    79.26.62.178
wgpnfidj.www.cqu.com.    IN    A    96.48.194.227
skudtlom.www.cqu.com.    IN    A    191.210.54.80
klunpeot.www.cqu.com.    IN    A    99.3.79.93
eobkcanx.www.cqu.com.    IN    A    253.28.115.85
sorgqpyi.www.cqu.com.    IN    A    32.253.223.165
texrsjgi.www.cqu.com.    IN    A    191.187.228.107
ivqnulof.www.cqu.com.    IN    A    241.225.96.138
oxuicsng.www.cqu.com.    IN    A    138.0.52.61
wyhresnq.www.cqu.com.    IN    A    184.138.54.144
xskpwnaj.www.cqu.com.    IN    A    132.86.148.11
ukeyblfs.www.cqu.com.    IN    A    5.246.6.162
dvgjfrmw.www.cqu.com.    IN    A    158.66.124.27
cprisgdl.www.cqu.com.    IN    A    223.28.72.129
onfksble.www.cqu.com.    IN    A    52.225.93.51
ivwecylp.www.cqu.com.    IN    A    25.91.244.144
xujowsrh.www.cqu.com.    IN    A    244.160.63.191
gqdmuvhc.www.cqu.com.    IN    A    217.13.75.48
jfpytdwo.www.cqu.com.    IN    A    235.157.57.50
amyixpve.www.cqu.com.    IN    A    129.223.132.245
uhqpjkvg.www.cqu.com.    IN    A    174.107.213.183
imabhdlv.www.cqu.com.    IN    A    204.252.197.161
ibxdrlve.www.cqu.com.    IN    A    170.228.216.47
ygtqemnl.www.cqu.com.    IN    A    201.62.227.2
gtslmdha.www.cqu.com.    IN    A    159.100.250.177
ohpwlqki.www.cqu.com.    IN    A    86.188.153.231
meidhjbv.www.cqu.com.    IN    A    168.165.225.82
xbgncepv.www.cqu.com.    IN    A    138.193.14.237
dsjkxevc.www.cqu.com.    IN    A    7.70.81.164
ykrcnsib.www.cqu.com.    IN    A    4.155.152.176
svwxjktc.www.cqu.com.    IN    A    55.67.88.231
moclkudp.www.cqu.com.    IN    A    63.17.201.229
osygudbv.www.cqu.com.    IN    A    13.222.190.107
djsvqimn.www.cqu.com.    IN    A    186.235.244.201
flmcvqtb.www.cqu.com.    IN    A    251.158.23.181
apufglde.www.cqu.com.    IN    A    147.53.109.47
wfkptrnu.www.cqu.com.    IN    A    183.140.246.124
grcvedif.www.cqu.com.    IN    A    155.180.18.126
aysmvlrf.www.cqu.com.    IN    A    215.48.241.59
snwdlxry.www.cqu.com.    IN    A    160.8.124.167
uyktgeds.www.cqu.com.    IN    A    130.227.218.213
tacilrvq.www.cqu.com.    IN    A    123.16.20.254
xocnvybt.www.cqu.com.    IN    A    84.134.135.113
gptcubox.www.cqu.com.    IN    A    71.222.236.245
taomxgwy.www.cqu.com.    IN    A    65.199.190.127
xyikonmw.www.cqu.com.    IN    A    182.182.24.182
baxpqctn.www.cqu.com.    IN    A    161.121.133.30
vkjhesty.www.cqu.com.    IN    A    211.26.32.223
mbwayoiq.www.cqu.com.    IN    A    59.15.242.178
twdkbicx.www.cqu.com.    IN    A    96.55.41.148
