arch.tju.com.	14400	IN	SOA	ns1.arch.tju.com. james.tju.edu. 19122302 14400 3600 2419200 14400
arch.tju.com.		    IN	NS ns1.arch.tju.com.
nomrqpdi.arch.tju.com.   IN    A    203.69.5.137
itfuvqgn.arch.tju.com.   IN    A    185.53.68.72
vabufjkt.arch.tju.com.   IN    A    187.239.171.115
smniqgar.arch.tju.com.   IN    A    97.216.31.42
noqcgyxt.arch.tju.com.   IN    A    245.173.27.97
khxbfewy.arch.tju.com.   IN    A    176.22.46.189
tixrdvcb.arch.tju.com.   IN    A    59.98.81.81
eyrflksw.arch.tju.com.   IN    A    254.245.127.127
jihudgoq.arch.tju.com.   IN    A    129.98.21.49
fdbacotw.arch.tju.com.   IN    A    32.89.243.182
ftvucrhx.arch.tju.com.   IN    A    162.66.27.122
xiytdfbh.arch.tju.com.   IN    A    197.11.226.212
eocmbnis.arch.tju.com.   IN    A    98.246.8.156
gxawqdfk.arch.tju.com.   IN    A    135.5.152.84
ekchvytg.arch.tju.com.   IN    A    169.146.146.42
ujnyelps.arch.tju.com.   IN    A    230.246.251.63
whfoetmg.arch.tju.com.   IN    A    9.147.69.241
haykmrnd.arch.tju.com.   IN    A    116.80.43.254
gcutkdhv.arch.tju.com.   IN    A    254.123.50.102
vcrmhtny.arch.tju.com.   IN    A    224.43.21.118
otemdspr.arch.tju.com.   IN    A    215.196.39.46
qwsprtgx.arch.tju.com.   IN    A    63.88.26.10
pjtknywg.arch.tju.com.   IN    A    66.10.100.208
vabptdiy.arch.tju.com.   IN    A    5.119.253.13
punrvijk.arch.tju.com.   IN    A    44.245.179.249
lpfkxjct.arch.tju.com.   IN    A    210.149.47.26
bkxostyn.arch.tju.com.   IN    A    45.191.216.121
yfsthvwa.arch.tju.com.   IN    A    58.102.145.226
okrfmida.arch.tju.com.   IN    A    117.113.209.184
crausihk.arch.tju.com.   IN    A    2.227.29.24
apyndmhx.arch.tju.com.   IN    A    176.247.51.209
xlbavuck.arch.tju.com.   IN    A    25.65.17.145
thxivayn.arch.tju.com.   IN    A    115.246.126.53
glvpbwam.arch.tju.com.   IN    A    35.51.58.244
qlheynxg.arch.tju.com.   IN    A    55.244.42.85
qopnbjlt.arch.tju.com.   IN    A    36.134.13.241
jlumodaw.arch.tju.com.   IN    A    251.230.244.33
musonkrp.arch.tju.com.   IN    A    46.22.8.97
rogctbdn.arch.tju.com.   IN    A    252.9.209.153
fwoyrtxg.arch.tju.com.   IN    A    151.4.55.23
efmuthwb.arch.tju.com.   IN    A    7.203.25.54
wpysoejh.arch.tju.com.   IN    A    114.72.214.1
xeywbndu.arch.tju.com.   IN    A    27.56.74.234
ipbkqlst.arch.tju.com.   IN    A    68.163.101.169
xvplrfqw.arch.tju.com.   IN    A    129.152.33.255
dkyevjbl.arch.tju.com.   IN    A    36.36.23.43
mihpnbdk.arch.tju.com.   IN    A    100.49.37.22
wqnbdlxt.arch.tju.com.   IN    A    251.199.244.133
achormuk.arch.tju.com.   IN    A    52.162.86.66
nuavfgmr.arch.tju.com.   IN    A    60.142.111.193
pclgeymj.arch.tju.com.   IN    A    248.74.54.186
hvnpqkrf.arch.tju.com.   IN    A    81.221.114.93
xpgybnlh.arch.tju.com.   IN    A    28.9.14.164
wyhgfqir.arch.tju.com.   IN    A    174.102.112.169
qbmyxkgu.arch.tju.com.   IN    A    63.113.254.178
ckutxpvw.arch.tju.com.   IN    A    186.15.13.168
wdpcuhqy.arch.tju.com.   IN    A    105.161.136.212
kqiywsdp.arch.tju.com.   IN    A    94.14.19.19
afpeqnyo.arch.tju.com.   IN    A    52.82.80.138
ijxmekrh.arch.tju.com.   IN    A    177.139.76.53
drvnhcam.arch.tju.com.   IN    A    83.184.75.157
nhmevpwk.arch.tju.com.   IN    A    124.182.210.64
pnladckb.arch.tju.com.   IN    A    142.236.240.164
iludphxa.arch.tju.com.   IN    A    169.234.182.176
vhnistew.arch.tju.com.   IN    A    97.117.94.130
dxjfawic.arch.tju.com.   IN    A    188.238.252.32
rdtcujkq.arch.tju.com.   IN    A    117.190.142.186
trlynvbk.arch.tju.com.   IN    A    37.251.171.19
ymdufvjn.arch.tju.com.   IN    A    134.74.226.228
oqgfnitp.arch.tju.com.   IN    A    202.140.115.13
tvojeqbn.arch.tju.com.   IN    A    137.173.142.215
xeqmrpnv.arch.tju.com.   IN    A    57.177.36.98
impgsnqb.arch.tju.com.   IN    A    55.70.203.139
wtafjcro.arch.tju.com.   IN    A    25.240.62.113
csebiagf.arch.tju.com.   IN    A    234.24.235.94
xryvafwq.arch.tju.com.   IN    A    190.95.30.117
ykibasno.arch.tju.com.   IN    A    75.6.253.70
pxgeydno.arch.tju.com.   IN    A    155.28.48.2
jbqskvlp.arch.tju.com.   IN    A    69.165.94.237
hxgomius.arch.tju.com.   IN    A    106.77.118.130
ijkfyeac.arch.tju.com.   IN    A    51.229.49.79
tsapwcbe.arch.tju.com.   IN    A    240.254.83.216
hgxsaiou.arch.tju.com.   IN    A    5.103.84.34
evbunpjs.arch.tju.com.   IN    A    11.254.170.254
wxiosevq.arch.tju.com.   IN    A    83.16.225.193
dagebvtk.arch.tju.com.   IN    A    7.185.161.195
qyetwvfs.arch.tju.com.   IN    A    204.71.88.196
ynipmgfa.arch.tju.com.   IN    A    83.166.143.17
hdbgxfvn.arch.tju.com.   IN    A    207.130.141.114
xaqhdkbs.arch.tju.com.   IN    A    217.67.114.27
wksdnvfp.arch.tju.com.   IN    A    170.183.223.98
jclpqgtd.arch.tju.com.   IN    A    141.16.57.166
hxocadnq.arch.tju.com.   IN    A    51.222.132.234
sgkeouan.arch.tju.com.   IN    A    34.142.1.103
tprafoys.arch.tju.com.   IN    A    43.17.251.223
tpenjlbv.arch.tju.com.   IN    A    183.20.242.9
cwepqsjb.arch.tju.com.   IN    A    70.146.42.48
rpwxfdjb.arch.tju.com.   IN    A    214.27.23.137
dmlbxpsw.arch.tju.com.   IN    A    69.110.156.254
nbwvailf.arch.tju.com.   IN    A    124.208.200.213
vrbmiupn.arch.tju.com.   IN    A    35.40.64.108
ywgbtvxm.arch.tju.com.   IN    A    202.230.14.68
bktvexac.arch.tju.com.   IN    A    191.63.197.104
pqsmlwvr.arch.tju.com.   IN    A    134.216.23.131
fmlrjsvw.arch.tju.com.   IN    A    59.28.234.18
amohgwsc.arch.tju.com.   IN    A    179.87.142.123
afhnyrxg.arch.tju.com.   IN    A    208.211.72.29
qijwnlrf.arch.tju.com.   IN    A    134.111.205.10
sykqhgne.arch.tju.com.   IN    A    147.44.161.164
stfpoqdc.arch.tju.com.   IN    A    101.58.13.5
evrjuiok.arch.tju.com.   IN    A    149.8.48.224
ncibwkum.arch.tju.com.   IN    A    30.249.127.154
gskjrbod.arch.tju.com.   IN    A    120.183.252.147
sakgrbev.arch.tju.com.   IN    A    147.235.186.88
pesaqndm.arch.tju.com.   IN    A    99.138.135.245
yrlwfqpu.arch.tju.com.   IN    A    61.63.56.233
bjdhvgmn.arch.tju.com.   IN    A    6.129.247.124
dgcjtuvi.arch.tju.com.   IN    A    8.75.206.199
wyruxpst.arch.tju.com.   IN    A    130.169.139.205
jdbfqwpl.arch.tju.com.   IN    A    228.241.185.254
beitmjry.arch.tju.com.   IN    A    221.252.15.193
whvisryj.arch.tju.com.   IN    A    203.189.29.139
blcnofid.arch.tju.com.   IN    A    222.207.244.145
mpqasglo.arch.tju.com.   IN    A    62.153.249.60
umsijrgl.arch.tju.com.   IN    A    44.96.184.28
mqoacphs.arch.tju.com.   IN    A    21.120.169.50
vkmneufg.arch.tju.com.   IN    A    135.153.139.255
rckgofbx.arch.tju.com.   IN    A    208.67.164.6
tjfvrchl.arch.tju.com.   IN    A    20.131.0.48
wfcetrkh.arch.tju.com.   IN    A    53.32.31.147
neqvgsfh.arch.tju.com.   IN    A    22.125.246.64
crqyjpgb.arch.tju.com.   IN    A    193.22.45.192
knbcalup.arch.tju.com.   IN    A    171.239.82.210
lwdpyeoi.arch.tju.com.   IN    A    59.253.110.122
tshjkiuq.arch.tju.com.   IN    A    98.238.160.51
uxeiwfyn.arch.tju.com.   IN    A    132.189.77.115
eipaytxv.arch.tju.com.   IN    A    11.236.118.193
hxgokqbj.arch.tju.com.   IN    A    69.170.69.35
dxqbewih.arch.tju.com.   IN    A    43.45.105.104
uocidsab.arch.tju.com.   IN    A    192.1.66.12
towdragn.arch.tju.com.   IN    A    96.241.155.7
poifmkeh.arch.tju.com.   IN    A    114.80.134.126
xescfowg.arch.tju.com.   IN    A    86.184.246.33
ilgucady.arch.tju.com.   IN    A    157.120.106.205
nateqyvh.arch.tju.com.   IN    A    170.143.205.182
dqmtfkwx.arch.tju.com.   IN    A    226.87.236.80
rsfehpld.arch.tju.com.   IN    A    130.65.87.160
pwmnarsv.arch.tju.com.   IN    A    8.49.142.112
mskplfag.arch.tju.com.   IN    A    207.163.212.15
xpkharbm.arch.tju.com.   IN    A    31.117.83.214
betaxvqj.arch.tju.com.   IN    A    147.45.245.3
bodxwjhu.arch.tju.com.   IN    A    67.237.117.191
srjiatoe.arch.tju.com.   IN    A    69.129.233.42
iwhnyfbp.arch.tju.com.   IN    A    194.182.134.49
dhbqlsgi.arch.tju.com.   IN    A    207.104.158.109
nmqlwhsy.arch.tju.com.   IN    A    42.138.5.22
peqfxldo.arch.tju.com.   IN    A    164.239.121.17
vdeshyrm.arch.tju.com.   IN    A    33.35.131.238
tepljuiq.arch.tju.com.   IN    A    162.35.51.91
iegymupq.arch.tju.com.   IN    A    32.67.106.87
eyugcvbw.arch.tju.com.   IN    A    13.47.46.180
xlmgtkcd.arch.tju.com.   IN    A    78.99.148.239
rjwyenid.arch.tju.com.   IN    A    57.156.135.160
gjayfkdx.arch.tju.com.   IN    A    136.42.122.127
ndyrxepi.arch.tju.com.   IN    A    10.191.179.12
dlewoxku.arch.tju.com.   IN    A    135.97.5.251
neiojhvd.arch.tju.com.   IN    A    178.209.58.165
ivwhnrqc.arch.tju.com.   IN    A    106.146.164.180
cspfroha.arch.tju.com.   IN    A    82.151.156.45
ubksxgdv.arch.tju.com.   IN    A    253.111.101.205
haebxolv.arch.tju.com.   IN    A    194.238.64.51
mrewtydq.arch.tju.com.   IN    A    85.94.138.161
rmxwtasp.arch.tju.com.   IN    A    47.229.214.22
twkgbxyr.arch.tju.com.   IN    A    204.67.85.169
uikpcxmn.arch.tju.com.   IN    A    7.171.108.40
gyeaxkvl.arch.tju.com.   IN    A    146.121.22.102
kdbxajhp.arch.tju.com.   IN    A    31.219.20.104
uedsjbxf.arch.tju.com.   IN    A    30.131.215.167
qkdoihrp.arch.tju.com.   IN    A    141.83.220.247
yriwjolt.arch.tju.com.   IN    A    140.188.218.67
cujnrepd.arch.tju.com.   IN    A    113.175.111.148
levnyqsb.arch.tju.com.   IN    A    92.144.48.175
cjidyqgp.arch.tju.com.   IN    A    7.100.240.50
kdojtqeh.arch.tju.com.   IN    A    17.135.1.43
vsypkftm.arch.tju.com.   IN    A    199.222.188.80
qkxmgeti.arch.tju.com.   IN    A    50.200.216.250
ejpsmufq.arch.tju.com.   IN    A    114.226.14.68
roflcwit.arch.tju.com.   IN    A    104.237.202.20
gmqetnlx.arch.tju.com.   IN    A    180.243.212.2
imltorxb.arch.tju.com.   IN    A    180.129.231.14
sufgcbxo.arch.tju.com.   IN    A    80.157.87.181
ogkcjrxn.arch.tju.com.   IN    A    160.169.113.50
fqinbxld.arch.tju.com.   IN    A    255.210.227.79
ryvhamto.arch.tju.com.   IN    A    236.169.205.65
pqhykwlc.arch.tju.com.   IN    A    86.69.52.141
midcvogt.arch.tju.com.   IN    A    184.148.202.24
bfigdchl.arch.tju.com.   IN    A    81.40.17.231
drigjqym.arch.tju.com.   IN    A    77.150.76.105
dxchmspj.arch.tju.com.   IN    A    208.177.149.169
nojkyxuc.arch.tju.com.   IN    A    64.234.146.143
ydstewuo.arch.tju.com.   IN    A    21.185.139.43
nxwaqlky.arch.tju.com.   IN    A    19.79.112.8
msyrixnk.arch.tju.com.   IN    A    11.12.103.3
etvrxnok.arch.tju.com.   IN    A    63.0.136.179
cdtomils.arch.tju.com.   IN    A    202.74.208.59
qtxncvfp.arch.tju.com.   IN    A    173.136.34.72
tfdvhnxl.arch.tju.com.   IN    A    94.105.225.199
mkqucfgt.arch.tju.com.   IN    A    167.65.28.93
kfohuesi.arch.tju.com.   IN    A    71.110.135.187
gycnojmv.arch.tju.com.   IN    A    0.183.158.45
ocgkvmaf.arch.tju.com.   IN    A    100.105.207.195
vtpgkban.arch.tju.com.   IN    A    78.146.39.124
oavdcjub.arch.tju.com.   IN    A    7.7.143.120
itcosdbl.arch.tju.com.   IN    A    48.51.124.185
xfqoiery.arch.tju.com.   IN    A    21.222.238.249
tqodvcjy.arch.tju.com.   IN    A    142.222.220.246
ueioqwsl.arch.tju.com.   IN    A    167.108.216.180
ohqkalcf.arch.tju.com.   IN    A    230.111.217.190
jgrfpukx.arch.tju.com.   IN    A    2.115.250.151
ticmpgwx.arch.tju.com.   IN    A    201.195.112.85
gxsequhy.arch.tju.com.   IN    A    125.129.36.118
uewxjvms.arch.tju.com.   IN    A    232.46.88.87
aknqctie.arch.tju.com.   IN    A    148.245.163.201
dlhofknw.arch.tju.com.   IN    A    76.218.216.115
qogfpdbj.arch.tju.com.   IN    A    64.228.85.79
mbwcfyoa.arch.tju.com.   IN    A    173.5.137.119
eywklqcb.arch.tju.com.   IN    A    205.77.75.14
aukcboyt.arch.tju.com.   IN    A    111.30.132.230
rdlfwmjn.arch.tju.com.   IN    A    132.22.144.245
mqjkdgfp.arch.tju.com.   IN    A    114.124.90.11
ryfjwbnv.arch.tju.com.   IN    A    145.127.229.101
miuphlra.arch.tju.com.   IN    A    5.61.21.121
ebtkygql.arch.tju.com.   IN    A    227.64.39.206
kmejcifg.arch.tju.com.   IN    A    171.21.122.64
mopawvcu.arch.tju.com.   IN    A    62.234.248.253
ovctnlkw.arch.tju.com.   IN    A    196.211.173.208
mwsgkpnr.arch.tju.com.   IN    A    118.186.142.209
pventwby.arch.tju.com.   IN    A    254.56.150.116
tcvhadeq.arch.tju.com.   IN    A    227.138.200.114
tfapdoxi.arch.tju.com.   IN    A    175.132.29.174
qrcebdho.arch.tju.com.   IN    A    135.151.54.145
ayxpsedv.arch.tju.com.   IN    A    0.77.18.234
paijhrnc.arch.tju.com.   IN    A    142.106.130.198
owatxvqy.arch.tju.com.   IN    A    188.7.117.64
cfjgexum.arch.tju.com.   IN    A    185.218.208.108
itfslwvo.arch.tju.com.   IN    A    20.236.226.63
biadlrqv.arch.tju.com.   IN    A    82.167.211.65
sopuxtde.arch.tju.com.   IN    A    161.109.151.209
drvtyhal.arch.tju.com.   IN    A    208.217.24.144
hrsnxmdo.arch.tju.com.   IN    A    15.39.120.99
kjnxpibg.arch.tju.com.   IN    A    215.224.0.205
cliktjmp.arch.tju.com.   IN    A    222.46.140.77
hbdfspau.arch.tju.com.   IN    A    158.230.156.94
anylvgrk.arch.tju.com.   IN    A    117.133.241.143
jgmputsl.arch.tju.com.   IN    A    2.204.34.21
bytqawsh.arch.tju.com.   IN    A    21.246.142.6
dpxruwmc.arch.tju.com.   IN    A    56.173.151.148
wucakybq.arch.tju.com.   IN    A    156.173.67.24
nliobqjc.arch.tju.com.   IN    A    225.234.39.116
kthgucay.arch.tju.com.   IN    A    201.173.123.189
tkdjlvsu.arch.tju.com.   IN    A    101.222.168.154
bfovtsij.arch.tju.com.   IN    A    218.63.63.211
dghjwkea.arch.tju.com.   IN    A    172.113.135.243
mfuqwyct.arch.tju.com.   IN    A    222.141.21.37
ihfascgt.arch.tju.com.   IN    A    210.19.100.251
hfapijqc.arch.tju.com.   IN    A    74.200.70.242
jrltgqyf.arch.tju.com.   IN    A    67.91.152.57
hsbdmqir.arch.tju.com.   IN    A    194.243.29.15
ypsjbfoi.arch.tju.com.   IN    A    165.242.28.6
vkjecalm.arch.tju.com.   IN    A    236.210.106.86
bxkcdauf.arch.tju.com.   IN    A    42.120.3.10
mqbvynke.arch.tju.com.   IN    A    254.229.186.189
wrsmlykt.arch.tju.com.   IN    A    189.242.222.197
oulvcypf.arch.tju.com.   IN    A    65.8.27.65
jehrxatd.arch.tju.com.   IN    A    123.145.211.65
vmcguiwt.arch.tju.com.   IN    A    13.6.172.102
gvpskixo.arch.tju.com.   IN    A    91.203.36.87
yqdejtik.arch.tju.com.   IN    A    208.18.85.46
rmksgylx.arch.tju.com.   IN    A    25.24.231.149
ranfqgwc.arch.tju.com.   IN    A    138.232.125.148
dwgcsmhq.arch.tju.com.   IN    A    66.155.184.131
eumdoqsv.arch.tju.com.   IN    A    68.53.148.24
qnctxjha.arch.tju.com.   IN    A    92.8.33.232
uovsifdq.arch.tju.com.   IN    A    145.52.160.93
oxbdqiwf.arch.tju.com.   IN    A    217.15.35.110
oymjeist.arch.tju.com.   IN    A    149.29.181.213
jefnmxsl.arch.tju.com.   IN    A    242.105.173.171
yeiudpat.arch.tju.com.   IN    A    131.83.71.186
ybtomnkh.arch.tju.com.   IN    A    98.142.59.90
fqmeltyp.arch.tju.com.   IN    A    13.186.115.136
umbjqlxy.arch.tju.com.   IN    A    71.169.53.239
tdxlckgw.arch.tju.com.   IN    A    186.203.211.201
lpcqxvbs.arch.tju.com.   IN    A    50.170.175.138
cjqtgify.arch.tju.com.   IN    A    71.238.52.176
phuemakc.arch.tju.com.   IN    A    29.152.248.150
tabfldck.arch.tju.com.   IN    A    202.169.37.218
lmwqopbf.arch.tju.com.   IN    A    170.25.145.151
kiqnygre.arch.tju.com.   IN    A    80.169.131.81
edctmnof.arch.tju.com.   IN    A    112.145.89.207
brityack.arch.tju.com.   IN    A    250.96.139.52
dtrgybqh.arch.tju.com.   IN    A    4.201.48.219
uedbaqkp.arch.tju.com.   IN    A    116.17.51.12
rkpesnxq.arch.tju.com.   IN    A    63.170.32.6
rmhbajvk.arch.tju.com.   IN    A    82.106.185.19
uhnfcskd.arch.tju.com.   IN    A    24.1.88.159
lcsrwdko.arch.tju.com.   IN    A    176.51.140.56
prsyhvdx.arch.tju.com.   IN    A    59.191.175.78
kavfbprg.arch.tju.com.   IN    A    101.191.111.218
rgpxhaui.arch.tju.com.   IN    A    33.222.136.57
vlrsxipk.arch.tju.com.   IN    A    160.242.28.115
locygxfa.arch.tju.com.   IN    A    184.14.185.124
uxprfegh.arch.tju.com.   IN    A    5.80.216.171
nmjwivky.arch.tju.com.   IN    A    152.49.195.62
emgjvcla.arch.tju.com.   IN    A    177.201.25.30
qtluvjrp.arch.tju.com.   IN    A    253.166.144.195
tudkjefa.arch.tju.com.   IN    A    121.126.107.192
wmlrvkdi.arch.tju.com.   IN    A    31.224.127.131
amvkpxye.arch.tju.com.   IN    A    209.8.100.147
stcejglf.arch.tju.com.   IN    A    69.219.166.202
gncesyph.arch.tju.com.   IN    A    85.131.37.6
cxfbjvwr.arch.tju.com.   IN    A    171.230.160.250
epfctbjr.arch.tju.com.   IN    A    16.207.162.174
bochgafy.arch.tju.com.   IN    A    33.247.80.130
kiabwprg.arch.tju.com.   IN    A    74.163.209.121
iyvdnqjl.arch.tju.com.   IN    A    68.166.71.159
crejboih.arch.tju.com.   IN    A    37.29.233.227
htgfyoep.arch.tju.com.   IN    A    84.179.156.42
mwlbxigj.arch.tju.com.   IN    A    252.41.198.12
nbvhyigf.arch.tju.com.   IN    A    37.49.30.209
jmipvlhs.arch.tju.com.   IN    A    157.172.98.213
rgvnhlix.arch.tju.com.   IN    A    195.79.255.107
vokfhgci.arch.tju.com.   IN    A    85.75.92.202
tdulmnri.arch.tju.com.   IN    A    85.188.136.65
nimcueyr.arch.tju.com.   IN    A    197.78.37.251
wtfblvud.arch.tju.com.   IN    A    10.197.10.116
hremqxtf.arch.tju.com.   IN    A    127.140.218.221
cfdqmsog.arch.tju.com.   IN    A    10.194.3.78
fckipmgo.arch.tju.com.   IN    A    162.245.220.91
mdabryxh.arch.tju.com.   IN    A    1.229.75.185
vtraeciw.arch.tju.com.   IN    A    167.81.7.98
arcksdoi.arch.tju.com.   IN    A    46.246.252.233
irboudlw.arch.tju.com.   IN    A    174.12.183.46
sefobxpt.arch.tju.com.   IN    A    193.236.16.200
vcnluxoh.arch.tju.com.   IN    A    121.253.219.106
rfjsybvp.arch.tju.com.   IN    A    243.28.105.153
hxebjfwl.arch.tju.com.   IN    A    111.160.55.116
sogetkux.arch.tju.com.   IN    A    255.237.112.124
onaxhbrf.arch.tju.com.   IN    A    1.200.181.47
lmtvrfys.arch.tju.com.   IN    A    3.127.198.134
mbtpxdry.arch.tju.com.   IN    A    170.147.238.226
ygklrxhm.arch.tju.com.   IN    A    120.185.190.2
xvoiyusf.arch.tju.com.   IN    A    74.107.129.98
lmpueqco.arch.tju.com.   IN    A    114.225.72.109
njiwlhxy.arch.tju.com.   IN    A    100.230.236.105
rlsymuok.arch.tju.com.   IN    A    243.105.138.74
ftbrqxuv.arch.tju.com.   IN    A    0.130.233.29
egbudrcs.arch.tju.com.   IN    A    151.123.52.220
jnfyckmo.arch.tju.com.   IN    A    200.53.208.149
cpxyqfkt.arch.tju.com.   IN    A    11.191.59.161
pvokqdeh.arch.tju.com.   IN    A    103.32.241.237
vgkjbefm.arch.tju.com.   IN    A    54.195.34.249
xkchyome.arch.tju.com.   IN    A    152.181.0.122
pkdqsnla.arch.tju.com.   IN    A    60.152.141.21
ufilybex.arch.tju.com.   IN    A    236.237.78.96
ypvoegdf.arch.tju.com.   IN    A    71.133.14.21
edfaqjin.arch.tju.com.   IN    A    199.114.66.211
rbnjvakp.arch.tju.com.   IN    A    138.118.55.155
woaluhkv.arch.tju.com.   IN    A    82.6.62.116
pejifcdt.arch.tju.com.   IN    A    48.56.97.127
tugyjcml.arch.tju.com.   IN    A    11.99.160.1
pmarduwq.arch.tju.com.   IN    A    205.78.123.17
ntfskbli.arch.tju.com.   IN    A    122.35.0.212
dhtaxyie.arch.tju.com.   IN    A    234.142.37.135
vxdjouyl.arch.tju.com.   IN    A    196.15.32.104
nwgisjyq.arch.tju.com.   IN    A    249.161.55.30
gjqnavtw.arch.tju.com.   IN    A    228.5.94.188
qwpumsef.arch.tju.com.   IN    A    235.89.124.77
yqcvadij.arch.tju.com.   IN    A    96.154.9.116
uxokdiet.arch.tju.com.   IN    A    197.221.115.224
ayinxcre.arch.tju.com.   IN    A    69.3.193.249
fxkglnwb.arch.tju.com.   IN    A    250.17.3.222
tfcrayou.arch.tju.com.   IN    A    4.243.103.215
jfsplucn.arch.tju.com.   IN    A    239.40.94.70
abcwkvjp.arch.tju.com.   IN    A    89.182.163.143
uhjdbiml.arch.tju.com.   IN    A    31.42.95.126
nhokdycj.arch.tju.com.   IN    A    97.11.57.72
xypdgbro.arch.tju.com.   IN    A    40.203.201.178
cbdsiofa.arch.tju.com.   IN    A    59.105.62.193
ojufgwpy.arch.tju.com.   IN    A    129.44.57.184
cobgvyet.arch.tju.com.   IN    A    166.101.11.252
jcvekqah.arch.tju.com.   IN    A    84.34.250.102
fvkjdsoa.arch.tju.com.   IN    A    220.64.115.140
eykiswrn.arch.tju.com.   IN    A    66.210.85.73
kogciavd.arch.tju.com.   IN    A    156.228.152.59
qhgrkmou.arch.tju.com.   IN    A    138.238.174.183
vlquxatm.arch.tju.com.   IN    A    144.181.36.130
yvkhujmw.arch.tju.com.   IN    A    100.227.214.141
fbldcwvk.arch.tju.com.   IN    A    7.105.38.17
ybpehida.arch.tju.com.   IN    A    63.224.141.107
mftqrvko.arch.tju.com.   IN    A    64.77.255.242
urqoenfv.arch.tju.com.   IN    A    83.27.204.7
operfiaj.arch.tju.com.   IN    A    235.1.223.137
twhvofly.arch.tju.com.   IN    A    225.144.188.132
pxbnrlwe.arch.tju.com.   IN    A    123.185.60.155
phrgekyi.arch.tju.com.   IN    A    32.176.18.72
tcwrpdxu.arch.tju.com.   IN    A    145.208.62.235
sepvuxtm.arch.tju.com.   IN    A    150.144.173.247
yrkcivmx.arch.tju.com.   IN    A    210.203.168.136
imjorxsn.arch.tju.com.   IN    A    201.216.204.247
ewctspbn.arch.tju.com.   IN    A    153.254.108.56
fmcbhyng.arch.tju.com.   IN    A    198.215.190.199
copqwngj.arch.tju.com.   IN    A    23.27.122.123
xlerahko.arch.tju.com.   IN    A    99.45.23.21
cpuierlf.arch.tju.com.   IN    A    69.224.78.245
vjhaqprf.arch.tju.com.   IN    A    130.46.82.111
ifudoqgb.arch.tju.com.   IN    A    139.130.213.139
pnirkmlg.arch.tju.com.   IN    A    138.159.77.18
faniogdj.arch.tju.com.   IN    A    251.16.220.244
auwmrbji.arch.tju.com.   IN    A    53.11.1.53
ufyakngl.arch.tju.com.   IN    A    248.129.189.244
vhfgujsb.arch.tju.com.   IN    A    166.208.229.44
dnkteyxf.arch.tju.com.   IN    A    23.36.244.240
tdhbafwl.arch.tju.com.   IN    A    59.34.54.57
ikeufvyw.arch.tju.com.   IN    A    205.13.147.235
fbvhcepg.arch.tju.com.   IN    A    5.147.131.241
