hist.pku.com.	14400	IN	SOA	ns1.hist.pku.com. james.pku.edu. 19122302 14400 3600 2419200 14400
hist.pku.com.		    IN	NS ns1.hist.pku.com.
xfkebgrh.hist.pku.com.   IN    A    1.236.247.214
cjnqpxwf.hist.pku.com.   IN    A    181.250.91.122
vapsgnob.hist.pku.com.   IN    A    231.91.86.118
sogucwti.hist.pku.com.   IN    A    45.15.210.124
epdqiuwh.hist.pku.com.   IN    A    73.79.26.191
ejacdnit.hist.pku.com.   IN    A    199.189.72.83
qfjlhpns.hist.pku.com.   IN    A    190.101.150.79
bcgwqknx.hist.pku.com.   IN    A    146.116.232.80
vjgfqtrc.hist.pku.com.   IN    A    167.207.90.135
hbouqpyg.hist.pku.com.   IN    A    49.90.83.109
djteinlg.hist.pku.com.   IN    A    184.28.125.189
wqldckhy.hist.pku.com.   IN    A    54.190.175.226
psoqkhtm.hist.pku.com.   IN    A    153.247.254.204
xvlachty.hist.pku.com.   IN    A    193.193.130.26
rqyijkeg.hist.pku.com.   IN    A    154.76.221.171
gprikcmo.hist.pku.com.   IN    A    227.48.139.75
eanjwlyg.hist.pku.com.   IN    A    13.196.75.217
xrfnlcdo.hist.pku.com.   IN    A    7.155.41.245
ltqfprns.hist.pku.com.   IN    A    161.140.218.4
lusawciq.hist.pku.com.   IN    A    50.203.213.135
cwuipton.hist.pku.com.   IN    A    132.220.14.213
hnmoegbr.hist.pku.com.   IN    A    137.129.157.237
tjscyukw.hist.pku.com.   IN    A    21.168.163.194
veqhnwca.hist.pku.com.   IN    A    107.209.156.239
caqelids.hist.pku.com.   IN    A    203.167.24.79
qmjnosxk.hist.pku.com.   IN    A    102.77.108.166
aqebymuc.hist.pku.com.   IN    A    20.26.45.17
qwcoekvb.hist.pku.com.   IN    A    134.203.245.162
pnlabvwt.hist.pku.com.   IN    A    66.61.138.59
iytnjvel.hist.pku.com.   IN    A    156.132.88.73
ntmpagre.hist.pku.com.   IN    A    190.180.245.106
lfbtqjkh.hist.pku.com.   IN    A    245.229.0.129
gnvrwpim.hist.pku.com.   IN    A    183.242.249.100
ofshqyml.hist.pku.com.   IN    A    90.2.185.34
tconxibh.hist.pku.com.   IN    A    73.225.237.52
pkjlviqa.hist.pku.com.   IN    A    53.120.96.247
fenqglda.hist.pku.com.   IN    A    21.201.117.196
unwjhaid.hist.pku.com.   IN    A    31.160.105.153
eltpghvb.hist.pku.com.   IN    A    74.55.111.180
cthidlpf.hist.pku.com.   IN    A    26.231.153.195
coqnfmls.hist.pku.com.   IN    A    118.241.156.60
ehxycvip.hist.pku.com.   IN    A    201.137.239.56
piedqfoa.hist.pku.com.   IN    A    91.199.89.214
jrotghau.hist.pku.com.   IN    A    117.103.81.17
upenvtks.hist.pku.com.   IN    A    84.247.143.117
tpdkaqor.hist.pku.com.   IN    A    199.194.29.131
qijhsekr.hist.pku.com.   IN    A    65.52.137.136
rkvbluix.hist.pku.com.   IN    A    181.70.68.114
sdbimnvw.hist.pku.com.   IN    A    100.15.193.205
ajqeolbi.hist.pku.com.   IN    A    182.128.35.220
sngliwoq.hist.pku.com.   IN    A    153.111.20.101
lpjnmgys.hist.pku.com.   IN    A    194.24.217.176
uacbliwy.hist.pku.com.   IN    A    234.42.221.225
qkjnotsf.hist.pku.com.   IN    A    144.80.82.4
mydtfrgn.hist.pku.com.   IN    A    248.146.60.255
urnwqaci.hist.pku.com.   IN    A    203.66.209.136
tiuohaws.hist.pku.com.   IN    A    215.205.50.170
rsepownt.hist.pku.com.   IN    A    55.98.107.187
pnabxvru.hist.pku.com.   IN    A    135.64.22.228
bmiwnfjs.hist.pku.com.   IN    A    228.6.111.184
eoaxwrfd.hist.pku.com.   IN    A    93.44.89.172
pexmonaf.hist.pku.com.   IN    A    56.224.247.118
ycxklgwh.hist.pku.com.   IN    A    148.235.142.172
bgfwxrvd.hist.pku.com.   IN    A    83.139.101.69
buicjnst.hist.pku.com.   IN    A    90.182.87.105
gmlesrho.hist.pku.com.   IN    A    43.36.251.54
ialgqwhp.hist.pku.com.   IN    A    124.133.77.40
vdrqsigy.hist.pku.com.   IN    A    111.181.34.103
klsariqn.hist.pku.com.   IN    A    204.198.201.151
yjksfriu.hist.pku.com.   IN    A    46.252.18.219
jcqfnguy.hist.pku.com.   IN    A    136.188.17.55
gtnufrid.hist.pku.com.   IN    A    186.239.117.39
rdgjhclu.hist.pku.com.   IN    A    151.229.239.174
nfhpdewt.hist.pku.com.   IN    A    24.108.63.166
bykluqvx.hist.pku.com.   IN    A    193.209.222.205
tfvnljhm.hist.pku.com.   IN    A    214.76.216.171
tqdyvnum.hist.pku.com.   IN    A    242.108.67.26
oliecfwh.hist.pku.com.   IN    A    103.127.145.55
drlokmtq.hist.pku.com.   IN    A    77.183.129.223
svfbgojn.hist.pku.com.   IN    A    215.131.99.90
pmabsyxe.hist.pku.com.   IN    A    93.251.22.3
bdjpmvnr.hist.pku.com.   IN    A    107.201.92.104
kythpnij.hist.pku.com.   IN    A    42.128.169.156
myhsqwtb.hist.pku.com.   IN    A    69.93.221.198
gmisvwjx.hist.pku.com.   IN    A    174.249.112.1
vfrydjlg.hist.pku.com.   IN    A    240.16.252.33
jxragykh.hist.pku.com.   IN    A    238.66.54.78
ihodfxam.hist.pku.com.   IN    A    73.83.128.174
gbjdmwsc.hist.pku.com.   IN    A    77.232.237.82
kywglxof.hist.pku.com.   IN    A    149.226.240.17
ichdmovw.hist.pku.com.   IN    A    151.56.80.72
mqslfgky.hist.pku.com.   IN    A    236.208.245.173
pebgokdi.hist.pku.com.   IN    A    91.136.212.85
vpwfmtnu.hist.pku.com.   IN    A    59.113.201.77
oeyrfgih.hist.pku.com.   IN    A    188.30.219.172
htlbpicw.hist.pku.com.   IN    A    221.156.79.70
kyinroml.hist.pku.com.   IN    A    17.31.201.250
hfplngrv.hist.pku.com.   IN    A    200.181.82.120
bjkismeu.hist.pku.com.   IN    A    75.130.126.211
royaqpig.hist.pku.com.   IN    A    34.215.50.121
cskjafoi.hist.pku.com.   IN    A    100.250.247.91
wvxkuieq.hist.pku.com.   IN    A    159.31.59.227
tyswenjr.hist.pku.com.   IN    A    9.87.231.15
hdwxsuof.hist.pku.com.   IN    A    163.236.254.13
onmyqfge.hist.pku.com.   IN    A    235.250.65.79
inekbjyf.hist.pku.com.   IN    A    104.251.162.91
opxgqety.hist.pku.com.   IN    A    36.192.118.233
cfkqlost.hist.pku.com.   IN    A    6.27.9.198
lcmfbxsj.hist.pku.com.   IN    A    170.226.22.49
ouxcyhvb.hist.pku.com.   IN    A    50.40.45.157
pgtefuxc.hist.pku.com.   IN    A    82.200.108.75
kclxwhao.hist.pku.com.   IN    A    40.157.255.185
vyumedri.hist.pku.com.   IN    A    150.23.213.137
usoqilng.hist.pku.com.   IN    A    106.87.247.169
wpdlmynk.hist.pku.com.   IN    A    176.201.166.131
bschyjme.hist.pku.com.   IN    A    211.53.244.250
otpywcve.hist.pku.com.   IN    A    200.211.198.206
luxmaqrg.hist.pku.com.   IN    A    252.163.89.117
cetuywin.hist.pku.com.   IN    A    237.115.124.5
etcibdku.hist.pku.com.   IN    A    153.39.168.157
vcnjtqxr.hist.pku.com.   IN    A    120.80.65.83
mnbwkpyr.hist.pku.com.   IN    A    38.171.237.63
vlphcqiu.hist.pku.com.   IN    A    9.122.128.199
raoihwug.hist.pku.com.   IN    A    243.1.46.242
skphciyd.hist.pku.com.   IN    A    21.170.45.48
ylgaiubw.hist.pku.com.   IN    A    22.41.208.239
nkfxraug.hist.pku.com.   IN    A    219.125.226.183
uglmvcrx.hist.pku.com.   IN    A    249.58.105.156
nrqsvlyc.hist.pku.com.   IN    A    53.108.10.20
ukfiaoqs.hist.pku.com.   IN    A    189.69.204.84
wdejchqp.hist.pku.com.   IN    A    23.120.254.39
tgrohlvx.hist.pku.com.   IN    A    218.40.75.129
akjpchls.hist.pku.com.   IN    A    252.17.245.197
hndrmxpj.hist.pku.com.   IN    A    113.177.177.177
rugcmolw.hist.pku.com.   IN    A    164.216.247.173
peamuiyw.hist.pku.com.   IN    A    182.91.226.103
rgywbtkn.hist.pku.com.   IN    A    44.95.195.164
hepxwyjs.hist.pku.com.   IN    A    62.147.177.145
lheandtw.hist.pku.com.   IN    A    0.75.213.142
plvyhura.hist.pku.com.   IN    A    120.237.14.210
qtgywnkv.hist.pku.com.   IN    A    10.194.103.232
patidrvn.hist.pku.com.   IN    A    182.139.188.60
naimuxhb.hist.pku.com.   IN    A    100.59.171.14
csvrlpda.hist.pku.com.   IN    A    236.243.108.246
qlvrpouk.hist.pku.com.   IN    A    165.220.155.43
ahuwiejy.hist.pku.com.   IN    A    226.38.240.142
njyusaoe.hist.pku.com.   IN    A    220.222.110.58
ragbehcv.hist.pku.com.   IN    A    234.11.181.192
odkxbmhy.hist.pku.com.   IN    A    153.117.81.32
hkmntpje.hist.pku.com.   IN    A    94.247.161.142
ughtkamp.hist.pku.com.   IN    A    102.94.69.166
axtongcd.hist.pku.com.   IN    A    40.144.1.244
ueyafkhs.hist.pku.com.   IN    A    87.5.223.110
hbnuctva.hist.pku.com.   IN    A    69.103.71.168
trpevcsd.hist.pku.com.   IN    A    217.76.0.145
jaswhvey.hist.pku.com.   IN    A    241.26.149.73
omnsfbdp.hist.pku.com.   IN    A    127.12.110.128
osgalhbn.hist.pku.com.   IN    A    69.117.164.112
muwkbrsn.hist.pku.com.   IN    A    217.215.187.174
afsqjocp.hist.pku.com.   IN    A    82.250.52.194
qxcwgdnp.hist.pku.com.   IN    A    110.244.210.160
ugqavksc.hist.pku.com.   IN    A    234.122.94.117
ncavldph.hist.pku.com.   IN    A    14.211.70.91
xfgktuwj.hist.pku.com.   IN    A    106.215.4.135
cntdvxyr.hist.pku.com.   IN    A    182.127.177.57
rsjkexdg.hist.pku.com.   IN    A    84.94.128.139
jxavfwgc.hist.pku.com.   IN    A    166.104.236.191
tcvkdgen.hist.pku.com.   IN    A    77.51.122.158
trgyamlf.hist.pku.com.   IN    A    91.97.59.201
mfkorgxa.hist.pku.com.   IN    A    163.252.99.136
rtpinflw.hist.pku.com.   IN    A    174.55.57.27
unalgqtd.hist.pku.com.   IN    A    23.113.136.216
enytxusp.hist.pku.com.   IN    A    202.155.218.145
urojefxb.hist.pku.com.   IN    A    148.240.30.145
gejnbcuy.hist.pku.com.   IN    A    191.253.125.177
fvqkents.hist.pku.com.   IN    A    115.13.122.9
wsfnjixm.hist.pku.com.   IN    A    194.161.197.103
ywtfubhr.hist.pku.com.   IN    A    57.235.190.5
nvqfbtly.hist.pku.com.   IN    A    12.92.168.115
mfrxkpvl.hist.pku.com.   IN    A    9.15.22.170
usotryjk.hist.pku.com.   IN    A    157.60.166.140
xwgbolri.hist.pku.com.   IN    A    225.103.212.119
dmegfrqn.hist.pku.com.   IN    A    227.244.20.79
kwbifvto.hist.pku.com.   IN    A    161.54.138.244
pnlrwcuy.hist.pku.com.   IN    A    244.148.67.101
epraofkj.hist.pku.com.   IN    A    29.45.121.115
uanwdetq.hist.pku.com.   IN    A    90.66.226.236
ytlcvona.hist.pku.com.   IN    A    62.222.244.105
kbvnglfe.hist.pku.com.   IN    A    5.192.158.92
ywmltaoe.hist.pku.com.   IN    A    181.0.199.209
wgcxaqyv.hist.pku.com.   IN    A    226.31.192.219
cyfgnuql.hist.pku.com.   IN    A    181.238.109.155
trbqocwv.hist.pku.com.   IN    A    136.15.25.12
ehtoabxm.hist.pku.com.   IN    A    186.91.204.235
gutbyamr.hist.pku.com.   IN    A    124.180.38.206
ijqvwsnl.hist.pku.com.   IN    A    100.80.207.156
jvkrbygx.hist.pku.com.   IN    A    83.241.96.119
efhuckjo.hist.pku.com.   IN    A    70.130.115.42
srglwjna.hist.pku.com.   IN    A    74.63.216.41
pubymfgs.hist.pku.com.   IN    A    164.144.82.241
clqvbjys.hist.pku.com.   IN    A    102.205.40.101
mgvqdwcn.hist.pku.com.   IN    A    40.68.244.53
hqclgprw.hist.pku.com.   IN    A    204.159.6.56
gcuyrskm.hist.pku.com.   IN    A    76.8.51.91
bqmgfeuj.hist.pku.com.   IN    A    212.44.74.186
wrgiedyb.hist.pku.com.   IN    A    149.152.93.109
shecjdpw.hist.pku.com.   IN    A    227.194.158.162
bmdeyciu.hist.pku.com.   IN    A    112.224.247.67
lamugfcr.hist.pku.com.   IN    A    115.170.154.108
tyuvkgjd.hist.pku.com.   IN    A    54.226.48.247
wlhkayxf.hist.pku.com.   IN    A    117.6.176.205
cvhwfsqb.hist.pku.com.   IN    A    194.162.141.38
evgnajct.hist.pku.com.   IN    A    180.188.80.139
ctkxdrev.hist.pku.com.   IN    A    140.72.108.102
xtygujcf.hist.pku.com.   IN    A    13.216.185.13
rqihjofe.hist.pku.com.   IN    A    110.68.161.26
dgawmslx.hist.pku.com.   IN    A    156.26.191.70
ecnjmrsd.hist.pku.com.   IN    A    8.190.168.245
nhcqrktf.hist.pku.com.   IN    A    76.227.15.229
hlnkyvrb.hist.pku.com.   IN    A    12.143.72.141
tiysvadm.hist.pku.com.   IN    A    177.117.101.73
swnxhiqe.hist.pku.com.   IN    A    103.2.222.15
qbnstegd.hist.pku.com.   IN    A    87.92.110.0
drgxqkhv.hist.pku.com.   IN    A    3.241.35.181
vkcfpjob.hist.pku.com.   IN    A    36.249.229.17
ybjrigvc.hist.pku.com.   IN    A    190.250.127.130
pysbgnqk.hist.pku.com.   IN    A    122.159.181.201
cmstrdol.hist.pku.com.   IN    A    144.247.201.71
xpbjwevh.hist.pku.com.   IN    A    213.5.70.74
rcidjpua.hist.pku.com.   IN    A    235.177.45.19
stmkxiow.hist.pku.com.   IN    A    89.215.49.167
fawkjqdx.hist.pku.com.   IN    A    110.62.107.209
cdifmgpv.hist.pku.com.   IN    A    196.188.243.151
vgnudtpf.hist.pku.com.   IN    A    96.15.73.146
hsboawrc.hist.pku.com.   IN    A    163.82.161.140
srvbhocf.hist.pku.com.   IN    A    149.230.80.170
pliwxcrh.hist.pku.com.   IN    A    185.125.48.7
rtnxvdcq.hist.pku.com.   IN    A    250.95.233.160
wsknfmyb.hist.pku.com.   IN    A    179.164.2.56
poqxnhfw.hist.pku.com.   IN    A    153.63.53.51
penydoqr.hist.pku.com.   IN    A    247.35.216.216
vljchuka.hist.pku.com.   IN    A    175.5.110.59
ayxqohcv.hist.pku.com.   IN    A    138.138.209.89
fpyatwsm.hist.pku.com.   IN    A    11.221.4.219
etwuhbam.hist.pku.com.   IN    A    122.53.252.18
twnxcdpl.hist.pku.com.   IN    A    234.114.140.13
orjekhbs.hist.pku.com.   IN    A    40.7.226.11
gjxfdcio.hist.pku.com.   IN    A    88.137.147.215
bcwtdvpx.hist.pku.com.   IN    A    117.188.113.157
bnjixmey.hist.pku.com.   IN    A    232.199.246.128
comtabpx.hist.pku.com.   IN    A    32.169.52.21
vajwufpq.hist.pku.com.   IN    A    35.71.66.66
xmicsuya.hist.pku.com.   IN    A    96.56.9.62
ojlftard.hist.pku.com.   IN    A    17.149.74.60
tphawqov.hist.pku.com.   IN    A    252.55.248.28
gdpafumw.hist.pku.com.   IN    A    106.239.169.111
mjdsnwcf.hist.pku.com.   IN    A    71.166.190.147
pnjtrwbu.hist.pku.com.   IN    A    201.223.131.21
gqfuyotv.hist.pku.com.   IN    A    179.206.199.95
dkflwqou.hist.pku.com.   IN    A    64.65.150.244
gdlmiynw.hist.pku.com.   IN    A    207.141.102.160
fyljvmwq.hist.pku.com.   IN    A    240.227.206.192
oihyuqct.hist.pku.com.   IN    A    92.188.111.186
fmjcphaq.hist.pku.com.   IN    A    116.145.201.7
hxiwdgyp.hist.pku.com.   IN    A    89.64.209.253
glevwmrb.hist.pku.com.   IN    A    171.77.237.196
pmtlksun.hist.pku.com.   IN    A    140.115.76.13
ywcpeirq.hist.pku.com.   IN    A    0.155.228.83
hpyrvdck.hist.pku.com.   IN    A    148.184.231.80
ahbndrmu.hist.pku.com.   IN    A    71.24.125.149
rlcxtdns.hist.pku.com.   IN    A    211.97.120.97
tapfsuhn.hist.pku.com.   IN    A    224.51.7.202
exujypkb.hist.pku.com.   IN    A    22.178.35.22
pxalmyjb.hist.pku.com.   IN    A    214.54.178.140
ctwsoagv.hist.pku.com.   IN    A    80.255.163.99
qiouaxwt.hist.pku.com.   IN    A    194.147.27.81
crowbvsy.hist.pku.com.   IN    A    179.205.107.61
qtebwuxj.hist.pku.com.   IN    A    192.220.79.162
mpurxofs.hist.pku.com.   IN    A    20.51.220.76
unmaqcwo.hist.pku.com.   IN    A    136.169.97.158
owetcura.hist.pku.com.   IN    A    165.185.249.73
bmdnlisj.hist.pku.com.   IN    A    57.14.188.1
ojpmbrcd.hist.pku.com.   IN    A    61.27.72.28
spygvqia.hist.pku.com.   IN    A    226.130.10.39
ublayjvg.hist.pku.com.   IN    A    146.165.168.153
jgcheyim.hist.pku.com.   IN    A    224.173.52.158
cfowlsqa.hist.pku.com.   IN    A    97.83.63.235
ltsgdyfh.hist.pku.com.   IN    A    84.129.76.60
lbrvyjgo.hist.pku.com.   IN    A    0.20.116.41
npcutmyh.hist.pku.com.   IN    A    79.202.76.164
tdnbufjs.hist.pku.com.   IN    A    90.59.124.114
fxeincyt.hist.pku.com.   IN    A    124.44.99.4
wituagkc.hist.pku.com.   IN    A    73.5.107.199
afesyjnw.hist.pku.com.   IN    A    72.211.170.210
rkxqdajp.hist.pku.com.   IN    A    39.134.51.237
fjxhgitp.hist.pku.com.   IN    A    23.41.110.67
setdwmkq.hist.pku.com.   IN    A    136.100.43.176
nipgskve.hist.pku.com.   IN    A    23.160.212.229
radgwhel.hist.pku.com.   IN    A    150.205.168.77
knwbvfxj.hist.pku.com.   IN    A    63.130.82.113
vyhliobs.hist.pku.com.   IN    A    222.18.26.134
bckqapuy.hist.pku.com.   IN    A    30.139.228.151
jmqkncrb.hist.pku.com.   IN    A    89.229.97.30
milwjprf.hist.pku.com.   IN    A    53.7.181.175
wuslohtr.hist.pku.com.   IN    A    132.157.120.59
dkyvxufj.hist.pku.com.   IN    A    204.181.244.136
irksojpd.hist.pku.com.   IN    A    100.114.230.78
npofleth.hist.pku.com.   IN    A    62.81.116.41
wtvufkya.hist.pku.com.   IN    A    17.163.121.125
eyfnklvq.hist.pku.com.   IN    A    207.39.146.149
mtnuidkw.hist.pku.com.   IN    A    233.156.99.117
bysieaxt.hist.pku.com.   IN    A    168.13.7.114
yebotwdx.hist.pku.com.   IN    A    224.163.2.51
nkvjcfbi.hist.pku.com.   IN    A    7.211.202.240
hdkvuito.hist.pku.com.   IN    A    166.186.222.45
qwxbotys.hist.pku.com.   IN    A    142.212.244.118
mhxwgfiq.hist.pku.com.   IN    A    188.20.50.75
iyhnadvj.hist.pku.com.   IN    A    191.189.237.213
lxqbvkdm.hist.pku.com.   IN    A    18.170.253.240
ecrkusfn.hist.pku.com.   IN    A    169.11.251.72
pxfbjiad.hist.pku.com.   IN    A    88.37.240.34
wctlhqbs.hist.pku.com.   IN    A    7.167.64.29
enbrhxqm.hist.pku.com.   IN    A    208.19.104.191
ewgnlscq.hist.pku.com.   IN    A    65.110.108.169
tqjhwrbo.hist.pku.com.   IN    A    233.4.46.248
tbwesnkg.hist.pku.com.   IN    A    41.104.214.126
ahgeqxkr.hist.pku.com.   IN    A    138.249.25.42
lawtkiyc.hist.pku.com.   IN    A    54.199.16.78
iysojcua.hist.pku.com.   IN    A    201.15.84.105
bsynoduq.hist.pku.com.   IN    A    139.112.19.48
hgtyfqae.hist.pku.com.   IN    A    5.136.106.193
oejliaxy.hist.pku.com.   IN    A    208.209.36.210
klfpvhtq.hist.pku.com.   IN    A    246.107.176.216
yakqlfsg.hist.pku.com.   IN    A    164.255.238.7
ndrhewvj.hist.pku.com.   IN    A    180.203.91.255
hkiwexmq.hist.pku.com.   IN    A    163.54.55.80
fdhligxy.hist.pku.com.   IN    A    77.89.240.233
vhqpskgm.hist.pku.com.   IN    A    52.5.170.166
ylmuewpo.hist.pku.com.   IN    A    232.104.24.177
tgiqvdlb.hist.pku.com.   IN    A    73.116.208.158
dpmrkaqj.hist.pku.com.   IN    A    39.241.196.229
oigqfrmh.hist.pku.com.   IN    A    155.48.202.238
yqojbdph.hist.pku.com.   IN    A    3.76.231.14
qytrhvpe.hist.pku.com.   IN    A    116.151.254.157
wygmlkve.hist.pku.com.   IN    A    218.245.145.211
oiamqjbs.hist.pku.com.   IN    A    40.61.242.157
mxowyfpl.hist.pku.com.   IN    A    241.120.63.138
fbqlowis.hist.pku.com.   IN    A    5.22.148.174
jsrdbxcu.hist.pku.com.   IN    A    83.163.74.161
mtxrgchv.hist.pku.com.   IN    A    239.135.25.164
okegxvdf.hist.pku.com.   IN    A    249.176.234.181
bcekvswn.hist.pku.com.   IN    A    101.112.39.239
yukhpexj.hist.pku.com.   IN    A    97.193.16.22
vuyxhtoe.hist.pku.com.   IN    A    171.96.0.35
nahvwtef.hist.pku.com.   IN    A    108.229.181.246
rfmgnuhk.hist.pku.com.   IN    A    223.118.191.44
qdicubtw.hist.pku.com.   IN    A    165.194.103.194
gndslcfk.hist.pku.com.   IN    A    225.120.49.140
rlvpymuc.hist.pku.com.   IN    A    173.174.39.209
dchpsgwo.hist.pku.com.   IN    A    177.168.83.98
rhbvfgct.hist.pku.com.   IN    A    209.67.27.143
pocnvbyt.hist.pku.com.   IN    A    4.23.50.252
waqljrfc.hist.pku.com.   IN    A    149.48.159.45
xeqiuftk.hist.pku.com.   IN    A    171.147.148.180
bhskjlug.hist.pku.com.   IN    A    93.196.37.14
swmkqynt.hist.pku.com.   IN    A    106.182.11.252
wkhnlvxb.hist.pku.com.   IN    A    231.18.172.92
khfuopwb.hist.pku.com.   IN    A    164.245.255.41
vwrdkghb.hist.pku.com.   IN    A    61.183.14.63
ofsgkira.hist.pku.com.   IN    A    172.228.145.34
nhpyemjr.hist.pku.com.   IN    A    154.194.92.201
bmgkiovd.hist.pku.com.   IN    A    60.237.156.14
ibdmqkwg.hist.pku.com.   IN    A    142.12.221.255
qfcpmkej.hist.pku.com.   IN    A    246.45.223.226
iygxjkmb.hist.pku.com.   IN    A    66.240.249.59
nvpmeiyr.hist.pku.com.   IN    A    227.180.253.234
bfhgwqns.hist.pku.com.   IN    A    161.58.141.89
twhvlgxr.hist.pku.com.   IN    A    103.9.179.44
eklymxvw.hist.pku.com.   IN    A    22.24.55.22
pbigktjm.hist.pku.com.   IN    A    130.190.104.115
nrcmwyqf.hist.pku.com.   IN    A    211.108.61.240
tqjuxphr.hist.pku.com.   IN    A    50.108.193.0
rnydhcut.hist.pku.com.   IN    A    32.76.228.249
qlyinhbj.hist.pku.com.   IN    A    79.181.105.177
ragcdmxp.hist.pku.com.   IN    A    108.236.48.54
ovgrqapu.hist.pku.com.   IN    A    226.127.188.239
vsaklgwc.hist.pku.com.   IN    A    29.26.206.218
okegtlyw.hist.pku.com.   IN    A    130.244.44.193
noqhtixm.hist.pku.com.   IN    A    13.253.255.116
ykhmvjut.hist.pku.com.   IN    A    185.155.138.83
rfxuvaoy.hist.pku.com.   IN    A    161.229.140.12
mphotfya.hist.pku.com.   IN    A    113.237.38.66
ghtkxulm.hist.pku.com.   IN    A    246.158.201.171
bvpihnur.hist.pku.com.   IN    A    76.165.2.42
yckehupn.hist.pku.com.   IN    A    111.23.198.134
bxdhwkqm.hist.pku.com.   IN    A    240.113.72.210
iklhfmxq.hist.pku.com.   IN    A    120.93.241.240
pecqmlda.hist.pku.com.   IN    A    152.106.122.74
pmjotiyg.hist.pku.com.   IN    A    174.217.160.207
jcgfexws.hist.pku.com.   IN    A    249.42.167.148
qdlckine.hist.pku.com.   IN    A    167.215.32.36
imxofsjy.hist.pku.com.   IN    A    117.96.247.77
ronpycvj.hist.pku.com.   IN    A    33.126.203.188
mqyaebdi.hist.pku.com.   IN    A    233.196.5.51
pbgwsrcd.hist.pku.com.   IN    A    179.206.88.254
iqyxknae.hist.pku.com.   IN    A    225.192.60.14
msqjgody.hist.pku.com.   IN    A    55.56.161.225
xqwfydve.hist.pku.com.   IN    A    71.33.46.117
sjfrubwh.hist.pku.com.   IN    A    241.28.25.254
rayodpgl.hist.pku.com.   IN    A    89.232.91.105
vmpshtxe.hist.pku.com.   IN    A    204.157.2.34
ngwpilhs.hist.pku.com.   IN    A    6.53.150.82
erckuowb.hist.pku.com.   IN    A    206.26.27.127
gubreylc.hist.pku.com.   IN    A    241.104.212.45
mpxjsrgo.hist.pku.com.   IN    A    43.137.91.145
ryjgptkh.hist.pku.com.   IN    A    198.237.193.38
atfhwxcb.hist.pku.com.   IN    A    123.32.145.230
klfqcvdm.hist.pku.com.   IN    A    0.190.128.101
dxlyqeov.hist.pku.com.   IN    A    104.200.197.244
mylpaxkf.hist.pku.com.   IN    A    94.48.144.138
onuesdmi.hist.pku.com.   IN    A    151.87.113.137
myoikats.hist.pku.com.   IN    A    43.144.172.97
qrnsmjot.hist.pku.com.   IN    A    159.11.33.232
rncbhdva.hist.pku.com.   IN    A    144.77.223.34
dtobkfwu.hist.pku.com.   IN    A    158.52.96.160
jefrktla.hist.pku.com.   IN    A    40.127.24.192
ryucgksv.hist.pku.com.   IN    A    14.114.169.243
