ai.shu.com.	14400	IN	SOA	ns1.ai.shu.com. james.shu.edu. 19122302 14400 3600 2419200 14400
ai.shu.com.		    IN	NS ns1.ai.shu.com.
lnvguomj.ai.shu.com.     IN    A    90.218.245.163
dhgxsmli.ai.shu.com.     IN    A    116.114.121.126
kygdlrut.ai.shu.com.     IN    A    113.213.177.186
gjtoydfh.ai.shu.com.     IN    A    241.217.222.85
udneypsb.ai.shu.com.     IN    A    1.159.249.192
teogpbua.ai.shu.com.     IN    A    193.41.69.92
tvjcrloh.ai.shu.com.     IN    A    144.5.242.129
eatoypgv.ai.shu.com.     IN    A    31.171.152.79
etfnosai.ai.shu.com.     IN    A    158.41.216.110
ackgnvsr.ai.shu.com.     IN    A    112.221.2.22
gofvjcux.ai.shu.com.     IN    A    244.184.247.169
xkgemtjh.ai.shu.com.     IN    A    124.131.226.107
msntxgde.ai.shu.com.     IN    A    74.197.228.76
tumhaqnk.ai.shu.com.     IN    A    95.114.209.27
nmbhwrvy.ai.shu.com.     IN    A    226.210.35.127
foebwaip.ai.shu.com.     IN    A    11.113.5.249
uhleifxg.ai.shu.com.     IN    A    190.29.104.31
dqvrgosa.ai.shu.com.     IN    A    46.168.56.234
yqgmacvh.ai.shu.com.     IN    A    145.229.246.7
hdtgynis.ai.shu.com.     IN    A    24.43.109.228
suvifwkr.ai.shu.com.     IN    A    181.15.144.141
okdpmbeh.ai.shu.com.     IN    A    62.116.251.159
rwqsmgxk.ai.shu.com.     IN    A    16.57.85.159
gfxbyqdp.ai.shu.com.     IN    A    75.129.44.253
ljnregxd.ai.shu.com.     IN    A    109.97.200.164
jxetwavf.ai.shu.com.     IN    A    119.135.70.147
jfskocqa.ai.shu.com.     IN    A    162.221.111.116
vxrmqftj.ai.shu.com.     IN    A    182.192.50.87
uynexodt.ai.shu.com.     IN    A    16.33.85.97
upqrbftj.ai.shu.com.     IN    A    95.83.53.51
dlpotykh.ai.shu.com.     IN    A    113.80.209.234
mjhkgiyq.ai.shu.com.     IN    A    240.154.159.24
uynfohis.ai.shu.com.     IN    A    126.153.207.64
qvdwlouh.ai.shu.com.     IN    A    144.171.249.86
cgkyvqnj.ai.shu.com.     IN    A    64.73.144.35
hdmufgxw.ai.shu.com.     IN    A    48.52.130.160
ifosnjpu.ai.shu.com.     IN    A    146.92.148.84
xjusoifa.ai.shu.com.     IN    A    145.245.223.112
qpdriuxj.ai.shu.com.     IN    A    165.255.215.141
hpemwuid.ai.shu.com.     IN    A    247.53.151.193
aldnfxpo.ai.shu.com.     IN    A    104.20.47.199
otxgdyiv.ai.shu.com.     IN    A    30.134.163.93
upkgjyal.ai.shu.com.     IN    A    131.72.206.46
gyaqdjeh.ai.shu.com.     IN    A    207.169.3.108
kaehvmiy.ai.shu.com.     IN    A    253.140.55.25
aubemicp.ai.shu.com.     IN    A    255.250.183.58
naoiqgjw.ai.shu.com.     IN    A    92.122.88.18
wsaivulf.ai.shu.com.     IN    A    154.170.54.95
dpsltgnx.ai.shu.com.     IN    A    77.241.107.251
dbsoncrx.ai.shu.com.     IN    A    227.149.220.5
kqojcphe.ai.shu.com.     IN    A    152.21.188.59
mnxfjghb.ai.shu.com.     IN    A    29.154.152.119
vschpaie.ai.shu.com.     IN    A    158.18.61.105
saqgnuyv.ai.shu.com.     IN    A    39.119.35.4
wyflbktd.ai.shu.com.     IN    A    185.237.22.50
iorwvnlg.ai.shu.com.     IN    A    52.137.40.83
wfqsthia.ai.shu.com.     IN    A    240.235.165.22
twqubhpa.ai.shu.com.     IN    A    75.7.251.50
qfuompxl.ai.shu.com.     IN    A    118.152.96.125
lfydowji.ai.shu.com.     IN    A    197.5.216.225
uqmwblit.ai.shu.com.     IN    A    12.163.64.35
tapdxigf.ai.shu.com.     IN    A    249.212.122.61
uicfemvw.ai.shu.com.     IN    A    213.160.67.139
dhmoeaxk.ai.shu.com.     IN    A    198.11.175.94
wimfphax.ai.shu.com.     IN    A    239.187.161.138
ecoxahmy.ai.shu.com.     IN    A    117.99.14.49
hdknjrol.ai.shu.com.     IN    A    144.172.20.101
cwrbfkhp.ai.shu.com.     IN    A    181.166.14.58
lvjoqbsi.ai.shu.com.     IN    A    209.118.221.154
bofcwlpk.ai.shu.com.     IN    A    96.155.35.15
ouihsrky.ai.shu.com.     IN    A    30.170.112.156
dexnqjpc.ai.shu.com.     IN    A    95.19.129.177
abisqevf.ai.shu.com.     IN    A    13.12.19.56
jkcimsnd.ai.shu.com.     IN    A    254.252.187.95
wliqnpjt.ai.shu.com.     IN    A    170.87.75.30
mfaonbcg.ai.shu.com.     IN    A    167.68.211.187
ljfcahow.ai.shu.com.     IN    A    131.104.193.103
wdhtkeyi.ai.shu.com.     IN    A    195.59.228.133
cmbsahyf.ai.shu.com.     IN    A    28.135.31.220
wnugkbqo.ai.shu.com.     IN    A    98.121.154.105
padwjhft.ai.shu.com.     IN    A    88.166.54.235
eosqdmch.ai.shu.com.     IN    A    117.130.137.50
uevmgykj.ai.shu.com.     IN    A    47.63.108.152
kpiqsuml.ai.shu.com.     IN    A    183.111.20.4
tfmabelx.ai.shu.com.     IN    A    225.58.193.234
bfervmno.ai.shu.com.     IN    A    94.251.70.73
ephgmwno.ai.shu.com.     IN    A    40.70.20.244
inrcfsex.ai.shu.com.     IN    A    40.45.103.63
omnxteak.ai.shu.com.     IN    A    136.121.3.112
dncaepow.ai.shu.com.     IN    A    225.47.106.131
miptvjsu.ai.shu.com.     IN    A    234.185.84.255
xthjigyr.ai.shu.com.     IN    A    202.209.150.23
udynhexg.ai.shu.com.     IN    A    175.21.106.56
mufyltbg.ai.shu.com.     IN    A    86.199.94.229
hyvgrpda.ai.shu.com.     IN    A    168.36.204.200
wlxtsido.ai.shu.com.     IN    A    128.28.6.244
jhocygpx.ai.shu.com.     IN    A    86.139.115.8
esnubpkc.ai.shu.com.     IN    A    194.57.165.145
etkruaon.ai.shu.com.     IN    A    162.177.245.111
rjdfvqgp.ai.shu.com.     IN    A    84.235.218.137
slixatem.ai.shu.com.     IN    A    202.109.106.234
nsgclfxe.ai.shu.com.     IN    A    45.159.183.215
jtimavwk.ai.shu.com.     IN    A    160.110.238.56
yvbospwg.ai.shu.com.     IN    A    200.219.114.227
vgaobnkh.ai.shu.com.     IN    A    7.64.171.78
trsycjwk.ai.shu.com.     IN    A    222.133.207.142
ithwscok.ai.shu.com.     IN    A    78.160.212.183
fovdyclh.ai.shu.com.     IN    A    13.208.41.48
uqpsciya.ai.shu.com.     IN    A    165.127.82.201
hxgofumr.ai.shu.com.     IN    A    239.157.42.21
nopgjcew.ai.shu.com.     IN    A    135.7.215.31
fcigamhn.ai.shu.com.     IN    A    11.199.109.83
bvkehslu.ai.shu.com.     IN    A    237.112.114.56
ygfvtues.ai.shu.com.     IN    A    17.10.11.31
udaqhwil.ai.shu.com.     IN    A    234.201.109.20
yuxsvrld.ai.shu.com.     IN    A    33.91.73.111
gxapcjsn.ai.shu.com.     IN    A    72.139.179.109
swcuvbxp.ai.shu.com.     IN    A    133.45.116.90
pofbmrkj.ai.shu.com.     IN    A    5.56.87.88
upkrwxmd.ai.shu.com.     IN    A    179.244.60.55
ghrsbqic.ai.shu.com.     IN    A    246.156.41.233
ycvoqmlx.ai.shu.com.     IN    A    18.98.17.90
qwatjkyv.ai.shu.com.     IN    A    223.81.92.223
asqhrebu.ai.shu.com.     IN    A    53.79.26.52
patxyfod.ai.shu.com.     IN    A    224.220.108.198
bdlgamqo.ai.shu.com.     IN    A    62.138.111.76
udhimceo.ai.shu.com.     IN    A    73.179.22.159
enthgkvl.ai.shu.com.     IN    A    59.223.33.159
esghucro.ai.shu.com.     IN    A    214.48.132.179
qlofvcky.ai.shu.com.     IN    A    198.24.187.4
ulopnfdt.ai.shu.com.     IN    A    139.139.69.134
jkxdseih.ai.shu.com.     IN    A    179.52.96.150
idkqpcju.ai.shu.com.     IN    A    95.223.38.38
ihbjywed.ai.shu.com.     IN    A    86.148.112.64
jybplvct.ai.shu.com.     IN    A    151.133.100.50
jwuoxafm.ai.shu.com.     IN    A    235.111.221.252
nlkdhiqo.ai.shu.com.     IN    A    132.185.138.156
nveugfca.ai.shu.com.     IN    A    154.33.108.72
snhexouv.ai.shu.com.     IN    A    247.125.148.172
hubjoikf.ai.shu.com.     IN    A    252.148.79.99
ovhuydli.ai.shu.com.     IN    A    233.48.116.239
vsbyqrkw.ai.shu.com.     IN    A    201.156.167.85
jcuamieb.ai.shu.com.     IN    A    69.207.102.159
smayvpnk.ai.shu.com.     IN    A    88.93.7.71
jxrdoceb.ai.shu.com.     IN    A    54.21.107.236
iskangpm.ai.shu.com.     IN    A    123.136.14.250
nfusvxtb.ai.shu.com.     IN    A    11.134.175.17
qdcbarjk.ai.shu.com.     IN    A    222.131.107.74
ypsmicga.ai.shu.com.     IN    A    211.174.248.78
nuysrxqb.ai.shu.com.     IN    A    98.142.184.169
neaqxufh.ai.shu.com.     IN    A    92.123.244.167
edmlxyqo.ai.shu.com.     IN    A    144.49.147.115
xljimpdc.ai.shu.com.     IN    A    39.20.86.226
njcrtalq.ai.shu.com.     IN    A    20.159.232.141
nvmrkhwb.ai.shu.com.     IN    A    18.51.143.167
pdbqglna.ai.shu.com.     IN    A    187.41.32.167
cdvyirjx.ai.shu.com.     IN    A    121.109.123.232
ekgjvyrq.ai.shu.com.     IN    A    179.15.57.170
opudmxhc.ai.shu.com.     IN    A    254.42.8.117
apyhgbto.ai.shu.com.     IN    A    202.135.208.65
chsindjl.ai.shu.com.     IN    A    122.181.216.246
jfpkdose.ai.shu.com.     IN    A    51.143.176.167
dsjwrvoh.ai.shu.com.     IN    A    106.62.62.173
useyxtar.ai.shu.com.     IN    A    60.143.186.174
ywuenqlm.ai.shu.com.     IN    A    97.164.172.110
wimpstfx.ai.shu.com.     IN    A    181.114.46.186
epayhjwf.ai.shu.com.     IN    A    237.141.199.200
hnamdktl.ai.shu.com.     IN    A    42.23.72.245
bfwilseo.ai.shu.com.     IN    A    108.243.98.200
xpekswvn.ai.shu.com.     IN    A    165.191.57.218
ohmxabyd.ai.shu.com.     IN    A    252.59.117.56
iqfxypet.ai.shu.com.     IN    A    123.88.175.122
abqfoxpr.ai.shu.com.     IN    A    219.130.93.161
bdfamlcg.ai.shu.com.     IN    A    223.137.233.229
xfnlktjp.ai.shu.com.     IN    A    171.117.242.57
roeldxys.ai.shu.com.     IN    A    168.219.221.130
vqiecomx.ai.shu.com.     IN    A    201.128.83.101
ljsfbcix.ai.shu.com.     IN    A    73.1.34.104
hrplvkmj.ai.shu.com.     IN    A    156.230.54.178
kwiaglmf.ai.shu.com.     IN    A    144.131.184.193
pcnobeld.ai.shu.com.     IN    A    131.29.113.61
lvgrykxt.ai.shu.com.     IN    A    90.169.137.4
rospkqgu.ai.shu.com.     IN    A    178.176.252.52
leomqcvr.ai.shu.com.     IN    A    112.209.70.32
jyolrvia.ai.shu.com.     IN    A    239.27.78.199
qwivhmsj.ai.shu.com.     IN    A    43.27.60.24
ivjxnura.ai.shu.com.     IN    A    3.200.18.155
deixlmpb.ai.shu.com.     IN    A    93.84.46.5
kwbhrpsy.ai.shu.com.     IN    A    54.58.162.137
wnpmtyxq.ai.shu.com.     IN    A    2.96.100.154
febvtonr.ai.shu.com.     IN    A    233.2.172.59
dkjfoxmi.ai.shu.com.     IN    A    105.107.155.218
qniphxjr.ai.shu.com.     IN    A    6.200.187.105
mqdkwjgr.ai.shu.com.     IN    A    114.147.40.215
aviyrkjd.ai.shu.com.     IN    A    3.179.9.126
xbodifyw.ai.shu.com.     IN    A    43.109.19.147
conempwk.ai.shu.com.     IN    A    81.52.68.172
nlpajtke.ai.shu.com.     IN    A    29.232.0.52
bfyequag.ai.shu.com.     IN    A    26.82.23.81
ihwxralp.ai.shu.com.     IN    A    54.20.102.93
vftocugi.ai.shu.com.     IN    A    116.178.74.225
edbrgqjc.ai.shu.com.     IN    A    196.105.81.207
nfgqhuir.ai.shu.com.     IN    A    71.255.67.223
htcxrfkg.ai.shu.com.     IN    A    225.33.192.144
kevsbahc.ai.shu.com.     IN    A    230.198.246.194
dtkqprli.ai.shu.com.     IN    A    126.72.53.155
sugqidja.ai.shu.com.     IN    A    210.85.108.105
djrsknwu.ai.shu.com.     IN    A    17.115.57.210
gsuxmaoe.ai.shu.com.     IN    A    38.96.31.4
agjvwpbd.ai.shu.com.     IN    A    4.226.233.6
hiovagdj.ai.shu.com.     IN    A    187.156.202.92
flkywbgn.ai.shu.com.     IN    A    43.185.168.147
pyvcrust.ai.shu.com.     IN    A    53.185.124.240
wohnvgjm.ai.shu.com.     IN    A    183.106.223.40
xrsfehpd.ai.shu.com.     IN    A    102.120.120.195
mbglucyp.ai.shu.com.     IN    A    108.34.199.117
jqgaxlfs.ai.shu.com.     IN    A    70.194.19.109
qsnvmbud.ai.shu.com.     IN    A    24.158.173.233
gqmyclkh.ai.shu.com.     IN    A    135.69.75.201
sudixwrk.ai.shu.com.     IN    A    12.88.149.125
roschyei.ai.shu.com.     IN    A    225.141.250.218
qiyoupkc.ai.shu.com.     IN    A    145.167.228.193
mxlvyhpi.ai.shu.com.     IN    A    233.122.167.252
eqyomhfx.ai.shu.com.     IN    A    93.55.177.24
bylhwkvf.ai.shu.com.     IN    A    56.51.37.116
oancfrep.ai.shu.com.     IN    A    5.59.182.219
vywlbctm.ai.shu.com.     IN    A    131.179.200.181
wlgbrane.ai.shu.com.     IN    A    242.13.133.218
wibqynkf.ai.shu.com.     IN    A    95.34.192.87
pqvetloj.ai.shu.com.     IN    A    94.40.104.187
hygbpnqx.ai.shu.com.     IN    A    52.70.46.28
jqomfrvy.ai.shu.com.     IN    A    182.139.242.150
tiojwuen.ai.shu.com.     IN    A    25.95.16.199
bgaxirlu.ai.shu.com.     IN    A    10.238.164.223
fpyobenw.ai.shu.com.     IN    A    94.52.200.255
igpnhjwb.ai.shu.com.     IN    A    106.79.232.54
kxjiywcv.ai.shu.com.     IN    A    217.233.43.45
cmntwovx.ai.shu.com.     IN    A    71.51.227.60
kumrtifd.ai.shu.com.     IN    A    66.92.254.186
cjegtufp.ai.shu.com.     IN    A    87.171.127.223
vhjamyqp.ai.shu.com.     IN    A    144.114.69.176
bsmylnhk.ai.shu.com.     IN    A    245.57.187.56
axjhutyo.ai.shu.com.     IN    A    218.19.79.42
dvuxbhif.ai.shu.com.     IN    A    25.188.36.50
obpaxslg.ai.shu.com.     IN    A    184.77.122.117
ursypjoh.ai.shu.com.     IN    A    139.248.234.241
lnemubso.ai.shu.com.     IN    A    44.157.215.88
qbmosnra.ai.shu.com.     IN    A    183.233.90.52
uwfmnbid.ai.shu.com.     IN    A    167.106.4.184
fibqdrgh.ai.shu.com.     IN    A    86.19.185.142
xipsmlwc.ai.shu.com.     IN    A    253.221.62.109
beivxhas.ai.shu.com.     IN    A    240.24.208.68
nqthacrb.ai.shu.com.     IN    A    65.75.217.167
fkxatngv.ai.shu.com.     IN    A    168.48.178.107
eusmtrqb.ai.shu.com.     IN    A    48.141.246.16
lbqstyix.ai.shu.com.     IN    A    219.42.207.90
tvbmugwx.ai.shu.com.     IN    A    207.218.143.24
rfoemsly.ai.shu.com.     IN    A    175.183.7.199
qnvyfbwm.ai.shu.com.     IN    A    139.208.213.171
ojtrvxlw.ai.shu.com.     IN    A    225.107.162.6
jaulebsg.ai.shu.com.     IN    A    29.207.158.185
nmlqbpor.ai.shu.com.     IN    A    106.71.55.1
oxhmsqfy.ai.shu.com.     IN    A    36.52.210.123
pgieluyt.ai.shu.com.     IN    A    47.192.110.71
iwfybecv.ai.shu.com.     IN    A    142.133.251.126
rybpfcwn.ai.shu.com.     IN    A    54.17.15.103
lqvdwjyf.ai.shu.com.     IN    A    31.78.180.234
lgcvpdtu.ai.shu.com.     IN    A    5.135.149.3
foykbtae.ai.shu.com.     IN    A    91.30.99.9
tcuojpfs.ai.shu.com.     IN    A    135.198.45.18
feiptdmv.ai.shu.com.     IN    A    91.54.52.175
uspqrcwh.ai.shu.com.     IN    A    96.127.255.40
ladxtnpy.ai.shu.com.     IN    A    162.82.247.167
qandkbxw.ai.shu.com.     IN    A    124.178.82.153
jtbdovfr.ai.shu.com.     IN    A    106.54.126.80
lchiyuwj.ai.shu.com.     IN    A    4.31.144.83
myjfuatb.ai.shu.com.     IN    A    121.179.128.130
brtpsmlj.ai.shu.com.     IN    A    171.134.219.27
hjpcawmd.ai.shu.com.     IN    A    87.104.236.182
jiuxkodt.ai.shu.com.     IN    A    27.45.67.203
lkhedxju.ai.shu.com.     IN    A    120.101.22.71
wypvlnio.ai.shu.com.     IN    A    41.97.91.218
qurpeing.ai.shu.com.     IN    A    100.219.183.30
dlnpswki.ai.shu.com.     IN    A    43.55.121.87
xuoiarcd.ai.shu.com.     IN    A    206.131.254.193
mnvdlose.ai.shu.com.     IN    A    130.110.235.226
pvwcxdqk.ai.shu.com.     IN    A    226.202.87.238
rhjeusxn.ai.shu.com.     IN    A    142.185.136.36
qxkpvebg.ai.shu.com.     IN    A    58.183.58.111
eifgdsjm.ai.shu.com.     IN    A    223.194.60.109
ngslbikv.ai.shu.com.     IN    A    35.69.181.145
lbntqaih.ai.shu.com.     IN    A    25.21.0.96
xvrhfajb.ai.shu.com.     IN    A    73.167.107.169
roesvapf.ai.shu.com.     IN    A    173.140.162.227
bsctdaxf.ai.shu.com.     IN    A    122.11.37.91
vghnebsi.ai.shu.com.     IN    A    61.169.21.230
qouwfpit.ai.shu.com.     IN    A    2.167.15.20
livugrfc.ai.shu.com.     IN    A    215.211.121.160
gyqbosxv.ai.shu.com.     IN    A    8.33.76.191
lxkdafgw.ai.shu.com.     IN    A    130.255.45.203
nxeqjrsp.ai.shu.com.     IN    A    255.26.225.21
bqrcigha.ai.shu.com.     IN    A    209.221.83.71
bqnohwyg.ai.shu.com.     IN    A    212.244.173.95
mivsyhrw.ai.shu.com.     IN    A    209.255.213.188
ojkygehu.ai.shu.com.     IN    A    70.101.159.136
akqwsmxr.ai.shu.com.     IN    A    183.194.152.190
vcwlhkfr.ai.shu.com.     IN    A    40.141.113.26
nfadiyge.ai.shu.com.     IN    A    199.52.80.107
fqvglxae.ai.shu.com.     IN    A    28.172.107.183
cbqdfspo.ai.shu.com.     IN    A    118.131.255.49
cvneqbur.ai.shu.com.     IN    A    63.210.109.243
oimkygvh.ai.shu.com.     IN    A    59.73.12.181
epcgubjd.ai.shu.com.     IN    A    249.188.222.21
tpcyhsgq.ai.shu.com.     IN    A    21.87.28.204
elyjwxrm.ai.shu.com.     IN    A    251.36.12.237
vkhaptgl.ai.shu.com.     IN    A    77.68.136.33
jxiysadt.ai.shu.com.     IN    A    207.144.128.165
xmfsgrdu.ai.shu.com.     IN    A    199.71.107.4
rmkjtaup.ai.shu.com.     IN    A    79.4.246.89
gsptmfnc.ai.shu.com.     IN    A    164.213.145.146
njaefurl.ai.shu.com.     IN    A    143.144.25.194
regabvfd.ai.shu.com.     IN    A    211.127.155.228
ftdwnbel.ai.shu.com.     IN    A    33.77.155.40
hpaiodxg.ai.shu.com.     IN    A    44.230.128.236
yiacuvwb.ai.shu.com.     IN    A    15.64.231.242
kwupfbha.ai.shu.com.     IN    A    213.30.162.236
rgnlsayb.ai.shu.com.     IN    A    7.38.83.109
chnwtdeo.ai.shu.com.     IN    A    125.198.171.239
cphwbmer.ai.shu.com.     IN    A    51.254.94.101
xqoytvpl.ai.shu.com.     IN    A    151.226.28.215
kpoqblas.ai.shu.com.     IN    A    81.118.64.57
mgbdufni.ai.shu.com.     IN    A    247.192.67.115
igbacdmt.ai.shu.com.     IN    A    221.147.8.45
ybuemtlg.ai.shu.com.     IN    A    161.114.221.58
moedvtgw.ai.shu.com.     IN    A    41.178.31.86
fbxceohv.ai.shu.com.     IN    A    4.144.37.231
rhfwtlvk.ai.shu.com.     IN    A    14.106.211.99
thponfgk.ai.shu.com.     IN    A    10.169.194.28
bcdjrqik.ai.shu.com.     IN    A    208.61.197.186
ldrjsehk.ai.shu.com.     IN    A    124.57.225.153
trguxdkf.ai.shu.com.     IN    A    233.49.95.160
avbtgldw.ai.shu.com.     IN    A    208.105.17.21
oqvdfkia.ai.shu.com.     IN    A    200.14.183.176
bqsfuklw.ai.shu.com.     IN    A    187.163.243.35
gautbowf.ai.shu.com.     IN    A    212.52.140.63
xuhycgbs.ai.shu.com.     IN    A    14.121.38.105
osrebqjh.ai.shu.com.     IN    A    63.217.197.219
krgomaqc.ai.shu.com.     IN    A    164.56.115.101
esuxijao.ai.shu.com.     IN    A    11.64.220.31
uvcblrmq.ai.shu.com.     IN    A    212.74.251.135
rumphidj.ai.shu.com.     IN    A    193.169.134.214
xoqrapnm.ai.shu.com.     IN    A    136.253.109.188
prfmkgcd.ai.shu.com.     IN    A    58.154.175.200
mrnsdyqx.ai.shu.com.     IN    A    167.95.39.128
tpvnomkw.ai.shu.com.     IN    A    181.95.131.68
vxprtmkd.ai.shu.com.     IN    A    186.214.217.150
ghbycmqa.ai.shu.com.     IN    A    99.1.82.215
idtyurha.ai.shu.com.     IN    A    152.75.88.89
fakxlvtd.ai.shu.com.     IN    A    237.241.173.163
mqdgrelc.ai.shu.com.     IN    A    81.154.153.160
gdpmiefb.ai.shu.com.     IN    A    185.150.107.143
fsgvyirp.ai.shu.com.     IN    A    30.3.94.125
clwfmgqd.ai.shu.com.     IN    A    245.71.135.188
hrnuktsq.ai.shu.com.     IN    A    54.189.202.36
opbfmtak.ai.shu.com.     IN    A    220.110.63.176
nqikoftm.ai.shu.com.     IN    A    108.78.55.219
buypjsna.ai.shu.com.     IN    A    85.30.21.179
ajfunwhm.ai.shu.com.     IN    A    185.1.195.207
yaqmgcbj.ai.shu.com.     IN    A    86.156.177.65
bplcmofy.ai.shu.com.     IN    A    193.129.110.209
itqyrmsk.ai.shu.com.     IN    A    214.255.120.24
rndsylxo.ai.shu.com.     IN    A    155.9.130.74
tlbgefyo.ai.shu.com.     IN    A    145.124.58.61
eksvhlwf.ai.shu.com.     IN    A    217.48.80.143
bdceujgr.ai.shu.com.     IN    A    195.53.45.101
ujhlqvxb.ai.shu.com.     IN    A    24.89.76.100
ckxmthdb.ai.shu.com.     IN    A    90.7.234.155
aetiysnb.ai.shu.com.     IN    A    78.128.114.50
kqrgptaj.ai.shu.com.     IN    A    69.116.81.140
ijcntudy.ai.shu.com.     IN    A    59.191.140.84
wlnsxiok.ai.shu.com.     IN    A    22.117.24.24
sfbxjqwi.ai.shu.com.     IN    A    14.244.149.57
sgkxjbhv.ai.shu.com.     IN    A    73.101.125.194
eldcfprn.ai.shu.com.     IN    A    189.222.131.112
xwqredhv.ai.shu.com.     IN    A    133.31.13.254
fxrcmiqt.ai.shu.com.     IN    A    106.245.129.43
kmrvefld.ai.shu.com.     IN    A    53.172.26.88
jidrewpm.ai.shu.com.     IN    A    135.64.67.237
nflaocvh.ai.shu.com.     IN    A    166.122.135.106
luhwjtds.ai.shu.com.     IN    A    53.109.126.68
hreanogv.ai.shu.com.     IN    A    223.15.77.45
uaqjpedn.ai.shu.com.     IN    A    95.57.3.190
wqpktsal.ai.shu.com.     IN    A    255.242.99.253
bwlmdqnx.ai.shu.com.     IN    A    144.62.227.26
ynahvlre.ai.shu.com.     IN    A    158.38.190.179
ivtcjxgs.ai.shu.com.     IN    A    211.116.105.208
yngktomw.ai.shu.com.     IN    A    135.55.203.28
flmavjuw.ai.shu.com.     IN    A    0.206.151.105
wibhsmyq.ai.shu.com.     IN    A    156.163.121.225
ioqrcgyj.ai.shu.com.     IN    A    109.166.216.48
vkngwuct.ai.shu.com.     IN    A    18.145.103.188
oarihfbl.ai.shu.com.     IN    A    186.248.1.88
pnjhaxcs.ai.shu.com.     IN    A    144.44.243.206
jsnolhtu.ai.shu.com.     IN    A    83.70.66.109
bmiuyaxl.ai.shu.com.     IN    A    187.38.23.219
fdjxupam.ai.shu.com.     IN    A    113.106.207.10
gbwpojhr.ai.shu.com.     IN    A    54.36.106.25
nxywjhtp.ai.shu.com.     IN    A    69.141.73.21
hmslegup.ai.shu.com.     IN    A    62.128.95.132
kwbetrny.ai.shu.com.     IN    A    98.58.156.20
risqyemu.ai.shu.com.     IN    A    152.94.249.119
gjcbvfsd.ai.shu.com.     IN    A    22.26.133.19
dqafjnoy.ai.shu.com.     IN    A    85.143.153.36
cvqjrfwi.ai.shu.com.     IN    A    147.143.138.234
ajodivet.ai.shu.com.     IN    A    148.161.156.106
qkibyfvo.ai.shu.com.     IN    A    157.193.139.16
yxnbrsed.ai.shu.com.     IN    A    189.5.40.52
ckmneory.ai.shu.com.     IN    A    224.210.99.180
oyqgnmtr.ai.shu.com.     IN    A    68.139.52.30
ofbirklh.ai.shu.com.     IN    A    103.158.76.227
mdwierjp.ai.shu.com.     IN    A    191.152.230.76
umnjwoga.ai.shu.com.     IN    A    58.211.79.101
mlnabepw.ai.shu.com.     IN    A    236.104.229.150
jaxvwhur.ai.shu.com.     IN    A    130.114.185.133
frjstvwk.ai.shu.com.     IN    A    170.42.159.60
qhvyoluj.ai.shu.com.     IN    A    80.164.11.158
