; <<>> DiG 9.11.3-1ubuntu1.11-Ubuntu <<>> AXFR whu.com. @ns2.whu.edu.
;; global options: +cmd

@               			      14400 IN SOA	ns1.whu.com. james.whu.edu. 19122302 14400 3600 2419200 14400
whu.com.			      14400 IN NS	ns1.whu.com.
ns1.whu.com.			      14400 IN A	10.166.21.13

www.whu.com.		      14400 IN NS	ns1.www.whu.com.
ns1.www.whu.com.		      14400 IN A		10.166.21.14

pharm.whu.com.		      14400 IN NS	ns1.pharm.whu.com.
ns1.pharm.whu.com.		      14400 IN A		10.166.21.15

hyxt.whu.com.		      14400 IN NS	ns1.hyxt.whu.com.
ns1.hyxt.whu.com.		      14400 IN A		10.166.21.12

whu.com.			      14400 IN MX	10 hyxttp.whu.edu.
whu.com.			      14400 IN TXT	"v=spf1 a mx ~all"
egtimpyd.whu.com.        IN    A    4.244.228.83
ofklciqw.whu.com.        IN    A    136.99.39.211
ehtnclrs.whu.com.        IN    A    62.105.254.180
nqfmdbxo.whu.com.        IN    A    102.185.212.242
jfgrpuoh.whu.com.        IN    A    87.212.118.28
oxvqmcbs.whu.com.        IN    A    49.178.131.10
peyjgunb.whu.com.        IN    A    244.245.69.224
muvwisda.whu.com.        IN    A    121.172.10.4
aioyjesl.whu.com.        IN    A    76.26.197.81
aneiwtlx.whu.com.        IN    A    133.112.89.194
wstymiuk.whu.com.        IN    A    153.31.91.111
uklsetig.whu.com.        IN    A    99.68.239.236
vfegnmbl.whu.com.        IN    A    158.14.26.170
rumqvkjc.whu.com.        IN    A    208.75.74.160
ycgxsthf.whu.com.        IN    A    247.249.238.175
jblredfc.whu.com.        IN    A    77.1.57.108
dqplamhy.whu.com.        IN    A    46.128.27.207
tsqhxyok.whu.com.        IN    A    204.206.33.225
hxqnifjp.whu.com.        IN    A    72.161.113.9
sltpraki.whu.com.        IN    A    90.206.36.230
qomxdvfj.whu.com.        IN    A    179.68.163.245
psudewjb.whu.com.        IN    A    22.140.146.208
pvwaugmc.whu.com.        IN    A    193.222.135.35
wxbrcpdm.whu.com.        IN    A    127.208.24.133
gpkjomhi.whu.com.        IN    A    216.193.165.152
fhymtoqd.whu.com.        IN    A    121.68.124.167
yludtmbn.whu.com.        IN    A    65.243.226.206
ugmorpje.whu.com.        IN    A    162.252.66.49
lsteyamd.whu.com.        IN    A    255.242.212.10
drwhqenj.whu.com.        IN    A    30.241.9.46
hwdacuvm.whu.com.        IN    A    203.101.55.32
tywbogxu.whu.com.        IN    A    52.247.69.196
wmvdajgx.whu.com.        IN    A    191.111.209.129
brwcjkhf.whu.com.        IN    A    169.19.108.133
awbuhtjn.whu.com.        IN    A    223.245.227.74
tfgwpxes.whu.com.        IN    A    107.253.64.41
cexqngut.whu.com.        IN    A    224.140.87.15
baugtlqe.whu.com.        IN    A    76.255.163.189
canyfrxg.whu.com.        IN    A    12.68.154.68
fktlyohj.whu.com.        IN    A    91.127.30.61
wkfpblur.whu.com.        IN    A    36.187.252.187
gybfxpon.whu.com.        IN    A    103.118.90.167
mpluhisf.whu.com.        IN    A    23.182.134.253
ngrmjsev.whu.com.        IN    A    150.151.195.176
epodkvmc.whu.com.        IN    A    172.199.14.72
aohipryx.whu.com.        IN    A    236.250.223.135
tfakgrlx.whu.com.        IN    A    253.130.198.89
fsnwivto.whu.com.        IN    A    30.32.54.86
gwpmnhvd.whu.com.        IN    A    186.234.252.212
tniuxlqm.whu.com.        IN    A    180.217.57.172
hugnlyvj.whu.com.        IN    A    78.40.154.36
xfdpsbmq.whu.com.        IN    A    165.246.15.174
qdkluoje.whu.com.        IN    A    230.178.213.38
vymhcfso.whu.com.        IN    A    133.242.2.85
nusxkryv.whu.com.        IN    A    12.64.218.31
rskhgimq.whu.com.        IN    A    179.81.235.124
iegpclyv.whu.com.        IN    A    58.77.212.166
yxdfcrot.whu.com.        IN    A    37.36.215.16
sgyuacpi.whu.com.        IN    A    107.106.192.54
uykxnbwc.whu.com.        IN    A    78.153.30.243
runfykci.whu.com.        IN    A    18.134.100.9
sakoiupr.whu.com.        IN    A    74.47.77.129
rwauvpcj.whu.com.        IN    A    75.87.24.0
buhstemy.whu.com.        IN    A    206.248.70.189
nqaxrkjo.whu.com.        IN    A    89.190.225.105
mveogfxl.whu.com.        IN    A    109.117.61.117
icduqrtk.whu.com.        IN    A    208.167.44.198
oaryxwvt.whu.com.        IN    A    5.197.208.22
wgblcifp.whu.com.        IN    A    229.253.195.132
tiknvbeu.whu.com.        IN    A    161.139.72.231
wilvqrtj.whu.com.        IN    A    185.26.248.209
cnvldphx.whu.com.        IN    A    61.44.124.111
pkcvownq.whu.com.        IN    A    114.48.83.11
mhleyqfr.whu.com.        IN    A    253.254.155.25
okcjivxn.whu.com.        IN    A    112.101.103.19
atbxhqmr.whu.com.        IN    A    36.40.94.131
pyicrofq.whu.com.        IN    A    240.162.53.199
gxchtnvy.whu.com.        IN    A    80.108.215.121
ijfwxdes.whu.com.        IN    A    197.192.225.128
hypdebqf.whu.com.        IN    A    198.87.37.8
gsqobdwm.whu.com.        IN    A    220.17.93.233
pxwsfnrc.whu.com.        IN    A    187.98.42.239
keyclduv.whu.com.        IN    A    121.147.173.56
bryqnecu.whu.com.        IN    A    112.186.153.224
nvxmsgje.whu.com.        IN    A    212.37.107.110
mpvewrob.whu.com.        IN    A    216.34.66.82
hlqykban.whu.com.        IN    A    107.218.106.22
vuscatme.whu.com.        IN    A    56.66.58.52
ybskilxd.whu.com.        IN    A    118.67.231.167
fdcmgban.whu.com.        IN    A    8.181.56.27
clbmting.whu.com.        IN    A    20.152.221.56
osrtinjg.whu.com.        IN    A    156.217.225.53
ivxnjhkg.whu.com.        IN    A    138.149.48.253
qjeiamou.whu.com.        IN    A    66.101.217.102
pqhmvxct.whu.com.        IN    A    5.163.39.57
rcwpsdvn.whu.com.        IN    A    185.119.194.111
qtgimcjx.whu.com.        IN    A    98.130.196.28
iryujxgl.whu.com.        IN    A    123.11.102.28
ihdrwycp.whu.com.        IN    A    59.146.236.210
ktcgvnpi.whu.com.        IN    A    242.190.103.141
beiqxakw.whu.com.        IN    A    198.161.80.251
cxspwvhg.whu.com.        IN    A    136.39.116.12
iqdwgasu.whu.com.        IN    A    207.78.167.196
mtdukhjf.whu.com.        IN    A    227.43.7.135
vkfpadgq.whu.com.        IN    A    218.64.50.85
uvhkpbgd.whu.com.        IN    A    130.203.189.56
tvawoefd.whu.com.        IN    A    96.65.143.127
vfgsdhmw.whu.com.        IN    A    180.5.201.131
njugeasm.whu.com.        IN    A    55.191.48.216
kbgeaufm.whu.com.        IN    A    149.62.246.39
mvnbkacf.whu.com.        IN    A    148.39.176.117
sejuwtxp.whu.com.        IN    A    240.85.0.84
ualbsrmy.whu.com.        IN    A    215.210.199.77
mohycsxd.whu.com.        IN    A    252.129.225.47
lcenymrs.whu.com.        IN    A    26.31.172.31
lcwaomki.whu.com.        IN    A    15.141.137.22
drifclps.whu.com.        IN    A    225.117.155.232
mrvtgxeh.whu.com.        IN    A    214.241.196.65
hjlkfvic.whu.com.        IN    A    202.235.100.152
disbnywk.whu.com.        IN    A    210.123.233.226
vecyashd.whu.com.        IN    A    30.240.247.43
wrlqpefv.whu.com.        IN    A    87.72.153.134
vofeljsa.whu.com.        IN    A    237.10.207.92
iwxnogtc.whu.com.        IN    A    235.239.105.190
ujocvklp.whu.com.        IN    A    138.100.6.235
uynhdats.whu.com.        IN    A    221.5.119.208
narlpmxj.whu.com.        IN    A    149.214.238.9
uoekfmwi.whu.com.        IN    A    82.209.123.146
gyjlsxru.whu.com.        IN    A    57.81.53.196
gnvxpmjq.whu.com.        IN    A    174.250.39.157
fgqkxabs.whu.com.        IN    A    87.32.87.139
vimyfrja.whu.com.        IN    A    91.159.93.226
mbrvckeg.whu.com.        IN    A    13.84.138.88
rvgwbpnf.whu.com.        IN    A    38.105.155.142
sceulbmg.whu.com.        IN    A    136.235.84.244
rcpiobnf.whu.com.        IN    A    146.200.221.19
jlfteguw.whu.com.        IN    A    161.160.165.82
ofnmchbw.whu.com.        IN    A    236.246.42.32
mvgtdnwu.whu.com.        IN    A    61.221.231.65
hlukdsyi.whu.com.        IN    A    203.118.250.74
qfuyjkmh.whu.com.        IN    A    130.160.93.4
fogvadur.whu.com.        IN    A    23.202.53.78
qrflymke.whu.com.        IN    A    226.102.55.33
ixunsvac.whu.com.        IN    A    11.112.241.118
tigwyjea.whu.com.        IN    A    192.157.23.209
hsuwtdbp.whu.com.        IN    A    195.24.128.115
awxorgeh.whu.com.        IN    A    48.157.77.130
rbkowqaf.whu.com.        IN    A    7.139.250.253
uorkgbec.whu.com.        IN    A    15.20.154.75
ivtpqxhy.whu.com.        IN    A    232.58.150.138
iomrhweb.whu.com.        IN    A    74.49.76.11
xdnqyhlf.whu.com.        IN    A    35.214.221.89
ungjkabd.whu.com.        IN    A    179.8.143.150
wfyesuan.whu.com.        IN    A    81.194.58.95
qphdfotn.whu.com.        IN    A    166.52.217.229
adhrcxoj.whu.com.        IN    A    246.136.203.53
toxclqwd.whu.com.        IN    A    250.27.110.86
qeptajdw.whu.com.        IN    A    255.172.178.116
mgfcdsvh.whu.com.        IN    A    233.35.91.159
iubjloah.whu.com.        IN    A    22.39.40.177
iatjbopg.whu.com.        IN    A    120.153.91.162
qjenbpyr.whu.com.        IN    A    46.53.154.220
ksbxhjun.whu.com.        IN    A    99.188.2.96
onxuyhvr.whu.com.        IN    A    235.131.89.131
gnqbkfwj.whu.com.        IN    A    235.248.118.48
nyfghjqu.whu.com.        IN    A    202.184.152.158
ktpvxoau.whu.com.        IN    A    116.101.65.94
yvsjorxh.whu.com.        IN    A    61.61.207.217
ruodihxj.whu.com.        IN    A    31.19.109.230
iegadqxr.whu.com.        IN    A    109.21.50.171
uvoehksx.whu.com.        IN    A    156.191.64.29
ulqrahes.whu.com.        IN    A    202.158.35.41
qahkbyue.whu.com.        IN    A    32.219.97.105
ymsdfnwj.whu.com.        IN    A    42.210.110.222
dmluswbk.whu.com.        IN    A    159.199.240.91
tbmskdqh.whu.com.        IN    A    136.40.38.29
oyxmajpq.whu.com.        IN    A    251.165.230.151
ndujgfkq.whu.com.        IN    A    57.110.44.113
ewqinrfs.whu.com.        IN    A    245.191.173.49
opgxicub.whu.com.        IN    A    149.193.222.97
gpwbjhxq.whu.com.        IN    A    163.67.106.107
bphadruc.whu.com.        IN    A    85.150.152.76
ryjwnldm.whu.com.        IN    A    54.232.77.201
qihnoflr.whu.com.        IN    A    29.250.79.240
ibdelnta.whu.com.        IN    A    121.108.231.56
qmevglro.whu.com.        IN    A    192.240.182.50
uhqkxedn.whu.com.        IN    A    49.213.224.100
esiqyuvp.whu.com.        IN    A    192.48.115.104
dwqkctma.whu.com.        IN    A    98.104.2.148
alhvudqi.whu.com.        IN    A    245.222.115.163
jrglyqfs.whu.com.        IN    A    113.67.151.214
vncqkyoi.whu.com.        IN    A    146.103.129.117
ifhodcvx.whu.com.        IN    A    251.69.22.31
ifvnubqk.whu.com.        IN    A    131.47.99.30
ebmqlfgc.whu.com.        IN    A    250.182.221.78
edraykhc.whu.com.        IN    A    162.165.226.245
srjywibg.whu.com.        IN    A    41.99.55.146
encpqwoy.whu.com.        IN    A    1.59.250.25
kjiqbxft.whu.com.        IN    A    235.127.55.201
ncwtjyhs.whu.com.        IN    A    141.47.99.244
xjuynpcb.whu.com.        IN    A    156.42.233.54
emxsutcy.whu.com.        IN    A    77.226.184.11
cmigpxbd.whu.com.        IN    A    238.217.49.140
ifkjebqs.whu.com.        IN    A    238.79.31.238
dpbnhirt.whu.com.        IN    A    179.200.61.183
kmrycpid.whu.com.        IN    A    57.96.204.213
vsebokmx.whu.com.        IN    A    17.212.157.6
ynoecwmk.whu.com.        IN    A    137.173.48.74
nyhpuqxr.whu.com.        IN    A    126.110.241.46
wlcjgnqr.whu.com.        IN    A    230.155.116.55
haywecrs.whu.com.        IN    A    130.9.80.247
gpuhivse.whu.com.        IN    A    117.50.210.217
mdisqrfa.whu.com.        IN    A    253.58.137.20
fprslghq.whu.com.        IN    A    45.231.225.171
cdvmynur.whu.com.        IN    A    181.41.178.2
grewfybp.whu.com.        IN    A    197.25.209.101
xioctrws.whu.com.        IN    A    109.149.183.243
tbdxqwkp.whu.com.        IN    A    112.91.98.69
vspyehac.whu.com.        IN    A    98.155.98.6
ouegsfnt.whu.com.        IN    A    160.239.103.218
vqtfepar.whu.com.        IN    A    15.200.218.118
rixgjdwl.whu.com.        IN    A    139.114.46.173
epalsodq.whu.com.        IN    A    161.179.145.207
gtryudni.whu.com.        IN    A    62.139.164.116
clmqpgha.whu.com.        IN    A    198.89.58.74
qgumaotx.whu.com.        IN    A    100.97.94.186
cspogvkl.whu.com.        IN    A    128.144.40.140
udkrwvhn.whu.com.        IN    A    150.81.219.149
ocfkehlr.whu.com.        IN    A    47.134.80.32
xbwpovsf.whu.com.        IN    A    101.55.83.150
qfbcsvxa.whu.com.        IN    A    90.65.10.101
uheglcja.whu.com.        IN    A    66.196.126.69
rlvpcsih.whu.com.        IN    A    119.94.37.18
jyfrcnmu.whu.com.        IN    A    244.4.110.248
mftwvepg.whu.com.        IN    A    252.95.154.207
pbtkqsrd.whu.com.        IN    A    99.106.225.46
qifhysbd.whu.com.        IN    A    113.13.0.26
dwspqjlc.whu.com.        IN    A    83.249.127.117
ekmnalcv.whu.com.        IN    A    157.179.37.169
jlhiqbrc.whu.com.        IN    A    104.132.166.30
ejuvptis.whu.com.        IN    A    127.25.97.77
bclumnhg.whu.com.        IN    A    107.165.230.39
watlfxec.whu.com.        IN    A    206.215.42.112
moaegsrt.whu.com.        IN    A    91.204.237.242
fwtclrmh.whu.com.        IN    A    243.9.57.223
uapeltxy.whu.com.        IN    A    121.127.2.43
yxcqtsvg.whu.com.        IN    A    127.76.85.225
hmintecd.whu.com.        IN    A    7.197.109.143
sdlfjbci.whu.com.        IN    A    44.218.144.254
algopkus.whu.com.        IN    A    61.250.81.233
fotxprdv.whu.com.        IN    A    110.250.43.242
bqlpiysu.whu.com.        IN    A    161.168.175.169
lfndgwau.whu.com.        IN    A    221.210.140.144
hystbidk.whu.com.        IN    A    161.229.57.167
bxoefglt.whu.com.        IN    A    97.104.128.189
vfhbaikm.whu.com.        IN    A    183.204.39.44
pirjwqnu.whu.com.        IN    A    155.106.47.32
gmqvconl.whu.com.        IN    A    58.150.76.111
khxwesjr.whu.com.        IN    A    56.218.180.55
yedoxjfa.whu.com.        IN    A    244.184.191.53
aomuirln.whu.com.        IN    A    208.126.150.167
ipdakjfn.whu.com.        IN    A    45.173.207.61
ubjhvplc.whu.com.        IN    A    87.129.189.155
lutogaiq.whu.com.        IN    A    30.127.98.245
qcgphweu.whu.com.        IN    A    38.221.245.92
ebawqgdt.whu.com.        IN    A    169.221.182.42
hcroaqpt.whu.com.        IN    A    170.156.185.4
ojgkhcpl.whu.com.        IN    A    81.230.16.129
slwocbkm.whu.com.        IN    A    197.99.251.248
dfyhxbjr.whu.com.        IN    A    81.76.209.75
ekighmrs.whu.com.        IN    A    243.25.187.21
obciqwxj.whu.com.        IN    A    28.99.50.57
epirhcua.whu.com.        IN    A    134.163.34.206
tweyvirl.whu.com.        IN    A    137.126.219.122
ydxwojgr.whu.com.        IN    A    74.129.231.238
jcltnhga.whu.com.        IN    A    10.19.43.199
jmehckfq.whu.com.        IN    A    239.242.212.139
oqxplhgu.whu.com.        IN    A    161.21.77.122
sflhjqeu.whu.com.        IN    A    253.148.138.149
idwqjxkf.whu.com.        IN    A    187.128.97.230
wgodihfx.whu.com.        IN    A    101.91.104.125
mryefaut.whu.com.        IN    A    235.89.152.113
vqwmbrjy.whu.com.        IN    A    212.52.86.143
solfvbkj.whu.com.        IN    A    251.206.188.80
vxiuodfb.whu.com.        IN    A    29.14.35.193
gyqnlkfd.whu.com.        IN    A    70.66.10.99
joqxupsm.whu.com.        IN    A    26.247.55.92
ijyfhrwo.whu.com.        IN    A    143.39.183.231
idoltyum.whu.com.        IN    A    159.178.114.222
vebrnqwp.whu.com.        IN    A    223.165.193.126
tmniycwd.whu.com.        IN    A    187.66.251.173
jakhbdfr.whu.com.        IN    A    89.129.43.213
gbqkjtld.whu.com.        IN    A    122.54.165.45
ujxopvad.whu.com.        IN    A    209.28.29.108
kywpimfh.whu.com.        IN    A    131.132.45.108
lreugapx.whu.com.        IN    A    212.67.80.186
lycqbnta.whu.com.        IN    A    173.62.249.245
rndklbtg.whu.com.        IN    A    23.140.126.139
gshcydam.whu.com.        IN    A    127.140.205.92
amgqtflx.whu.com.        IN    A    128.62.22.151
onihpwqb.whu.com.        IN    A    34.238.226.155
crxuipht.whu.com.        IN    A    112.163.213.148
wvckfrqs.whu.com.        IN    A    198.8.41.59
kglvypch.whu.com.        IN    A    176.193.120.69
gnyivcel.whu.com.        IN    A    109.6.117.19
bxmetjch.whu.com.        IN    A    181.48.161.25
avcrlmsi.whu.com.        IN    A    94.23.176.126
xcljakbp.whu.com.        IN    A    84.112.204.174
ifecyxdj.whu.com.        IN    A    45.233.4.136
adprhuxo.whu.com.        IN    A    191.4.102.135
rujtqkli.whu.com.        IN    A    94.146.114.60
uatmvbrs.whu.com.        IN    A    130.179.227.93
kfythdlw.whu.com.        IN    A    239.127.21.116
wpoifygn.whu.com.        IN    A    117.253.183.241
ihwbolkp.whu.com.        IN    A    252.12.39.116
rcmdglvt.whu.com.        IN    A    185.212.76.182
otnmaipr.whu.com.        IN    A    101.91.130.189
hbcgdpne.whu.com.        IN    A    54.111.242.6
iluhkcyd.whu.com.        IN    A    112.97.224.155
rgswcatm.whu.com.        IN    A    167.25.234.84
wfotgxsy.whu.com.        IN    A    252.62.90.101
udljvngt.whu.com.        IN    A    104.180.213.255
wnjogqfd.whu.com.        IN    A    43.209.199.79
vplfidxa.whu.com.        IN    A    23.230.239.96
hvjauqmg.whu.com.        IN    A    43.228.227.119
ujbavrme.whu.com.        IN    A    114.15.177.149
qipjcbse.whu.com.        IN    A    81.34.4.7
hxsbvfic.whu.com.        IN    A    12.174.177.31
jaqkinyx.whu.com.        IN    A    54.202.15.121
euscpvgk.whu.com.        IN    A    24.102.210.66
unyxgmkc.whu.com.        IN    A    163.115.171.67
bvlaotnd.whu.com.        IN    A    85.132.153.145
vgshnrco.whu.com.        IN    A    116.181.35.36
qyimvpfl.whu.com.        IN    A    156.231.92.62
jpbcinuo.whu.com.        IN    A    82.2.190.112
detmxnvw.whu.com.        IN    A    202.199.84.140
woiprvxq.whu.com.        IN    A    77.100.92.51
pfgtirqv.whu.com.        IN    A    125.6.161.163
nigejdap.whu.com.        IN    A    128.180.78.223
hfwdnkpa.whu.com.        IN    A    158.17.116.112
nbklxhir.whu.com.        IN    A    7.116.95.106
vjtdiagh.whu.com.        IN    A    87.240.78.220
qudskgxn.whu.com.        IN    A    87.229.4.170
ghsiqbaw.whu.com.        IN    A    108.181.2.47
ciyanueg.whu.com.        IN    A    183.90.160.231
maxdoytr.whu.com.        IN    A    6.130.204.179
xhpcbsql.whu.com.        IN    A    50.203.225.55
cwsvobah.whu.com.        IN    A    192.8.92.176
nhybvasd.whu.com.        IN    A    147.137.52.221
bjgulrqt.whu.com.        IN    A    83.108.19.66
xuvponsk.whu.com.        IN    A    86.101.183.26
wprljnfa.whu.com.        IN    A    15.165.52.179
yqribath.whu.com.        IN    A    95.125.189.156
cmuiwnqv.whu.com.        IN    A    166.2.128.202
gfebpxcd.whu.com.        IN    A    51.192.211.99
rgdchamj.whu.com.        IN    A    120.190.42.77
vudswjbc.whu.com.        IN    A    57.112.247.61
xlutycvs.whu.com.        IN    A    158.46.145.146
twmcigob.whu.com.        IN    A    139.178.3.113
knjycmlh.whu.com.        IN    A    73.194.66.183
viacfpnu.whu.com.        IN    A    17.178.208.202
jqfbhvri.whu.com.        IN    A    15.221.195.207
hntldvuj.whu.com.        IN    A    170.63.37.70
pdkrxuvt.whu.com.        IN    A    240.18.245.220
twbjqpkx.whu.com.        IN    A    192.41.41.30
dnbiaxwv.whu.com.        IN    A    99.142.238.13
xpafgkur.whu.com.        IN    A    134.199.198.34
glqnjsyf.whu.com.        IN    A    11.238.188.227
btuwqoxy.whu.com.        IN    A    34.203.202.32
pbvfaqym.whu.com.        IN    A    30.9.182.190
kbonamfp.whu.com.        IN    A    236.206.91.99
avpxmwdt.whu.com.        IN    A    165.195.73.237
oksrepad.whu.com.        IN    A    197.42.169.140
ymcvlnbq.whu.com.        IN    A    164.81.181.46
gemswjra.whu.com.        IN    A    111.206.188.185
ctugoikj.whu.com.        IN    A    56.92.112.13
fphgmnsi.whu.com.        IN    A    236.202.100.217
ghamvuof.whu.com.        IN    A    224.149.88.188
cnkjedph.whu.com.        IN    A    232.234.54.79
mvaqnwhy.whu.com.        IN    A    231.73.151.200
rickfjsy.whu.com.        IN    A    197.126.239.128
svbkmdea.whu.com.        IN    A    150.236.119.21
qctswflm.whu.com.        IN    A    128.139.118.42
wsxavuhn.whu.com.        IN    A    210.248.120.74
kiurmoeq.whu.com.        IN    A    69.116.222.177
qvkxuplt.whu.com.        IN    A    196.235.214.168
kvtmhiue.whu.com.        IN    A    212.210.120.117
lkfwvmtj.whu.com.        IN    A    184.185.46.214
hptqlgxm.whu.com.        IN    A    11.10.250.173
bxaqpwno.whu.com.        IN    A    76.46.220.60
homqyxvj.whu.com.        IN    A    101.231.230.180
oidtrfyu.whu.com.        IN    A    63.182.150.143
wixnuglv.whu.com.        IN    A    138.225.233.187
okcblspv.whu.com.        IN    A    161.75.65.173
dkxnlqhg.whu.com.        IN    A    71.221.130.55
qxldmwap.whu.com.        IN    A    81.223.91.82
nbylpxto.whu.com.        IN    A    140.79.236.14
