; <<>> DiG 9.11.3-1ubuntu1.11-Ubuntu <<>> AXFR nju.com. @ns2.nju.edu.
;; global options: +cmd

@               			      14400 IN SOA	ns1.nju.com. james.nju.edu. 19122302 14400 3600 2419200 14400
nju.com.			      14400 IN NS	ns1.nju.com.
ns1.nju.com.			      14400 IN A	10.166.21.14

www.nju.com.		      14400 IN NS	ns1.www.nju.com.
ns1.www.nju.com.		      14400 IN A		10.166.21.15

software.nju.com.		      14400 IN NS	ns1.software.nju.com.
ns1.software.nju.com.		      14400 IN A		10.166.21.12

law.nju.com.		      14400 IN NS	ns1.law.nju.com.
ns1.law.nju.com.		      14400 IN A		10.166.21.13

nju.com.			      14400 IN MX	10 lawtp.nju.edu.
nju.com.			      14400 IN TXT	"v=spf1 a mx ~all"
yreiknxd.nju.com.        IN    A    132.235.163.187
ustxreac.nju.com.        IN    A    191.72.86.24
rlswegkv.nju.com.        IN    A    223.16.73.241
tehsmauv.nju.com.        IN    A    239.131.224.22
fgiksmyp.nju.com.        IN    A    59.226.41.7
inqvxrdc.nju.com.        IN    A    51.35.234.86
vyrifscu.nju.com.        IN    A    110.210.104.58
rvcglkje.nju.com.        IN    A    36.225.177.252
wkphrvyt.nju.com.        IN    A    120.249.110.55
snwymecl.nju.com.        IN    A    28.121.235.157
rkabhmul.nju.com.        IN    A    76.159.119.158
kuqhbrfy.nju.com.        IN    A    74.181.110.231
pyxmnfcr.nju.com.        IN    A    195.10.163.195
vqtdhmfk.nju.com.        IN    A    36.67.145.184
myeawnuj.nju.com.        IN    A    193.110.38.127
ptkamhcd.nju.com.        IN    A    134.209.121.84
fsgetjxd.nju.com.        IN    A    77.33.76.158
wrdcmqph.nju.com.        IN    A    38.70.43.168
ykdoblui.nju.com.        IN    A    124.165.50.83
emgtokuy.nju.com.        IN    A    125.34.46.149
puoftlkj.nju.com.        IN    A    56.84.120.62
clqwuavt.nju.com.        IN    A    215.7.171.63
hvbgnsfx.nju.com.        IN    A    239.210.187.223
jgqkbdvu.nju.com.        IN    A    247.144.199.119
caujpqlb.nju.com.        IN    A    217.30.135.155
hgfxdcuv.nju.com.        IN    A    85.137.170.224
rwvkynqp.nju.com.        IN    A    56.63.34.61
mgiwoqyu.nju.com.        IN    A    15.205.139.80
wegrfyxl.nju.com.        IN    A    166.22.196.188
ktmpvajb.nju.com.        IN    A    13.241.3.14
vntshiqy.nju.com.        IN    A    14.89.104.118
rjpvtqxu.nju.com.        IN    A    175.178.54.142
dlwgpuej.nju.com.        IN    A    210.112.164.36
bmtkapgu.nju.com.        IN    A    235.57.228.47
ryefjhnl.nju.com.        IN    A    81.52.249.219
sklvhrae.nju.com.        IN    A    191.122.74.33
nyajhrdt.nju.com.        IN    A    200.129.92.161
mjrbwixy.nju.com.        IN    A    132.47.250.188
vglspkuh.nju.com.        IN    A    177.2.39.185
maqiyodt.nju.com.        IN    A    100.226.243.228
dlvxtuqy.nju.com.        IN    A    166.95.110.113
vxrdgfwq.nju.com.        IN    A    46.16.143.140
gejasrvy.nju.com.        IN    A    87.17.96.96
lyghrnkm.nju.com.        IN    A    166.188.73.81
wtvgaphd.nju.com.        IN    A    74.232.171.47
fxtsoipj.nju.com.        IN    A    219.91.16.201
pojmagdu.nju.com.        IN    A    10.98.166.162
nomrgctb.nju.com.        IN    A    187.228.61.213
hjerolin.nju.com.        IN    A    116.85.114.107
wpqhenfb.nju.com.        IN    A    179.181.62.82
bkdowlfs.nju.com.        IN    A    214.180.56.38
sbgrfnou.nju.com.        IN    A    165.76.225.82
iyosjrbn.nju.com.        IN    A    162.149.88.218
coerujpf.nju.com.        IN    A    15.205.61.101
cgsrxwdl.nju.com.        IN    A    134.33.10.202
ryfahbmu.nju.com.        IN    A    128.91.240.77
bkhcimxo.nju.com.        IN    A    38.24.153.92
gbfmekjw.nju.com.        IN    A    32.81.217.165
qnekxmwy.nju.com.        IN    A    64.252.95.39
ygcjerbd.nju.com.        IN    A    109.31.141.117
ytsiklnc.nju.com.        IN    A    116.37.133.61
gxwoljsr.nju.com.        IN    A    3.227.252.225
fhiscmyj.nju.com.        IN    A    251.0.51.26
vjbpklqg.nju.com.        IN    A    98.27.105.46
htupyfka.nju.com.        IN    A    153.210.34.109
cdxnrhya.nju.com.        IN    A    113.165.90.167
geqdiyuj.nju.com.        IN    A    249.216.66.149
qjnfaexi.nju.com.        IN    A    24.186.38.32
shdgbrma.nju.com.        IN    A    74.1.57.35
vubtopwm.nju.com.        IN    A    213.217.44.245
kvacxgmn.nju.com.        IN    A    249.131.113.110
oqlickmr.nju.com.        IN    A    183.161.242.55
kbhclmqe.nju.com.        IN    A    137.191.6.240
cbptxure.nju.com.        IN    A    205.154.37.53
nimqohxj.nju.com.        IN    A    187.238.54.141
vxmdeatn.nju.com.        IN    A    108.64.230.85
giyqjltu.nju.com.        IN    A    196.238.151.34
fjrbxago.nju.com.        IN    A    190.219.211.104
vfbeogsw.nju.com.        IN    A    48.215.36.91
hgveqtfp.nju.com.        IN    A    39.168.206.108
fmwupxyq.nju.com.        IN    A    22.166.225.175
tuqlxsve.nju.com.        IN    A    7.3.198.128
olnvhemc.nju.com.        IN    A    47.136.157.155
soclhepd.nju.com.        IN    A    50.180.7.18
ymrkgpqd.nju.com.        IN    A    25.169.211.130
pbqcnmuv.nju.com.        IN    A    162.24.176.140
oxhsctky.nju.com.        IN    A    123.233.114.106
qxdvebwr.nju.com.        IN    A    161.217.134.69
lnyefrja.nju.com.        IN    A    10.165.101.54
xgjdqnhc.nju.com.        IN    A    203.107.160.155
trbhcpqj.nju.com.        IN    A    11.90.49.64
spkyrwuj.nju.com.        IN    A    162.187.232.45
ulsbrxfg.nju.com.        IN    A    141.69.22.73
jxmqicpn.nju.com.        IN    A    139.197.19.143
aqfemkco.nju.com.        IN    A    188.126.145.9
xsmjoydp.nju.com.        IN    A    17.190.179.194
kefoatxv.nju.com.        IN    A    150.134.16.138
jihdtmoe.nju.com.        IN    A    185.124.56.225
fpgubamt.nju.com.        IN    A    52.245.159.68
rkbqloue.nju.com.        IN    A    147.98.125.33
mtqyjrxv.nju.com.        IN    A    161.64.159.197
xbdsvpke.nju.com.        IN    A    145.255.149.239
qetswmhv.nju.com.        IN    A    88.117.187.165
pbuxqrda.nju.com.        IN    A    15.197.171.200
tkolxdie.nju.com.        IN    A    74.120.212.172
wxvijscp.nju.com.        IN    A    116.241.177.122
gnhrfsib.nju.com.        IN    A    36.185.126.68
hrcgwjiq.nju.com.        IN    A    25.236.175.161
nomeyljc.nju.com.        IN    A    127.70.86.38
wqyescnv.nju.com.        IN    A    0.186.197.49
vfaetsyq.nju.com.        IN    A    119.238.218.140
swcjfedn.nju.com.        IN    A    82.93.85.240
jwlkeipu.nju.com.        IN    A    119.150.96.77
qsweuydt.nju.com.        IN    A    68.41.62.1
mpbvstei.nju.com.        IN    A    233.19.66.187
ukxsywbn.nju.com.        IN    A    79.98.66.63
ortfmake.nju.com.        IN    A    169.184.197.241
jcblivtd.nju.com.        IN    A    198.31.144.111
jnudpebr.nju.com.        IN    A    18.160.81.35
jyxvpcds.nju.com.        IN    A    201.46.239.217
qfscjamt.nju.com.        IN    A    209.114.237.173
bngqysjr.nju.com.        IN    A    228.47.127.244
wjoqualm.nju.com.        IN    A    229.171.244.219
okexgjrb.nju.com.        IN    A    203.225.68.54
rknpebfy.nju.com.        IN    A    81.135.116.107
rsevwcou.nju.com.        IN    A    117.110.34.151
vikdqwor.nju.com.        IN    A    184.186.184.85
foaybtjv.nju.com.        IN    A    243.8.51.197
mrnpywtj.nju.com.        IN    A    73.127.96.115
aijspmlt.nju.com.        IN    A    104.254.121.161
gbiehvjp.nju.com.        IN    A    19.190.193.214
ebhdmtfc.nju.com.        IN    A    13.156.157.219
bxrmflet.nju.com.        IN    A    195.159.159.251
ikbyngxl.nju.com.        IN    A    117.31.204.38
ueroahym.nju.com.        IN    A    169.0.152.94
wsxhtamc.nju.com.        IN    A    131.204.28.139
gietvqor.nju.com.        IN    A    170.63.178.62
mpuvcnhr.nju.com.        IN    A    76.183.57.239
wvafexls.nju.com.        IN    A    85.38.145.138
povdgrne.nju.com.        IN    A    105.253.72.87
hkrufgpc.nju.com.        IN    A    131.80.128.72
wmxanjqt.nju.com.        IN    A    218.216.194.144
suxwfdqr.nju.com.        IN    A    114.86.220.12
yjstwpdu.nju.com.        IN    A    9.171.136.188
akdenupx.nju.com.        IN    A    10.93.28.73
luxcvjhr.nju.com.        IN    A    44.135.127.173
nqxdkyib.nju.com.        IN    A    229.30.137.57
phnutbsf.nju.com.        IN    A    124.226.70.92
fvhspjnd.nju.com.        IN    A    221.210.106.133
erpagoqh.nju.com.        IN    A    18.40.154.133
uglfocam.nju.com.        IN    A    236.239.112.223
kixuqepj.nju.com.        IN    A    199.111.145.106
qgtwpfiy.nju.com.        IN    A    193.128.228.155
avmilgow.nju.com.        IN    A    169.252.204.17
mypcfdhx.nju.com.        IN    A    192.33.249.67
iakvmhep.nju.com.        IN    A    124.252.16.248
qbshpwmg.nju.com.        IN    A    29.56.194.203
cdkihjsw.nju.com.        IN    A    247.41.198.74
uieknfpt.nju.com.        IN    A    149.177.205.184
lepodwyc.nju.com.        IN    A    236.74.10.111
xifqoebv.nju.com.        IN    A    12.198.237.17
hiptbjvs.nju.com.        IN    A    45.12.206.54
guecxjnk.nju.com.        IN    A    153.213.0.26
iseymlqu.nju.com.        IN    A    80.101.184.23
bqelrukn.nju.com.        IN    A    214.68.147.43
muwaflsc.nju.com.        IN    A    28.189.97.36
nverljmb.nju.com.        IN    A    79.54.83.60
dlbrisjg.nju.com.        IN    A    252.82.152.28
ujmvdltg.nju.com.        IN    A    87.94.68.109
xwnvhtir.nju.com.        IN    A    81.42.119.116
gvxitnay.nju.com.        IN    A    193.141.34.252
bqkjesvy.nju.com.        IN    A    148.158.17.38
trwcokju.nju.com.        IN    A    225.64.231.84
gqnprvit.nju.com.        IN    A    250.222.140.239
dumrtqxa.nju.com.        IN    A    235.1.106.94
qwglbdap.nju.com.        IN    A    95.73.102.81
iyaecovw.nju.com.        IN    A    158.181.100.79
iegykdps.nju.com.        IN    A    206.222.92.14
luyjpvcg.nju.com.        IN    A    229.235.196.203
kishtdwj.nju.com.        IN    A    45.199.252.80
eclhqxgt.nju.com.        IN    A    96.176.28.212
igeoaqfl.nju.com.        IN    A    216.252.90.213
waguxlor.nju.com.        IN    A    235.141.177.79
rogsnwvj.nju.com.        IN    A    201.41.103.55
ryuxfiow.nju.com.        IN    A    79.111.184.203
drmawbuj.nju.com.        IN    A    213.127.113.35
ufglicyj.nju.com.        IN    A    166.178.10.206
mxpqwksv.nju.com.        IN    A    70.181.26.235
dybgnfrp.nju.com.        IN    A    73.151.123.215
lsfknhoj.nju.com.        IN    A    40.46.191.5
bfaydoxh.nju.com.        IN    A    184.79.95.98
ojyvmgcr.nju.com.        IN    A    200.82.137.204
hblejxip.nju.com.        IN    A    55.152.31.27
tqearnhy.nju.com.        IN    A    167.139.149.157
nfwmsliy.nju.com.        IN    A    53.147.237.233
stralnqc.nju.com.        IN    A    57.46.223.224
ahtnugwe.nju.com.        IN    A    99.210.171.7
wkrfhqip.nju.com.        IN    A    123.194.195.77
djynasux.nju.com.        IN    A    53.131.10.121
pnmkgaxe.nju.com.        IN    A    107.44.194.233
yvjtgdqa.nju.com.        IN    A    179.244.110.81
hgrucsfy.nju.com.        IN    A    190.7.30.186
mcundiel.nju.com.        IN    A    89.86.119.203
fhsmgtwb.nju.com.        IN    A    75.116.96.18
mrtnowib.nju.com.        IN    A    92.251.104.182
nvqgwkxs.nju.com.        IN    A    70.130.36.116
gxmaqvep.nju.com.        IN    A    159.254.83.4
iwgltjrc.nju.com.        IN    A    46.231.83.62
umrlyhjq.nju.com.        IN    A    176.28.159.109
vtwlfrua.nju.com.        IN    A    115.111.251.108
aqtgijcy.nju.com.        IN    A    131.184.159.104
qaulbxve.nju.com.        IN    A    170.213.37.49
sdbxvphf.nju.com.        IN    A    23.57.246.12
iopjwsem.nju.com.        IN    A    181.132.4.69
jvmbfitd.nju.com.        IN    A    64.40.192.137
ayuenhmx.nju.com.        IN    A    177.204.59.54
rnvtjquy.nju.com.        IN    A    204.21.171.155
obdhatym.nju.com.        IN    A    239.55.45.92
ubokcmeh.nju.com.        IN    A    240.76.218.232
vkhwsigr.nju.com.        IN    A    51.52.48.233
hqilyacu.nju.com.        IN    A    186.202.238.141
umqvhdsf.nju.com.        IN    A    61.162.143.109
xprqjisw.nju.com.        IN    A    126.178.48.185
iydwreca.nju.com.        IN    A    235.119.94.189
tbspldjg.nju.com.        IN    A    250.9.234.253
rgviulth.nju.com.        IN    A    255.202.108.189
qnhuymxc.nju.com.        IN    A    122.221.204.226
cumgqwxa.nju.com.        IN    A    43.6.249.184
fvldxjcb.nju.com.        IN    A    36.183.179.98
ritnhydb.nju.com.        IN    A    148.110.233.88
yqjcmapt.nju.com.        IN    A    50.102.41.172
wctuvkjr.nju.com.        IN    A    75.54.85.209
xiyltskf.nju.com.        IN    A    1.203.12.95
hsbenuwm.nju.com.        IN    A    30.14.234.133
cjehpwls.nju.com.        IN    A    160.157.204.125
hxvfgjnp.nju.com.        IN    A    38.136.195.29
snuhgajv.nju.com.        IN    A    47.52.31.242
dfxhskrp.nju.com.        IN    A    108.223.3.171
tqymfkga.nju.com.        IN    A    236.200.232.5
nfjomilu.nju.com.        IN    A    230.71.191.80
dehwqbtc.nju.com.        IN    A    234.182.161.45
rjptluxs.nju.com.        IN    A    25.166.54.88
wmrenovq.nju.com.        IN    A    89.67.50.35
koqjdrcl.nju.com.        IN    A    47.184.106.199
dpxkvcyw.nju.com.        IN    A    233.4.49.196
fwpqmcxb.nju.com.        IN    A    192.119.143.49
kqwdtgea.nju.com.        IN    A    172.203.238.80
kltxdncu.nju.com.        IN    A    56.107.223.119
tlgmevch.nju.com.        IN    A    213.127.214.5
uqetkygw.nju.com.        IN    A    91.190.168.104
sbekpuvj.nju.com.        IN    A    138.246.230.94
loytxqci.nju.com.        IN    A    183.134.226.27
gmwavqyf.nju.com.        IN    A    84.25.28.88
vkjhypat.nju.com.        IN    A    252.216.98.129
yixvkpgm.nju.com.        IN    A    45.142.211.118
utbcfles.nju.com.        IN    A    42.139.39.155
vfibgotd.nju.com.        IN    A    140.133.209.214
ipwhsnog.nju.com.        IN    A    105.47.78.244
hsuwgebp.nju.com.        IN    A    220.96.96.238
rgpjdvkc.nju.com.        IN    A    182.194.98.55
uqwjtxeh.nju.com.        IN    A    2.69.60.124
uxfipvrq.nju.com.        IN    A    110.22.34.176
ycwhgoax.nju.com.        IN    A    76.16.236.157
svwtmjil.nju.com.        IN    A    232.97.0.160
jurocthg.nju.com.        IN    A    70.64.145.108
owsgijal.nju.com.        IN    A    70.7.5.198
ckeonafp.nju.com.        IN    A    86.30.9.192
uwqlayig.nju.com.        IN    A    11.104.253.34
pinyljsh.nju.com.        IN    A    46.174.116.240
pxukfgwb.nju.com.        IN    A    95.123.143.198
kwilyvqg.nju.com.        IN    A    22.117.107.127
qfeyhbak.nju.com.        IN    A    188.246.36.51
hcisldux.nju.com.        IN    A    241.252.130.109
pcasrbix.nju.com.        IN    A    72.120.86.33
pafqxcyw.nju.com.        IN    A    222.143.228.230
jsulpfgc.nju.com.        IN    A    195.255.33.237
fqocbjua.nju.com.        IN    A    192.222.15.172
mipoytuh.nju.com.        IN    A    208.39.35.31
yuhplgck.nju.com.        IN    A    213.25.23.235
acumybnj.nju.com.        IN    A    17.9.168.159
ilcmtevk.nju.com.        IN    A    80.97.68.132
xsygpvni.nju.com.        IN    A    11.66.37.78
webhmasp.nju.com.        IN    A    229.105.227.4
lhgmadop.nju.com.        IN    A    70.188.153.169
ugtwkxqh.nju.com.        IN    A    219.102.147.44
jsfxetgw.nju.com.        IN    A    100.219.152.74
badslgkf.nju.com.        IN    A    215.81.117.5
kmduyxlg.nju.com.        IN    A    19.125.172.145
qrkcihns.nju.com.        IN    A    5.249.165.43
hlunfpav.nju.com.        IN    A    158.245.4.251
luvbjifk.nju.com.        IN    A    233.31.35.99
pbkehltq.nju.com.        IN    A    156.247.209.111
mpfstjwb.nju.com.        IN    A    78.142.103.158
alpwrqvg.nju.com.        IN    A    102.135.106.20
xytefpdn.nju.com.        IN    A    132.5.129.182
mkihwvtg.nju.com.        IN    A    161.202.63.38
vmbcpjki.nju.com.        IN    A    184.104.192.113
mnqsekiv.nju.com.        IN    A    232.158.138.140
hlrcmutw.nju.com.        IN    A    59.242.75.194
tlupskco.nju.com.        IN    A    70.235.133.253
ayhdtfij.nju.com.        IN    A    226.175.115.231
hvwuskjc.nju.com.        IN    A    79.186.33.94
mubwohdg.nju.com.        IN    A    237.114.175.165
grjpeimh.nju.com.        IN    A    95.89.19.88
sywdrxnt.nju.com.        IN    A    72.201.183.224
imydfgpo.nju.com.        IN    A    162.90.214.103
qodckrmh.nju.com.        IN    A    120.61.216.207
justqbvk.nju.com.        IN    A    177.36.202.89
omqhuwer.nju.com.        IN    A    217.172.250.230
lgdwkvjp.nju.com.        IN    A    250.134.7.219
gjsofarb.nju.com.        IN    A    216.92.113.227
prsfdglq.nju.com.        IN    A    20.148.27.14
qnxldtyb.nju.com.        IN    A    215.128.208.125
rlioftqu.nju.com.        IN    A    134.159.14.213
orwmvsde.nju.com.        IN    A    46.170.122.142
wupbjsvk.nju.com.        IN    A    87.147.29.165
hnyqvoei.nju.com.        IN    A    115.219.214.217
yisapfxl.nju.com.        IN    A    209.95.196.135
labeqyho.nju.com.        IN    A    63.6.145.122
ecwpdgsf.nju.com.        IN    A    90.74.103.80
pfqvklgj.nju.com.        IN    A    139.172.108.188
ndgurmbw.nju.com.        IN    A    208.181.203.34
gniayfdl.nju.com.        IN    A    224.179.82.54
gylfdjkr.nju.com.        IN    A    129.82.89.241
rvkdacni.nju.com.        IN    A    163.251.210.197
xkdrlwmy.nju.com.        IN    A    154.242.84.192
qodlxitj.nju.com.        IN    A    94.147.180.4
ekdxcjhg.nju.com.        IN    A    155.183.174.52
wcneroqf.nju.com.        IN    A    26.91.11.37
yoreubkw.nju.com.        IN    A    193.211.242.116
xnygudfs.nju.com.        IN    A    27.234.199.198
raxjpbto.nju.com.        IN    A    123.90.98.210
srkmicjt.nju.com.        IN    A    215.59.145.226
rwtghnac.nju.com.        IN    A    120.205.186.119
aoftsqlh.nju.com.        IN    A    195.47.174.149
rckhnpfy.nju.com.        IN    A    176.197.53.221
hptoblcg.nju.com.        IN    A    38.245.168.219
ochamfqx.nju.com.        IN    A    206.230.147.43
omysxilj.nju.com.        IN    A    221.233.231.218
rkdbhlgm.nju.com.        IN    A    165.142.81.255
voitrhen.nju.com.        IN    A    6.87.61.66
sohylgvq.nju.com.        IN    A    243.44.16.68
qfrlumnj.nju.com.        IN    A    171.254.246.155
mcungtqp.nju.com.        IN    A    70.23.10.31
uqrekdos.nju.com.        IN    A    152.132.129.42
bnfadlhy.nju.com.        IN    A    125.64.255.179
wxkibafs.nju.com.        IN    A    99.125.185.121
yaxjcqtn.nju.com.        IN    A    54.189.169.51
ouvmijcx.nju.com.        IN    A    40.197.220.90
jlvobgap.nju.com.        IN    A    84.111.163.16
lpmbcfxt.nju.com.        IN    A    131.107.62.91
kbalhfsg.nju.com.        IN    A    28.144.24.158
hnklptbi.nju.com.        IN    A    18.234.16.214
hdpqmakw.nju.com.        IN    A    225.77.233.37
dbghqape.nju.com.        IN    A    108.214.178.249
biwugert.nju.com.        IN    A    22.136.238.199
mfsdyvkw.nju.com.        IN    A    53.184.251.75
faytljiq.nju.com.        IN    A    87.40.155.149
ytwulksd.nju.com.        IN    A    205.156.246.41
ikvjdrws.nju.com.        IN    A    129.89.191.255
avrlfxju.nju.com.        IN    A    65.45.235.163
dpvcfkbo.nju.com.        IN    A    39.216.9.31
lspgvhbi.nju.com.        IN    A    56.135.254.134
qpevafbj.nju.com.        IN    A    161.180.185.255
wtscgnvp.nju.com.        IN    A    219.207.231.173
wcojeynp.nju.com.        IN    A    60.115.235.199
maqnwlyh.nju.com.        IN    A    61.207.96.226
xkqgyufl.nju.com.        IN    A    201.41.208.69
meronkij.nju.com.        IN    A    133.77.17.84
wjnrsqvg.nju.com.        IN    A    240.57.132.122
onjgrtey.nju.com.        IN    A    62.133.214.62
seafpcdl.nju.com.        IN    A    140.120.43.84
qvdtsaoh.nju.com.        IN    A    211.141.38.12
parsmdnl.nju.com.        IN    A    47.152.42.93
tuwlgkbe.nju.com.        IN    A    237.96.28.211
jbyltqvp.nju.com.        IN    A    39.248.22.28
nxeqbkcj.nju.com.        IN    A    202.45.211.21
jbhvpnax.nju.com.        IN    A    37.197.97.88
vhtpkqly.nju.com.        IN    A    136.23.25.141
vgoutifa.nju.com.        IN    A    133.195.103.67
xikuosqa.nju.com.        IN    A    239.247.188.15
euwktvon.nju.com.        IN    A    240.179.133.156
tnvmleac.nju.com.        IN    A    80.28.232.0
folpqgvd.nju.com.        IN    A    228.252.228.28
oibptejs.nju.com.        IN    A    54.238.225.105
hcdstkqa.nju.com.        IN    A    72.218.165.64
ukxtlcdh.nju.com.        IN    A    129.237.174.11
ietljgwy.nju.com.        IN    A    39.135.197.131
tlcmrpxd.nju.com.        IN    A    90.82.254.149
jhsolxwt.nju.com.        IN    A    127.74.26.5
lhamquvc.nju.com.        IN    A    173.194.77.155
wknlitse.nju.com.        IN    A    110.252.43.18
mgabyirl.nju.com.        IN    A    194.97.4.46
