www.tju.com. 	14400	IN	SOA	ns1.www.tju.com. james.tju.edu. 19122302 14400 3600 2419200 14400
www.tju.com.		    IN	NS ns1.www.tju.com.
uncbsrao.www.tju.com.    IN    A    244.106.92.248
yumftavn.www.tju.com.    IN    A    166.184.183.130
rgncdhyx.www.tju.com.    IN    A    232.91.232.30
sdxenwal.www.tju.com.    IN    A    44.128.159.227
gvedyfqo.www.tju.com.    IN    A    195.31.18.133
gkohetad.www.tju.com.    IN    A    204.44.28.123
rponylwa.www.tju.com.    IN    A    88.190.49.57
rxpyudsq.www.tju.com.    IN    A    34.138.254.70
xfgshjaq.www.tju.com.    IN    A    167.27.75.230
ibcmfuyd.www.tju.com.    IN    A    174.119.69.83
jyudhonq.www.tju.com.    IN    A    31.90.249.122
oevstjnm.www.tju.com.    IN    A    18.185.2.19
kjsdquec.www.tju.com.    IN    A    231.75.170.5
shgcvpnx.www.tju.com.    IN    A    31.254.49.227
ndeuxchf.www.tju.com.    IN    A    69.171.135.44
kdpsvhyt.www.tju.com.    IN    A    59.254.65.197
tjpsrmlc.www.tju.com.    IN    A    70.120.181.138
eohpmgvs.www.tju.com.    IN    A    225.224.215.11
mswoxkcy.www.tju.com.    IN    A    221.95.250.142
lqudmxpa.www.tju.com.    IN    A    243.78.24.193
oqmltfjk.www.tju.com.    IN    A    104.94.242.51
baslycik.www.tju.com.    IN    A    95.252.86.232
tvkofxhi.www.tju.com.    IN    A    218.72.25.167
sgtlvwci.www.tju.com.    IN    A    18.63.124.233
qsrnuoaf.www.tju.com.    IN    A    231.73.202.23
bjpfhwvk.www.tju.com.    IN    A    127.152.169.227
hymcjunl.www.tju.com.    IN    A    53.65.139.145
qkglmtoj.www.tju.com.    IN    A    207.223.130.243
eujhyosk.www.tju.com.    IN    A    226.126.179.176
vukcsafm.www.tju.com.    IN    A    144.125.84.196
qyhseopd.www.tju.com.    IN    A    86.162.103.255
ubeosgqp.www.tju.com.    IN    A    203.187.2.41
igrlboyx.www.tju.com.    IN    A    248.14.212.47
yibuxgaf.www.tju.com.    IN    A    88.1.56.111
nesbdaci.www.tju.com.    IN    A    194.165.5.121
yrofaxkw.www.tju.com.    IN    A    61.242.144.237
evxjypsm.www.tju.com.    IN    A    106.9.89.18
dbcmhynj.www.tju.com.    IN    A    197.8.102.205
woknsjum.www.tju.com.    IN    A    240.230.252.249
jwumrnqy.www.tju.com.    IN    A    156.8.62.112
gwlbnmfr.www.tju.com.    IN    A    30.94.248.166
kjiexgpl.www.tju.com.    IN    A    127.64.204.160
xjhwsygf.www.tju.com.    IN    A    27.250.22.118
lfrhdjap.www.tju.com.    IN    A    134.147.195.214
vqonmcuh.www.tju.com.    IN    A    75.47.42.69
xsvjlmda.www.tju.com.    IN    A    76.139.194.233
pehsdwiu.www.tju.com.    IN    A    247.94.54.30
yoltqbrv.www.tju.com.    IN    A    203.191.141.193
hnibjfwc.www.tju.com.    IN    A    213.128.197.209
guvyxcok.www.tju.com.    IN    A    245.49.23.149
hupcenld.www.tju.com.    IN    A    199.85.123.133
ybteadvf.www.tju.com.    IN    A    55.70.51.34
rtnplmbv.www.tju.com.    IN    A    120.195.214.143
xskhydnf.www.tju.com.    IN    A    217.15.192.220
epmrbgis.www.tju.com.    IN    A    47.193.223.3
lnrodpvs.www.tju.com.    IN    A    143.226.242.21
ebfkumqv.www.tju.com.    IN    A    53.32.140.234
idyvqmct.www.tju.com.    IN    A    159.193.238.203
lbuyrpfd.www.tju.com.    IN    A    35.27.73.46
xfechmbw.www.tju.com.    IN    A    192.194.247.108
ujasrdpq.www.tju.com.    IN    A    191.139.23.73
yikbpvfn.www.tju.com.    IN    A    84.80.17.200
vondxguy.www.tju.com.    IN    A    244.168.218.181
vlsnopxm.www.tju.com.    IN    A    190.113.167.186
igjkbpsm.www.tju.com.    IN    A    161.157.142.129
shyojawt.www.tju.com.    IN    A    252.229.135.187
yhmpaxcq.www.tju.com.    IN    A    147.84.88.74
ytlmsfhk.www.tju.com.    IN    A    16.132.243.240
vuywkidg.www.tju.com.    IN    A    92.63.239.70
wkdunfrs.www.tju.com.    IN    A    254.147.118.91
dshnebfv.www.tju.com.    IN    A    64.175.141.115
qecltjih.www.tju.com.    IN    A    32.192.68.162
rxilkets.www.tju.com.    IN    A    84.98.189.100
pudgxbwy.www.tju.com.    IN    A    193.252.196.238
ikdhpbef.www.tju.com.    IN    A    253.233.209.136
mktbwrsy.www.tju.com.    IN    A    250.108.10.79
djrwhixp.www.tju.com.    IN    A    251.48.227.116
incotupb.www.tju.com.    IN    A    226.55.146.139
vchbwiro.www.tju.com.    IN    A    116.245.3.102
mgfwuxic.www.tju.com.    IN    A    80.70.200.119
cgjoyead.www.tju.com.    IN    A    158.199.80.95
bgtvxnhc.www.tju.com.    IN    A    101.20.203.154
kcavirmj.www.tju.com.    IN    A    121.231.152.156
qpjmtciy.www.tju.com.    IN    A    74.133.240.218
oxgatewv.www.tju.com.    IN    A    201.124.155.102
xackfgvq.www.tju.com.    IN    A    185.158.41.89
vafiroje.www.tju.com.    IN    A    25.99.93.216
hlcmdnwa.www.tju.com.    IN    A    97.103.252.156
oufsvnwm.www.tju.com.    IN    A    116.139.203.66
vdgyusbo.www.tju.com.    IN    A    108.145.191.134
gqvxonil.www.tju.com.    IN    A    101.188.129.196
mebklvyp.www.tju.com.    IN    A    190.68.75.229
sqjylgrv.www.tju.com.    IN    A    62.92.67.1
nfxtsqbo.www.tju.com.    IN    A    64.71.39.107
cuopgiyd.www.tju.com.    IN    A    14.220.120.198
ekcjtxfo.www.tju.com.    IN    A    213.18.18.197
pvwgthbu.www.tju.com.    IN    A    77.249.115.117
btokeyux.www.tju.com.    IN    A    81.58.151.101
mrwvsjcl.www.tju.com.    IN    A    153.30.109.37
wyfpjsge.www.tju.com.    IN    A    197.169.209.200
spcabter.www.tju.com.    IN    A    226.105.168.124
uyxjwfls.www.tju.com.    IN    A    149.4.186.193
iwnjpkbv.www.tju.com.    IN    A    121.210.169.240
iqhfbrgu.www.tju.com.    IN    A    203.187.111.93
anypceml.www.tju.com.    IN    A    14.50.191.179
jperfglm.www.tju.com.    IN    A    65.14.112.66
qsnfihye.www.tju.com.    IN    A    57.242.169.17
jacebnht.www.tju.com.    IN    A    248.121.138.118
cyapohis.www.tju.com.    IN    A    100.1.157.203
vqmsofhn.www.tju.com.    IN    A    86.149.46.178
pthmcgxu.www.tju.com.    IN    A    41.43.189.232
hmgjywul.www.tju.com.    IN    A    251.252.238.202
piadyjmk.www.tju.com.    IN    A    180.179.169.55
ocnetsuy.www.tju.com.    IN    A    161.206.236.151
nloyrhms.www.tju.com.    IN    A    154.15.191.118
tfeuiago.www.tju.com.    IN    A    84.13.212.8
kwrtgxhi.www.tju.com.    IN    A    234.22.219.86
rogpbnha.www.tju.com.    IN    A    247.15.112.214
uxoyatsk.www.tju.com.    IN    A    159.182.77.40
asbitfoe.www.tju.com.    IN    A    63.96.114.198
pvsonlyj.www.tju.com.    IN    A    254.79.253.105
yaeqgtjh.www.tju.com.    IN    A    217.119.221.240
igjcqufv.www.tju.com.    IN    A    76.99.206.108
wibymdnr.www.tju.com.    IN    A    193.18.75.175
kdomuqnp.www.tju.com.    IN    A    96.121.223.153
gdbytnrx.www.tju.com.    IN    A    139.120.44.37
ubwigdpl.www.tju.com.    IN    A    60.66.142.144
xoafmebs.www.tju.com.    IN    A    245.169.180.0
xctydgkr.www.tju.com.    IN    A    30.14.207.133
pqebljfm.www.tju.com.    IN    A    226.68.109.192
eatkbucq.www.tju.com.    IN    A    38.144.49.27
odcnhwxj.www.tju.com.    IN    A    50.11.200.2
qvkcrupg.www.tju.com.    IN    A    140.35.182.1
ruhmatpx.www.tju.com.    IN    A    55.147.202.43
oprylahi.www.tju.com.    IN    A    190.69.155.178
cxwrahoe.www.tju.com.    IN    A    119.147.200.56
isbwdvpf.www.tju.com.    IN    A    200.251.184.57
oedwhcxr.www.tju.com.    IN    A    16.62.21.136
buyileto.www.tju.com.    IN    A    205.208.168.255
uknbjpct.www.tju.com.    IN    A    192.58.63.23
bhogpfea.www.tju.com.    IN    A    123.206.25.97
wgstrjai.www.tju.com.    IN    A    113.197.19.172
esvdmogp.www.tju.com.    IN    A    207.36.79.209
vkutlcha.www.tju.com.    IN    A    182.80.151.6
bkcwnpxm.www.tju.com.    IN    A    109.180.56.105
vrxphwia.www.tju.com.    IN    A    194.147.233.156
xlcvmifu.www.tju.com.    IN    A    177.65.10.226
xhluonpd.www.tju.com.    IN    A    191.166.67.125
pfwvenrm.www.tju.com.    IN    A    215.76.115.238
dvngmrkl.www.tju.com.    IN    A    222.214.80.5
ysvolakd.www.tju.com.    IN    A    86.212.110.145
npuxjdsa.www.tju.com.    IN    A    11.28.110.133
qfnyoarg.www.tju.com.    IN    A    201.63.42.122
rvkebdsj.www.tju.com.    IN    A    163.48.243.139
bjewcfar.www.tju.com.    IN    A    44.217.73.34
anpoclqw.www.tju.com.    IN    A    193.42.143.48
rbhkjicf.www.tju.com.    IN    A    78.228.59.246
nmbcdqiv.www.tju.com.    IN    A    62.64.122.151
kgcypweu.www.tju.com.    IN    A    8.162.177.128
ajxecvwy.www.tju.com.    IN    A    249.74.117.125
ohpnbity.www.tju.com.    IN    A    95.181.210.88
uwkhygpe.www.tju.com.    IN    A    210.170.184.73
mbxvwlet.www.tju.com.    IN    A    240.41.118.93
jhairgpt.www.tju.com.    IN    A    202.148.103.62
jyeoimxh.www.tju.com.    IN    A    162.28.198.36
dwopxlvs.www.tju.com.    IN    A    165.241.30.89
ivxtosnj.www.tju.com.    IN    A    105.19.229.147
fpkedhmx.www.tju.com.    IN    A    154.4.241.34
fpvqgrme.www.tju.com.    IN    A    156.52.218.254
pjgavfim.www.tju.com.    IN    A    197.213.255.192
vsituabq.www.tju.com.    IN    A    11.0.95.149
avfehoym.www.tju.com.    IN    A    146.38.132.134
gnqslvti.www.tju.com.    IN    A    5.202.126.21
mchfwspe.www.tju.com.    IN    A    82.142.167.0
dtcfvhwo.www.tju.com.    IN    A    181.232.80.129
lfmnytgk.www.tju.com.    IN    A    189.65.79.156
mxleoyuk.www.tju.com.    IN    A    246.212.60.36
anepqkrg.www.tju.com.    IN    A    197.175.198.199
fbjqhkdo.www.tju.com.    IN    A    177.183.61.51
xvkgocrd.www.tju.com.    IN    A    227.56.20.38
ribysdum.www.tju.com.    IN    A    90.149.127.145
yvcnbkal.www.tju.com.    IN    A    47.177.234.156
rcnopwjk.www.tju.com.    IN    A    170.79.14.214
xmbapvwn.www.tju.com.    IN    A    26.3.4.41
wjlyqfds.www.tju.com.    IN    A    111.98.47.219
uakfreno.www.tju.com.    IN    A    205.20.222.248
coyurtkw.www.tju.com.    IN    A    164.32.124.183
ewqkpthv.www.tju.com.    IN    A    142.171.204.10
hdosgfwt.www.tju.com.    IN    A    250.131.121.29
lirkdaxy.www.tju.com.    IN    A    66.97.90.237
jcmuxfya.www.tju.com.    IN    A    137.168.227.81
ksflvrqn.www.tju.com.    IN    A    36.66.252.96
oatlpgxr.www.tju.com.    IN    A    79.112.68.96
tqyhagvm.www.tju.com.    IN    A    220.251.200.61
nxeufgkh.www.tju.com.    IN    A    63.118.7.136
rianhqgt.www.tju.com.    IN    A    228.236.225.210
ylngtkmf.www.tju.com.    IN    A    87.177.241.14
ehngxcao.www.tju.com.    IN    A    225.166.248.198
rcipabns.www.tju.com.    IN    A    74.27.23.87
vpswjclq.www.tju.com.    IN    A    225.20.131.65
xkgapolc.www.tju.com.    IN    A    216.34.83.154
tbndryhf.www.tju.com.    IN    A    155.118.107.112
ojcsmnhg.www.tju.com.    IN    A    187.164.138.209
nfcdlhie.www.tju.com.    IN    A    7.12.237.71
khxoptuf.www.tju.com.    IN    A    36.183.216.12
frcgdokp.www.tju.com.    IN    A    143.36.41.69
kognbyws.www.tju.com.    IN    A    61.73.46.134
ichadevb.www.tju.com.    IN    A    150.39.255.84
vmcpuwnh.www.tju.com.    IN    A    81.21.194.157
yrmwqais.www.tju.com.    IN    A    193.149.210.87
epbfsdyg.www.tju.com.    IN    A    170.108.1.228
kmtflops.www.tju.com.    IN    A    236.40.104.28
icpqovlh.www.tju.com.    IN    A    121.66.10.5
ksgucbdm.www.tju.com.    IN    A    199.231.245.100
htploucf.www.tju.com.    IN    A    61.151.64.6
tdclevan.www.tju.com.    IN    A    166.217.81.109
nferpwka.www.tju.com.    IN    A    66.254.12.188
emhqtlpb.www.tju.com.    IN    A    149.144.110.32
luysaenc.www.tju.com.    IN    A    196.216.66.211
bohetplv.www.tju.com.    IN    A    117.188.17.3
npwstagv.www.tju.com.    IN    A    253.57.172.241
bevsnjqa.www.tju.com.    IN    A    162.150.161.235
mbwfrjva.www.tju.com.    IN    A    119.140.100.187
jmdnokar.www.tju.com.    IN    A    251.88.123.3
gjbipfam.www.tju.com.    IN    A    228.160.164.4
rebsyptg.www.tju.com.    IN    A    9.170.164.143
dkqvbgpo.www.tju.com.    IN    A    13.19.62.215
vpchljda.www.tju.com.    IN    A    46.42.104.112
fxovslgr.www.tju.com.    IN    A    107.66.16.88
yfrlcjbq.www.tju.com.    IN    A    216.2.55.40
jrscdpyw.www.tju.com.    IN    A    190.161.56.7
hxowcmyi.www.tju.com.    IN    A    92.218.0.18
cukvpnet.www.tju.com.    IN    A    220.45.74.101
nmfvckhi.www.tju.com.    IN    A    208.86.64.191
xvrmcets.www.tju.com.    IN    A    43.171.230.153
dbunivkj.www.tju.com.    IN    A    16.243.129.162
vpwelbfk.www.tju.com.    IN    A    217.159.95.14
rygqmaef.www.tju.com.    IN    A    190.99.189.143
nxhvmelw.www.tju.com.    IN    A    171.189.181.46
udgxjbil.www.tju.com.    IN    A    53.51.119.231
pfhwnctg.www.tju.com.    IN    A    28.147.228.120
qfkxobyt.www.tju.com.    IN    A    234.188.122.27
scaijwhl.www.tju.com.    IN    A    226.175.118.216
fwolbjri.www.tju.com.    IN    A    220.243.194.74
tlocwire.www.tju.com.    IN    A    204.166.65.173
rqvaujfn.www.tju.com.    IN    A    24.173.11.6
rhywxaud.www.tju.com.    IN    A    168.195.199.251
cgsfrbjt.www.tju.com.    IN    A    33.197.158.1
urpaqfol.www.tju.com.    IN    A    150.183.246.115
cywkxaoj.www.tju.com.    IN    A    52.152.180.142
ylfhovqm.www.tju.com.    IN    A    170.86.239.181
raqgdste.www.tju.com.    IN    A    106.179.45.194
qacldiuj.www.tju.com.    IN    A    221.243.12.144
ypvjomur.www.tju.com.    IN    A    35.49.16.237
sixemjpo.www.tju.com.    IN    A    28.23.219.200
rsemkcyf.www.tju.com.    IN    A    226.190.137.173
jtvbuplg.www.tju.com.    IN    A    245.101.54.141
xgvkrsqt.www.tju.com.    IN    A    41.220.170.10
rjuowhqa.www.tju.com.    IN    A    135.60.189.60
lupcedhr.www.tju.com.    IN    A    153.185.89.133
kxyrfdeh.www.tju.com.    IN    A    120.121.229.83
nwdkjgqp.www.tju.com.    IN    A    15.137.207.74
mywgtrpv.www.tju.com.    IN    A    188.247.83.235
thcgewyn.www.tju.com.    IN    A    117.109.225.71
hvmlekoi.www.tju.com.    IN    A    65.47.128.87
spmkfien.www.tju.com.    IN    A    8.114.162.31
jdiotuqe.www.tju.com.    IN    A    81.166.233.81
liqjbvgo.www.tju.com.    IN    A    142.2.200.124
rfpanulh.www.tju.com.    IN    A    85.195.93.32
swptounj.www.tju.com.    IN    A    85.141.66.34
dbqwychu.www.tju.com.    IN    A    241.101.33.9
rutphioc.www.tju.com.    IN    A    170.151.219.144
qmuwtedx.www.tju.com.    IN    A    134.241.31.141
qhfyceak.www.tju.com.    IN    A    4.236.228.242
pbcayqgf.www.tju.com.    IN    A    158.162.244.61
xrkvsudt.www.tju.com.    IN    A    119.181.111.47
dgytbuei.www.tju.com.    IN    A    37.56.80.54
mkojtrye.www.tju.com.    IN    A    53.227.171.236
alkbuvfj.www.tju.com.    IN    A    196.33.63.55
roklsfmq.www.tju.com.    IN    A    96.115.90.233
wrnsjxyt.www.tju.com.    IN    A    200.136.47.121
atrpgsmu.www.tju.com.    IN    A    144.197.163.38
vauibdes.www.tju.com.    IN    A    18.150.7.121
julckrby.www.tju.com.    IN    A    20.198.14.143
myeunqkl.www.tju.com.    IN    A    255.244.15.178
uirlxqhk.www.tju.com.    IN    A    16.44.154.63
deipgbks.www.tju.com.    IN    A    254.180.48.210
egcsrhnp.www.tju.com.    IN    A    16.144.107.6
toxmkwiq.www.tju.com.    IN    A    201.117.159.202
ogqlnjmb.www.tju.com.    IN    A    212.177.105.159
fraobevl.www.tju.com.    IN    A    254.26.61.170
vdjeqoxs.www.tju.com.    IN    A    57.171.201.135
ecuqpfol.www.tju.com.    IN    A    134.148.180.245
mvnkasyt.www.tju.com.    IN    A    183.108.71.99
rteopkwj.www.tju.com.    IN    A    9.201.3.111
tagdrlcj.www.tju.com.    IN    A    174.145.117.134
onmfkuhx.www.tju.com.    IN    A    229.75.244.211
pbsktywh.www.tju.com.    IN    A    122.239.38.187
kcvdnyha.www.tju.com.    IN    A    244.29.246.174
ihxkesuq.www.tju.com.    IN    A    91.87.150.18
mtbklrdn.www.tju.com.    IN    A    39.222.7.25
bmplgius.www.tju.com.    IN    A    239.218.34.50
brlatfew.www.tju.com.    IN    A    217.41.74.124
upajtyfd.www.tju.com.    IN    A    170.255.128.175
aimwnvdj.www.tju.com.    IN    A    126.232.69.83
dajpmxin.www.tju.com.    IN    A    31.233.93.61
bfnvulwp.www.tju.com.    IN    A    27.152.207.67
ntijclhu.www.tju.com.    IN    A    204.217.77.247
igpjfmys.www.tju.com.    IN    A    171.70.230.150
fuebgkjv.www.tju.com.    IN    A    21.233.170.60
hdrqtjvn.www.tju.com.    IN    A    209.174.58.187
rcinemuh.www.tju.com.    IN    A    120.227.182.33
wotqminb.www.tju.com.    IN    A    32.174.209.132
bwvjsiqa.www.tju.com.    IN    A    51.207.242.45
mfpelhyq.www.tju.com.    IN    A    192.105.170.243
lcbeunhj.www.tju.com.    IN    A    31.114.85.183
ioelpqcy.www.tju.com.    IN    A    28.27.227.159
shurfnde.www.tju.com.    IN    A    219.107.140.139
fisbrhdn.www.tju.com.    IN    A    25.39.0.107
evdslqbn.www.tju.com.    IN    A    145.113.219.69
frsnwihd.www.tju.com.    IN    A    77.46.5.215
qofcmijv.www.tju.com.    IN    A    55.169.234.83
xghkorft.www.tju.com.    IN    A    57.107.117.116
mfgaoiqr.www.tju.com.    IN    A    221.143.105.162
edcpqkag.www.tju.com.    IN    A    65.149.17.176
sanlftej.www.tju.com.    IN    A    21.96.234.224
tomvgixp.www.tju.com.    IN    A    152.251.85.198
ehxjudgs.www.tju.com.    IN    A    255.44.164.200
cifmrjdl.www.tju.com.    IN    A    91.151.236.130
tnqpmfwc.www.tju.com.    IN    A    144.160.33.40
qfukhwtx.www.tju.com.    IN    A    98.5.139.92
lthvwxpf.www.tju.com.    IN    A    217.232.125.18
skmlvghn.www.tju.com.    IN    A    239.194.50.132
nukypfgi.www.tju.com.    IN    A    233.155.152.205
ruaxhdsj.www.tju.com.    IN    A    185.171.153.64
iuvbqrpx.www.tju.com.    IN    A    40.201.126.7
wolkitsm.www.tju.com.    IN    A    227.213.211.230
cejltida.www.tju.com.    IN    A    30.46.106.117
swolxfcu.www.tju.com.    IN    A    44.125.221.64
eigcdnhs.www.tju.com.    IN    A    245.184.90.216
cqpntyow.www.tju.com.    IN    A    37.145.230.140
vtjqsyae.www.tju.com.    IN    A    211.189.115.8
skhowbem.www.tju.com.    IN    A    45.151.44.252
ldmehwvb.www.tju.com.    IN    A    169.96.8.202
ewsorqdb.www.tju.com.    IN    A    245.246.250.52
ulfvyjgd.www.tju.com.    IN    A    38.245.99.17
gjvofrex.www.tju.com.    IN    A    29.230.230.143
rqlkumne.www.tju.com.    IN    A    83.10.155.207
rfteahbn.www.tju.com.    IN    A    195.198.103.147
blfsqphk.www.tju.com.    IN    A    83.180.147.10
tmwkxcjp.www.tju.com.    IN    A    71.123.10.246
tewofdcp.www.tju.com.    IN    A    154.23.103.34
abyhjsel.www.tju.com.    IN    A    167.213.24.165
sedxqowk.www.tju.com.    IN    A    105.2.208.233
twagcfrn.www.tju.com.    IN    A    184.165.23.70
lxrdpjhq.www.tju.com.    IN    A    144.21.250.122
odfchera.www.tju.com.    IN    A    51.158.178.5
waidhpes.www.tju.com.    IN    A    0.129.108.91
iglmrkob.www.tju.com.    IN    A    69.38.76.16
rtgokxfn.www.tju.com.    IN    A    187.89.43.33
knectigb.www.tju.com.    IN    A    22.253.125.177
hrfkwadv.www.tju.com.    IN    A    50.8.129.87
rtdhceuo.www.tju.com.    IN    A    156.154.105.226
nbyfrtku.www.tju.com.    IN    A    67.25.155.107
vbiuwjmd.www.tju.com.    IN    A    156.170.162.45
ducwvrjk.www.tju.com.    IN    A    148.187.216.42
tydploar.www.tju.com.    IN    A    178.102.126.184
tifpbruv.www.tju.com.    IN    A    195.163.179.198
deumibot.www.tju.com.    IN    A    135.169.249.112
mjspvwgt.www.tju.com.    IN    A    148.236.160.9
exdwfbjs.www.tju.com.    IN    A    238.60.150.89
rqduijmg.www.tju.com.    IN    A    10.210.68.238
oyvidthp.www.tju.com.    IN    A    220.5.69.217
hjduagre.www.tju.com.    IN    A    101.171.132.106
ytgboape.www.tju.com.    IN    A    231.192.4.85
yjheckfo.www.tju.com.    IN    A    130.43.195.31
xphitvnf.www.tju.com.    IN    A    192.158.125.6
fausnqvp.www.tju.com.    IN    A    219.205.121.21
gxlyrtba.www.tju.com.    IN    A    22.190.176.185
xubhajek.www.tju.com.    IN    A    98.157.241.248
ieysfruo.www.tju.com.    IN    A    214.183.212.31
qchiaxrv.www.tju.com.    IN    A    28.72.77.220
iovtpewf.www.tju.com.    IN    A    49.165.186.227
bkidumnj.www.tju.com.    IN    A    228.49.114.81
oapihwgd.www.tju.com.    IN    A    125.95.73.65
diuwarnm.www.tju.com.    IN    A    26.152.152.60
gqwjlvxa.www.tju.com.    IN    A    10.101.29.204
pwivsted.www.tju.com.    IN    A    77.207.189.183
rnxvhmkg.www.tju.com.    IN    A    193.48.145.19
hybwxupd.www.tju.com.    IN    A    168.128.92.165
menowchf.www.tju.com.    IN    A    181.99.214.175
enpubgrd.www.tju.com.    IN    A    233.244.164.168
jdqfunor.www.tju.com.    IN    A    173.245.58.59
wcajeoby.www.tju.com.    IN    A    250.254.52.187
tployhxb.www.tju.com.    IN    A    7.67.253.252
wodktlnr.www.tju.com.    IN    A    210.42.33.195
bvpqmjid.www.tju.com.    IN    A    40.146.15.220
sqbgjpym.www.tju.com.    IN    A    214.4.210.151
xkwnrivd.www.tju.com.    IN    A    55.157.231.88
ecqnwatr.www.tju.com.    IN    A    109.82.0.69
wfatrbip.www.tju.com.    IN    A    125.76.88.69
sumwghlo.www.tju.com.    IN    A    13.77.17.232
hkrqnlwi.www.tju.com.    IN    A    15.94.175.195
qtrhiwmg.www.tju.com.    IN    A    173.77.12.139
kdibqwxv.www.tju.com.    IN    A    219.81.183.50
dgauetwv.www.tju.com.    IN    A    169.126.88.135
ivxpwknm.www.tju.com.    IN    A    50.174.220.143
xkvwcuqt.www.tju.com.    IN    A    242.7.73.139
