cse.cqu.com.	14400	IN	SOA	ns1.cse.cqu.com. james.cqu.edu. 19122302 14400 3600 2419200 14400
cse.cqu.com.		    IN	NS ns1.cse.cqu.com.
efjkvrgu.cse.cqu.com.    IN    A    148.68.232.50
rscqjpnb.cse.cqu.com.    IN    A    82.129.191.88
kfbynpxd.cse.cqu.com.    IN    A    173.99.4.57
qlcexgur.cse.cqu.com.    IN    A    8.32.250.174
nhlcufmp.cse.cqu.com.    IN    A    94.10.8.113
cylvmbun.cse.cqu.com.    IN    A    50.159.54.33
wohmiubf.cse.cqu.com.    IN    A    191.48.82.2
aqukjsgx.cse.cqu.com.    IN    A    194.19.85.222
tjdvmyhb.cse.cqu.com.    IN    A    249.112.233.38
jyeirabm.cse.cqu.com.    IN    A    44.190.151.152
fgkdbchw.cse.cqu.com.    IN    A    113.170.254.108
fjadnlmt.cse.cqu.com.    IN    A    49.219.55.117
usdogrin.cse.cqu.com.    IN    A    145.233.121.72
qbyvajrt.cse.cqu.com.    IN    A    253.157.190.190
jmyvdatq.cse.cqu.com.    IN    A    23.178.194.157
gvcnbjhq.cse.cqu.com.    IN    A    223.135.179.161
aombhdxf.cse.cqu.com.    IN    A    30.197.70.137
whavgrmp.cse.cqu.com.    IN    A    135.94.47.217
fswvhrju.cse.cqu.com.    IN    A    240.108.217.55
kicuwrsy.cse.cqu.com.    IN    A    103.131.176.177
pxkgbhia.cse.cqu.com.    IN    A    46.46.112.63
vuxotake.cse.cqu.com.    IN    A    39.23.21.178
kqodtwrl.cse.cqu.com.    IN    A    56.180.144.153
gwbdupjo.cse.cqu.com.    IN    A    72.174.162.204
ujtdcmen.cse.cqu.com.    IN    A    189.158.165.11
poamgscn.cse.cqu.com.    IN    A    208.199.14.116
fvhpjbud.cse.cqu.com.    IN    A    66.76.135.176
jyawexnq.cse.cqu.com.    IN    A    92.198.209.179
hbycaqwx.cse.cqu.com.    IN    A    237.8.222.137
uqsprnak.cse.cqu.com.    IN    A    131.112.10.36
cptbxlsn.cse.cqu.com.    IN    A    194.1.230.244
dwjophky.cse.cqu.com.    IN    A    65.202.183.39
cmfkdbts.cse.cqu.com.    IN    A    209.20.209.35
jerysvql.cse.cqu.com.    IN    A    240.41.190.219
gdebohmn.cse.cqu.com.    IN    A    164.239.95.71
pevsfbah.cse.cqu.com.    IN    A    150.63.81.110
iygmjxln.cse.cqu.com.    IN    A    247.130.170.11
svyemicj.cse.cqu.com.    IN    A    235.124.232.204
sqwkouat.cse.cqu.com.    IN    A    47.180.149.190
rvixhkbj.cse.cqu.com.    IN    A    35.127.79.118
jeugstxd.cse.cqu.com.    IN    A    158.234.21.237
xjaygndk.cse.cqu.com.    IN    A    36.128.190.238
dmqjgwsf.cse.cqu.com.    IN    A    98.8.115.168
cwhujqmn.cse.cqu.com.    IN    A    156.245.44.141
hegylmdu.cse.cqu.com.    IN    A    68.209.219.1
oublmrgs.cse.cqu.com.    IN    A    20.99.58.127
lxusyanc.cse.cqu.com.    IN    A    183.154.135.180
exaumjlc.cse.cqu.com.    IN    A    34.88.31.11
uxbamvpn.cse.cqu.com.    IN    A    112.195.85.77
vjbnsyuo.cse.cqu.com.    IN    A    197.191.136.21
yhfcuxtw.cse.cqu.com.    IN    A    169.177.182.182
eswbjofk.cse.cqu.com.    IN    A    172.233.171.28
vsoxkrfm.cse.cqu.com.    IN    A    31.198.232.220
xwrqemuj.cse.cqu.com.    IN    A    111.36.8.40
ruvqfpwi.cse.cqu.com.    IN    A    165.98.139.252
lpqscbti.cse.cqu.com.    IN    A    90.104.112.148
aofyiwnt.cse.cqu.com.    IN    A    33.10.8.182
pncqoyju.cse.cqu.com.    IN    A    165.61.12.235
snorpgve.cse.cqu.com.    IN    A    92.149.47.103
sihuglcf.cse.cqu.com.    IN    A    96.195.1.52
kostepwg.cse.cqu.com.    IN    A    63.148.183.90
futchlvg.cse.cqu.com.    IN    A    161.201.211.228
tkducaxw.cse.cqu.com.    IN    A    108.49.156.157
wvfymoxq.cse.cqu.com.    IN    A    42.177.235.245
rfqajmyn.cse.cqu.com.    IN    A    62.213.226.4
sbatxrhq.cse.cqu.com.    IN    A    62.199.201.63
oxdepfbu.cse.cqu.com.    IN    A    195.58.141.226
ceyjvlgr.cse.cqu.com.    IN    A    171.204.177.1
soigtrdb.cse.cqu.com.    IN    A    221.175.59.209
rigbjocx.cse.cqu.com.    IN    A    141.193.214.20
obpjtyaq.cse.cqu.com.    IN    A    8.160.126.11
shxabykr.cse.cqu.com.    IN    A    227.96.205.52
pxseufiy.cse.cqu.com.    IN    A    57.167.206.156
agxyftml.cse.cqu.com.    IN    A    175.86.193.50
yfpwvgdb.cse.cqu.com.    IN    A    209.29.217.183
vqtwgycr.cse.cqu.com.    IN    A    86.156.63.172
nbmoftvl.cse.cqu.com.    IN    A    186.109.131.234
ykrmtosn.cse.cqu.com.    IN    A    34.103.206.21
nrwpkfui.cse.cqu.com.    IN    A    252.93.163.200
gbopjnry.cse.cqu.com.    IN    A    174.231.170.34
vpnjqsty.cse.cqu.com.    IN    A    177.57.73.194
gxqnibap.cse.cqu.com.    IN    A    130.220.240.100
kbfqncid.cse.cqu.com.    IN    A    200.110.72.88
gvlmietd.cse.cqu.com.    IN    A    235.155.41.8
ibvugtyh.cse.cqu.com.    IN    A    28.74.6.45
ytwfsloj.cse.cqu.com.    IN    A    24.150.14.38
eujtkdlo.cse.cqu.com.    IN    A    132.128.166.19
ynhldsaf.cse.cqu.com.    IN    A    42.220.36.167
cksixgde.cse.cqu.com.    IN    A    118.22.23.214
ncjdwirv.cse.cqu.com.    IN    A    83.13.187.150
thcolgys.cse.cqu.com.    IN    A    187.191.250.174
oybqvwls.cse.cqu.com.    IN    A    224.59.40.229
kipvyswj.cse.cqu.com.    IN    A    244.127.83.145
ebngoady.cse.cqu.com.    IN    A    244.238.173.180
ltqkxgsc.cse.cqu.com.    IN    A    148.111.9.120
wgrsdfan.cse.cqu.com.    IN    A    149.122.177.213
cuswanro.cse.cqu.com.    IN    A    243.37.25.149
aluehsvr.cse.cqu.com.    IN    A    193.88.38.29
yhlwuaso.cse.cqu.com.    IN    A    30.236.136.219
drmbkugi.cse.cqu.com.    IN    A    203.200.67.180
jwlgyeit.cse.cqu.com.    IN    A    130.224.161.183
uyjmcghd.cse.cqu.com.    IN    A    40.187.84.148
upkhieta.cse.cqu.com.    IN    A    5.93.132.163
pmkxuvqa.cse.cqu.com.    IN    A    98.130.180.182
oxiejpns.cse.cqu.com.    IN    A    59.223.76.239
hvrscwkl.cse.cqu.com.    IN    A    105.29.64.139
yogfxptw.cse.cqu.com.    IN    A    254.94.56.100
eifbuoln.cse.cqu.com.    IN    A    148.32.182.77
dlucagok.cse.cqu.com.    IN    A    205.85.92.69
jbwmuftv.cse.cqu.com.    IN    A    18.251.220.128
havdkbnt.cse.cqu.com.    IN    A    211.225.179.202
ohcdksjp.cse.cqu.com.    IN    A    241.51.8.184
ovipmsed.cse.cqu.com.    IN    A    46.200.170.135
atgspwmj.cse.cqu.com.    IN    A    123.123.242.38
ipwbsrvf.cse.cqu.com.    IN    A    184.177.216.175
kmcjnrit.cse.cqu.com.    IN    A    16.171.105.208
pxsfujrh.cse.cqu.com.    IN    A    118.103.37.231
oxfkwrgp.cse.cqu.com.    IN    A    115.220.143.131
dyjspamv.cse.cqu.com.    IN    A    81.196.17.169
pkqdwnoc.cse.cqu.com.    IN    A    156.57.135.22
aqyvbmxl.cse.cqu.com.    IN    A    3.43.144.44
hlenxafi.cse.cqu.com.    IN    A    165.91.57.34
ybhtgrjn.cse.cqu.com.    IN    A    59.74.91.217
rshecbkt.cse.cqu.com.    IN    A    31.212.130.138
ngxftlir.cse.cqu.com.    IN    A    246.191.136.217
fytecugo.cse.cqu.com.    IN    A    177.106.222.158
hnyawmrs.cse.cqu.com.    IN    A    157.150.213.233
ahbectfp.cse.cqu.com.    IN    A    43.109.138.225
sidmqlno.cse.cqu.com.    IN    A    52.184.66.91
lhjxnutw.cse.cqu.com.    IN    A    68.143.58.147
ijsrecap.cse.cqu.com.    IN    A    41.39.153.167
iurqpwea.cse.cqu.com.    IN    A    132.8.160.187
cnvyrstp.cse.cqu.com.    IN    A    174.146.152.100
wgkmflod.cse.cqu.com.    IN    A    2.9.243.64
wrvlasjb.cse.cqu.com.    IN    A    42.144.78.10
ihxeyfpg.cse.cqu.com.    IN    A    21.250.209.146
nfscvmjk.cse.cqu.com.    IN    A    227.79.196.221
jhvdufly.cse.cqu.com.    IN    A    69.145.241.150
voapwsek.cse.cqu.com.    IN    A    227.144.202.101
oasgchbv.cse.cqu.com.    IN    A    42.86.18.232
bithkdox.cse.cqu.com.    IN    A    154.235.216.207
sfkjnebd.cse.cqu.com.    IN    A    83.2.80.54
uyptgivb.cse.cqu.com.    IN    A    18.194.179.26
vkiqbunj.cse.cqu.com.    IN    A    34.238.115.11
qrfipsva.cse.cqu.com.    IN    A    149.54.158.238
tqijdoka.cse.cqu.com.    IN    A    10.249.102.159
vbwopgex.cse.cqu.com.    IN    A    152.62.39.242
mysruqpc.cse.cqu.com.    IN    A    147.176.57.36
mrfectga.cse.cqu.com.    IN    A    61.221.113.182
kjuxcnai.cse.cqu.com.    IN    A    141.77.69.3
xdpvijay.cse.cqu.com.    IN    A    197.77.1.162
dyvcmsrw.cse.cqu.com.    IN    A    23.229.203.187
ihbcfskp.cse.cqu.com.    IN    A    130.146.182.195
namthcbu.cse.cqu.com.    IN    A    203.20.224.240
iwdpvrot.cse.cqu.com.    IN    A    169.25.246.133
vugfldco.cse.cqu.com.    IN    A    248.83.243.213
jpxskhce.cse.cqu.com.    IN    A    71.144.85.229
vdtqpsln.cse.cqu.com.    IN    A    118.166.140.71
aigsplym.cse.cqu.com.    IN    A    118.210.132.70
tuhbodjy.cse.cqu.com.    IN    A    169.197.132.30
jpeaydxo.cse.cqu.com.    IN    A    105.80.154.84
ojbhkevx.cse.cqu.com.    IN    A    87.118.136.247
fhxgunjy.cse.cqu.com.    IN    A    31.202.28.178
rmycfngt.cse.cqu.com.    IN    A    23.238.162.109
isykqhbg.cse.cqu.com.    IN    A    93.5.171.87
mbweygnl.cse.cqu.com.    IN    A    210.108.155.105
dreagbcu.cse.cqu.com.    IN    A    175.209.220.177
nxdftbwm.cse.cqu.com.    IN    A    197.229.17.239
suprvtfy.cse.cqu.com.    IN    A    57.90.234.99
kownlrem.cse.cqu.com.    IN    A    219.38.107.251
xnohdkme.cse.cqu.com.    IN    A    29.105.105.85
ctlkfgwx.cse.cqu.com.    IN    A    202.58.194.140
wcombkya.cse.cqu.com.    IN    A    186.168.67.169
ujikhcan.cse.cqu.com.    IN    A    21.213.77.153
wneirxks.cse.cqu.com.    IN    A    2.188.214.173
uykonwej.cse.cqu.com.    IN    A    174.203.47.44
gsflxwvu.cse.cqu.com.    IN    A    141.39.34.76
gprxnajs.cse.cqu.com.    IN    A    208.181.244.26
xvbqrkdw.cse.cqu.com.    IN    A    195.171.76.182
srnfmwco.cse.cqu.com.    IN    A    26.251.21.224
xrywntkf.cse.cqu.com.    IN    A    54.97.181.165
mxwgcnqp.cse.cqu.com.    IN    A    20.186.62.139
cfjkyotx.cse.cqu.com.    IN    A    242.101.148.20
rkxanfuo.cse.cqu.com.    IN    A    50.3.238.199
tkjsndgu.cse.cqu.com.    IN    A    186.26.71.89
xyouvhcm.cse.cqu.com.    IN    A    199.71.84.144
naymdwij.cse.cqu.com.    IN    A    71.126.58.227
auijnyek.cse.cqu.com.    IN    A    181.60.45.88
fyatjcio.cse.cqu.com.    IN    A    239.93.223.189
stfpjixo.cse.cqu.com.    IN    A    54.236.6.159
oebfadnm.cse.cqu.com.    IN    A    133.52.187.54
ivlmtdbf.cse.cqu.com.    IN    A    207.54.187.209
nvwortgm.cse.cqu.com.    IN    A    90.95.221.152
dckeuibl.cse.cqu.com.    IN    A    189.69.156.165
rslgqibe.cse.cqu.com.    IN    A    253.140.218.103
ojlvreqa.cse.cqu.com.    IN    A    141.245.156.252
xksruypb.cse.cqu.com.    IN    A    36.77.75.49
prctgxva.cse.cqu.com.    IN    A    173.109.36.4
nwxtobed.cse.cqu.com.    IN    A    243.169.136.30
ohaisvjq.cse.cqu.com.    IN    A    242.15.132.136
jwfdmkru.cse.cqu.com.    IN    A    73.166.100.11
dpmslckv.cse.cqu.com.    IN    A    25.9.129.237
ubhsefgy.cse.cqu.com.    IN    A    132.99.212.143
kwuhipde.cse.cqu.com.    IN    A    242.118.134.229
dsgcinkm.cse.cqu.com.    IN    A    80.97.156.59
cwhpjert.cse.cqu.com.    IN    A    145.148.137.16
ghbckryd.cse.cqu.com.    IN    A    241.8.184.179
fgserkoa.cse.cqu.com.    IN    A    202.121.175.40
qxfovmty.cse.cqu.com.    IN    A    233.237.25.165
jgynrsft.cse.cqu.com.    IN    A    98.15.181.191
fjlbvnug.cse.cqu.com.    IN    A    107.34.171.188
sblfvwrc.cse.cqu.com.    IN    A    200.224.109.54
nprmdsxt.cse.cqu.com.    IN    A    89.115.5.18
cufpbldn.cse.cqu.com.    IN    A    179.228.4.236
ckqigbfh.cse.cqu.com.    IN    A    167.33.131.182
lbdqiuna.cse.cqu.com.    IN    A    156.251.85.68
meaypfgl.cse.cqu.com.    IN    A    145.43.9.227
ktoqmjgn.cse.cqu.com.    IN    A    87.190.86.139
sliocvdh.cse.cqu.com.    IN    A    25.195.88.152
vjdqiakp.cse.cqu.com.    IN    A    31.2.130.38
ofpcmydh.cse.cqu.com.    IN    A    51.166.121.230
rqlajinw.cse.cqu.com.    IN    A    217.152.109.153
cxhdkimv.cse.cqu.com.    IN    A    112.107.107.244
wfxbanlg.cse.cqu.com.    IN    A    145.148.34.108
vfipxatl.cse.cqu.com.    IN    A    122.91.174.155
uwovymfp.cse.cqu.com.    IN    A    13.203.9.192
skpreofn.cse.cqu.com.    IN    A    92.199.221.100
guaklhnm.cse.cqu.com.    IN    A    10.84.192.20
omwbnfuy.cse.cqu.com.    IN    A    12.185.54.179
suwgnjak.cse.cqu.com.    IN    A    85.184.12.58
gohisnlv.cse.cqu.com.    IN    A    188.93.39.42
oabjcyhw.cse.cqu.com.    IN    A    158.224.28.87
rthxdgvs.cse.cqu.com.    IN    A    109.21.106.173
ftbeqmxp.cse.cqu.com.    IN    A    6.251.28.53
srbuhlft.cse.cqu.com.    IN    A    45.139.37.102
ortujamb.cse.cqu.com.    IN    A    53.180.34.157
osakrpdy.cse.cqu.com.    IN    A    85.142.49.71
rmtnaxpo.cse.cqu.com.    IN    A    191.42.126.15
murfgidq.cse.cqu.com.    IN    A    70.63.53.253
mpfedykc.cse.cqu.com.    IN    A    186.203.231.215
eifjbnqo.cse.cqu.com.    IN    A    97.142.83.188
icatfmde.cse.cqu.com.    IN    A    53.235.198.236
vhisclrt.cse.cqu.com.    IN    A    93.180.255.240
vucfmsgt.cse.cqu.com.    IN    A    119.94.78.250
gymncqfa.cse.cqu.com.    IN    A    111.54.121.198
cygvnxea.cse.cqu.com.    IN    A    3.129.185.169
mviaxfbt.cse.cqu.com.    IN    A    90.96.242.181
tawkygcm.cse.cqu.com.    IN    A    101.9.70.134
fnjeibxw.cse.cqu.com.    IN    A    144.117.211.93
gdefuqny.cse.cqu.com.    IN    A    14.101.101.157
bphrxgwu.cse.cqu.com.    IN    A    177.98.90.42
lyvwrotu.cse.cqu.com.    IN    A    208.164.187.225
nrfxliub.cse.cqu.com.    IN    A    239.248.101.10
imabrvuq.cse.cqu.com.    IN    A    242.178.70.159
cvgalyeh.cse.cqu.com.    IN    A    68.93.170.230
txmqvosg.cse.cqu.com.    IN    A    1.225.29.88
cegjrtfh.cse.cqu.com.    IN    A    172.23.229.86
bmevsngh.cse.cqu.com.    IN    A    131.179.224.215
eaqimfoc.cse.cqu.com.    IN    A    58.217.160.49
qjoudmyk.cse.cqu.com.    IN    A    175.63.255.130
kxcjlpen.cse.cqu.com.    IN    A    51.10.24.59
cmeurhsa.cse.cqu.com.    IN    A    146.84.82.188
evsanbfr.cse.cqu.com.    IN    A    252.34.42.76
ovajbmkq.cse.cqu.com.    IN    A    234.179.253.35
kcgwpusm.cse.cqu.com.    IN    A    198.48.113.19
vwqhpnsk.cse.cqu.com.    IN    A    42.134.16.138
gelsnjvk.cse.cqu.com.    IN    A    33.81.195.182
egmpshdf.cse.cqu.com.    IN    A    180.228.206.129
prjtfcvs.cse.cqu.com.    IN    A    9.241.235.22
cksfwnuv.cse.cqu.com.    IN    A    143.238.106.177
cduvljqa.cse.cqu.com.    IN    A    216.216.142.204
ncvwmkqo.cse.cqu.com.    IN    A    175.202.145.112
mfyeiqjb.cse.cqu.com.    IN    A    216.254.205.198
cnstqrel.cse.cqu.com.    IN    A    10.193.38.93
kghxyveq.cse.cqu.com.    IN    A    103.49.114.95
qekmnfwh.cse.cqu.com.    IN    A    87.209.63.210
gjylxfkc.cse.cqu.com.    IN    A    114.98.136.32
jptfadxs.cse.cqu.com.    IN    A    121.158.16.52
jibkvuls.cse.cqu.com.    IN    A    56.101.183.71
kodjtyrg.cse.cqu.com.    IN    A    82.153.20.159
wupqkvnb.cse.cqu.com.    IN    A    38.17.215.201
cmuwloni.cse.cqu.com.    IN    A    236.215.113.51
fxeamdws.cse.cqu.com.    IN    A    116.151.116.99
pwvltydk.cse.cqu.com.    IN    A    251.35.0.88
ginqbeuv.cse.cqu.com.    IN    A    132.194.254.103
vrmkwsni.cse.cqu.com.    IN    A    29.142.152.77
cpytblrk.cse.cqu.com.    IN    A    99.93.15.253
usxorhip.cse.cqu.com.    IN    A    195.203.183.153
tdeqglyf.cse.cqu.com.    IN    A    208.95.167.16
vyiklcwu.cse.cqu.com.    IN    A    64.10.33.117
xcjqypum.cse.cqu.com.    IN    A    162.225.30.102
sjftlqhk.cse.cqu.com.    IN    A    166.141.146.142
xbcdjgwl.cse.cqu.com.    IN    A    42.62.13.50
kqwoatei.cse.cqu.com.    IN    A    205.176.37.188
xwpenytl.cse.cqu.com.    IN    A    101.168.20.189
gsweykjt.cse.cqu.com.    IN    A    30.84.34.168
jhqcbgmi.cse.cqu.com.    IN    A    69.16.81.114
ulebytxk.cse.cqu.com.    IN    A    23.78.28.200
kgyxheil.cse.cqu.com.    IN    A    94.90.254.175
dyktqrul.cse.cqu.com.    IN    A    233.165.88.127
mirxdusg.cse.cqu.com.    IN    A    180.241.105.146
hbwkqemr.cse.cqu.com.    IN    A    221.66.172.52
ulorgmwe.cse.cqu.com.    IN    A    68.248.192.253
alokbpyn.cse.cqu.com.    IN    A    15.162.120.216
cygsdaix.cse.cqu.com.    IN    A    242.23.128.160
yuchtdpi.cse.cqu.com.    IN    A    105.134.252.79
htgnycxj.cse.cqu.com.    IN    A    16.59.14.218
emravtns.cse.cqu.com.    IN    A    178.14.216.19
rqyfulhi.cse.cqu.com.    IN    A    77.88.194.237
emhjlitp.cse.cqu.com.    IN    A    136.85.217.159
sdtvjpyo.cse.cqu.com.    IN    A    41.251.69.118
uwtjasxe.cse.cqu.com.    IN    A    113.135.163.56
lctvqpgo.cse.cqu.com.    IN    A    70.101.101.123
yihrfmkc.cse.cqu.com.    IN    A    187.88.16.108
lkwxorqi.cse.cqu.com.    IN    A    118.101.225.6
rajcgdbu.cse.cqu.com.    IN    A    208.224.189.187
jdqscgfh.cse.cqu.com.    IN    A    194.97.228.10
grwnbfia.cse.cqu.com.    IN    A    133.250.113.163
rxomsvpl.cse.cqu.com.    IN    A    206.189.130.139
pqauxiwf.cse.cqu.com.    IN    A    65.174.132.251
kinfbdam.cse.cqu.com.    IN    A    180.142.162.45
xueikchb.cse.cqu.com.    IN    A    74.146.94.93
slthbyoi.cse.cqu.com.    IN    A    209.181.188.42
fkcnshyt.cse.cqu.com.    IN    A    130.237.252.244
xjpevycm.cse.cqu.com.    IN    A    53.117.151.109
yaqdtgci.cse.cqu.com.    IN    A    69.235.23.174
plvcabky.cse.cqu.com.    IN    A    120.202.38.62
xkehtyml.cse.cqu.com.    IN    A    87.229.13.166
lofjaytv.cse.cqu.com.    IN    A    91.58.89.124
wupdtocj.cse.cqu.com.    IN    A    65.65.7.114
hatqvdgy.cse.cqu.com.    IN    A    89.51.152.229
gmhundjv.cse.cqu.com.    IN    A    118.25.44.49
jsfrvwta.cse.cqu.com.    IN    A    113.89.223.187
sdckhrxf.cse.cqu.com.    IN    A    226.107.138.213
ensapxqw.cse.cqu.com.    IN    A    69.64.156.253
pqebygmr.cse.cqu.com.    IN    A    181.168.6.175
cdlfrtys.cse.cqu.com.    IN    A    121.95.168.24
ogyunewh.cse.cqu.com.    IN    A    217.10.162.204
exwckolr.cse.cqu.com.    IN    A    21.16.2.165
rfbqidew.cse.cqu.com.    IN    A    87.58.86.34
khjnyvpo.cse.cqu.com.    IN    A    121.41.147.41
cpnwgtod.cse.cqu.com.    IN    A    132.232.105.164
wpyfuedk.cse.cqu.com.    IN    A    242.67.31.169
dvceutsi.cse.cqu.com.    IN    A    11.17.254.27
dugawijc.cse.cqu.com.    IN    A    225.159.112.229
vrbjxilu.cse.cqu.com.    IN    A    126.85.5.155
aloskyrj.cse.cqu.com.    IN    A    220.136.22.134
arbgewco.cse.cqu.com.    IN    A    145.101.13.152
ythlmpgu.cse.cqu.com.    IN    A    85.101.144.82
bgvpdihj.cse.cqu.com.    IN    A    130.241.108.75
jdwsevfr.cse.cqu.com.    IN    A    46.131.244.166
vftkhrdw.cse.cqu.com.    IN    A    180.246.203.74
qiujbwha.cse.cqu.com.    IN    A    64.193.14.32
hmbnfgik.cse.cqu.com.    IN    A    217.27.54.30
oysicepf.cse.cqu.com.    IN    A    159.171.138.166
kvpdxint.cse.cqu.com.    IN    A    68.18.64.38
umdrfbht.cse.cqu.com.    IN    A    108.33.23.120
ukvoiaef.cse.cqu.com.    IN    A    77.83.84.28
pynkwcql.cse.cqu.com.    IN    A    21.245.227.55
kvuohejd.cse.cqu.com.    IN    A    68.168.129.94
bnadmehg.cse.cqu.com.    IN    A    197.209.70.136
lxbqanmh.cse.cqu.com.    IN    A    82.35.116.83
bgsjoinx.cse.cqu.com.    IN    A    33.157.160.42
ljfuiqcp.cse.cqu.com.    IN    A    71.222.51.214
hxsydlfw.cse.cqu.com.    IN    A    35.126.172.42
swyldqae.cse.cqu.com.    IN    A    138.187.223.208
qlfbgnxm.cse.cqu.com.    IN    A    161.188.151.146
oatbqxhv.cse.cqu.com.    IN    A    27.186.36.39
idslmbgk.cse.cqu.com.    IN    A    16.129.140.208
vcenqtla.cse.cqu.com.    IN    A    181.125.99.28
nkyuspvr.cse.cqu.com.    IN    A    193.134.160.53
jymdusbh.cse.cqu.com.    IN    A    234.49.137.153
tdwjembs.cse.cqu.com.    IN    A    137.214.26.150
auhecnfd.cse.cqu.com.    IN    A    107.234.125.139
abjofdsu.cse.cqu.com.    IN    A    54.98.20.143
hywkodjx.cse.cqu.com.    IN    A    31.114.59.23
geqcabtx.cse.cqu.com.    IN    A    196.237.211.125
erbiodtj.cse.cqu.com.    IN    A    247.91.150.231
lnkugabm.cse.cqu.com.    IN    A    53.167.134.248
qhiyfjnd.cse.cqu.com.    IN    A    211.51.39.91
emgvqksh.cse.cqu.com.    IN    A    179.198.209.18
vihlomjt.cse.cqu.com.    IN    A    95.11.129.156
goxypahb.cse.cqu.com.    IN    A    45.161.99.247
uefnkmvl.cse.cqu.com.    IN    A    194.252.85.16
jgkbxurh.cse.cqu.com.    IN    A    227.163.134.251
tgfoqduw.cse.cqu.com.    IN    A    106.122.167.39
qefdihyw.cse.cqu.com.    IN    A    144.74.181.3
mtawrqvx.cse.cqu.com.    IN    A    172.242.36.159
xmyqgenh.cse.cqu.com.    IN    A    27.206.111.24
owtbihyc.cse.cqu.com.    IN    A    126.165.166.208
vusiwxht.cse.cqu.com.    IN    A    26.211.155.21
gqurcmdy.cse.cqu.com.    IN    A    205.81.75.192
csugtjfx.cse.cqu.com.    IN    A    49.191.219.196
ufckwxom.cse.cqu.com.    IN    A    12.84.235.254
mvhfnpxw.cse.cqu.com.    IN    A    227.106.150.8
lbdfmrkj.cse.cqu.com.    IN    A    144.249.158.242
egpbjolq.cse.cqu.com.    IN    A    188.71.25.117
ogwkcqau.cse.cqu.com.    IN    A    177.43.251.242
qfpdulbn.cse.cqu.com.    IN    A    113.218.42.238
qkyagwxc.cse.cqu.com.    IN    A    164.0.191.208
fhiujean.cse.cqu.com.    IN    A    88.252.230.226
sjdmbwkh.cse.cqu.com.    IN    A    163.118.133.47
kxadqowf.cse.cqu.com.    IN    A    230.167.46.194
huteojxa.cse.cqu.com.    IN    A    160.226.94.152
rxdqhmau.cse.cqu.com.    IN    A    17.68.159.188
sylukpch.cse.cqu.com.    IN    A    23.206.116.16
tbjofqwg.cse.cqu.com.    IN    A    144.0.189.159
tbvnrawm.cse.cqu.com.    IN    A    4.105.202.255
sifdlhex.cse.cqu.com.    IN    A    92.28.46.219
wtmxdqyp.cse.cqu.com.    IN    A    236.197.133.214
mhstqoac.cse.cqu.com.    IN    A    28.161.186.121
brtkdmsw.cse.cqu.com.    IN    A    109.102.151.90
dmwxcvui.cse.cqu.com.    IN    A    154.242.21.94
jgbptrey.cse.cqu.com.    IN    A    193.207.87.114
wdejsyfn.cse.cqu.com.    IN    A    184.109.66.56
wyftsugi.cse.cqu.com.    IN    A    231.195.81.119
avflgjxm.cse.cqu.com.    IN    A    176.65.54.159
bqmwnavl.cse.cqu.com.    IN    A    214.74.31.43
gvnwxjdr.cse.cqu.com.    IN    A    67.213.31.139
xunsjqbo.cse.cqu.com.    IN    A    128.230.241.50
dokswiqa.cse.cqu.com.    IN    A    102.205.109.131
bhvfsyda.cse.cqu.com.    IN    A    203.115.23.96
scyudgqf.cse.cqu.com.    IN    A    9.124.66.60
wvbyuxjq.cse.cqu.com.    IN    A    255.95.128.232
nijfqwuo.cse.cqu.com.    IN    A    179.100.98.85
jsapyxhg.cse.cqu.com.    IN    A    160.235.76.8
onsafptg.cse.cqu.com.    IN    A    30.40.25.142
bsrvnfkt.cse.cqu.com.    IN    A    223.179.208.228
gyvpusmw.cse.cqu.com.    IN    A    235.182.196.153
sjnryaed.cse.cqu.com.    IN    A    177.162.253.127
ibpnkwju.cse.cqu.com.    IN    A    110.87.196.110
souvacnb.cse.cqu.com.    IN    A    214.40.203.85
ijnwcxuv.cse.cqu.com.    IN    A    168.192.236.226
qrxbsiac.cse.cqu.com.    IN    A    17.174.242.111
dbfrvany.cse.cqu.com.    IN    A    166.219.23.35
fqugyesn.cse.cqu.com.    IN    A    181.217.90.87
dtkoanul.cse.cqu.com.    IN    A    185.206.72.225
vxdswkyt.cse.cqu.com.    IN    A    221.52.217.240
vlkitged.cse.cqu.com.    IN    A    58.234.216.133
vjdaxcmu.cse.cqu.com.    IN    A    219.199.59.237
