pharm.whu.com.	14400	IN	SOA	ns1.pharm.whu.com. james.whu.edu. 19122302 14400 3600 2419200 14400
pharm.whu.com.		    IN	NS ns1.pharm.whu.com.
rjthgsdy.pharm.whu.com.  IN    A    54.170.124.23
dlhiveqw.pharm.whu.com.  IN    A    37.173.236.100
jnhcytsx.pharm.whu.com.  IN    A    148.195.154.163
uxdnklvc.pharm.whu.com.  IN    A    155.203.54.156
aoetrgfi.pharm.whu.com.  IN    A    79.142.210.212
kiumloac.pharm.whu.com.  IN    A    84.147.167.141
hcomspkg.pharm.whu.com.  IN    A    25.149.34.221
uvjmfkcw.pharm.whu.com.  IN    A    174.131.184.55
uwgjxtds.pharm.whu.com.  IN    A    128.226.150.63
mselyrno.pharm.whu.com.  IN    A    67.226.145.133
edyniokp.pharm.whu.com.  IN    A    29.77.187.1
tyjfkvbx.pharm.whu.com.  IN    A    213.35.208.128
kubexirj.pharm.whu.com.  IN    A    9.253.65.238
dgimuabr.pharm.whu.com.  IN    A    241.104.162.94
madbkrql.pharm.whu.com.  IN    A    234.190.106.200
olfirqen.pharm.whu.com.  IN    A    171.38.103.21
cdsbhrnu.pharm.whu.com.  IN    A    192.157.14.184
cohgafnv.pharm.whu.com.  IN    A    104.148.91.167
lofmsrku.pharm.whu.com.  IN    A    93.227.255.126
priheodl.pharm.whu.com.  IN    A    184.88.172.240
vfagtpeh.pharm.whu.com.  IN    A    0.190.133.196
uoaietkn.pharm.whu.com.  IN    A    53.184.197.140
nkbirsmf.pharm.whu.com.  IN    A    9.118.178.192
hbgjvdnr.pharm.whu.com.  IN    A    137.2.70.135
jngbrulm.pharm.whu.com.  IN    A    188.98.194.121
rhqmcyfl.pharm.whu.com.  IN    A    102.189.88.111
gvfknchw.pharm.whu.com.  IN    A    211.162.112.229
alrcdmvo.pharm.whu.com.  IN    A    116.109.160.69
rdevopkc.pharm.whu.com.  IN    A    134.43.25.104
qcgsxnew.pharm.whu.com.  IN    A    58.18.135.216
uwatgdkq.pharm.whu.com.  IN    A    26.52.2.44
bmofsguh.pharm.whu.com.  IN    A    233.63.31.109
qmyhbtxg.pharm.whu.com.  IN    A    137.142.207.116
qykgcmuv.pharm.whu.com.  IN    A    172.249.35.151
dhaktpxl.pharm.whu.com.  IN    A    177.64.59.65
stnoybfl.pharm.whu.com.  IN    A    196.121.213.15
swvlqhpu.pharm.whu.com.  IN    A    56.107.166.164
gqithvax.pharm.whu.com.  IN    A    176.47.75.236
fisajyre.pharm.whu.com.  IN    A    206.124.211.59
hbsantyf.pharm.whu.com.  IN    A    237.69.14.12
ovpgmjsw.pharm.whu.com.  IN    A    118.128.161.205
povlqhwm.pharm.whu.com.  IN    A    11.32.250.53
uyhqpaem.pharm.whu.com.  IN    A    165.152.221.137
hryekpxn.pharm.whu.com.  IN    A    207.44.20.10
novxfayq.pharm.whu.com.  IN    A    255.129.151.118
yekarqln.pharm.whu.com.  IN    A    44.157.242.55
bjvufqcn.pharm.whu.com.  IN    A    209.28.232.212
yemukioq.pharm.whu.com.  IN    A    156.146.163.17
ptjnolfv.pharm.whu.com.  IN    A    25.234.204.130
ymhuaekn.pharm.whu.com.  IN    A    75.104.163.231
xbqdsvpo.pharm.whu.com.  IN    A    112.96.203.225
atsrvlqm.pharm.whu.com.  IN    A    46.22.149.228
tbcymrpo.pharm.whu.com.  IN    A    171.119.176.156
uwcboknh.pharm.whu.com.  IN    A    126.29.20.251
ydcelqhn.pharm.whu.com.  IN    A    181.176.14.206
hwyofqan.pharm.whu.com.  IN    A    67.170.48.235
qtvsdchm.pharm.whu.com.  IN    A    63.107.70.156
cgvtwqhk.pharm.whu.com.  IN    A    140.126.30.139
axgjefod.pharm.whu.com.  IN    A    46.180.59.18
sojwadgf.pharm.whu.com.  IN    A    253.26.196.234
oiwjxyqv.pharm.whu.com.  IN    A    138.58.188.222
fwmevbsn.pharm.whu.com.  IN    A    25.246.113.5
ndwiorsk.pharm.whu.com.  IN    A    133.27.39.112
hxkictmn.pharm.whu.com.  IN    A    106.7.162.214
yjfrnqmg.pharm.whu.com.  IN    A    222.86.12.167
ixdlgqwv.pharm.whu.com.  IN    A    39.87.211.123
vfjwtlim.pharm.whu.com.  IN    A    93.144.188.34
oyrpnlwg.pharm.whu.com.  IN    A    240.132.229.250
xybskedn.pharm.whu.com.  IN    A    45.80.249.171
xngaityb.pharm.whu.com.  IN    A    188.135.162.58
fludvbtc.pharm.whu.com.  IN    A    246.154.207.19
fqdamxku.pharm.whu.com.  IN    A    113.79.7.17
bkefqirv.pharm.whu.com.  IN    A    155.188.123.196
mhlrjexi.pharm.whu.com.  IN    A    191.222.207.114
ghkauvmj.pharm.whu.com.  IN    A    33.137.223.20
yxidjubn.pharm.whu.com.  IN    A    144.39.150.14
mknyboad.pharm.whu.com.  IN    A    36.165.160.233
siganjof.pharm.whu.com.  IN    A    226.199.250.90
uekgpvjh.pharm.whu.com.  IN    A    85.226.114.32
nctmrgof.pharm.whu.com.  IN    A    80.181.157.12
lcsovmbk.pharm.whu.com.  IN    A    98.146.63.131
jbcwxosu.pharm.whu.com.  IN    A    11.177.68.8
omxpbsqf.pharm.whu.com.  IN    A    169.160.52.82
pglwoxat.pharm.whu.com.  IN    A    94.230.111.221
wgexnoiv.pharm.whu.com.  IN    A    165.93.139.52
vbycpshq.pharm.whu.com.  IN    A    126.10.107.229
rswdfxvh.pharm.whu.com.  IN    A    168.144.102.203
omkngjbw.pharm.whu.com.  IN    A    101.29.199.110
xocumhwk.pharm.whu.com.  IN    A    59.14.219.3
aidryblq.pharm.whu.com.  IN    A    71.162.136.232
teuigpwk.pharm.whu.com.  IN    A    128.74.120.173
ekoxlvuy.pharm.whu.com.  IN    A    211.97.121.93
xhjicgln.pharm.whu.com.  IN    A    217.74.66.83
uyckmqne.pharm.whu.com.  IN    A    22.56.38.153
slawmefk.pharm.whu.com.  IN    A    207.30.18.128
pdicoang.pharm.whu.com.  IN    A    161.202.98.40
njysfqgi.pharm.whu.com.  IN    A    130.171.49.40
fwvqpkge.pharm.whu.com.  IN    A    19.137.90.35
gprcyhio.pharm.whu.com.  IN    A    148.247.11.149
csbqmrlt.pharm.whu.com.  IN    A    255.193.87.89
kxgmihqu.pharm.whu.com.  IN    A    237.117.28.246
twgvnrqo.pharm.whu.com.  IN    A    5.139.194.91
avtworye.pharm.whu.com.  IN    A    83.240.198.203
rsyoucwf.pharm.whu.com.  IN    A    65.44.40.72
ljseucwr.pharm.whu.com.  IN    A    55.25.103.105
adfjkywr.pharm.whu.com.  IN    A    205.218.126.191
aldpeivb.pharm.whu.com.  IN    A    104.213.130.122
mueotwsr.pharm.whu.com.  IN    A    205.3.74.152
xqudhabr.pharm.whu.com.  IN    A    198.198.174.97
lpbqkgny.pharm.whu.com.  IN    A    135.78.93.226
wgipyorn.pharm.whu.com.  IN    A    253.92.240.168
megaqivt.pharm.whu.com.  IN    A    95.64.213.238
lvxjwgqf.pharm.whu.com.  IN    A    91.189.62.148
apstbclm.pharm.whu.com.  IN    A    94.57.117.247
kibquygh.pharm.whu.com.  IN    A    93.81.207.153
utyblqsg.pharm.whu.com.  IN    A    212.243.44.86
tpnulacb.pharm.whu.com.  IN    A    93.227.91.45
qcoxfgsu.pharm.whu.com.  IN    A    231.228.252.188
sentipuk.pharm.whu.com.  IN    A    251.245.100.133
ynktvxls.pharm.whu.com.  IN    A    55.144.239.38
ndlvmgbr.pharm.whu.com.  IN    A    69.26.22.48
sjyudhgp.pharm.whu.com.  IN    A    224.17.44.86
askbupmw.pharm.whu.com.  IN    A    4.97.46.87
bmpwrtdi.pharm.whu.com.  IN    A    253.76.143.161
raijkyvn.pharm.whu.com.  IN    A    96.114.85.185
wyxdcshm.pharm.whu.com.  IN    A    254.5.0.134
ftcsriyp.pharm.whu.com.  IN    A    170.221.189.242
vbldyetp.pharm.whu.com.  IN    A    153.16.248.117
nugdtrce.pharm.whu.com.  IN    A    171.211.121.18
etypvdnl.pharm.whu.com.  IN    A    138.92.65.148
vkyahpir.pharm.whu.com.  IN    A    50.170.116.27
xceagqmo.pharm.whu.com.  IN    A    232.179.65.106
xfahuely.pharm.whu.com.  IN    A    55.238.192.30
gqitnohx.pharm.whu.com.  IN    A    137.125.153.196
vjghyanw.pharm.whu.com.  IN    A    9.23.15.101
rauhvxtn.pharm.whu.com.  IN    A    81.96.204.78
kxvnweqp.pharm.whu.com.  IN    A    26.64.164.148
ovenlisu.pharm.whu.com.  IN    A    213.182.249.231
nxsvlfar.pharm.whu.com.  IN    A    103.55.252.96
ahdmlyxs.pharm.whu.com.  IN    A    70.177.193.54
mhaqcrel.pharm.whu.com.  IN    A    233.140.243.233
mcunjphf.pharm.whu.com.  IN    A    209.209.110.221
lonjackm.pharm.whu.com.  IN    A    12.218.87.45
eyhiljkv.pharm.whu.com.  IN    A    136.192.80.155
bmuofral.pharm.whu.com.  IN    A    244.212.182.209
fbxovnew.pharm.whu.com.  IN    A    102.150.0.202
xdiqcubv.pharm.whu.com.  IN    A    38.236.23.83
enwplcdv.pharm.whu.com.  IN    A    242.189.161.178
gobkwdcj.pharm.whu.com.  IN    A    216.196.178.42
ryicjfaq.pharm.whu.com.  IN    A    209.62.44.87
xpvqbedg.pharm.whu.com.  IN    A    116.105.205.223
yujtrspg.pharm.whu.com.  IN    A    28.24.210.232
rnajumtk.pharm.whu.com.  IN    A    197.3.82.32
dtcnjkrh.pharm.whu.com.  IN    A    202.40.51.67
ducfbjst.pharm.whu.com.  IN    A    153.18.234.135
xnmcysjh.pharm.whu.com.  IN    A    55.112.5.46
mvypuick.pharm.whu.com.  IN    A    197.164.90.193
hngipyuq.pharm.whu.com.  IN    A    246.103.91.122
vsulkdge.pharm.whu.com.  IN    A    252.159.121.221
wxidnlba.pharm.whu.com.  IN    A    94.137.69.58
mqgwlvna.pharm.whu.com.  IN    A    10.89.247.227
fuyeilsj.pharm.whu.com.  IN    A    240.28.204.228
jbuitlpf.pharm.whu.com.  IN    A    213.193.32.146
bowkrefu.pharm.whu.com.  IN    A    152.230.164.75
pagbduwm.pharm.whu.com.  IN    A    33.32.165.9
gphekadn.pharm.whu.com.  IN    A    29.26.126.202
mskagpdc.pharm.whu.com.  IN    A    219.148.156.128
gisduyvf.pharm.whu.com.  IN    A    36.104.130.111
wjatpuny.pharm.whu.com.  IN    A    71.84.234.67
xhgvceqi.pharm.whu.com.  IN    A    165.224.91.243
fdhkiwoc.pharm.whu.com.  IN    A    221.77.62.73
ldunopiy.pharm.whu.com.  IN    A    24.228.231.60
bostfpej.pharm.whu.com.  IN    A    24.8.108.200
gwxefvlr.pharm.whu.com.  IN    A    195.201.70.84
xsbelwju.pharm.whu.com.  IN    A    6.198.209.165
wtfavmyx.pharm.whu.com.  IN    A    189.221.97.113
lrydwing.pharm.whu.com.  IN    A    85.106.85.214
kldcjrgt.pharm.whu.com.  IN    A    227.133.45.153
hydfnsiq.pharm.whu.com.  IN    A    115.186.129.216
crmkwoit.pharm.whu.com.  IN    A    97.253.22.6
mhutiwpr.pharm.whu.com.  IN    A    138.82.77.56
pvcmbikq.pharm.whu.com.  IN    A    236.211.206.170
icewklfo.pharm.whu.com.  IN    A    194.155.40.22
fduiygpe.pharm.whu.com.  IN    A    131.218.230.155
kmohpgqj.pharm.whu.com.  IN    A    159.180.17.88
uwnjlgfd.pharm.whu.com.  IN    A    187.194.201.36
nkdrsebw.pharm.whu.com.  IN    A    110.62.194.180
guhqwjxc.pharm.whu.com.  IN    A    58.224.3.126
ridnkgsw.pharm.whu.com.  IN    A    170.205.146.44
jvlgriuy.pharm.whu.com.  IN    A    136.71.147.77
joygfcht.pharm.whu.com.  IN    A    115.94.21.201
slxakprc.pharm.whu.com.  IN    A    140.121.15.71
mfnpbgwl.pharm.whu.com.  IN    A    183.236.236.106
fjcqogek.pharm.whu.com.  IN    A    196.236.187.133
gmledbfi.pharm.whu.com.  IN    A    13.105.132.81
npkhlfdb.pharm.whu.com.  IN    A    134.4.31.206
dgcqtwhy.pharm.whu.com.  IN    A    255.244.116.18
jvsfiukw.pharm.whu.com.  IN    A    162.209.91.228
obtskyrw.pharm.whu.com.  IN    A    17.68.124.31
uvpjwero.pharm.whu.com.  IN    A    229.98.220.99
qwhgjflb.pharm.whu.com.  IN    A    3.188.196.53
sujatqcw.pharm.whu.com.  IN    A    156.160.60.31
eblxsqim.pharm.whu.com.  IN    A    175.119.165.221
vnxsdpml.pharm.whu.com.  IN    A    54.208.13.69
brfxiynk.pharm.whu.com.  IN    A    92.228.144.17
ucfhwpms.pharm.whu.com.  IN    A    209.152.55.188
qymxnlur.pharm.whu.com.  IN    A    126.1.37.17
bgjeltdc.pharm.whu.com.  IN    A    255.115.248.106
xvpsfwbq.pharm.whu.com.  IN    A    1.138.96.162
ekiyhrgj.pharm.whu.com.  IN    A    89.50.124.32
hentsivq.pharm.whu.com.  IN    A    1.218.16.59
cqrtxnek.pharm.whu.com.  IN    A    161.29.43.85
edryshbx.pharm.whu.com.  IN    A    199.15.186.31
ptanrlbk.pharm.whu.com.  IN    A    235.105.133.169
mveslkfd.pharm.whu.com.  IN    A    252.170.180.34
kbleprci.pharm.whu.com.  IN    A    247.9.214.60
rpjgtnwk.pharm.whu.com.  IN    A    97.226.212.34
bktlrmje.pharm.whu.com.  IN    A    94.20.61.203
vxilmyeg.pharm.whu.com.  IN    A    3.150.10.206
nrawhpyb.pharm.whu.com.  IN    A    241.43.167.214
yiuntvlk.pharm.whu.com.  IN    A    243.91.64.190
gpexynko.pharm.whu.com.  IN    A    38.99.68.194
wunytsde.pharm.whu.com.  IN    A    255.112.177.106
vcmidqnh.pharm.whu.com.  IN    A    133.199.56.157
ehjcblgi.pharm.whu.com.  IN    A    22.148.73.0
xiebmhcw.pharm.whu.com.  IN    A    68.231.109.139
tkjnphfv.pharm.whu.com.  IN    A    78.120.113.24
sihkpwrx.pharm.whu.com.  IN    A    64.172.36.213
fswpeaou.pharm.whu.com.  IN    A    154.184.56.215
wfnvluit.pharm.whu.com.  IN    A    46.32.176.193
unatxwsy.pharm.whu.com.  IN    A    74.111.70.51
tvjsaucd.pharm.whu.com.  IN    A    238.165.193.19
bdprkqyc.pharm.whu.com.  IN    A    138.27.81.127
tpxuvdel.pharm.whu.com.  IN    A    79.215.102.40
eyhgplfd.pharm.whu.com.  IN    A    76.146.169.214
ujpgnoqv.pharm.whu.com.  IN    A    252.109.146.198
kyvmftnj.pharm.whu.com.  IN    A    206.189.132.96
ckvfhlbi.pharm.whu.com.  IN    A    89.205.162.134
copldsen.pharm.whu.com.  IN    A    103.64.8.177
yefoqdgw.pharm.whu.com.  IN    A    45.227.248.83
qkudeaxv.pharm.whu.com.  IN    A    249.255.111.181
knwjibhg.pharm.whu.com.  IN    A    241.145.173.193
qdirfyhb.pharm.whu.com.  IN    A    185.137.52.210
pgbxyhds.pharm.whu.com.  IN    A    246.121.107.65
pbrqjkyu.pharm.whu.com.  IN    A    155.92.237.212
pjrqlmto.pharm.whu.com.  IN    A    117.249.229.141
mjqoaktx.pharm.whu.com.  IN    A    161.115.89.146
siwroxbc.pharm.whu.com.  IN    A    89.74.161.247
nltsgpfw.pharm.whu.com.  IN    A    232.208.10.160
cltjormw.pharm.whu.com.  IN    A    102.235.16.145
ukagciwo.pharm.whu.com.  IN    A    247.245.97.43
hrqveaby.pharm.whu.com.  IN    A    106.248.26.180
duenmfci.pharm.whu.com.  IN    A    6.175.226.20
pocwktmv.pharm.whu.com.  IN    A    161.6.76.249
rnwxjetu.pharm.whu.com.  IN    A    62.213.92.171
hbtyagwq.pharm.whu.com.  IN    A    98.150.117.133
nrpxebsc.pharm.whu.com.  IN    A    173.202.200.235
xqfjknvu.pharm.whu.com.  IN    A    212.17.110.184
wfonbklc.pharm.whu.com.  IN    A    227.115.252.181
miphqscn.pharm.whu.com.  IN    A    222.14.51.132
ltaskbwg.pharm.whu.com.  IN    A    14.90.172.224
liwjucpk.pharm.whu.com.  IN    A    143.49.110.190
ndohrkfm.pharm.whu.com.  IN    A    190.30.131.232
xjvhmkup.pharm.whu.com.  IN    A    176.166.172.247
qhualnjm.pharm.whu.com.  IN    A    197.44.52.250
cdirqlov.pharm.whu.com.  IN    A    117.140.169.28
dshmkpbg.pharm.whu.com.  IN    A    168.243.216.70
eapcjuyi.pharm.whu.com.  IN    A    214.235.84.201
psqkemcx.pharm.whu.com.  IN    A    156.18.109.37
tyqlcueh.pharm.whu.com.  IN    A    147.30.55.147
ldbgtfmp.pharm.whu.com.  IN    A    18.204.248.104
kisnmayr.pharm.whu.com.  IN    A    141.217.190.101
ilpdmuqn.pharm.whu.com.  IN    A    222.49.98.176
xblcgnei.pharm.whu.com.  IN    A    27.130.240.0
chaflxiy.pharm.whu.com.  IN    A    31.87.16.15
smjarnfl.pharm.whu.com.  IN    A    170.69.10.246
nblcevdh.pharm.whu.com.  IN    A    182.14.51.5
bdthscef.pharm.whu.com.  IN    A    172.10.157.33
udsrentq.pharm.whu.com.  IN    A    53.29.108.241
hayvkxnb.pharm.whu.com.  IN    A    181.82.138.39
bkatpolc.pharm.whu.com.  IN    A    254.11.58.84
gxqbnfkh.pharm.whu.com.  IN    A    137.59.235.6
ikjewmsp.pharm.whu.com.  IN    A    12.239.157.66
jhglocpr.pharm.whu.com.  IN    A    248.206.181.239
nmbwyptv.pharm.whu.com.  IN    A    19.22.187.3
temacghd.pharm.whu.com.  IN    A    20.127.225.33
vxiocsnh.pharm.whu.com.  IN    A    151.222.222.105
aolpkmrv.pharm.whu.com.  IN    A    53.69.45.52
dguhneaf.pharm.whu.com.  IN    A    71.218.44.98
uwhtrjvg.pharm.whu.com.  IN    A    231.192.61.234
ibapedjx.pharm.whu.com.  IN    A    147.102.37.39
wcahulik.pharm.whu.com.  IN    A    29.150.89.206
vyphsbdc.pharm.whu.com.  IN    A    67.188.73.233
asveqton.pharm.whu.com.  IN    A    228.255.186.224
armctlsb.pharm.whu.com.  IN    A    142.222.96.232
chyqalfv.pharm.whu.com.  IN    A    140.40.78.125
ckeblpmt.pharm.whu.com.  IN    A    205.90.91.190
rkedvisj.pharm.whu.com.  IN    A    50.95.148.19
xvrhfswo.pharm.whu.com.  IN    A    70.175.167.178
wdyrqbji.pharm.whu.com.  IN    A    240.53.130.120
fxiklhav.pharm.whu.com.  IN    A    145.1.68.113
wlckypxr.pharm.whu.com.  IN    A    138.7.78.41
fjtygdkq.pharm.whu.com.  IN    A    42.202.165.56
okhupyxn.pharm.whu.com.  IN    A    157.235.244.123
svlnkbjh.pharm.whu.com.  IN    A    219.199.210.104
nulfymoe.pharm.whu.com.  IN    A    240.215.2.229
pmcewxnl.pharm.whu.com.  IN    A    7.148.19.238
ngdxmvaq.pharm.whu.com.  IN    A    174.131.123.63
aoxcbmwp.pharm.whu.com.  IN    A    8.102.48.163
jdqfrmxp.pharm.whu.com.  IN    A    222.75.99.70
eivtfjrd.pharm.whu.com.  IN    A    193.188.248.23
ytwjhvug.pharm.whu.com.  IN    A    101.90.97.194
lefocrxk.pharm.whu.com.  IN    A    158.199.36.35
rwoqltyi.pharm.whu.com.  IN    A    162.210.5.135
jmsxuqob.pharm.whu.com.  IN    A    245.163.163.221
hlpaxjgq.pharm.whu.com.  IN    A    215.70.80.167
raghxnqs.pharm.whu.com.  IN    A    191.231.128.94
clfoiuea.pharm.whu.com.  IN    A    46.184.38.146
lqnjsdiy.pharm.whu.com.  IN    A    225.190.11.11
lxoanfty.pharm.whu.com.  IN    A    38.136.51.24
yrntxvbu.pharm.whu.com.  IN    A    47.172.35.177
axfdrqmw.pharm.whu.com.  IN    A    217.229.127.247
tphendrj.pharm.whu.com.  IN    A    239.173.161.133
nysjpwtb.pharm.whu.com.  IN    A    59.49.164.76
fxlehjmr.pharm.whu.com.  IN    A    89.190.89.166
gnqmhaky.pharm.whu.com.  IN    A    170.138.159.46
pvfxcqdl.pharm.whu.com.  IN    A    56.1.71.160
fwvlmnqh.pharm.whu.com.  IN    A    92.168.249.38
qmcfsnpj.pharm.whu.com.  IN    A    189.243.65.110
qngxiots.pharm.whu.com.  IN    A    129.135.159.240
riawqbes.pharm.whu.com.  IN    A    73.246.112.38
pieohqfk.pharm.whu.com.  IN    A    171.254.79.152
spjfmrbq.pharm.whu.com.  IN    A    69.118.124.57
lhydsjeu.pharm.whu.com.  IN    A    154.225.122.73
tcvgadjm.pharm.whu.com.  IN    A    160.98.133.206
qawvdplj.pharm.whu.com.  IN    A    76.31.7.248
stygipbw.pharm.whu.com.  IN    A    10.71.7.119
tlwrdkjq.pharm.whu.com.  IN    A    212.227.64.214
whiynltb.pharm.whu.com.  IN    A    182.118.16.119
ynijrole.pharm.whu.com.  IN    A    145.167.240.179
buqdpwol.pharm.whu.com.  IN    A    107.169.97.207
urlphtjb.pharm.whu.com.  IN    A    69.226.173.200
hxjskqtl.pharm.whu.com.  IN    A    94.98.65.73
hgpkwsmq.pharm.whu.com.  IN    A    146.69.231.48
adbyirtu.pharm.whu.com.  IN    A    6.184.101.79
yeumqkvn.pharm.whu.com.  IN    A    191.2.243.39
mtjbnhfg.pharm.whu.com.  IN    A    28.197.113.120
ogqyrfvk.pharm.whu.com.  IN    A    245.22.191.47
axsriljp.pharm.whu.com.  IN    A    184.67.145.58
fkbiagwj.pharm.whu.com.  IN    A    252.154.153.105
lsufgtvo.pharm.whu.com.  IN    A    70.193.27.111
idwfgbeu.pharm.whu.com.  IN    A    228.117.237.80
hslcoaun.pharm.whu.com.  IN    A    16.226.102.66
jhgtyxms.pharm.whu.com.  IN    A    224.68.206.34
dwcpvlio.pharm.whu.com.  IN    A    149.179.163.2
myrokxfl.pharm.whu.com.  IN    A    86.114.168.10
agxlroif.pharm.whu.com.  IN    A    212.116.199.168
jvhcylbn.pharm.whu.com.  IN    A    93.34.193.237
mxgkpnys.pharm.whu.com.  IN    A    114.49.120.182
cifylmtn.pharm.whu.com.  IN    A    242.124.219.43
douftxvc.pharm.whu.com.  IN    A    238.129.74.50
kijhletf.pharm.whu.com.  IN    A    46.165.188.237
vbewjgci.pharm.whu.com.  IN    A    101.76.53.132
qiyvhkcx.pharm.whu.com.  IN    A    19.199.254.208
ckvuxqdg.pharm.whu.com.  IN    A    205.160.227.48
xqkjhtvd.pharm.whu.com.  IN    A    194.194.233.163
rwxkbnqu.pharm.whu.com.  IN    A    180.112.220.7
qitvrdho.pharm.whu.com.  IN    A    203.96.80.244
jxesgrct.pharm.whu.com.  IN    A    173.94.85.74
orqxajug.pharm.whu.com.  IN    A    61.48.118.85
jxicvyfp.pharm.whu.com.  IN    A    31.164.109.76
biluvkef.pharm.whu.com.  IN    A    3.173.32.171
wxrptlvd.pharm.whu.com.  IN    A    136.115.57.34
sxdiomnt.pharm.whu.com.  IN    A    108.119.60.119
lpscqvaf.pharm.whu.com.  IN    A    210.129.10.242
cbvqnutk.pharm.whu.com.  IN    A    101.128.58.111
tjvuykoa.pharm.whu.com.  IN    A    56.51.111.23
ksrclufb.pharm.whu.com.  IN    A    82.31.119.21
jurflaih.pharm.whu.com.  IN    A    170.224.232.235
iwbvuyce.pharm.whu.com.  IN    A    14.200.156.111
fvjraolk.pharm.whu.com.  IN    A    251.191.185.98
bvagtwyn.pharm.whu.com.  IN    A    109.115.120.90
rxbptegc.pharm.whu.com.  IN    A    7.253.48.188
ncjxgkvr.pharm.whu.com.  IN    A    62.3.207.216
spvbcnrf.pharm.whu.com.  IN    A    1.98.81.39
lfndwobc.pharm.whu.com.  IN    A    194.168.2.49
voewrjkn.pharm.whu.com.  IN    A    90.156.109.26
bgosxndm.pharm.whu.com.  IN    A    253.246.96.248
flkyswbq.pharm.whu.com.  IN    A    168.247.223.182
gijpknym.pharm.whu.com.  IN    A    165.82.234.197
twonbgfk.pharm.whu.com.  IN    A    205.62.150.247
bpiovrgu.pharm.whu.com.  IN    A    255.31.66.165
ujpqbfrs.pharm.whu.com.  IN    A    89.103.196.144
cwsithqg.pharm.whu.com.  IN    A    9.206.236.11
yuincwep.pharm.whu.com.  IN    A    206.38.210.55
bsqangdf.pharm.whu.com.  IN    A    131.139.116.21
wasfkivd.pharm.whu.com.  IN    A    119.159.135.203
amlgdpuc.pharm.whu.com.  IN    A    22.31.33.139
fvwihryl.pharm.whu.com.  IN    A    25.196.76.39
wgmqhfdi.pharm.whu.com.  IN    A    3.196.255.177
tovcmrlq.pharm.whu.com.  IN    A    97.208.98.198
hokmfntg.pharm.whu.com.  IN    A    203.170.58.38
kmercpot.pharm.whu.com.  IN    A    226.158.243.179
sbdkinaq.pharm.whu.com.  IN    A    150.125.41.186
oqrmadgh.pharm.whu.com.  IN    A    39.63.219.187
bgvjnofp.pharm.whu.com.  IN    A    42.55.13.146
mgyqjoei.pharm.whu.com.  IN    A    14.55.7.56
lgohnwvf.pharm.whu.com.  IN    A    144.0.8.158
xnfwbmdo.pharm.whu.com.  IN    A    91.215.155.150
hrpoauks.pharm.whu.com.  IN    A    19.50.155.246
bxgivcel.pharm.whu.com.  IN    A    34.54.0.36
xfinyopq.pharm.whu.com.  IN    A    161.93.11.44
ndbrpihc.pharm.whu.com.  IN    A    34.229.255.245
flcwqikn.pharm.whu.com.  IN    A    86.91.214.52
filocbyg.pharm.whu.com.  IN    A    233.159.95.69
wqyxpejg.pharm.whu.com.  IN    A    221.44.78.38
dvqmawfb.pharm.whu.com.  IN    A    120.170.25.129
aqbwigke.pharm.whu.com.  IN    A    156.202.227.65
qrwsufei.pharm.whu.com.  IN    A    29.2.208.231
xgdafvos.pharm.whu.com.  IN    A    98.228.31.39
auxnjpdq.pharm.whu.com.  IN    A    184.132.13.98
moqybivr.pharm.whu.com.  IN    A    56.16.217.171
evipnwmc.pharm.whu.com.  IN    A    49.196.167.215
njpgowmr.pharm.whu.com.  IN    A    142.219.6.255
rpesflkc.pharm.whu.com.  IN    A    31.224.148.238
ulqnpdwk.pharm.whu.com.  IN    A    2.90.193.92
oxpfabwj.pharm.whu.com.  IN    A    14.236.135.24
gcqsoabd.pharm.whu.com.  IN    A    1.117.107.154
pearsuwl.pharm.whu.com.  IN    A    17.16.146.102
wmbgujhd.pharm.whu.com.  IN    A    70.42.160.40
oatnldeb.pharm.whu.com.  IN    A    200.241.79.183
ghedonxl.pharm.whu.com.  IN    A    163.209.40.227
iedpvsqu.pharm.whu.com.  IN    A    147.54.149.81
ywxmdpbe.pharm.whu.com.  IN    A    115.12.68.254
wxitkbml.pharm.whu.com.  IN    A    161.55.237.128
unxlgjyf.pharm.whu.com.  IN    A    96.51.222.237
tnqiejur.pharm.whu.com.  IN    A    247.155.95.182
stpoyqdu.pharm.whu.com.  IN    A    214.235.181.155
hfyqeomi.pharm.whu.com.  IN    A    90.39.4.159
hawevixo.pharm.whu.com.  IN    A    222.31.213.109
twujhrcn.pharm.whu.com.  IN    A    205.5.218.224
jtcevkqs.pharm.whu.com.  IN    A    214.29.62.31
