sm.xmu.com.	14400	IN	SOA	ns1.sm.xmu.com. james.xmu.edu. 19122302 14400 3600 2419200 14400
sm.xmu.com.		    IN	NS ns1.sm.xmu.com.
ketjvoip.sm.xmu.com.     IN    A    9.169.175.163
bcrlsnpe.sm.xmu.com.     IN    A    69.98.103.227
akgcusde.sm.xmu.com.     IN    A    212.239.78.61
kcvilfjm.sm.xmu.com.     IN    A    212.110.89.153
deoqxcju.sm.xmu.com.     IN    A    242.210.128.3
obkulhag.sm.xmu.com.     IN    A    22.107.75.225
gvnaehip.sm.xmu.com.     IN    A    249.242.137.160
omvckqdf.sm.xmu.com.     IN    A    103.48.241.167
qnmdbuik.sm.xmu.com.     IN    A    250.142.150.20
scmlpeat.sm.xmu.com.     IN    A    36.116.171.175
nfptmjsk.sm.xmu.com.     IN    A    238.175.141.161
uascjohp.sm.xmu.com.     IN    A    106.66.132.184
lnkhdbfa.sm.xmu.com.     IN    A    9.143.215.5
enkmbiyd.sm.xmu.com.     IN    A    92.130.105.135
fqgihjar.sm.xmu.com.     IN    A    62.228.54.251
tfpwarde.sm.xmu.com.     IN    A    218.115.132.44
qmwbhoci.sm.xmu.com.     IN    A    118.59.203.149
pyamudvw.sm.xmu.com.     IN    A    12.224.135.130
jagikvnw.sm.xmu.com.     IN    A    140.192.39.45
quprxmwt.sm.xmu.com.     IN    A    255.228.178.205
gvaibdor.sm.xmu.com.     IN    A    176.121.103.141
qstkyhaj.sm.xmu.com.     IN    A    155.178.239.68
nwedrcmu.sm.xmu.com.     IN    A    46.61.2.35
frqnvtej.sm.xmu.com.     IN    A    220.228.21.37
ctjbqdkh.sm.xmu.com.     IN    A    10.247.221.13
dvitcfje.sm.xmu.com.     IN    A    117.149.111.128
dvknpasf.sm.xmu.com.     IN    A    89.144.4.172
vnyjimfa.sm.xmu.com.     IN    A    67.150.34.156
gkbdawce.sm.xmu.com.     IN    A    112.196.171.193
twdgpvrb.sm.xmu.com.     IN    A    246.127.227.142
vqxtmsle.sm.xmu.com.     IN    A    7.160.130.53
cxkbhpmj.sm.xmu.com.     IN    A    160.23.123.46
vikcmsnd.sm.xmu.com.     IN    A    211.175.169.212
kogbhrjt.sm.xmu.com.     IN    A    240.100.216.127
rpstlogw.sm.xmu.com.     IN    A    39.198.143.207
lasygdfv.sm.xmu.com.     IN    A    5.144.156.252
tageqyxr.sm.xmu.com.     IN    A    229.78.240.108
gipbskvn.sm.xmu.com.     IN    A    150.47.63.147
guhvwips.sm.xmu.com.     IN    A    226.251.35.236
hjndwmso.sm.xmu.com.     IN    A    19.23.249.252
vxtjgmip.sm.xmu.com.     IN    A    230.92.254.255
hvdiqpjn.sm.xmu.com.     IN    A    86.92.235.181
qmoucfkj.sm.xmu.com.     IN    A    48.25.96.17
tcrafuwq.sm.xmu.com.     IN    A    227.23.10.151
uygvkpms.sm.xmu.com.     IN    A    224.78.82.47
bnhulgpm.sm.xmu.com.     IN    A    55.41.172.109
nakmhfvb.sm.xmu.com.     IN    A    38.103.123.157
jqyokacb.sm.xmu.com.     IN    A    142.58.18.183
olfugdxy.sm.xmu.com.     IN    A    180.96.169.124
odpatfgc.sm.xmu.com.     IN    A    61.65.24.64
hibprkqt.sm.xmu.com.     IN    A    8.211.183.36
feircwkm.sm.xmu.com.     IN    A    88.255.57.157
gcyxarks.sm.xmu.com.     IN    A    252.204.25.83
djgitnrf.sm.xmu.com.     IN    A    157.252.130.81
onwmjctx.sm.xmu.com.     IN    A    34.80.167.171
poiaetvu.sm.xmu.com.     IN    A    116.18.212.92
dskaxtbh.sm.xmu.com.     IN    A    167.181.139.216
thpulsab.sm.xmu.com.     IN    A    137.217.153.40
iosqydmu.sm.xmu.com.     IN    A    168.232.165.42
pqkoufrv.sm.xmu.com.     IN    A    196.198.243.136
hjpcobtm.sm.xmu.com.     IN    A    5.29.44.165
ustdrxhw.sm.xmu.com.     IN    A    137.155.170.42
npjhdrcy.sm.xmu.com.     IN    A    177.78.150.206
hpniayku.sm.xmu.com.     IN    A    254.117.177.241
ucpyaswj.sm.xmu.com.     IN    A    11.166.10.251
elmrhaig.sm.xmu.com.     IN    A    95.155.255.59
jhgpnaom.sm.xmu.com.     IN    A    35.113.209.69
ciranjqf.sm.xmu.com.     IN    A    93.141.46.47
igapourh.sm.xmu.com.     IN    A    246.39.251.182
djvtphma.sm.xmu.com.     IN    A    210.112.63.244
kpsgjvab.sm.xmu.com.     IN    A    88.100.216.64
bnkedftm.sm.xmu.com.     IN    A    118.114.159.70
cgfmlaek.sm.xmu.com.     IN    A    172.223.82.18
fiusajwe.sm.xmu.com.     IN    A    172.18.8.170
evxipdyw.sm.xmu.com.     IN    A    184.150.248.248
xbwymuqo.sm.xmu.com.     IN    A    172.48.218.78
rulnmajq.sm.xmu.com.     IN    A    21.21.130.159
orlupisv.sm.xmu.com.     IN    A    183.50.133.240
vfqhaocs.sm.xmu.com.     IN    A    149.18.136.69
vfymarcg.sm.xmu.com.     IN    A    105.182.160.144
tjdbxoyw.sm.xmu.com.     IN    A    90.163.23.124
gsdhblwx.sm.xmu.com.     IN    A    84.100.60.32
slfheokj.sm.xmu.com.     IN    A    17.250.185.116
ujbmyeho.sm.xmu.com.     IN    A    167.46.229.219
bgicnpal.sm.xmu.com.     IN    A    202.200.99.237
usdmnqgx.sm.xmu.com.     IN    A    63.119.125.219
prmjhnwi.sm.xmu.com.     IN    A    242.1.94.199
yvtxdajn.sm.xmu.com.     IN    A    248.48.103.148
kpenxvmb.sm.xmu.com.     IN    A    190.55.236.0
aithoyeg.sm.xmu.com.     IN    A    124.79.99.126
cdbxmljk.sm.xmu.com.     IN    A    169.253.31.73
jnrdcpqf.sm.xmu.com.     IN    A    19.215.172.198
gwortsdn.sm.xmu.com.     IN    A    196.205.227.209
obhulfit.sm.xmu.com.     IN    A    64.58.76.206
wxcjevhk.sm.xmu.com.     IN    A    6.94.246.7
lhoduvbn.sm.xmu.com.     IN    A    28.136.163.0
myrivxuj.sm.xmu.com.     IN    A    1.191.148.187
ncwytumf.sm.xmu.com.     IN    A    182.25.5.190
xypebson.sm.xmu.com.     IN    A    73.15.15.31
ywhmfvsu.sm.xmu.com.     IN    A    62.244.41.66
jinhbwrt.sm.xmu.com.     IN    A    92.190.130.103
rfjpckow.sm.xmu.com.     IN    A    30.120.219.104
gieclpba.sm.xmu.com.     IN    A    63.123.237.146
hqpwybfx.sm.xmu.com.     IN    A    171.255.22.119
dgscekah.sm.xmu.com.     IN    A    192.126.119.223
figeqsjn.sm.xmu.com.     IN    A    188.201.90.253
hlowtcgi.sm.xmu.com.     IN    A    1.48.82.132
gwkoslbe.sm.xmu.com.     IN    A    48.137.138.185
wghmbcyi.sm.xmu.com.     IN    A    85.183.224.21
aeyxgufb.sm.xmu.com.     IN    A    26.39.214.77
cjxladqh.sm.xmu.com.     IN    A    206.180.66.4
prwamtyj.sm.xmu.com.     IN    A    50.208.218.85
ydlcfmip.sm.xmu.com.     IN    A    137.238.125.186
wbhcutos.sm.xmu.com.     IN    A    167.81.67.81
tdlmuwsn.sm.xmu.com.     IN    A    124.222.21.179
eljmxqoc.sm.xmu.com.     IN    A    4.31.238.82
paehmuyc.sm.xmu.com.     IN    A    157.156.73.111
uirognew.sm.xmu.com.     IN    A    2.229.74.99
dvymnpkf.sm.xmu.com.     IN    A    6.112.67.252
hdokqveu.sm.xmu.com.     IN    A    87.207.37.166
xgrincsd.sm.xmu.com.     IN    A    81.112.108.6
ynpargkv.sm.xmu.com.     IN    A    136.172.58.92
uihncodf.sm.xmu.com.     IN    A    142.221.140.251
nmahgkio.sm.xmu.com.     IN    A    189.169.184.51
pjcmfnle.sm.xmu.com.     IN    A    5.45.68.48
ompsrqgk.sm.xmu.com.     IN    A    254.183.95.45
gloqstxn.sm.xmu.com.     IN    A    43.199.176.77
sbrwdnkl.sm.xmu.com.     IN    A    244.196.120.87
vdowyrfe.sm.xmu.com.     IN    A    155.37.210.17
pukrvbmy.sm.xmu.com.     IN    A    150.233.139.132
jlysbexu.sm.xmu.com.     IN    A    86.97.227.45
hyputnes.sm.xmu.com.     IN    A    91.28.255.230
iplhsxbm.sm.xmu.com.     IN    A    166.243.237.74
lojntsce.sm.xmu.com.     IN    A    138.129.139.239
wepalkhc.sm.xmu.com.     IN    A    4.130.143.92
ahmbrucn.sm.xmu.com.     IN    A    182.125.4.68
pynhqmva.sm.xmu.com.     IN    A    22.0.7.93
ruxdyhti.sm.xmu.com.     IN    A    70.250.129.235
tjfknpsu.sm.xmu.com.     IN    A    183.237.56.193
ruybgtqh.sm.xmu.com.     IN    A    21.222.235.53
eibpaost.sm.xmu.com.     IN    A    62.104.64.148
kqsamnui.sm.xmu.com.     IN    A    34.70.236.161
hprgntye.sm.xmu.com.     IN    A    111.121.79.51
sqhbykjv.sm.xmu.com.     IN    A    92.180.109.23
wphyukmq.sm.xmu.com.     IN    A    153.177.226.58
fksevxoy.sm.xmu.com.     IN    A    239.78.142.250
iyxtevgu.sm.xmu.com.     IN    A    242.40.154.5
rgwasmei.sm.xmu.com.     IN    A    50.222.127.231
ufmlkjdi.sm.xmu.com.     IN    A    174.78.117.116
rovjpuyw.sm.xmu.com.     IN    A    78.234.84.18
skvnpqre.sm.xmu.com.     IN    A    198.172.98.251
fmsultev.sm.xmu.com.     IN    A    151.118.38.84
vxmjgfyl.sm.xmu.com.     IN    A    233.235.184.231
fovapsqr.sm.xmu.com.     IN    A    84.115.75.157
kgcdmvsy.sm.xmu.com.     IN    A    181.184.27.16
qajgkexi.sm.xmu.com.     IN    A    253.240.191.124
dnrloiqg.sm.xmu.com.     IN    A    125.99.31.253
hebagycm.sm.xmu.com.     IN    A    43.5.104.131
vbukmhpj.sm.xmu.com.     IN    A    160.169.95.160
gsmjywak.sm.xmu.com.     IN    A    184.78.140.1
cmnxfvys.sm.xmu.com.     IN    A    80.190.215.71
towsgyqk.sm.xmu.com.     IN    A    101.63.243.77
qdeoslhb.sm.xmu.com.     IN    A    236.151.113.55
gymsuxhj.sm.xmu.com.     IN    A    252.175.55.5
yvbeiouj.sm.xmu.com.     IN    A    136.234.241.59
swplquia.sm.xmu.com.     IN    A    27.237.131.244
inyjxbwh.sm.xmu.com.     IN    A    84.2.219.215
qpjyxmle.sm.xmu.com.     IN    A    0.42.198.98
ptxakhjy.sm.xmu.com.     IN    A    115.250.86.246
aqcbghnd.sm.xmu.com.     IN    A    159.242.157.198
qtopedvl.sm.xmu.com.     IN    A    190.169.68.194
qcoiwkem.sm.xmu.com.     IN    A    243.91.119.228
djxpmwyr.sm.xmu.com.     IN    A    131.56.40.231
osdfbecg.sm.xmu.com.     IN    A    213.127.195.197
qhnamufo.sm.xmu.com.     IN    A    195.149.226.1
tucnsdek.sm.xmu.com.     IN    A    70.189.233.48
rkcalvnx.sm.xmu.com.     IN    A    38.77.171.183
aumjiwrh.sm.xmu.com.     IN    A    174.37.126.72
fdtvjpug.sm.xmu.com.     IN    A    24.71.25.75
nhvfukmi.sm.xmu.com.     IN    A    155.48.255.247
yaelnqru.sm.xmu.com.     IN    A    253.11.222.89
fugjickw.sm.xmu.com.     IN    A    66.114.242.63
pyquaeij.sm.xmu.com.     IN    A    34.202.216.60
tjonlkbm.sm.xmu.com.     IN    A    194.214.26.89
vhrsalfu.sm.xmu.com.     IN    A    108.25.217.181
xuocvytm.sm.xmu.com.     IN    A    144.229.72.54
mgtvbjfk.sm.xmu.com.     IN    A    32.1.44.191
tpmxadrb.sm.xmu.com.     IN    A    178.111.87.81
brjpudny.sm.xmu.com.     IN    A    99.40.58.242
hbvgdple.sm.xmu.com.     IN    A    85.63.40.60
jkblxvec.sm.xmu.com.     IN    A    127.222.191.59
ojfybwlx.sm.xmu.com.     IN    A    6.115.71.71
sjpmkdlf.sm.xmu.com.     IN    A    194.55.249.47
lxwgpeoj.sm.xmu.com.     IN    A    48.1.155.63
isqkhadt.sm.xmu.com.     IN    A    113.157.252.122
etwsjvgm.sm.xmu.com.     IN    A    65.181.225.22
nvkytpws.sm.xmu.com.     IN    A    37.78.197.98
sqhxdcfl.sm.xmu.com.     IN    A    239.25.62.38
ahtcqknd.sm.xmu.com.     IN    A    40.225.103.235
udechnsf.sm.xmu.com.     IN    A    88.68.121.79
isxprgcl.sm.xmu.com.     IN    A    70.250.87.194
icpjxlbg.sm.xmu.com.     IN    A    199.45.181.74
siagvnql.sm.xmu.com.     IN    A    190.93.39.141
kjvbdsiy.sm.xmu.com.     IN    A    178.197.84.55
lypfogwu.sm.xmu.com.     IN    A    2.173.58.205
owhxsyri.sm.xmu.com.     IN    A    119.71.194.92
ycjqloef.sm.xmu.com.     IN    A    71.246.252.165
oafhwrti.sm.xmu.com.     IN    A    242.140.129.208
tgkoxwem.sm.xmu.com.     IN    A    134.31.160.69
upgvnejq.sm.xmu.com.     IN    A    123.75.221.123
yqeagspl.sm.xmu.com.     IN    A    49.3.242.62
benpclqt.sm.xmu.com.     IN    A    164.122.137.237
khjfpbrv.sm.xmu.com.     IN    A    58.147.167.87
ljdyeanb.sm.xmu.com.     IN    A    33.202.18.204
ubeyhomq.sm.xmu.com.     IN    A    57.121.251.11
embfrpnv.sm.xmu.com.     IN    A    148.68.63.106
uihjlkeg.sm.xmu.com.     IN    A    85.113.70.163
bfnulogm.sm.xmu.com.     IN    A    6.195.238.165
jbewscdq.sm.xmu.com.     IN    A    63.176.44.54
qjgewilt.sm.xmu.com.     IN    A    50.169.235.11
xvtoqgbj.sm.xmu.com.     IN    A    232.222.124.96
cdyxonuq.sm.xmu.com.     IN    A    202.124.183.9
hqsifabx.sm.xmu.com.     IN    A    216.33.194.106
urogcshe.sm.xmu.com.     IN    A    0.165.245.206
fynmxajr.sm.xmu.com.     IN    A    25.235.167.94
rukmpeno.sm.xmu.com.     IN    A    167.27.138.172
oyuxdnjv.sm.xmu.com.     IN    A    158.219.75.207
ynlkuvjg.sm.xmu.com.     IN    A    65.227.45.200
sglvxrqh.sm.xmu.com.     IN    A    222.254.62.108
uktxvijr.sm.xmu.com.     IN    A    225.5.135.127
bcsyqfer.sm.xmu.com.     IN    A    76.202.248.80
behmnqvg.sm.xmu.com.     IN    A    167.249.203.166
asmorfgd.sm.xmu.com.     IN    A    160.210.18.79
futlbvps.sm.xmu.com.     IN    A    39.38.5.44
xachogps.sm.xmu.com.     IN    A    244.133.221.64
jysanghb.sm.xmu.com.     IN    A    143.145.252.199
gbuveskp.sm.xmu.com.     IN    A    53.162.27.64
vhsebmpy.sm.xmu.com.     IN    A    27.254.161.35
hybwspeq.sm.xmu.com.     IN    A    185.224.172.222
mgesfpix.sm.xmu.com.     IN    A    137.68.235.14
wqgerxjy.sm.xmu.com.     IN    A    12.157.197.253
emibtgcr.sm.xmu.com.     IN    A    246.30.196.248
ihxcwtma.sm.xmu.com.     IN    A    19.219.5.26
taescypu.sm.xmu.com.     IN    A    189.112.231.95
sfxaihwm.sm.xmu.com.     IN    A    198.50.184.174
cjkrixnq.sm.xmu.com.     IN    A    142.171.146.191
osidyafx.sm.xmu.com.     IN    A    38.115.146.125
kjqwilvp.sm.xmu.com.     IN    A    49.66.49.16
evutoagj.sm.xmu.com.     IN    A    179.95.195.23
cvlfwjer.sm.xmu.com.     IN    A    232.163.72.75
kdipeyxu.sm.xmu.com.     IN    A    217.31.77.206
jivhymsn.sm.xmu.com.     IN    A    148.23.16.206
nqsfiapy.sm.xmu.com.     IN    A    10.57.66.35
ichefjrl.sm.xmu.com.     IN    A    161.241.252.41
pwivkuhj.sm.xmu.com.     IN    A    16.104.41.12
lorqyunm.sm.xmu.com.     IN    A    104.22.31.33
koslmcdp.sm.xmu.com.     IN    A    238.67.8.23
oscufwrp.sm.xmu.com.     IN    A    139.229.195.101
cwxsjrmd.sm.xmu.com.     IN    A    252.55.50.9
khbrgpin.sm.xmu.com.     IN    A    113.215.62.54
vaskgdyr.sm.xmu.com.     IN    A    120.148.64.89
tjybrpkd.sm.xmu.com.     IN    A    197.228.139.0
ijkuymxq.sm.xmu.com.     IN    A    101.7.238.77
ufoxbysh.sm.xmu.com.     IN    A    140.239.218.161
quosnfgv.sm.xmu.com.     IN    A    56.142.110.11
mtnxjspl.sm.xmu.com.     IN    A    162.172.60.127
qspbrwio.sm.xmu.com.     IN    A    244.93.97.117
tqrpmekl.sm.xmu.com.     IN    A    32.3.170.45
qtlydmgc.sm.xmu.com.     IN    A    226.144.171.112
edinhvwc.sm.xmu.com.     IN    A    70.71.217.231
ugobmdpw.sm.xmu.com.     IN    A    170.12.177.225
hsxbqrct.sm.xmu.com.     IN    A    143.144.189.190
bikhrcpx.sm.xmu.com.     IN    A    206.103.112.183
prokgqde.sm.xmu.com.     IN    A    34.157.115.117
vljtsokh.sm.xmu.com.     IN    A    108.225.208.79
ogcnjqke.sm.xmu.com.     IN    A    5.189.214.110
ortdmken.sm.xmu.com.     IN    A    168.243.184.130
isqofknh.sm.xmu.com.     IN    A    118.83.137.29
lvbxwkno.sm.xmu.com.     IN    A    101.242.205.60
fjxtbhmi.sm.xmu.com.     IN    A    176.48.15.98
rfgwhkyi.sm.xmu.com.     IN    A    90.253.184.59
udkhcjev.sm.xmu.com.     IN    A    214.122.92.51
qvryifpe.sm.xmu.com.     IN    A    70.193.149.172
doxlynrs.sm.xmu.com.     IN    A    192.133.181.139
tnpjfbwd.sm.xmu.com.     IN    A    160.109.17.8
bqudewfx.sm.xmu.com.     IN    A    91.12.212.164
xjogteiu.sm.xmu.com.     IN    A    59.10.250.178
gbqkpaho.sm.xmu.com.     IN    A    241.243.173.43
ngsliwrt.sm.xmu.com.     IN    A    252.215.77.241
udphlxsc.sm.xmu.com.     IN    A    174.139.161.224
flearvxn.sm.xmu.com.     IN    A    46.62.236.98
rnmkpjcg.sm.xmu.com.     IN    A    177.229.67.2
jwxcokpm.sm.xmu.com.     IN    A    252.68.114.141
qprgjwcl.sm.xmu.com.     IN    A    225.226.236.51
hyptjrvn.sm.xmu.com.     IN    A    190.43.190.150
edwhoaut.sm.xmu.com.     IN    A    158.81.214.71
utagslxk.sm.xmu.com.     IN    A    82.162.83.218
ukypxhib.sm.xmu.com.     IN    A    213.54.52.208
nqbfosep.sm.xmu.com.     IN    A    78.95.128.179
nrjcgxus.sm.xmu.com.     IN    A    149.87.148.64
avolynrf.sm.xmu.com.     IN    A    212.196.136.171
jxwbfpgn.sm.xmu.com.     IN    A    221.91.106.255
meaodjkx.sm.xmu.com.     IN    A    93.37.38.93
jalkrtuw.sm.xmu.com.     IN    A    41.176.218.15
sdvnlcku.sm.xmu.com.     IN    A    53.62.177.184
djrkaulg.sm.xmu.com.     IN    A    12.158.189.116
bvkwpfce.sm.xmu.com.     IN    A    136.102.144.150
tnblojxh.sm.xmu.com.     IN    A    90.109.207.174
wxoiebhl.sm.xmu.com.     IN    A    188.182.58.62
mclxvqoi.sm.xmu.com.     IN    A    19.47.43.40
hicntjax.sm.xmu.com.     IN    A    157.74.182.236
xjrkbfye.sm.xmu.com.     IN    A    24.102.150.0
dujlskvb.sm.xmu.com.     IN    A    220.182.101.82
sitqwhjb.sm.xmu.com.     IN    A    8.251.61.221
enojachr.sm.xmu.com.     IN    A    176.148.231.200
onwdlhbx.sm.xmu.com.     IN    A    137.253.0.158
nxvgmert.sm.xmu.com.     IN    A    217.115.88.239
cnlpuhgs.sm.xmu.com.     IN    A    161.175.129.10
bdspvyak.sm.xmu.com.     IN    A    199.215.169.24
xlbrahfp.sm.xmu.com.     IN    A    251.209.69.193
bcjtwhnr.sm.xmu.com.     IN    A    224.215.159.15
tquyfnmd.sm.xmu.com.     IN    A    144.76.200.143
yvkpotif.sm.xmu.com.     IN    A    39.39.203.215
ljtrpech.sm.xmu.com.     IN    A    88.197.56.243
huykdsbt.sm.xmu.com.     IN    A    4.252.185.244
lxjvrswf.sm.xmu.com.     IN    A    25.145.63.101
rtvpqswu.sm.xmu.com.     IN    A    220.253.136.176
ajwtfcye.sm.xmu.com.     IN    A    38.106.127.8
fipvbaou.sm.xmu.com.     IN    A    234.71.165.80
unxrchmp.sm.xmu.com.     IN    A    127.144.231.73
nmivytaf.sm.xmu.com.     IN    A    132.191.60.4
esarjpbm.sm.xmu.com.     IN    A    74.129.16.5
urejmohy.sm.xmu.com.     IN    A    76.192.25.238
xetgubyd.sm.xmu.com.     IN    A    64.201.55.132
koimqjse.sm.xmu.com.     IN    A    102.61.250.221
lyrdxvpj.sm.xmu.com.     IN    A    252.202.220.151
hwvfkqcy.sm.xmu.com.     IN    A    113.2.250.243
khasjwpy.sm.xmu.com.     IN    A    225.218.231.87
epvxldfw.sm.xmu.com.     IN    A    52.219.23.38
xhyldtpi.sm.xmu.com.     IN    A    84.251.233.19
rudpteqa.sm.xmu.com.     IN    A    211.53.248.139
bawjxscv.sm.xmu.com.     IN    A    174.147.158.64
tvkajpye.sm.xmu.com.     IN    A    84.198.198.78
wprbnqke.sm.xmu.com.     IN    A    123.74.132.185
jhkrbqcf.sm.xmu.com.     IN    A    196.40.157.209
mhaxwerq.sm.xmu.com.     IN    A    17.89.142.144
oucfkeig.sm.xmu.com.     IN    A    128.44.66.241
jlndixmr.sm.xmu.com.     IN    A    74.149.226.91
olpuvkwy.sm.xmu.com.     IN    A    175.228.73.100
uhymxqow.sm.xmu.com.     IN    A    169.125.82.24
tgkxlepc.sm.xmu.com.     IN    A    165.244.183.143
wjkpbgef.sm.xmu.com.     IN    A    79.238.89.192
mjygfpai.sm.xmu.com.     IN    A    246.97.50.20
gtbdwyms.sm.xmu.com.     IN    A    167.234.226.221
sktcgjxm.sm.xmu.com.     IN    A    133.247.235.110
ricqtmkx.sm.xmu.com.     IN    A    89.113.122.45
kgsypluv.sm.xmu.com.     IN    A    234.26.241.79
ctnrhpfs.sm.xmu.com.     IN    A    35.206.98.57
dgfxmlsa.sm.xmu.com.     IN    A    141.55.221.148
ewvyfslt.sm.xmu.com.     IN    A    102.116.3.15
jlykgepb.sm.xmu.com.     IN    A    12.54.153.94
canxvitf.sm.xmu.com.     IN    A    61.214.109.228
myjahxwk.sm.xmu.com.     IN    A    118.249.136.212
wkslnobh.sm.xmu.com.     IN    A    3.78.11.200
fnvdtrsh.sm.xmu.com.     IN    A    136.80.59.32
ymwegcfk.sm.xmu.com.     IN    A    110.73.115.60
aihkgjbp.sm.xmu.com.     IN    A    149.206.59.19
qwcxytfs.sm.xmu.com.     IN    A    28.103.201.147
tnujbcpd.sm.xmu.com.     IN    A    137.16.201.90
xuwjsbhg.sm.xmu.com.     IN    A    14.69.87.123
gpedymkx.sm.xmu.com.     IN    A    21.226.18.39
pufrajbl.sm.xmu.com.     IN    A    239.79.239.149
sihexunw.sm.xmu.com.     IN    A    205.189.168.26
mspbrtyd.sm.xmu.com.     IN    A    148.67.176.106
ghayqjiv.sm.xmu.com.     IN    A    17.209.111.61
avqxcyhs.sm.xmu.com.     IN    A    192.222.44.10
nijswkca.sm.xmu.com.     IN    A    134.13.44.131
uhndlixq.sm.xmu.com.     IN    A    77.57.203.215
rqhmlcyu.sm.xmu.com.     IN    A    16.161.13.224
wtipcmqu.sm.xmu.com.     IN    A    227.68.203.80
ugjextfm.sm.xmu.com.     IN    A    176.28.191.237
kpvgcfjl.sm.xmu.com.     IN    A    60.187.234.47
jbdlxain.sm.xmu.com.     IN    A    42.11.85.246
jocfphdk.sm.xmu.com.     IN    A    210.104.206.46
whpciqjl.sm.xmu.com.     IN    A    173.22.174.54
cgqlypor.sm.xmu.com.     IN    A    70.154.112.28
wnhspgiq.sm.xmu.com.     IN    A    172.135.181.248
cgasywde.sm.xmu.com.     IN    A    51.19.17.237
qekwtsbv.sm.xmu.com.     IN    A    25.129.199.56
fugqewdj.sm.xmu.com.     IN    A    172.184.152.48
iyntrbsl.sm.xmu.com.     IN    A    176.40.166.75
qxkeolft.sm.xmu.com.     IN    A    216.218.71.174
orbmpdyq.sm.xmu.com.     IN    A    251.106.170.179
wfdghyux.sm.xmu.com.     IN    A    86.181.46.40
gryaofck.sm.xmu.com.     IN    A    206.19.143.194
sohwlinj.sm.xmu.com.     IN    A    165.122.84.116
cyendwvf.sm.xmu.com.     IN    A    179.47.152.33
hetilgjv.sm.xmu.com.     IN    A    78.82.35.60
fiaghtxb.sm.xmu.com.     IN    A    62.57.55.14
dcjbpovn.sm.xmu.com.     IN    A    11.202.146.76
ychdepsn.sm.xmu.com.     IN    A    99.24.35.116
kfpwmvsy.sm.xmu.com.     IN    A    179.98.239.74
oltscxyr.sm.xmu.com.     IN    A    228.200.238.17
sdclqefy.sm.xmu.com.     IN    A    47.231.221.200
cyeprwds.sm.xmu.com.     IN    A    245.152.212.165
cvjryglp.sm.xmu.com.     IN    A    190.242.87.188
yrgxufdt.sm.xmu.com.     IN    A    202.151.241.192
oudcbrlv.sm.xmu.com.     IN    A    146.38.165.201
ebdpwhau.sm.xmu.com.     IN    A    114.191.201.93
dpxckbal.sm.xmu.com.     IN    A    165.36.65.157
frmbdolh.sm.xmu.com.     IN    A    19.68.252.3
aqvlymug.sm.xmu.com.     IN    A    84.207.89.7
fhsypigu.sm.xmu.com.     IN    A    183.55.251.57
lpiaxufs.sm.xmu.com.     IN    A    106.64.213.179
husmfcgq.sm.xmu.com.     IN    A    47.38.50.14
aedwmpqy.sm.xmu.com.     IN    A    162.7.75.55
rfchvbaq.sm.xmu.com.     IN    A    255.106.226.7
btwdpham.sm.xmu.com.     IN    A    122.135.56.141
svycurfg.sm.xmu.com.     IN    A    16.98.95.123
qjochdyb.sm.xmu.com.     IN    A    38.147.43.87
oasgndrx.sm.xmu.com.     IN    A    31.87.30.73
weplgftm.sm.xmu.com.     IN    A    36.123.39.137
hxgswrma.sm.xmu.com.     IN    A    6.112.144.173
cquigasp.sm.xmu.com.     IN    A    118.116.70.237
ukhdminb.sm.xmu.com.     IN    A    11.195.8.124
upytsmbf.sm.xmu.com.     IN    A    107.215.80.190
jukhfoym.sm.xmu.com.     IN    A    27.134.86.137
vyijxfqs.sm.xmu.com.     IN    A    73.52.60.9
tkvuegdl.sm.xmu.com.     IN    A    185.222.158.24
jrsuydwq.sm.xmu.com.     IN    A    67.123.95.93
lqxmcekh.sm.xmu.com.     IN    A    9.177.237.86
jwebkdyv.sm.xmu.com.     IN    A    165.147.112.192
behgvjic.sm.xmu.com.     IN    A    159.222.12.95
vucpfimh.sm.xmu.com.     IN    A    123.209.70.13
rihxvspe.sm.xmu.com.     IN    A    178.170.62.48
auqrmsft.sm.xmu.com.     IN    A    59.147.224.58
pabwyrco.sm.xmu.com.     IN    A    248.74.223.68
ipxaunfd.sm.xmu.com.     IN    A    204.95.70.234
ytbvrpin.sm.xmu.com.     IN    A    237.157.26.14
freoydns.sm.xmu.com.     IN    A    131.127.47.135
pmsrkylg.sm.xmu.com.     IN    A    59.59.35.11
knashgov.sm.xmu.com.     IN    A    172.27.61.176
