hyxt.whu.com.	14400	IN	SOA	ns1.hyxt.whu.com. james.whu.edu. 19122302 14400 3600 2419200 14400
hyxt.whu.com.		    IN	NS ns1.hyxt.whu.com.
rgqowmdl.hyxt.whu.com.   IN    A    123.83.130.76
eoayvqih.hyxt.whu.com.   IN    A    34.74.51.42
kversjaq.hyxt.whu.com.   IN    A    252.48.146.179
wytmijxu.hyxt.whu.com.   IN    A    148.104.3.73
vomjhglw.hyxt.whu.com.   IN    A    142.52.47.255
rnhloibw.hyxt.whu.com.   IN    A    190.11.148.31
hqkxwvno.hyxt.whu.com.   IN    A    53.215.175.163
esyifpdr.hyxt.whu.com.   IN    A    250.217.156.147
uwapfryi.hyxt.whu.com.   IN    A    113.55.192.168
gyhxfdvt.hyxt.whu.com.   IN    A    45.189.129.145
dnljohwt.hyxt.whu.com.   IN    A    109.188.168.223
jhfougeb.hyxt.whu.com.   IN    A    101.187.247.103
fqljodty.hyxt.whu.com.   IN    A    27.86.239.143
kfqwsldt.hyxt.whu.com.   IN    A    181.75.109.226
vkaueixc.hyxt.whu.com.   IN    A    42.145.8.51
oxbvhuwt.hyxt.whu.com.   IN    A    54.56.168.213
phqnlsfu.hyxt.whu.com.   IN    A    226.108.66.205
dsuikqje.hyxt.whu.com.   IN    A    111.174.96.194
axgmcbeq.hyxt.whu.com.   IN    A    206.63.156.166
qkmtbfvl.hyxt.whu.com.   IN    A    151.114.149.189
ebwplmyc.hyxt.whu.com.   IN    A    231.0.174.191
vqdekfow.hyxt.whu.com.   IN    A    220.44.221.155
kyntbmif.hyxt.whu.com.   IN    A    162.175.203.238
gdvbfpyo.hyxt.whu.com.   IN    A    251.214.122.57
hovfmunr.hyxt.whu.com.   IN    A    180.30.194.160
lewcjsnr.hyxt.whu.com.   IN    A    69.156.31.73
sheqvrlu.hyxt.whu.com.   IN    A    130.52.30.108
nulmdrqy.hyxt.whu.com.   IN    A    138.144.174.89
rydlsqeu.hyxt.whu.com.   IN    A    158.81.149.48
hludemqi.hyxt.whu.com.   IN    A    35.47.189.89
tkcqavfu.hyxt.whu.com.   IN    A    14.235.115.19
jbeldtaq.hyxt.whu.com.   IN    A    85.40.186.78
jknpumoe.hyxt.whu.com.   IN    A    59.94.164.190
qjmrxwls.hyxt.whu.com.   IN    A    1.206.168.222
gxyesraw.hyxt.whu.com.   IN    A    68.145.54.141
lmyeabtq.hyxt.whu.com.   IN    A    22.4.175.229
arowpynj.hyxt.whu.com.   IN    A    132.60.116.78
rghvbnpt.hyxt.whu.com.   IN    A    144.177.129.119
sdgketql.hyxt.whu.com.   IN    A    42.249.254.120
peajsnhd.hyxt.whu.com.   IN    A    187.14.249.142
hgsbxeij.hyxt.whu.com.   IN    A    17.209.51.92
scjxpaug.hyxt.whu.com.   IN    A    93.203.105.83
croxgqbf.hyxt.whu.com.   IN    A    156.140.96.186
tirhqndy.hyxt.whu.com.   IN    A    8.129.185.21
hxgcopul.hyxt.whu.com.   IN    A    2.143.15.240
usdwnkiq.hyxt.whu.com.   IN    A    202.101.196.247
yqkoaifj.hyxt.whu.com.   IN    A    224.51.196.60
tnydgalc.hyxt.whu.com.   IN    A    182.197.139.193
fikboled.hyxt.whu.com.   IN    A    19.91.112.42
mbhnotlc.hyxt.whu.com.   IN    A    66.0.238.232
mdiyweab.hyxt.whu.com.   IN    A    88.206.146.197
merwgats.hyxt.whu.com.   IN    A    81.146.170.231
plfaicvs.hyxt.whu.com.   IN    A    225.81.210.160
wibjmenh.hyxt.whu.com.   IN    A    212.28.158.247
lhebksty.hyxt.whu.com.   IN    A    170.171.67.3
fraviqol.hyxt.whu.com.   IN    A    152.142.53.99
pujcgsry.hyxt.whu.com.   IN    A    186.154.7.114
iqomyagl.hyxt.whu.com.   IN    A    59.146.211.167
vhnmbadi.hyxt.whu.com.   IN    A    230.133.120.144
qtxinbuy.hyxt.whu.com.   IN    A    33.23.120.217
kgqaivfd.hyxt.whu.com.   IN    A    201.245.179.195
rifdnagc.hyxt.whu.com.   IN    A    58.89.69.9
begkwxvh.hyxt.whu.com.   IN    A    115.117.127.251
tmignwqs.hyxt.whu.com.   IN    A    217.32.210.41
cotwerpl.hyxt.whu.com.   IN    A    47.235.56.179
kevwfcpt.hyxt.whu.com.   IN    A    53.255.218.220
lwcyiedr.hyxt.whu.com.   IN    A    228.202.37.137
gqutymbh.hyxt.whu.com.   IN    A    209.106.138.112
bnhytxlr.hyxt.whu.com.   IN    A    58.251.63.252
btxunshi.hyxt.whu.com.   IN    A    56.236.155.211
vqrolafk.hyxt.whu.com.   IN    A    160.94.121.6
xvowljrb.hyxt.whu.com.   IN    A    242.148.119.225
ybauqkpc.hyxt.whu.com.   IN    A    191.128.208.164
bfdlcuxi.hyxt.whu.com.   IN    A    129.119.13.70
nabhikrt.hyxt.whu.com.   IN    A    162.153.122.32
mrktfxvo.hyxt.whu.com.   IN    A    20.135.190.241
elstvnpd.hyxt.whu.com.   IN    A    88.112.195.136
pnaolehm.hyxt.whu.com.   IN    A    115.218.237.170
kpdxmqyl.hyxt.whu.com.   IN    A    112.47.116.97
kdvptlcg.hyxt.whu.com.   IN    A    53.27.14.26
kuqiyavm.hyxt.whu.com.   IN    A    71.70.126.110
cvguxdpm.hyxt.whu.com.   IN    A    89.29.5.54
xjpeokay.hyxt.whu.com.   IN    A    228.225.134.244
ngjmvfae.hyxt.whu.com.   IN    A    212.164.195.5
ocnpivym.hyxt.whu.com.   IN    A    107.82.160.88
ptkinyfb.hyxt.whu.com.   IN    A    194.0.102.104
jgtondkq.hyxt.whu.com.   IN    A    205.246.132.60
tkfvwmxu.hyxt.whu.com.   IN    A    188.103.39.199
tbriqefu.hyxt.whu.com.   IN    A    124.232.133.235
ndgohpit.hyxt.whu.com.   IN    A    252.26.8.44
qudryopl.hyxt.whu.com.   IN    A    159.109.27.3
hktledsi.hyxt.whu.com.   IN    A    130.214.47.95
fsiuwtph.hyxt.whu.com.   IN    A    240.18.64.12
apflbhgu.hyxt.whu.com.   IN    A    234.198.7.182
hdtcxrkn.hyxt.whu.com.   IN    A    166.108.25.83
lsrkfnyh.hyxt.whu.com.   IN    A    227.7.255.216
qgvluyni.hyxt.whu.com.   IN    A    171.84.197.246
mhslpqju.hyxt.whu.com.   IN    A    35.95.25.57
bvdphsaw.hyxt.whu.com.   IN    A    219.125.105.33
hfrmtsol.hyxt.whu.com.   IN    A    45.112.135.1
htwlkixy.hyxt.whu.com.   IN    A    245.210.138.77
eshgntlb.hyxt.whu.com.   IN    A    191.98.192.147
oekqmiwf.hyxt.whu.com.   IN    A    83.83.161.186
esqfpdru.hyxt.whu.com.   IN    A    1.33.215.182
baywuhsd.hyxt.whu.com.   IN    A    233.99.182.64
tkgwiajv.hyxt.whu.com.   IN    A    11.104.180.206
sximdorv.hyxt.whu.com.   IN    A    193.172.118.155
bxqpgwfi.hyxt.whu.com.   IN    A    220.60.154.77
lhwkedxs.hyxt.whu.com.   IN    A    101.181.34.124
pelnfcdb.hyxt.whu.com.   IN    A    131.194.211.182
hjxerwdv.hyxt.whu.com.   IN    A    237.137.90.46
cxjrmfpt.hyxt.whu.com.   IN    A    57.168.137.223
sgwnhule.hyxt.whu.com.   IN    A    226.134.162.41
yplbdxos.hyxt.whu.com.   IN    A    122.203.19.65
fplksedj.hyxt.whu.com.   IN    A    84.147.47.76
tnqfvoxp.hyxt.whu.com.   IN    A    146.229.131.110
jyfasxpg.hyxt.whu.com.   IN    A    2.134.146.183
engidwmp.hyxt.whu.com.   IN    A    179.85.72.203
mixylwaf.hyxt.whu.com.   IN    A    62.200.89.106
gtnkcpih.hyxt.whu.com.   IN    A    146.228.135.136
sbvcgjkm.hyxt.whu.com.   IN    A    89.12.13.152
snclreag.hyxt.whu.com.   IN    A    103.204.29.116
bicrsflo.hyxt.whu.com.   IN    A    127.247.140.151
fqtscadv.hyxt.whu.com.   IN    A    208.72.111.26
bekqodcj.hyxt.whu.com.   IN    A    58.85.219.177
xmkbcyap.hyxt.whu.com.   IN    A    56.121.149.31
kreucgvj.hyxt.whu.com.   IN    A    53.137.107.211
rbvdcxtw.hyxt.whu.com.   IN    A    179.236.93.147
udtgkepv.hyxt.whu.com.   IN    A    254.30.128.197
dfnevybt.hyxt.whu.com.   IN    A    74.245.123.85
qoaxifrl.hyxt.whu.com.   IN    A    102.206.201.80
gubtosav.hyxt.whu.com.   IN    A    55.136.179.111
gardxphy.hyxt.whu.com.   IN    A    126.215.183.9
vjoqtcmr.hyxt.whu.com.   IN    A    96.210.234.35
ljuvtcke.hyxt.whu.com.   IN    A    17.106.238.207
uxlvwirj.hyxt.whu.com.   IN    A    161.146.27.104
drygspam.hyxt.whu.com.   IN    A    119.196.1.229
jdteunpc.hyxt.whu.com.   IN    A    104.224.244.3
jcqfiouw.hyxt.whu.com.   IN    A    70.186.80.254
mqlgkbij.hyxt.whu.com.   IN    A    177.11.173.32
hbvawmlq.hyxt.whu.com.   IN    A    76.245.221.157
ndilvqxp.hyxt.whu.com.   IN    A    123.88.252.131
eghvjmwf.hyxt.whu.com.   IN    A    2.228.189.94
buphqcnx.hyxt.whu.com.   IN    A    245.159.6.228
fscqphnx.hyxt.whu.com.   IN    A    24.223.212.40
mnqbkuas.hyxt.whu.com.   IN    A    181.166.168.116
ufrminxs.hyxt.whu.com.   IN    A    88.184.13.188
ytxdwiqk.hyxt.whu.com.   IN    A    39.152.83.91
sjumyhec.hyxt.whu.com.   IN    A    251.236.120.132
kusfcegv.hyxt.whu.com.   IN    A    17.168.40.224
leuwjpxm.hyxt.whu.com.   IN    A    171.243.119.164
buwfdcth.hyxt.whu.com.   IN    A    165.102.61.68
iodylfkp.hyxt.whu.com.   IN    A    150.10.199.245
defqvuip.hyxt.whu.com.   IN    A    23.202.204.145
lxukdtcn.hyxt.whu.com.   IN    A    67.167.28.104
jcfyxqoh.hyxt.whu.com.   IN    A    175.0.214.76
sqiaxutb.hyxt.whu.com.   IN    A    21.66.14.50
uowiylht.hyxt.whu.com.   IN    A    153.157.237.223
fsjuxabi.hyxt.whu.com.   IN    A    229.131.69.205
lgcphqef.hyxt.whu.com.   IN    A    27.37.133.194
datbqkvm.hyxt.whu.com.   IN    A    3.241.107.103
wdtuacvh.hyxt.whu.com.   IN    A    80.4.145.145
fmktybae.hyxt.whu.com.   IN    A    91.235.42.50
kmyfigcd.hyxt.whu.com.   IN    A    15.2.65.23
ekwlqxac.hyxt.whu.com.   IN    A    189.130.42.122
cdxjifnk.hyxt.whu.com.   IN    A    198.168.1.227
hyeabfmv.hyxt.whu.com.   IN    A    210.64.84.27
upgewvbm.hyxt.whu.com.   IN    A    232.151.218.236
qjumatyd.hyxt.whu.com.   IN    A    242.233.52.9
xkfjlryo.hyxt.whu.com.   IN    A    81.25.212.119
ueskpthq.hyxt.whu.com.   IN    A    69.61.105.61
csmqjhyb.hyxt.whu.com.   IN    A    37.16.139.39
wsbtvdgl.hyxt.whu.com.   IN    A    194.25.142.33
ntgsuebp.hyxt.whu.com.   IN    A    151.125.132.24
bcsoatgj.hyxt.whu.com.   IN    A    112.76.136.114
wrtdhmoj.hyxt.whu.com.   IN    A    163.255.96.91
plyuhmrb.hyxt.whu.com.   IN    A    82.166.181.120
mjusncpr.hyxt.whu.com.   IN    A    181.21.127.122
yibjnwlx.hyxt.whu.com.   IN    A    34.196.165.162
ptoalfmw.hyxt.whu.com.   IN    A    94.253.42.43
btldxjmh.hyxt.whu.com.   IN    A    139.8.230.205
nulxqvca.hyxt.whu.com.   IN    A    78.72.219.80
apgcrqjs.hyxt.whu.com.   IN    A    67.205.144.212
mnwhjcvt.hyxt.whu.com.   IN    A    52.177.162.62
xbmwfhap.hyxt.whu.com.   IN    A    108.152.118.219
aolxtyej.hyxt.whu.com.   IN    A    215.203.56.165
wfqyxoan.hyxt.whu.com.   IN    A    12.111.103.85
yuqwdmic.hyxt.whu.com.   IN    A    115.236.36.200
plxnamdy.hyxt.whu.com.   IN    A    36.55.15.86
pwnltcbm.hyxt.whu.com.   IN    A    189.202.189.220
orefxwai.hyxt.whu.com.   IN    A    56.155.132.18
xnrmwejv.hyxt.whu.com.   IN    A    179.73.37.33
jwhmbaog.hyxt.whu.com.   IN    A    46.216.169.229
ocrjhymn.hyxt.whu.com.   IN    A    153.117.2.18
pdgiuats.hyxt.whu.com.   IN    A    67.192.187.85
dqhguikn.hyxt.whu.com.   IN    A    199.123.179.99
cqfnlyiv.hyxt.whu.com.   IN    A    212.194.133.150
wxlhpica.hyxt.whu.com.   IN    A    248.44.255.135
pbshjlfw.hyxt.whu.com.   IN    A    32.53.151.57
gpalkifj.hyxt.whu.com.   IN    A    79.159.66.196
cwxmgtro.hyxt.whu.com.   IN    A    162.250.112.89
ukpebmol.hyxt.whu.com.   IN    A    177.57.22.122
jwxlvhcd.hyxt.whu.com.   IN    A    242.21.163.201
exravytl.hyxt.whu.com.   IN    A    43.95.140.113
vrjpuitw.hyxt.whu.com.   IN    A    212.62.219.117
gesrcwhn.hyxt.whu.com.   IN    A    170.92.214.212
yxdbcugr.hyxt.whu.com.   IN    A    126.4.124.161
emyhltjf.hyxt.whu.com.   IN    A    23.194.163.66
itebcajg.hyxt.whu.com.   IN    A    122.50.71.52
fadjlgpr.hyxt.whu.com.   IN    A    103.3.166.61
nxubytmc.hyxt.whu.com.   IN    A    113.143.16.16
wxjrmsvy.hyxt.whu.com.   IN    A    10.187.166.117
entjwbsh.hyxt.whu.com.   IN    A    3.1.169.79
rgdtvqyw.hyxt.whu.com.   IN    A    182.227.187.114
keygnhvm.hyxt.whu.com.   IN    A    160.24.199.50
cqasjbrv.hyxt.whu.com.   IN    A    80.89.51.212
dnekjqic.hyxt.whu.com.   IN    A    49.192.227.236
owujbirp.hyxt.whu.com.   IN    A    125.47.109.41
vasglqfb.hyxt.whu.com.   IN    A    121.65.53.94
furskdja.hyxt.whu.com.   IN    A    181.66.203.43
schupvmf.hyxt.whu.com.   IN    A    8.210.193.205
irwlqmcn.hyxt.whu.com.   IN    A    15.14.154.160
xkhlvrfa.hyxt.whu.com.   IN    A    10.42.26.163
cfabpnsx.hyxt.whu.com.   IN    A    44.127.102.202
tlkwodxb.hyxt.whu.com.   IN    A    216.120.102.178
xfulyjcr.hyxt.whu.com.   IN    A    152.131.147.139
stfkjluh.hyxt.whu.com.   IN    A    53.211.19.1
xjyusvqa.hyxt.whu.com.   IN    A    19.96.218.89
utnkrjyv.hyxt.whu.com.   IN    A    141.242.172.160
pqfsaiyl.hyxt.whu.com.   IN    A    139.229.27.203
ucvrhfkx.hyxt.whu.com.   IN    A    163.9.233.149
vjpseltq.hyxt.whu.com.   IN    A    20.65.173.24
epadkwtn.hyxt.whu.com.   IN    A    243.151.255.102
dfeqkynl.hyxt.whu.com.   IN    A    78.255.83.53
cdjlwxmb.hyxt.whu.com.   IN    A    154.40.193.233
lwqogemp.hyxt.whu.com.   IN    A    202.20.42.7
kcevifsa.hyxt.whu.com.   IN    A    186.22.75.59
bxwhtdjr.hyxt.whu.com.   IN    A    58.85.204.163
jdpcyvre.hyxt.whu.com.   IN    A    108.210.219.92
lxhpgbem.hyxt.whu.com.   IN    A    31.172.45.212
sctpeajn.hyxt.whu.com.   IN    A    99.243.198.10
nbeivgrc.hyxt.whu.com.   IN    A    69.212.69.198
xymswbnj.hyxt.whu.com.   IN    A    93.138.125.82
sxyhwcnp.hyxt.whu.com.   IN    A    4.42.160.201
ctxhiaqk.hyxt.whu.com.   IN    A    208.24.106.33
tjmyxgkf.hyxt.whu.com.   IN    A    105.196.235.24
lagwmjeo.hyxt.whu.com.   IN    A    130.225.156.167
xcihoreq.hyxt.whu.com.   IN    A    133.91.90.49
lbinsrhk.hyxt.whu.com.   IN    A    30.159.243.9
ietupkyv.hyxt.whu.com.   IN    A    39.78.199.174
sqyjrhpv.hyxt.whu.com.   IN    A    155.160.213.28
ywrjbolm.hyxt.whu.com.   IN    A    42.197.124.242
stxynkab.hyxt.whu.com.   IN    A    252.218.132.179
tlphoxwq.hyxt.whu.com.   IN    A    8.78.42.18
lrjquyka.hyxt.whu.com.   IN    A    111.4.101.55
txmrkjlu.hyxt.whu.com.   IN    A    73.23.70.181
flxvcrpw.hyxt.whu.com.   IN    A    69.162.4.213
ncymigoh.hyxt.whu.com.   IN    A    233.207.43.53
yfhkiotp.hyxt.whu.com.   IN    A    154.109.235.106
pnewvyso.hyxt.whu.com.   IN    A    87.38.103.193
lijvqdtc.hyxt.whu.com.   IN    A    50.255.60.178
romskwfg.hyxt.whu.com.   IN    A    166.216.245.134
xtbskrip.hyxt.whu.com.   IN    A    104.91.50.72
lhmsxquk.hyxt.whu.com.   IN    A    156.113.250.187
neyrados.hyxt.whu.com.   IN    A    18.101.177.142
rqotveuf.hyxt.whu.com.   IN    A    43.212.136.27
ntglpmwk.hyxt.whu.com.   IN    A    35.93.194.44
ivepdwmo.hyxt.whu.com.   IN    A    247.199.33.253
bfwepdht.hyxt.whu.com.   IN    A    136.222.248.20
xauykble.hyxt.whu.com.   IN    A    123.68.84.0
nuyvditf.hyxt.whu.com.   IN    A    148.27.161.32
sebqikuc.hyxt.whu.com.   IN    A    15.194.24.101
gysutrmi.hyxt.whu.com.   IN    A    21.148.246.0
miojdpek.hyxt.whu.com.   IN    A    164.28.45.20
pmvhxiqg.hyxt.whu.com.   IN    A    61.220.20.253
fglqesna.hyxt.whu.com.   IN    A    237.222.173.210
mpqdrgbo.hyxt.whu.com.   IN    A    150.205.19.108
vatorcuw.hyxt.whu.com.   IN    A    236.122.223.236
apbgnhew.hyxt.whu.com.   IN    A    187.206.156.100
lqgifhbu.hyxt.whu.com.   IN    A    211.27.187.222
tqywsbvh.hyxt.whu.com.   IN    A    148.181.236.113
dshtuvnb.hyxt.whu.com.   IN    A    196.253.180.86
jntvumpl.hyxt.whu.com.   IN    A    9.181.27.201
souecxfn.hyxt.whu.com.   IN    A    93.191.125.109
lhirtpsq.hyxt.whu.com.   IN    A    151.110.28.155
vydctgfw.hyxt.whu.com.   IN    A    47.68.179.91
aepjfrnh.hyxt.whu.com.   IN    A    140.99.250.45
aorpjewi.hyxt.whu.com.   IN    A    100.33.229.215
ingeabut.hyxt.whu.com.   IN    A    199.236.56.183
mpjfvdie.hyxt.whu.com.   IN    A    177.29.116.89
bwplgdyx.hyxt.whu.com.   IN    A    17.202.255.8
ucjrnxbf.hyxt.whu.com.   IN    A    116.33.48.66
yxwrcpjt.hyxt.whu.com.   IN    A    156.95.77.20
inwlpysk.hyxt.whu.com.   IN    A    17.196.255.249
mgnjrwkx.hyxt.whu.com.   IN    A    47.56.36.219
nckdapvo.hyxt.whu.com.   IN    A    16.76.109.29
mysgdepr.hyxt.whu.com.   IN    A    16.252.188.98
qcsiwgom.hyxt.whu.com.   IN    A    17.51.233.222
xghdmfej.hyxt.whu.com.   IN    A    68.60.171.178
ycmujahi.hyxt.whu.com.   IN    A    254.253.107.117
sdqlityu.hyxt.whu.com.   IN    A    246.137.85.63
wgylckjm.hyxt.whu.com.   IN    A    81.146.91.228
vnxufipq.hyxt.whu.com.   IN    A    179.55.105.44
rblipagf.hyxt.whu.com.   IN    A    170.199.242.178
doewbqtp.hyxt.whu.com.   IN    A    2.185.107.12
qrhcveis.hyxt.whu.com.   IN    A    119.148.231.122
kvdwjtfc.hyxt.whu.com.   IN    A    26.139.175.140
yqhxgtse.hyxt.whu.com.   IN    A    125.119.166.34
pxlohfqb.hyxt.whu.com.   IN    A    105.163.120.111
jlebocpx.hyxt.whu.com.   IN    A    241.78.201.142
ouqkpivx.hyxt.whu.com.   IN    A    12.62.93.97
gxsjevuk.hyxt.whu.com.   IN    A    87.190.145.93
filagswk.hyxt.whu.com.   IN    A    238.6.169.140
emkjrlwc.hyxt.whu.com.   IN    A    82.62.11.96
nwpkaghr.hyxt.whu.com.   IN    A    178.171.102.1
bdwutamx.hyxt.whu.com.   IN    A    91.148.28.1
hwmxiued.hyxt.whu.com.   IN    A    249.247.141.141
wbokxdtp.hyxt.whu.com.   IN    A    19.126.106.55
hpcuwqni.hyxt.whu.com.   IN    A    59.191.35.149
xpborwkc.hyxt.whu.com.   IN    A    176.158.186.38
fdkvnxtc.hyxt.whu.com.   IN    A    204.55.5.105
tewcgfyo.hyxt.whu.com.   IN    A    206.91.149.244
nsectrwp.hyxt.whu.com.   IN    A    178.249.229.113
rogvkbdj.hyxt.whu.com.   IN    A    255.78.98.118
ljygrcqn.hyxt.whu.com.   IN    A    145.8.56.44
kgtoxwcd.hyxt.whu.com.   IN    A    151.57.174.233
mnysvjxg.hyxt.whu.com.   IN    A    224.177.219.127
tmlaediu.hyxt.whu.com.   IN    A    77.165.252.144
ujifawph.hyxt.whu.com.   IN    A    166.91.176.2
sqnthufa.hyxt.whu.com.   IN    A    29.243.129.154
fubxqjkr.hyxt.whu.com.   IN    A    75.66.237.130
txqdygeh.hyxt.whu.com.   IN    A    138.13.192.175
frkdwvgi.hyxt.whu.com.   IN    A    58.52.147.109
ejwskvac.hyxt.whu.com.   IN    A    145.175.15.144
kjrqdhno.hyxt.whu.com.   IN    A    139.80.56.1
jpsoumtl.hyxt.whu.com.   IN    A    127.75.81.175
rtkmpebw.hyxt.whu.com.   IN    A    183.6.161.134
vutoheap.hyxt.whu.com.   IN    A    23.215.159.171
jcagkrld.hyxt.whu.com.   IN    A    112.88.188.4
sjrlxbok.hyxt.whu.com.   IN    A    4.146.191.117
arjdypnm.hyxt.whu.com.   IN    A    81.187.233.44
oastjlfc.hyxt.whu.com.   IN    A    198.205.2.53
lhjbnkfy.hyxt.whu.com.   IN    A    176.142.247.164
jpryktwu.hyxt.whu.com.   IN    A    84.68.99.70
jdxghwnf.hyxt.whu.com.   IN    A    169.145.21.213
acdphrem.hyxt.whu.com.   IN    A    245.12.230.96
dmtcgjsb.hyxt.whu.com.   IN    A    80.201.59.147
smxhutpk.hyxt.whu.com.   IN    A    176.23.71.183
iwukqstx.hyxt.whu.com.   IN    A    190.35.200.74
wfyvpmsg.hyxt.whu.com.   IN    A    220.201.27.218
ryxafsln.hyxt.whu.com.   IN    A    87.82.74.31
fwykgadq.hyxt.whu.com.   IN    A    194.205.77.18
ifnlguwe.hyxt.whu.com.   IN    A    166.15.143.165
nahktcpg.hyxt.whu.com.   IN    A    109.250.35.208
tlybgfch.hyxt.whu.com.   IN    A    18.38.76.26
gjhxnmay.hyxt.whu.com.   IN    A    21.43.56.167
knvhlium.hyxt.whu.com.   IN    A    5.47.33.63
yokmxhup.hyxt.whu.com.   IN    A    250.71.232.244
eycgnqao.hyxt.whu.com.   IN    A    185.232.139.53
cqijturn.hyxt.whu.com.   IN    A    65.107.48.91
yxgrqpdh.hyxt.whu.com.   IN    A    66.188.66.6
efamhnrc.hyxt.whu.com.   IN    A    9.97.24.187
qlnmyksw.hyxt.whu.com.   IN    A    189.59.138.162
tqsaohei.hyxt.whu.com.   IN    A    171.79.44.84
fosvutwl.hyxt.whu.com.   IN    A    134.37.128.126
fwlnhrjv.hyxt.whu.com.   IN    A    157.34.218.107
jhlmsugo.hyxt.whu.com.   IN    A    230.53.216.22
yvbpotxn.hyxt.whu.com.   IN    A    90.165.124.77
jyrtwnbp.hyxt.whu.com.   IN    A    50.32.20.219
nupadkim.hyxt.whu.com.   IN    A    3.215.172.43
suvcrofd.hyxt.whu.com.   IN    A    114.44.19.179
jymkxwli.hyxt.whu.com.   IN    A    185.131.41.14
xgoabehn.hyxt.whu.com.   IN    A    94.144.216.92
erjxhcbf.hyxt.whu.com.   IN    A    247.15.30.205
ljkcuxvd.hyxt.whu.com.   IN    A    173.132.10.150
hisatexo.hyxt.whu.com.   IN    A    64.224.140.21
yxdqnkfh.hyxt.whu.com.   IN    A    167.22.223.188
otarndbh.hyxt.whu.com.   IN    A    216.55.97.106
buspkmjg.hyxt.whu.com.   IN    A    73.145.200.159
bomteylj.hyxt.whu.com.   IN    A    82.187.127.0
shnpfkbu.hyxt.whu.com.   IN    A    47.84.9.192
tkyqajwu.hyxt.whu.com.   IN    A    144.91.45.71
lncfxvws.hyxt.whu.com.   IN    A    224.140.224.65
ewcmnoay.hyxt.whu.com.   IN    A    84.83.102.132
rsdmhagv.hyxt.whu.com.   IN    A    4.103.255.159
lojdhswy.hyxt.whu.com.   IN    A    21.222.212.60
qednuciv.hyxt.whu.com.   IN    A    39.7.47.172
vcbdntyh.hyxt.whu.com.   IN    A    69.157.173.207
usljikvr.hyxt.whu.com.   IN    A    103.82.92.235
cambtiwx.hyxt.whu.com.   IN    A    200.73.233.64
dcrwhisx.hyxt.whu.com.   IN    A    80.38.16.119
kqiwmcod.hyxt.whu.com.   IN    A    56.158.96.159
gldchmxb.hyxt.whu.com.   IN    A    59.130.210.250
bvgkamyr.hyxt.whu.com.   IN    A    51.211.107.253
iwagfsyn.hyxt.whu.com.   IN    A    154.187.148.174
lknavhdp.hyxt.whu.com.   IN    A    72.140.207.166
hvbunylt.hyxt.whu.com.   IN    A    140.119.144.249
vfehbsuj.hyxt.whu.com.   IN    A    182.113.251.162
hnopdxst.hyxt.whu.com.   IN    A    105.28.112.158
wcdsnqky.hyxt.whu.com.   IN    A    150.110.119.175
gaksdbtm.hyxt.whu.com.   IN    A    153.51.233.209
ntcrigpe.hyxt.whu.com.   IN    A    129.189.2.53
hkidtwql.hyxt.whu.com.   IN    A    67.150.161.151
tyecwnqp.hyxt.whu.com.   IN    A    236.122.153.151
ntlbksjq.hyxt.whu.com.   IN    A    147.193.8.8
hqdvbnoy.hyxt.whu.com.   IN    A    209.172.6.189
vbcerqoa.hyxt.whu.com.   IN    A    110.172.253.125
chjbfkxq.hyxt.whu.com.   IN    A    144.113.163.78
yqpivnoe.hyxt.whu.com.   IN    A    243.137.225.164
qmwdjgny.hyxt.whu.com.   IN    A    78.170.196.52
nrbxhutq.hyxt.whu.com.   IN    A    34.248.43.233
sairvmyf.hyxt.whu.com.   IN    A    199.208.6.216
cfkjhsxd.hyxt.whu.com.   IN    A    186.187.25.43
bahfjqwl.hyxt.whu.com.   IN    A    171.13.119.24
yiwcfdne.hyxt.whu.com.   IN    A    106.235.71.108
kideangf.hyxt.whu.com.   IN    A    30.132.88.166
qhfcyxtv.hyxt.whu.com.   IN    A    86.11.255.161
kerwcabj.hyxt.whu.com.   IN    A    225.57.166.51
xlhnofje.hyxt.whu.com.   IN    A    146.212.3.118
nkcyepih.hyxt.whu.com.   IN    A    78.65.218.240
oicnwrfs.hyxt.whu.com.   IN    A    90.208.88.122
juiporxq.hyxt.whu.com.   IN    A    227.222.114.153
fejdphtg.hyxt.whu.com.   IN    A    67.244.249.50
pdljcsix.hyxt.whu.com.   IN    A    15.60.230.16
hjfwoqve.hyxt.whu.com.   IN    A    124.231.12.161
yhalejpw.hyxt.whu.com.   IN    A    9.45.210.52
rjkmicub.hyxt.whu.com.   IN    A    228.186.164.109
ygempulk.hyxt.whu.com.   IN    A    36.54.45.183
fouvrwsl.hyxt.whu.com.   IN    A    7.149.95.127
mpfuedoj.hyxt.whu.com.   IN    A    199.130.253.171
grpiendm.hyxt.whu.com.   IN    A    196.195.198.202
cvganstm.hyxt.whu.com.   IN    A    141.181.127.78
lqwxkbcr.hyxt.whu.com.   IN    A    1.69.6.83
toixeful.hyxt.whu.com.   IN    A    65.215.75.141
rfspqyhw.hyxt.whu.com.   IN    A    176.220.99.57
ykobgqrc.hyxt.whu.com.   IN    A    240.220.61.239
rqigtjsm.hyxt.whu.com.   IN    A    233.147.161.2
vbryedxq.hyxt.whu.com.   IN    A    28.251.165.113
bkexacth.hyxt.whu.com.   IN    A    124.154.65.29
mouiwsyx.hyxt.whu.com.   IN    A    83.212.19.23
avktluxe.hyxt.whu.com.   IN    A    68.250.243.250
