www.lzu.com. 	14400	IN	SOA	ns1.www.lzu.com. james.lzu.edu. 19122302 14400 3600 2419200 14400
www.lzu.com.		    IN	NS ns1.www.lzu.com.
nkwefcry.www.lzu.com.    IN    A    179.32.20.9
opnefksd.www.lzu.com.    IN    A    35.35.184.72
igfupmws.www.lzu.com.    IN    A    68.87.247.170
ghalkyms.www.lzu.com.    IN    A    210.49.190.71
eprmhyxj.www.lzu.com.    IN    A    136.173.139.147
bukpcdyq.www.lzu.com.    IN    A    7.168.210.116
qnjhvxyt.www.lzu.com.    IN    A    69.145.99.242
dcgkmjyv.www.lzu.com.    IN    A    174.6.145.193
ajdlieht.www.lzu.com.    IN    A    94.24.211.165
amohvwyp.www.lzu.com.    IN    A    79.3.229.40
dljgbanp.www.lzu.com.    IN    A    71.219.245.187
dnxwyliq.www.lzu.com.    IN    A    49.123.123.187
beauidhy.www.lzu.com.    IN    A    23.132.193.197
kohqubcg.www.lzu.com.    IN    A    200.199.70.136
cpswgiuy.www.lzu.com.    IN    A    215.64.84.180
rjuiedks.www.lzu.com.    IN    A    166.197.241.38
ycmuejif.www.lzu.com.    IN    A    133.18.69.143
mdqbxfou.www.lzu.com.    IN    A    158.132.140.128
iyctrahs.www.lzu.com.    IN    A    173.239.188.255
baduirqm.www.lzu.com.    IN    A    236.117.219.82
gbxydmpv.www.lzu.com.    IN    A    107.69.1.118
isakuboc.www.lzu.com.    IN    A    14.67.114.6
blexkmjy.www.lzu.com.    IN    A    179.253.38.136
oieajbxg.www.lzu.com.    IN    A    65.198.56.60
kehtawlv.www.lzu.com.    IN    A    120.216.110.254
uhkqiexv.www.lzu.com.    IN    A    100.123.239.228
qbhorunm.www.lzu.com.    IN    A    16.201.0.97
rkdusvna.www.lzu.com.    IN    A    116.150.183.143
tehabdkc.www.lzu.com.    IN    A    179.243.225.29
ejmhlupr.www.lzu.com.    IN    A    220.179.254.19
inafwqhc.www.lzu.com.    IN    A    119.242.166.84
dyhaxsvl.www.lzu.com.    IN    A    163.40.121.195
khuswiof.www.lzu.com.    IN    A    244.228.122.227
cagkvimy.www.lzu.com.    IN    A    192.221.8.84
tvsioulh.www.lzu.com.    IN    A    118.127.93.119
nsuajldw.www.lzu.com.    IN    A    183.111.121.23
cdthrkxy.www.lzu.com.    IN    A    121.76.160.201
takidqou.www.lzu.com.    IN    A    17.157.238.204
qktsuljy.www.lzu.com.    IN    A    141.49.51.30
bsvmjfin.www.lzu.com.    IN    A    5.225.116.89
ghkcxnat.www.lzu.com.    IN    A    4.195.23.251
gfwqjsde.www.lzu.com.    IN    A    145.111.236.36
hwcfgrke.www.lzu.com.    IN    A    190.141.249.159
jqsgcpid.www.lzu.com.    IN    A    74.36.218.67
lecwxfdi.www.lzu.com.    IN    A    199.22.150.183
phengsti.www.lzu.com.    IN    A    54.107.213.171
yvewqdig.www.lzu.com.    IN    A    9.50.143.97
mjsvopih.www.lzu.com.    IN    A    138.73.110.2
ysmcjxnf.www.lzu.com.    IN    A    51.60.27.201
bgsaexjf.www.lzu.com.    IN    A    40.178.242.108
hxjikgpb.www.lzu.com.    IN    A    62.148.21.213
hmouaxfp.www.lzu.com.    IN    A    25.73.28.32
uomqfrwi.www.lzu.com.    IN    A    72.48.187.192
bgsvucpl.www.lzu.com.    IN    A    44.110.214.226
xfmdeipg.www.lzu.com.    IN    A    181.120.42.98
pvlmofru.www.lzu.com.    IN    A    53.6.93.13
dhnipslv.www.lzu.com.    IN    A    192.198.185.141
abxmderq.www.lzu.com.    IN    A    130.109.220.142
laephyor.www.lzu.com.    IN    A    30.113.181.112
iylbsqnx.www.lzu.com.    IN    A    28.254.132.57
neywilvf.www.lzu.com.    IN    A    145.114.125.150
evhqfuoj.www.lzu.com.    IN    A    34.24.78.188
mtudkwrh.www.lzu.com.    IN    A    85.157.74.36
oakgsbyx.www.lzu.com.    IN    A    46.103.77.21
gxmaknoj.www.lzu.com.    IN    A    172.171.78.71
dtgewmbc.www.lzu.com.    IN    A    106.149.230.151
vxuciwyg.www.lzu.com.    IN    A    214.3.222.153
luthnmdg.www.lzu.com.    IN    A    54.246.201.79
ecjoqsdk.www.lzu.com.    IN    A    108.164.64.197
hktudomb.www.lzu.com.    IN    A    88.188.182.34
fngahkxp.www.lzu.com.    IN    A    85.159.72.2
injtayup.www.lzu.com.    IN    A    30.94.106.21
twcuqgel.www.lzu.com.    IN    A    126.42.228.48
cqilbosx.www.lzu.com.    IN    A    113.208.126.250
psxftanh.www.lzu.com.    IN    A    13.145.230.218
liuyeoam.www.lzu.com.    IN    A    200.215.200.73
sfjrmaqk.www.lzu.com.    IN    A    49.192.71.144
gldyrwqi.www.lzu.com.    IN    A    20.104.150.69
qnecufwh.www.lzu.com.    IN    A    226.102.195.22
eshfwygd.www.lzu.com.    IN    A    191.138.31.219
xwjcbakd.www.lzu.com.    IN    A    166.95.200.182
empjxifu.www.lzu.com.    IN    A    0.223.122.135
cvefrsgh.www.lzu.com.    IN    A    159.65.124.74
wnyxgebr.www.lzu.com.    IN    A    145.232.111.250
fjctohsd.www.lzu.com.    IN    A    44.175.204.222
olyibjna.www.lzu.com.    IN    A    179.40.139.144
wcltuyed.www.lzu.com.    IN    A    70.67.89.27
ckebqxvt.www.lzu.com.    IN    A    206.78.166.92
iolstjen.www.lzu.com.    IN    A    123.117.71.31
erngsvdb.www.lzu.com.    IN    A    181.210.28.147
hmlvytfw.www.lzu.com.    IN    A    144.34.236.101
meihqody.www.lzu.com.    IN    A    185.76.150.79
ewyotphq.www.lzu.com.    IN    A    248.215.68.116
sykaxqpo.www.lzu.com.    IN    A    86.133.9.102
lwjxoyqk.www.lzu.com.    IN    A    5.245.242.203
yicgqswt.www.lzu.com.    IN    A    63.42.136.246
tyivclrp.www.lzu.com.    IN    A    153.7.101.89
ftqarmyn.www.lzu.com.    IN    A    68.99.184.176
rbtwohaf.www.lzu.com.    IN    A    146.25.5.165
mqdlaegp.www.lzu.com.    IN    A    180.83.87.209
gawfxlju.www.lzu.com.    IN    A    187.230.138.35
kagnejwf.www.lzu.com.    IN    A    77.187.228.194
igqntufj.www.lzu.com.    IN    A    69.109.187.244
ltpafiog.www.lzu.com.    IN    A    125.130.197.220
hoixltny.www.lzu.com.    IN    A    231.141.46.190
drcxfyoq.www.lzu.com.    IN    A    51.54.97.133
ypmbfuwe.www.lzu.com.    IN    A    11.111.83.10
ndqxityc.www.lzu.com.    IN    A    101.187.85.221
uiwpfrtx.www.lzu.com.    IN    A    146.113.57.84
hfcvtqrn.www.lzu.com.    IN    A    24.253.5.197
cdfartew.www.lzu.com.    IN    A    251.89.53.10
edsaglcw.www.lzu.com.    IN    A    123.45.158.23
tcpbjuxd.www.lzu.com.    IN    A    104.124.237.102
sbykpxwi.www.lzu.com.    IN    A    208.218.241.64
elqnhytg.www.lzu.com.    IN    A    38.183.48.123
rnusedat.www.lzu.com.    IN    A    5.211.252.115
jxarnosm.www.lzu.com.    IN    A    100.171.212.230
nvleipjo.www.lzu.com.    IN    A    223.225.9.189
ujgpndks.www.lzu.com.    IN    A    51.144.175.148
gukwxlpq.www.lzu.com.    IN    A    31.29.173.102
gfskyhtp.www.lzu.com.    IN    A    202.222.120.67
jbsatiom.www.lzu.com.    IN    A    62.96.160.119
qevjduwn.www.lzu.com.    IN    A    163.31.9.213
oukxsiep.www.lzu.com.    IN    A    61.195.26.91
irocgjwu.www.lzu.com.    IN    A    166.30.255.13
rmwicdqj.www.lzu.com.    IN    A    174.74.248.208
vaglmrhj.www.lzu.com.    IN    A    232.213.3.110
lkjrusiq.www.lzu.com.    IN    A    35.212.5.234
ustekpqa.www.lzu.com.    IN    A    210.161.152.117
wvdkcuio.www.lzu.com.    IN    A    207.187.220.131
vnmoarys.www.lzu.com.    IN    A    164.176.41.121
rshnljtw.www.lzu.com.    IN    A    154.73.234.196
cpajiklh.www.lzu.com.    IN    A    239.200.203.180
enrjtlqb.www.lzu.com.    IN    A    231.169.114.95
iwnpocag.www.lzu.com.    IN    A    45.155.121.20
pdcnqaik.www.lzu.com.    IN    A    45.90.20.229
hvgopfnt.www.lzu.com.    IN    A    89.164.231.150
fleshyqa.www.lzu.com.    IN    A    250.224.239.234
fnoujive.www.lzu.com.    IN    A    79.108.105.10
dsbwqyfk.www.lzu.com.    IN    A    94.207.187.53
yfjctxkg.www.lzu.com.    IN    A    14.70.247.183
idwlhuqm.www.lzu.com.    IN    A    147.151.201.128
nwdmvopy.www.lzu.com.    IN    A    87.86.172.122
jyaxcrhg.www.lzu.com.    IN    A    173.112.84.32
nsiutodv.www.lzu.com.    IN    A    191.210.226.38
njfqpdtr.www.lzu.com.    IN    A    233.202.33.40
nmhoaidr.www.lzu.com.    IN    A    58.66.10.236
hgjumqrk.www.lzu.com.    IN    A    23.195.238.163
baewkxht.www.lzu.com.    IN    A    95.81.0.116
gowdhrae.www.lzu.com.    IN    A    32.197.153.197
xfytjbvl.www.lzu.com.    IN    A    117.76.20.71
mcwjvkps.www.lzu.com.    IN    A    183.1.71.134
ueydnjmh.www.lzu.com.    IN    A    57.8.233.185
gymdwpbx.www.lzu.com.    IN    A    101.174.185.192
kpoyvxam.www.lzu.com.    IN    A    75.111.71.213
xgfawimk.www.lzu.com.    IN    A    238.80.112.38
nbifhlet.www.lzu.com.    IN    A    83.191.3.39
ehidysxq.www.lzu.com.    IN    A    183.47.27.49
dkbvfyjx.www.lzu.com.    IN    A    124.236.18.84
yvphkgeo.www.lzu.com.    IN    A    45.246.138.121
cahipbkn.www.lzu.com.    IN    A    34.221.144.92
yutvxdrp.www.lzu.com.    IN    A    7.15.112.204
ymadcvlk.www.lzu.com.    IN    A    36.86.139.23
dwieulfp.www.lzu.com.    IN    A    174.216.227.136
ynhgtcai.www.lzu.com.    IN    A    149.221.119.16
ywvfsker.www.lzu.com.    IN    A    46.65.41.207
vmsdhjno.www.lzu.com.    IN    A    147.5.177.217
xynmtkgw.www.lzu.com.    IN    A    8.42.192.85
xdsfkmca.www.lzu.com.    IN    A    165.51.231.37
evfbatpg.www.lzu.com.    IN    A    255.63.226.219
tefmjosk.www.lzu.com.    IN    A    249.8.108.174
ioeqgpjx.www.lzu.com.    IN    A    237.70.86.106
asrjkpgn.www.lzu.com.    IN    A    242.53.231.244
eanfiokw.www.lzu.com.    IN    A    191.66.59.93
nhdmagow.www.lzu.com.    IN    A    14.67.69.197
yxogdsih.www.lzu.com.    IN    A    92.73.1.247
walkvhji.www.lzu.com.    IN    A    68.136.85.214
medtykhp.www.lzu.com.    IN    A    225.168.5.230
bisjoawh.www.lzu.com.    IN    A    78.114.249.249
sxobyjue.www.lzu.com.    IN    A    211.13.119.146
gmvchofn.www.lzu.com.    IN    A    188.199.8.141
lwsqhgfa.www.lzu.com.    IN    A    134.117.0.254
njkiqcyp.www.lzu.com.    IN    A    28.128.105.226
xahcjsde.www.lzu.com.    IN    A    113.146.57.92
tewghjpi.www.lzu.com.    IN    A    29.102.170.12
jkcadpgo.www.lzu.com.    IN    A    169.241.237.76
tjwkesfi.www.lzu.com.    IN    A    66.109.188.203
ngaipyho.www.lzu.com.    IN    A    120.25.161.252
kjftysux.www.lzu.com.    IN    A    90.15.148.86
ebgcxknw.www.lzu.com.    IN    A    194.186.176.139
qafdiwpy.www.lzu.com.    IN    A    169.253.159.211
brdwkutq.www.lzu.com.    IN    A    19.213.81.107
fnyjxosk.www.lzu.com.    IN    A    180.249.162.227
lwmevtpg.www.lzu.com.    IN    A    169.238.0.205
aieltgos.www.lzu.com.    IN    A    41.169.67.242
garcfewx.www.lzu.com.    IN    A    125.101.120.49
nrjboxfl.www.lzu.com.    IN    A    138.76.42.131
gmjpsryc.www.lzu.com.    IN    A    210.88.154.1
rumqitwj.www.lzu.com.    IN    A    58.236.20.241
nkqvyphc.www.lzu.com.    IN    A    3.109.208.249
xcoduihy.www.lzu.com.    IN    A    66.251.254.215
lnerfdbj.www.lzu.com.    IN    A    247.159.72.148
btqhmodv.www.lzu.com.    IN    A    69.135.218.113
jtheqbdp.www.lzu.com.    IN    A    44.13.78.68
dotelgsp.www.lzu.com.    IN    A    162.135.74.196
fybrjxce.www.lzu.com.    IN    A    140.5.90.72
gmsenvqi.www.lzu.com.    IN    A    1.138.6.75
dotgceym.www.lzu.com.    IN    A    216.203.85.69
xoevipdr.www.lzu.com.    IN    A    120.207.119.115
mhgtvbwd.www.lzu.com.    IN    A    201.161.175.47
ejxcwfsp.www.lzu.com.    IN    A    223.141.57.173
ojlxsfcb.www.lzu.com.    IN    A    10.223.193.194
avmqbihd.www.lzu.com.    IN    A    165.223.219.99
wgqlsrxb.www.lzu.com.    IN    A    209.159.74.214
lqpyhgwi.www.lzu.com.    IN    A    137.233.94.234
jdlpsoih.www.lzu.com.    IN    A    48.58.229.79
qrbysakt.www.lzu.com.    IN    A    223.61.82.30
tpnsmowj.www.lzu.com.    IN    A    239.165.200.129
acfywdip.www.lzu.com.    IN    A    243.123.82.141
jyhpwtuv.www.lzu.com.    IN    A    177.73.196.133
bixchlpn.www.lzu.com.    IN    A    131.172.50.97
xkbdcwim.www.lzu.com.    IN    A    101.5.104.222
lhwtivog.www.lzu.com.    IN    A    143.38.78.192
hgbinlmv.www.lzu.com.    IN    A    59.173.132.231
dsbclqwx.www.lzu.com.    IN    A    60.193.218.251
xpvbgrns.www.lzu.com.    IN    A    73.86.94.28
rsxkvcde.www.lzu.com.    IN    A    112.117.189.242
bxofaiwg.www.lzu.com.    IN    A    196.24.88.124
mnrclkgv.www.lzu.com.    IN    A    61.87.159.154
rfxyvheo.www.lzu.com.    IN    A    60.230.29.11
krfamwis.www.lzu.com.    IN    A    153.160.212.23
ajdrekpy.www.lzu.com.    IN    A    76.201.59.75
ngqxjifu.www.lzu.com.    IN    A    112.34.115.97
ayoiubvl.www.lzu.com.    IN    A    173.42.181.225
redocvqy.www.lzu.com.    IN    A    146.135.72.203
lqvnbfpk.www.lzu.com.    IN    A    181.202.166.26
ytagifjw.www.lzu.com.    IN    A    11.76.177.129
vbcwuher.www.lzu.com.    IN    A    165.160.104.215
pnyosfka.www.lzu.com.    IN    A    199.244.85.211
usbvwtiq.www.lzu.com.    IN    A    121.1.247.25
kytdnxms.www.lzu.com.    IN    A    106.125.244.180
ihoelafx.www.lzu.com.    IN    A    76.49.237.8
lshkjpwt.www.lzu.com.    IN    A    137.156.17.194
noyvgkft.www.lzu.com.    IN    A    23.67.253.127
xsvoaqlt.www.lzu.com.    IN    A    244.13.60.235
tyjegwps.www.lzu.com.    IN    A    228.70.11.159
fogeqslm.www.lzu.com.    IN    A    164.145.249.9
jcdbnlft.www.lzu.com.    IN    A    4.97.174.90
bndkcwqh.www.lzu.com.    IN    A    144.172.195.48
knlscetp.www.lzu.com.    IN    A    50.96.158.68
hviyumjk.www.lzu.com.    IN    A    166.86.235.34
xusywpem.www.lzu.com.    IN    A    2.62.190.28
pindrulk.www.lzu.com.    IN    A    82.160.255.88
eqavmpyd.www.lzu.com.    IN    A    253.11.197.14
duwgshyi.www.lzu.com.    IN    A    6.192.221.204
vnxkmtel.www.lzu.com.    IN    A    227.51.109.181
nspcblkr.www.lzu.com.    IN    A    121.58.18.70
csakohmr.www.lzu.com.    IN    A    76.160.144.159
bcayqgnj.www.lzu.com.    IN    A    178.17.97.188
psymjhxg.www.lzu.com.    IN    A    190.124.170.145
dkojabgr.www.lzu.com.    IN    A    243.138.230.52
kgpemvcn.www.lzu.com.    IN    A    231.70.204.129
phsraytf.www.lzu.com.    IN    A    58.139.75.52
urnvewlq.www.lzu.com.    IN    A    253.95.4.248
odtxnfhj.www.lzu.com.    IN    A    97.241.28.189
bodfkjnr.www.lzu.com.    IN    A    208.54.140.228
pxvfbwnq.www.lzu.com.    IN    A    119.250.235.112
rhxjabgs.www.lzu.com.    IN    A    179.136.3.73
vermbtga.www.lzu.com.    IN    A    157.51.43.207
txjwbins.www.lzu.com.    IN    A    244.112.156.105
mlubrnog.www.lzu.com.    IN    A    78.212.140.2
efvyuogn.www.lzu.com.    IN    A    70.211.128.84
tfesqmcv.www.lzu.com.    IN    A    9.121.203.101
btrcelhq.www.lzu.com.    IN    A    242.204.205.241
qiaxcpus.www.lzu.com.    IN    A    116.1.159.213
apdroclx.www.lzu.com.    IN    A    228.134.187.220
qkalfcxu.www.lzu.com.    IN    A    46.48.202.189
qijwtdoa.www.lzu.com.    IN    A    220.85.166.180
kytjpuol.www.lzu.com.    IN    A    69.63.250.216
ncagmerq.www.lzu.com.    IN    A    134.234.59.100
xlsfongi.www.lzu.com.    IN    A    174.237.230.198
uidvygpb.www.lzu.com.    IN    A    174.226.161.34
ixtyjmng.www.lzu.com.    IN    A    251.22.153.175
ghlavdrf.www.lzu.com.    IN    A    165.138.182.172
eyfnagib.www.lzu.com.    IN    A    125.162.254.238
iahpedqc.www.lzu.com.    IN    A    63.130.104.86
dembsnjk.www.lzu.com.    IN    A    140.31.211.8
rmqujfvc.www.lzu.com.    IN    A    51.84.6.59
lpryaxgo.www.lzu.com.    IN    A    113.69.109.104
cryiumkt.www.lzu.com.    IN    A    131.246.140.183
slwpvihj.www.lzu.com.    IN    A    207.24.41.116
wcekiuby.www.lzu.com.    IN    A    12.163.151.186
xyqkawug.www.lzu.com.    IN    A    185.17.39.108
qjawphmr.www.lzu.com.    IN    A    75.45.182.176
hfxtnglw.www.lzu.com.    IN    A    210.50.204.161
nroulftd.www.lzu.com.    IN    A    198.180.204.38
xrqwgfle.www.lzu.com.    IN    A    10.211.201.184
djtwbsak.www.lzu.com.    IN    A    198.250.91.75
tokgjnur.www.lzu.com.    IN    A    115.206.33.192
bmpfxwil.www.lzu.com.    IN    A    119.177.197.119
ktvpqims.www.lzu.com.    IN    A    125.165.163.98
cxphkvns.www.lzu.com.    IN    A    185.207.33.164
mjrdtnyk.www.lzu.com.    IN    A    164.109.120.242
cktfnayd.www.lzu.com.    IN    A    117.108.127.114
gvwxdham.www.lzu.com.    IN    A    136.32.194.173
pwevlyor.www.lzu.com.    IN    A    13.198.187.4
xmkrjfgn.www.lzu.com.    IN    A    23.39.128.220
rxqpnhmg.www.lzu.com.    IN    A    125.21.70.159
vdnyrwjo.www.lzu.com.    IN    A    67.24.191.205
blfcgdpn.www.lzu.com.    IN    A    82.142.227.22
acqxuepl.www.lzu.com.    IN    A    157.197.71.100
wkymuirp.www.lzu.com.    IN    A    114.66.192.89
vjpbofcx.www.lzu.com.    IN    A    149.48.148.204
ahtiqfng.www.lzu.com.    IN    A    249.205.144.94
nqxhlsve.www.lzu.com.    IN    A    80.1.25.157
oypxmedb.www.lzu.com.    IN    A    216.180.23.243
ktmqdrxp.www.lzu.com.    IN    A    22.173.68.83
egmijpnu.www.lzu.com.    IN    A    5.147.179.16
rwhxslyk.www.lzu.com.    IN    A    11.71.217.110
dnjgvauy.www.lzu.com.    IN    A    212.22.191.168
gnuvrldj.www.lzu.com.    IN    A    119.42.99.209
wesftbuo.www.lzu.com.    IN    A    234.151.60.246
rfgybipd.www.lzu.com.    IN    A    91.253.15.236
ipavsdgb.www.lzu.com.    IN    A    126.226.37.79
qreopxan.www.lzu.com.    IN    A    117.241.63.237
wdbvtrlj.www.lzu.com.    IN    A    187.96.225.110
qbkymwcn.www.lzu.com.    IN    A    178.216.250.44
wnormlxh.www.lzu.com.    IN    A    85.131.142.33
vblsjoqp.www.lzu.com.    IN    A    32.110.174.69
drahnwql.www.lzu.com.    IN    A    76.6.249.1
hibkgqns.www.lzu.com.    IN    A    88.22.202.68
skopwmri.www.lzu.com.    IN    A    123.30.88.46
sdmoiaqk.www.lzu.com.    IN    A    83.108.171.0
hbydjvco.www.lzu.com.    IN    A    244.88.131.187
kpnbcvym.www.lzu.com.    IN    A    116.210.176.135
sjycoxgq.www.lzu.com.    IN    A    69.209.67.55
hdvrgkoc.www.lzu.com.    IN    A    175.167.62.230
trxnyups.www.lzu.com.    IN    A    34.156.180.136
xwhlkura.www.lzu.com.    IN    A    63.224.1.12
jcwnmosv.www.lzu.com.    IN    A    154.242.151.184
hqtvdypn.www.lzu.com.    IN    A    243.132.119.142
diqhyuga.www.lzu.com.    IN    A    192.67.147.132
whnboxtr.www.lzu.com.    IN    A    191.100.204.47
olsbqhye.www.lzu.com.    IN    A    69.150.208.165
imbwypsc.www.lzu.com.    IN    A    171.209.241.175
iysrpdfa.www.lzu.com.    IN    A    197.195.228.10
pyxngmwa.www.lzu.com.    IN    A    156.32.136.79
psigfmdu.www.lzu.com.    IN    A    120.164.245.241
gvsprwld.www.lzu.com.    IN    A    113.146.242.215
vsytxrja.www.lzu.com.    IN    A    149.167.200.98
jcbmtkqu.www.lzu.com.    IN    A    212.57.106.253
rpioguft.www.lzu.com.    IN    A    151.0.81.184
bodweayi.www.lzu.com.    IN    A    73.6.95.141
lhivtkdm.www.lzu.com.    IN    A    131.157.198.68
sdamlfwy.www.lzu.com.    IN    A    3.211.235.10
bwrfpodt.www.lzu.com.    IN    A    185.238.183.122
amejlpqx.www.lzu.com.    IN    A    132.64.247.25
gukybdjs.www.lzu.com.    IN    A    155.104.41.111
giewtfly.www.lzu.com.    IN    A    167.156.136.101
xspehcvt.www.lzu.com.    IN    A    173.210.11.225
wmudbavn.www.lzu.com.    IN    A    78.148.232.51
dovrbtha.www.lzu.com.    IN    A    177.148.65.154
rwsmqtnj.www.lzu.com.    IN    A    235.131.137.142
hodylnrf.www.lzu.com.    IN    A    93.127.218.216
sojbgxyl.www.lzu.com.    IN    A    70.212.34.31
eoydvxpl.www.lzu.com.    IN    A    239.139.84.252
duobnmij.www.lzu.com.    IN    A    138.14.133.149
vcywtfer.www.lzu.com.    IN    A    12.116.197.201
gcfwkbdv.www.lzu.com.    IN    A    82.202.169.69
uitypcdn.www.lzu.com.    IN    A    122.182.229.195
bgdwcqvk.www.lzu.com.    IN    A    61.45.161.61
qpsieufl.www.lzu.com.    IN    A    31.97.28.73
xmceysig.www.lzu.com.    IN    A    128.129.59.152
eocgjqnw.www.lzu.com.    IN    A    1.87.163.40
kxashfbo.www.lzu.com.    IN    A    23.129.106.94
blnqmetp.www.lzu.com.    IN    A    227.79.16.146
hquyvcwd.www.lzu.com.    IN    A    220.245.110.168
ysdbuvnf.www.lzu.com.    IN    A    226.165.83.249
wftmabuc.www.lzu.com.    IN    A    126.40.50.105
tihbnpdw.www.lzu.com.    IN    A    9.8.135.90
asemqhup.www.lzu.com.    IN    A    83.7.0.31
tlmpvijc.www.lzu.com.    IN    A    126.204.243.146
qejtcfmd.www.lzu.com.    IN    A    155.228.224.221
risxjfyg.www.lzu.com.    IN    A    222.134.129.52
eqpwlurj.www.lzu.com.    IN    A    96.183.74.14
hcnadvrl.www.lzu.com.    IN    A    106.21.148.71
xijbevfs.www.lzu.com.    IN    A    117.109.87.193
mbkrixqu.www.lzu.com.    IN    A    222.138.200.110
utkiynxg.www.lzu.com.    IN    A    114.50.207.88
ksermcno.www.lzu.com.    IN    A    171.202.172.231
wcgivrtm.www.lzu.com.    IN    A    1.78.4.14
vjahkbpy.www.lzu.com.    IN    A    199.109.117.221
smrvxkuf.www.lzu.com.    IN    A    179.206.27.169
vdafgryc.www.lzu.com.    IN    A    235.246.90.43
qldscwau.www.lzu.com.    IN    A    65.35.74.23
xvjeikbw.www.lzu.com.    IN    A    79.233.62.118
ostrhxuc.www.lzu.com.    IN    A    33.92.123.13
pyewqbka.www.lzu.com.    IN    A    1.61.86.73
qlpaojfr.www.lzu.com.    IN    A    158.80.221.120
wlmskgxv.www.lzu.com.    IN    A    102.148.81.235
mjbkvaid.www.lzu.com.    IN    A    235.235.174.243
ujtrsfhi.www.lzu.com.    IN    A    106.243.245.88
dhsapnrw.www.lzu.com.    IN    A    53.249.167.167
aplvxdcn.www.lzu.com.    IN    A    250.112.58.186
bfneqlhv.www.lzu.com.    IN    A    54.146.5.178
fudjmcbl.www.lzu.com.    IN    A    80.225.64.95
jyunfmwx.www.lzu.com.    IN    A    116.169.58.122
ajosyexn.www.lzu.com.    IN    A    219.171.2.105
vnmbwxcs.www.lzu.com.    IN    A    81.85.15.247
fapretsy.www.lzu.com.    IN    A    116.107.57.183
ybvqtpih.www.lzu.com.    IN    A    167.152.178.44
qolvtwcx.www.lzu.com.    IN    A    189.98.92.189
byefrikv.www.lzu.com.    IN    A    186.221.165.114
hlctvdgy.www.lzu.com.    IN    A    197.202.59.132
cbxgjmou.www.lzu.com.    IN    A    91.228.66.219
ebyjxplf.www.lzu.com.    IN    A    81.246.91.42
yktdqneu.www.lzu.com.    IN    A    85.222.183.46
nbykiuej.www.lzu.com.    IN    A    137.139.249.175
hgtailqp.www.lzu.com.    IN    A    137.161.106.1
kibvtpwf.www.lzu.com.    IN    A    107.247.14.159
ilnmtykv.www.lzu.com.    IN    A    29.51.251.129
futkejhb.www.lzu.com.    IN    A    187.159.22.200
plrovemh.www.lzu.com.    IN    A    50.117.106.58
ijavyrul.www.lzu.com.    IN    A    63.208.3.236
gybxdhui.www.lzu.com.    IN    A    33.71.185.31
ulkaposn.www.lzu.com.    IN    A    178.173.161.220
dmsalxhu.www.lzu.com.    IN    A    129.106.205.235
gsxmweko.www.lzu.com.    IN    A    251.236.253.57
