www.whu.com. 	14400	IN	SOA	ns1.www.whu.com. james.whu.edu. 19122302 14400 3600 2419200 14400
www.whu.com.		    IN	NS ns1.www.whu.com.
qkephacm.www.whu.com.    IN    A    167.55.159.227
klqfcgbn.www.whu.com.    IN    A    253.145.129.12
ngbsqicx.www.whu.com.    IN    A    17.184.133.208
enjgkyvw.www.whu.com.    IN    A    204.110.27.141
lndwxohp.www.whu.com.    IN    A    137.244.154.99
glbcaerd.www.whu.com.    IN    A    193.158.10.161
mwgohvji.www.whu.com.    IN    A    145.222.68.214
eksrhclj.www.whu.com.    IN    A    173.134.107.154
komdpvwt.www.whu.com.    IN    A    211.28.197.110
npkxvldj.www.whu.com.    IN    A    40.82.114.192
oydbjliw.www.whu.com.    IN    A    128.145.13.154
eksvbopd.www.whu.com.    IN    A    229.4.65.203
soixnmtk.www.whu.com.    IN    A    238.62.127.180
tafnbphg.www.whu.com.    IN    A    200.139.158.238
hjugtbdn.www.whu.com.    IN    A    87.214.145.63
eqcnpbvj.www.whu.com.    IN    A    84.23.121.35
pldjuxcv.www.whu.com.    IN    A    2.139.59.33
quinexkd.www.whu.com.    IN    A    23.194.64.165
yjqucmdn.www.whu.com.    IN    A    243.38.22.104
bdaiqvre.www.whu.com.    IN    A    124.131.174.81
pvqmidlc.www.whu.com.    IN    A    65.170.248.129
bvjoylpu.www.whu.com.    IN    A    128.81.40.207
dblgaixp.www.whu.com.    IN    A    154.251.3.7
rfujlvxa.www.whu.com.    IN    A    66.159.119.200
litjcpax.www.whu.com.    IN    A    98.238.123.123
padcewhl.www.whu.com.    IN    A    139.56.166.21
khlacufo.www.whu.com.    IN    A    124.252.11.49
qgyajdnf.www.whu.com.    IN    A    220.45.65.146
ugphdabm.www.whu.com.    IN    A    42.255.176.189
bgmpkouh.www.whu.com.    IN    A    101.97.27.146
dypscugw.www.whu.com.    IN    A    235.82.129.137
rhqavxwe.www.whu.com.    IN    A    65.239.220.135
snuwhmbt.www.whu.com.    IN    A    175.224.249.184
kwlbtruy.www.whu.com.    IN    A    72.31.15.78
khfucale.www.whu.com.    IN    A    221.151.166.35
fvhdiwmo.www.whu.com.    IN    A    165.138.240.173
ldvegfbp.www.whu.com.    IN    A    34.109.175.24
tojkegud.www.whu.com.    IN    A    203.75.237.78
ysmarpno.www.whu.com.    IN    A    255.159.159.226
svpqfxho.www.whu.com.    IN    A    188.132.44.138
asqdrnfx.www.whu.com.    IN    A    222.138.137.1
mujeicrl.www.whu.com.    IN    A    214.57.70.9
mbwdspri.www.whu.com.    IN    A    224.188.101.174
vcfxyhdi.www.whu.com.    IN    A    14.31.177.170
dfenpkst.www.whu.com.    IN    A    92.211.111.149
gxjnkwah.www.whu.com.    IN    A    190.127.41.154
rpavfqoc.www.whu.com.    IN    A    30.100.151.62
kefydqol.www.whu.com.    IN    A    241.230.11.58
qrjwigcv.www.whu.com.    IN    A    19.218.211.57
xlhbimkd.www.whu.com.    IN    A    144.143.11.128
yrbvnoet.www.whu.com.    IN    A    33.106.173.152
mpocregf.www.whu.com.    IN    A    240.17.130.174
jslitrmc.www.whu.com.    IN    A    44.189.15.143
xbnqgrml.www.whu.com.    IN    A    131.103.159.221
evkdqixf.www.whu.com.    IN    A    121.224.35.53
njohvxer.www.whu.com.    IN    A    234.93.195.215
rvncgoet.www.whu.com.    IN    A    35.52.199.15
dbvhuiyq.www.whu.com.    IN    A    155.171.183.23
xvwkglnt.www.whu.com.    IN    A    216.160.225.116
jgcnferl.www.whu.com.    IN    A    88.169.33.72
dkeyivcx.www.whu.com.    IN    A    55.184.183.171
uqbpylfc.www.whu.com.    IN    A    198.135.254.166
qcdasgpb.www.whu.com.    IN    A    221.17.72.96
ijmwpyhe.www.whu.com.    IN    A    2.112.95.191
omlenais.www.whu.com.    IN    A    38.207.5.182
ivgjuxet.www.whu.com.    IN    A    110.13.44.11
ahpdrfeo.www.whu.com.    IN    A    79.200.71.250
nxcqpmjt.www.whu.com.    IN    A    4.35.164.186
pmhftrni.www.whu.com.    IN    A    35.46.109.126
xytvkcdb.www.whu.com.    IN    A    40.20.36.140
ejunbtyg.www.whu.com.    IN    A    77.215.15.37
mihsgxay.www.whu.com.    IN    A    251.132.168.166
csexanbl.www.whu.com.    IN    A    146.10.75.113
gqvuyrko.www.whu.com.    IN    A    111.79.134.22
symdatlf.www.whu.com.    IN    A    179.35.121.119
pkrfecxs.www.whu.com.    IN    A    253.105.241.94
gbcdoeiy.www.whu.com.    IN    A    48.99.33.46
xmtyrdiu.www.whu.com.    IN    A    30.180.178.234
btqydsvm.www.whu.com.    IN    A    184.129.139.84
yurfaljq.www.whu.com.    IN    A    130.78.42.94
tjuamvwc.www.whu.com.    IN    A    131.13.20.57
gboywlnc.www.whu.com.    IN    A    140.38.238.11
atogdjuh.www.whu.com.    IN    A    9.51.215.23
ypkmcjvf.www.whu.com.    IN    A    6.111.23.202
yqikcsan.www.whu.com.    IN    A    185.157.254.86
qopubnak.www.whu.com.    IN    A    52.187.162.51
gqasobwx.www.whu.com.    IN    A    189.55.134.126
amltqveg.www.whu.com.    IN    A    158.173.54.89
plojqvxm.www.whu.com.    IN    A    149.250.238.84
alfhymnt.www.whu.com.    IN    A    231.231.13.28
yanfurlo.www.whu.com.    IN    A    58.122.178.77
cmwrfeoy.www.whu.com.    IN    A    234.197.144.118
awgolihx.www.whu.com.    IN    A    2.171.250.205
qbfdnuja.www.whu.com.    IN    A    30.125.44.85
cogmidvl.www.whu.com.    IN    A    222.149.59.170
ivyaedjf.www.whu.com.    IN    A    101.197.30.246
htocpqys.www.whu.com.    IN    A    220.172.250.172
auvdhfsk.www.whu.com.    IN    A    120.142.12.6
cqvormbx.www.whu.com.    IN    A    238.86.76.126
snjxghld.www.whu.com.    IN    A    166.168.8.34
ktgqiodp.www.whu.com.    IN    A    23.49.50.118
riysubtx.www.whu.com.    IN    A    71.9.57.7
uvpcklyo.www.whu.com.    IN    A    47.158.8.34
xjnyhgvb.www.whu.com.    IN    A    221.171.183.48
qpltdomn.www.whu.com.    IN    A    215.61.93.123
dmlewpoy.www.whu.com.    IN    A    75.179.68.52
uclhprym.www.whu.com.    IN    A    4.8.194.88
iksdpfhx.www.whu.com.    IN    A    62.197.160.132
slmgnixc.www.whu.com.    IN    A    226.70.231.37
sdfqaonu.www.whu.com.    IN    A    59.101.224.62
oshekfgb.www.whu.com.    IN    A    186.0.212.86
ealjhpqu.www.whu.com.    IN    A    170.176.192.197
mawpoytx.www.whu.com.    IN    A    150.226.180.250
qnsifjab.www.whu.com.    IN    A    105.196.190.15
blguvqdc.www.whu.com.    IN    A    228.15.75.179
tpxklysi.www.whu.com.    IN    A    189.219.240.144
boyucmjt.www.whu.com.    IN    A    10.121.49.55
qgjdwfns.www.whu.com.    IN    A    10.95.41.126
ljdtpexo.www.whu.com.    IN    A    126.206.198.20
gpwljnry.www.whu.com.    IN    A    210.157.243.80
kfheadyv.www.whu.com.    IN    A    62.10.209.80
prijfecs.www.whu.com.    IN    A    157.53.23.226
phidwkeb.www.whu.com.    IN    A    148.209.240.59
tmvshayx.www.whu.com.    IN    A    230.146.85.107
kodjevyi.www.whu.com.    IN    A    75.109.214.15
digkhore.www.whu.com.    IN    A    251.161.169.50
cdlgtxrk.www.whu.com.    IN    A    22.209.226.197
gpaksxlh.www.whu.com.    IN    A    206.60.198.172
dmryejha.www.whu.com.    IN    A    243.164.135.0
dftbgroq.www.whu.com.    IN    A    88.139.144.61
lctqhfvm.www.whu.com.    IN    A    150.40.111.179
qihyagpw.www.whu.com.    IN    A    226.48.183.246
fagrjynp.www.whu.com.    IN    A    0.123.84.142
iqrlnpbe.www.whu.com.    IN    A    31.205.76.111
atjbqhso.www.whu.com.    IN    A    225.135.45.139
fuycgqrb.www.whu.com.    IN    A    231.116.198.28
hceipoju.www.whu.com.    IN    A    75.172.201.29
vjoqakmw.www.whu.com.    IN    A    42.136.37.35
sgryvnib.www.whu.com.    IN    A    223.19.123.134
fqbunayw.www.whu.com.    IN    A    201.212.162.80
brcdikwh.www.whu.com.    IN    A    8.240.189.157
xfvpiyrw.www.whu.com.    IN    A    114.136.22.226
iqabnegy.www.whu.com.    IN    A    108.130.38.166
pwqoxauk.www.whu.com.    IN    A    16.100.176.1
ldtngjvf.www.whu.com.    IN    A    235.152.100.178
aewgmktq.www.whu.com.    IN    A    15.250.169.115
ncyrpvox.www.whu.com.    IN    A    66.114.123.111
ocyxrefs.www.whu.com.    IN    A    3.172.197.112
thcrwudm.www.whu.com.    IN    A    239.123.72.245
lfvytena.www.whu.com.    IN    A    144.103.71.127
uhilndoa.www.whu.com.    IN    A    209.16.243.177
gsjkybre.www.whu.com.    IN    A    10.100.159.65
lfkgencs.www.whu.com.    IN    A    135.29.207.77
uflpoqmg.www.whu.com.    IN    A    203.206.141.169
lpuonyvg.www.whu.com.    IN    A    194.62.251.45
pwokbqug.www.whu.com.    IN    A    214.125.248.141
kdmvgctb.www.whu.com.    IN    A    34.78.0.106
wlubogyi.www.whu.com.    IN    A    242.250.84.188
hgnxakld.www.whu.com.    IN    A    18.138.221.59
bvgwxyui.www.whu.com.    IN    A    72.33.12.199
ivkuenay.www.whu.com.    IN    A    3.121.131.27
krungbht.www.whu.com.    IN    A    153.137.73.246
nsvcetdu.www.whu.com.    IN    A    139.180.84.95
eictknpl.www.whu.com.    IN    A    226.90.36.87
qpcghvnu.www.whu.com.    IN    A    135.210.9.172
sgvnacmo.www.whu.com.    IN    A    116.192.170.46
viyadwsl.www.whu.com.    IN    A    54.167.119.91
ehlkqytx.www.whu.com.    IN    A    0.107.192.52
ogbiswkn.www.whu.com.    IN    A    70.150.139.48
xsitnbay.www.whu.com.    IN    A    193.152.12.136
kxlghrpd.www.whu.com.    IN    A    181.71.144.116
bjvwxchy.www.whu.com.    IN    A    31.94.160.88
lgastipn.www.whu.com.    IN    A    242.125.123.129
itglyvxa.www.whu.com.    IN    A    217.20.86.141
trnskqgd.www.whu.com.    IN    A    253.231.147.90
vrmhdpwq.www.whu.com.    IN    A    118.64.32.26
knwxiraq.www.whu.com.    IN    A    176.223.90.83
nydfevls.www.whu.com.    IN    A    60.27.109.129
nkaepgmb.www.whu.com.    IN    A    32.242.87.2
qsndfuja.www.whu.com.    IN    A    90.26.51.210
smdpqafj.www.whu.com.    IN    A    63.148.13.19
gcenqakr.www.whu.com.    IN    A    0.129.139.21
nqxlgtyh.www.whu.com.    IN    A    231.221.237.58
dapxhqme.www.whu.com.    IN    A    169.62.83.97
cpkxslhf.www.whu.com.    IN    A    11.182.37.248
xefinyva.www.whu.com.    IN    A    52.170.41.118
jkvxdqbg.www.whu.com.    IN    A    216.48.224.108
nwjbsfdc.www.whu.com.    IN    A    40.49.116.102
cfyunsrb.www.whu.com.    IN    A    110.31.141.1
sewotrqd.www.whu.com.    IN    A    221.243.130.119
lguyjmse.www.whu.com.    IN    A    81.168.70.99
jmscwkbn.www.whu.com.    IN    A    255.188.239.28
dhaopxtf.www.whu.com.    IN    A    174.32.44.163
dbtfkqls.www.whu.com.    IN    A    34.221.28.218
beinvtkq.www.whu.com.    IN    A    28.236.86.83
vlesqrwa.www.whu.com.    IN    A    79.217.242.112
ahcnjofd.www.whu.com.    IN    A    71.133.82.97
wdskpqfc.www.whu.com.    IN    A    57.59.201.226
kpcdvhnj.www.whu.com.    IN    A    215.154.136.135
aludqtbn.www.whu.com.    IN    A    30.198.99.104
jbnydfce.www.whu.com.    IN    A    114.110.130.133
phioqnym.www.whu.com.    IN    A    255.250.186.15
aslytcjo.www.whu.com.    IN    A    167.214.103.72
xahrwlye.www.whu.com.    IN    A    77.205.80.7
ktnvrauj.www.whu.com.    IN    A    40.108.133.156
nuykifwh.www.whu.com.    IN    A    202.84.200.39
fhuxjecb.www.whu.com.    IN    A    157.0.111.212
xjkmrwln.www.whu.com.    IN    A    43.11.88.235
lekvrdnb.www.whu.com.    IN    A    36.164.37.25
qjpwvoht.www.whu.com.    IN    A    51.214.105.63
boigsldf.www.whu.com.    IN    A    29.6.187.156
oigprftd.www.whu.com.    IN    A    20.8.227.217
wxhvjytd.www.whu.com.    IN    A    64.119.151.222
rkiqtyub.www.whu.com.    IN    A    54.33.32.120
dtopjswu.www.whu.com.    IN    A    56.163.235.202
pixhrwfj.www.whu.com.    IN    A    153.12.236.10
okdgymqx.www.whu.com.    IN    A    1.106.176.165
hyquvsjx.www.whu.com.    IN    A    182.246.149.75
hfplveym.www.whu.com.    IN    A    0.119.167.161
bgidhpke.www.whu.com.    IN    A    76.85.51.205
bmujwnfy.www.whu.com.    IN    A    215.25.59.190
gwvkcesm.www.whu.com.    IN    A    129.214.103.170
udepltgr.www.whu.com.    IN    A    70.142.196.187
donlmagj.www.whu.com.    IN    A    213.61.175.114
fplybnxv.www.whu.com.    IN    A    131.193.218.160
qidstebg.www.whu.com.    IN    A    15.33.159.2
fkdovbui.www.whu.com.    IN    A    220.84.248.63
dpevtkau.www.whu.com.    IN    A    69.139.192.69
tlgomisx.www.whu.com.    IN    A    25.180.83.45
qarndmwf.www.whu.com.    IN    A    190.89.79.178
oxaisjgm.www.whu.com.    IN    A    59.151.114.229
hpjilsdk.www.whu.com.    IN    A    50.100.127.90
xqpduwnh.www.whu.com.    IN    A    9.91.139.235
wghbdkem.www.whu.com.    IN    A    166.80.165.106
cydikrnq.www.whu.com.    IN    A    152.68.65.221
tebvuosa.www.whu.com.    IN    A    123.40.117.17
ertdjyqp.www.whu.com.    IN    A    47.216.34.47
tlknaipm.www.whu.com.    IN    A    4.61.177.120
mrukvxet.www.whu.com.    IN    A    255.224.229.65
xvqseyar.www.whu.com.    IN    A    185.67.213.184
gpntwjls.www.whu.com.    IN    A    242.116.193.169
nyadchgk.www.whu.com.    IN    A    11.255.246.203
maqhurcw.www.whu.com.    IN    A    85.68.83.145
vaqkhwyx.www.whu.com.    IN    A    113.54.207.5
ywlenqgd.www.whu.com.    IN    A    21.17.164.78
pdbxltak.www.whu.com.    IN    A    184.181.192.129
fenauvdk.www.whu.com.    IN    A    235.176.17.219
fayjbevi.www.whu.com.    IN    A    137.204.48.184
rnliqsku.www.whu.com.    IN    A    176.80.64.205
bdscfxnw.www.whu.com.    IN    A    87.137.22.219
upgomyhr.www.whu.com.    IN    A    50.62.133.113
twalhvcf.www.whu.com.    IN    A    112.83.125.24
mruencio.www.whu.com.    IN    A    172.12.112.168
nfbihxky.www.whu.com.    IN    A    239.250.68.24
dskwjign.www.whu.com.    IN    A    77.61.40.155
vmoilhan.www.whu.com.    IN    A    190.22.182.23
mjwpnelh.www.whu.com.    IN    A    110.123.124.83
wjcyiepd.www.whu.com.    IN    A    74.228.215.112
tmkrojlg.www.whu.com.    IN    A    32.107.247.33
ythnirpu.www.whu.com.    IN    A    97.30.99.93
dxugkwva.www.whu.com.    IN    A    13.227.227.134
jwqpulft.www.whu.com.    IN    A    8.56.202.69
mxwlghkf.www.whu.com.    IN    A    77.211.129.162
cnitsbxu.www.whu.com.    IN    A    76.174.134.140
rnueiosh.www.whu.com.    IN    A    65.34.247.96
xhifycra.www.whu.com.    IN    A    237.55.247.124
rhxiwule.www.whu.com.    IN    A    191.204.179.168
csifptul.www.whu.com.    IN    A    37.75.140.133
akdibtgo.www.whu.com.    IN    A    233.229.88.110
mykfbraj.www.whu.com.    IN    A    250.229.66.130
pgqemsif.www.whu.com.    IN    A    39.146.171.191
fvpjardk.www.whu.com.    IN    A    230.155.25.171
amvbxolc.www.whu.com.    IN    A    207.171.135.226
tpvfkuox.www.whu.com.    IN    A    154.136.81.54
cjfergbp.www.whu.com.    IN    A    168.39.222.115
ihjfekqr.www.whu.com.    IN    A    120.45.51.195
xsowpaey.www.whu.com.    IN    A    168.149.154.122
vbpmfgaw.www.whu.com.    IN    A    206.33.168.83
utakpbgi.www.whu.com.    IN    A    241.216.61.164
gujhofin.www.whu.com.    IN    A    75.160.206.4
bpdexglj.www.whu.com.    IN    A    81.113.48.121
yvxmiscr.www.whu.com.    IN    A    44.22.227.247
npevqghc.www.whu.com.    IN    A    149.14.245.79
caohnfyw.www.whu.com.    IN    A    242.172.46.249
whdytova.www.whu.com.    IN    A    203.148.160.28
wpcsiovg.www.whu.com.    IN    A    206.27.216.133
locbyuvp.www.whu.com.    IN    A    180.247.139.213
vekcoxnr.www.whu.com.    IN    A    9.61.110.219
dymrspuf.www.whu.com.    IN    A    223.66.17.85
dawcbeot.www.whu.com.    IN    A    79.132.73.241
ytdkxlfa.www.whu.com.    IN    A    54.44.31.190
mwxkybhv.www.whu.com.    IN    A    8.209.45.156
ynkujvbd.www.whu.com.    IN    A    244.195.11.133
odcunwpm.www.whu.com.    IN    A    8.238.94.17
ojclvdyk.www.whu.com.    IN    A    180.215.80.101
jdbgiqum.www.whu.com.    IN    A    4.211.206.6
toqecdbm.www.whu.com.    IN    A    38.196.229.169
iuhdqnyr.www.whu.com.    IN    A    251.178.24.104
yfileosq.www.whu.com.    IN    A    81.127.245.241
evcpoqil.www.whu.com.    IN    A    41.1.173.179
bfkiteoa.www.whu.com.    IN    A    176.233.141.87
ioftdawq.www.whu.com.    IN    A    79.69.30.130
ndcprmwe.www.whu.com.    IN    A    81.1.83.1
qvrushma.www.whu.com.    IN    A    247.76.194.250
kwfeqcva.www.whu.com.    IN    A    117.92.214.82
cwonquyf.www.whu.com.    IN    A    166.237.25.166
uvmepbad.www.whu.com.    IN    A    246.63.228.142
duiqfmeh.www.whu.com.    IN    A    128.56.63.244
pkcgnmer.www.whu.com.    IN    A    166.163.104.92
morfvwdb.www.whu.com.    IN    A    190.1.191.155
knvjmgpb.www.whu.com.    IN    A    14.161.195.246
elbmpycw.www.whu.com.    IN    A    92.119.77.220
ecanjyhk.www.whu.com.    IN    A    187.5.106.249
prukogcv.www.whu.com.    IN    A    213.102.114.109
uceragio.www.whu.com.    IN    A    235.163.86.225
fyapeucj.www.whu.com.    IN    A    187.222.151.124
kusoxgwt.www.whu.com.    IN    A    188.167.243.145
oabhnxpu.www.whu.com.    IN    A    254.204.243.143
sgqwoeux.www.whu.com.    IN    A    62.179.236.28
iycgkpwm.www.whu.com.    IN    A    218.184.44.177
rkmoxwpf.www.whu.com.    IN    A    85.8.59.91
etdgunwr.www.whu.com.    IN    A    47.28.42.27
bvqhagdr.www.whu.com.    IN    A    148.43.71.200
kesqviyf.www.whu.com.    IN    A    85.233.141.137
nhxosfvc.www.whu.com.    IN    A    50.194.236.209
tjymeafb.www.whu.com.    IN    A    211.86.54.234
ohsgfnrm.www.whu.com.    IN    A    48.59.118.194
epgkqxun.www.whu.com.    IN    A    245.77.153.112
oclbqfeu.www.whu.com.    IN    A    131.211.206.190
klcmwxyg.www.whu.com.    IN    A    17.38.154.183
asrpimxn.www.whu.com.    IN    A    191.40.100.138
kyndqctw.www.whu.com.    IN    A    138.41.35.163
gmbrcdep.www.whu.com.    IN    A    178.93.118.83
dmwviukr.www.whu.com.    IN    A    181.213.182.10
vlchwujp.www.whu.com.    IN    A    246.89.251.195
etdcmxqf.www.whu.com.    IN    A    249.195.15.151
nlkmdxyi.www.whu.com.    IN    A    25.122.74.129
opweglkx.www.whu.com.    IN    A    223.185.108.147
dsyceaug.www.whu.com.    IN    A    252.148.37.244
tschlodi.www.whu.com.    IN    A    110.137.119.123
yldnewix.www.whu.com.    IN    A    53.79.137.113
kluegpmr.www.whu.com.    IN    A    159.254.93.249
ekfgpdch.www.whu.com.    IN    A    128.51.64.244
rqlhvgid.www.whu.com.    IN    A    148.36.203.136
waritljk.www.whu.com.    IN    A    215.119.172.70
aqjtovpy.www.whu.com.    IN    A    192.73.133.136
dwvcramp.www.whu.com.    IN    A    0.157.127.29
gdxhyjcn.www.whu.com.    IN    A    169.186.61.13
rsoiynpw.www.whu.com.    IN    A    230.4.119.145
ygckqxnb.www.whu.com.    IN    A    115.213.203.120
sguicrxp.www.whu.com.    IN    A    6.211.100.184
iatwmvob.www.whu.com.    IN    A    183.111.242.201
pomjlydg.www.whu.com.    IN    A    162.103.102.89
roysmudj.www.whu.com.    IN    A    165.193.116.176
fnjuhlxm.www.whu.com.    IN    A    161.98.44.84
yiundvrs.www.whu.com.    IN    A    43.214.25.241
fryvlxdt.www.whu.com.    IN    A    108.59.174.186
envbruys.www.whu.com.    IN    A    3.247.28.0
wutpcyls.www.whu.com.    IN    A    18.246.124.183
qrkjnfxl.www.whu.com.    IN    A    56.200.123.161
kybgojax.www.whu.com.    IN    A    231.255.62.163
fajiuvkx.www.whu.com.    IN    A    15.228.146.18
qwgdabyn.www.whu.com.    IN    A    62.143.77.192
imuwjoth.www.whu.com.    IN    A    39.18.117.154
lnfxicgp.www.whu.com.    IN    A    108.174.61.133
egqdshpl.www.whu.com.    IN    A    169.78.97.55
vjcbrgpd.www.whu.com.    IN    A    90.230.61.179
qegyxshb.www.whu.com.    IN    A    240.123.35.179
ncasmwlf.www.whu.com.    IN    A    53.239.24.200
axvflrkp.www.whu.com.    IN    A    106.8.106.20
awxuefrl.www.whu.com.    IN    A    31.94.77.250
blopgquy.www.whu.com.    IN    A    102.158.245.117
fvcwretx.www.whu.com.    IN    A    104.254.93.117
cqkjeoyn.www.whu.com.    IN    A    188.227.76.204
wqinaujl.www.whu.com.    IN    A    124.174.193.99
sdhflwea.www.whu.com.    IN    A    169.170.45.249
nclvmtaj.www.whu.com.    IN    A    157.72.10.229
cdnrxmuo.www.whu.com.    IN    A    83.206.160.163
mtcebnfk.www.whu.com.    IN    A    128.253.75.232
hoyclajr.www.whu.com.    IN    A    78.222.143.166
rbatevlf.www.whu.com.    IN    A    50.155.197.41
fbuyajqd.www.whu.com.    IN    A    238.47.168.26
uysraotv.www.whu.com.    IN    A    194.149.154.28
gcbjtlkp.www.whu.com.    IN    A    200.115.124.239
gpqcyuil.www.whu.com.    IN    A    165.161.231.173
cfeiwpxy.www.whu.com.    IN    A    128.60.94.37
kenoadpw.www.whu.com.    IN    A    87.231.237.59
rumlaqsf.www.whu.com.    IN    A    66.164.113.86
nomtaehk.www.whu.com.    IN    A    73.69.252.127
iwcrkltj.www.whu.com.    IN    A    46.243.248.192
faidsbnl.www.whu.com.    IN    A    9.146.6.220
xriwyupj.www.whu.com.    IN    A    177.114.127.243
airwpdmy.www.whu.com.    IN    A    64.106.149.100
kgxyufja.www.whu.com.    IN    A    37.209.80.240
qdrgitcs.www.whu.com.    IN    A    200.190.3.33
cmyvxptg.www.whu.com.    IN    A    12.28.68.14
cjyhgrxq.www.whu.com.    IN    A    60.144.253.208
fdnuagol.www.whu.com.    IN    A    51.68.39.211
fdgybcjl.www.whu.com.    IN    A    146.192.244.10
genqopsx.www.whu.com.    IN    A    101.134.249.110
jxocyqdv.www.whu.com.    IN    A    175.220.149.168
qxmiecba.www.whu.com.    IN    A    217.98.145.233
rkhgplob.www.whu.com.    IN    A    105.64.37.0
yjrstdga.www.whu.com.    IN    A    59.101.253.50
lhjdtrvg.www.whu.com.    IN    A    248.112.75.164
peoglncj.www.whu.com.    IN    A    231.39.241.255
gelsjdfa.www.whu.com.    IN    A    128.160.23.212
grcvnxyp.www.whu.com.    IN    A    246.142.175.117
