; <<>> DiG 9.11.3-1ubuntu1.11-Ubuntu <<>> AXFR xmu.com. @ns2.xmu.edu.
;; global options: +cmd

@               			      14400 IN SOA	ns1.xmu.com. james.xmu.edu. 19122302 14400 3600 2419200 14400
xmu.com.			      14400 IN NS	ns1.xmu.com.
ns1.xmu.com.			      14400 IN A	10.166.21.12

www.xmu.com.		      14400 IN NS	ns1.www.xmu.com.
ns1.www.xmu.com.		      14400 IN A		10.166.21.13

informatics.xmu.com.		      14400 IN NS	ns1.informatics.xmu.com.
ns1.informatics.xmu.com.		      14400 IN A		10.166.21.14

sm.xmu.com.		      14400 IN NS	ns1.sm.xmu.com.
ns1.sm.xmu.com.		      14400 IN A		10.166.21.15

xmu.com.			      14400 IN MX	10 smtp.xmu.edu.
xmu.com.			      14400 IN TXT	"v=spf1 a mx ~all"
ayjrhcwv.xmu.com.        IN    A    172.14.96.2
cfrytilu.xmu.com.        IN    A    117.94.16.35
xmajvwfl.xmu.com.        IN    A    95.205.184.200
hwunjaei.xmu.com.        IN    A    171.12.240.126
bcwayejo.xmu.com.        IN    A    113.219.113.121
xypdcqgj.xmu.com.        IN    A    100.33.68.109
htgabxml.xmu.com.        IN    A    156.171.78.166
asqiyhln.xmu.com.        IN    A    33.13.216.176
fandtkwr.xmu.com.        IN    A    20.212.82.84
jncfwyov.xmu.com.        IN    A    55.122.83.215
uldvofme.xmu.com.        IN    A    46.13.120.212
bjcodapx.xmu.com.        IN    A    221.13.124.21
lyohgeqp.xmu.com.        IN    A    132.90.74.28
kywnjfsl.xmu.com.        IN    A    8.29.151.94
kntyqxbg.xmu.com.        IN    A    32.168.196.99
optmgikr.xmu.com.        IN    A    80.57.151.235
dsxycovt.xmu.com.        IN    A    216.213.148.138
ujkabeng.xmu.com.        IN    A    162.239.103.121
fdhxwqon.xmu.com.        IN    A    118.183.33.116
ylahwuti.xmu.com.        IN    A    20.225.105.212
lyatbrcg.xmu.com.        IN    A    90.133.224.182
yhjcovrf.xmu.com.        IN    A    171.133.159.37
wcyknmdj.xmu.com.        IN    A    248.164.231.149
dmuqetpc.xmu.com.        IN    A    174.130.127.211
davckbgj.xmu.com.        IN    A    220.245.155.164
jusmekqr.xmu.com.        IN    A    84.99.128.204
qerpjwgl.xmu.com.        IN    A    222.145.139.127
gexobstq.xmu.com.        IN    A    62.118.15.243
soauqklp.xmu.com.        IN    A    139.213.191.66
xljorstc.xmu.com.        IN    A    165.233.53.42
qdlmpkcf.xmu.com.        IN    A    8.159.194.250
ntdbqfas.xmu.com.        IN    A    119.229.107.55
vawgjceo.xmu.com.        IN    A    225.56.7.50
smahncdk.xmu.com.        IN    A    156.1.95.186
cjyvxsbq.xmu.com.        IN    A    234.88.95.64
bltqycdo.xmu.com.        IN    A    235.180.212.158
fmesblrn.xmu.com.        IN    A    245.178.46.240
rfclyuin.xmu.com.        IN    A    129.214.107.120
uigjovfl.xmu.com.        IN    A    9.245.150.129
osvkhrwl.xmu.com.        IN    A    115.69.140.83
kodhwgjm.xmu.com.        IN    A    25.16.183.165
pvbmdisu.xmu.com.        IN    A    221.221.64.172
pxbcdsgi.xmu.com.        IN    A    95.58.34.120
bveokjla.xmu.com.        IN    A    62.173.151.229
naueqbxt.xmu.com.        IN    A    224.63.151.146
cfhqwdxs.xmu.com.        IN    A    193.177.51.133
nfpvrsti.xmu.com.        IN    A    114.144.65.211
xwscbrkg.xmu.com.        IN    A    241.116.148.61
ibpxtakv.xmu.com.        IN    A    47.48.200.187
whmgusdq.xmu.com.        IN    A    170.229.25.219
gbpswfcj.xmu.com.        IN    A    150.15.97.7
dftxpkrq.xmu.com.        IN    A    128.76.84.34
aycwsqlt.xmu.com.        IN    A    202.61.78.135
htljgipq.xmu.com.        IN    A    101.32.224.210
semdjhnq.xmu.com.        IN    A    114.34.76.79
lfhkjydo.xmu.com.        IN    A    109.37.176.175
ejnxhypf.xmu.com.        IN    A    211.65.216.224
kreliaxh.xmu.com.        IN    A    140.37.141.216
mexrnkul.xmu.com.        IN    A    37.106.60.46
jgvrbaxi.xmu.com.        IN    A    144.45.198.251
wcxvogrt.xmu.com.        IN    A    156.138.233.141
pwbqyhvn.xmu.com.        IN    A    65.138.239.207
fpsdxtia.xmu.com.        IN    A    150.92.37.234
hdileakq.xmu.com.        IN    A    234.95.177.53
qalmcdxf.xmu.com.        IN    A    205.166.191.146
ugmtcdwi.xmu.com.        IN    A    187.183.136.240
ytprhuvb.xmu.com.        IN    A    75.180.84.13
ehkanrxu.xmu.com.        IN    A    196.251.152.187
bxivsyea.xmu.com.        IN    A    207.249.207.21
becraitm.xmu.com.        IN    A    99.5.237.76
olfmhngy.xmu.com.        IN    A    195.82.122.52
xyjnfsrt.xmu.com.        IN    A    28.114.190.189
ylaovjwk.xmu.com.        IN    A    139.242.142.98
liodaukn.xmu.com.        IN    A    241.161.132.160
wsxlvrnf.xmu.com.        IN    A    160.155.202.51
bgenahct.xmu.com.        IN    A    100.33.126.52
udoqfpgn.xmu.com.        IN    A    55.37.72.195
dnstrckb.xmu.com.        IN    A    29.118.242.193
txmjoqrc.xmu.com.        IN    A    80.90.44.99
dgvpkaci.xmu.com.        IN    A    69.28.243.93
ismubroh.xmu.com.        IN    A    171.209.181.84
glcfbype.xmu.com.        IN    A    204.89.87.219
npbteaqx.xmu.com.        IN    A    73.177.150.116
jcbfvgnl.xmu.com.        IN    A    31.28.132.252
ybfdluto.xmu.com.        IN    A    248.129.172.227
jalbsukg.xmu.com.        IN    A    219.128.4.98
doriqcfn.xmu.com.        IN    A    63.237.245.236
ktemabso.xmu.com.        IN    A    97.47.213.36
aoxrqbhd.xmu.com.        IN    A    95.36.35.166
vcknuiyh.xmu.com.        IN    A    191.124.114.232
ubyjtcva.xmu.com.        IN    A    29.42.243.183
cyafxrbp.xmu.com.        IN    A    232.196.205.20
xfjewivh.xmu.com.        IN    A    110.163.174.74
gycixsdh.xmu.com.        IN    A    245.20.174.221
xgihqlte.xmu.com.        IN    A    138.105.228.242
fkbvlghj.xmu.com.        IN    A    181.223.55.230
iftdmsyl.xmu.com.        IN    A    189.14.236.109
ydgwsjhn.xmu.com.        IN    A    213.101.188.85
yniofmle.xmu.com.        IN    A    209.133.190.61
lhreaqtc.xmu.com.        IN    A    167.238.132.231
svjqydwk.xmu.com.        IN    A    100.231.191.83
gicxbylm.xmu.com.        IN    A    172.200.102.58
lqybapsx.xmu.com.        IN    A    200.124.178.56
kycfojqm.xmu.com.        IN    A    203.221.255.141
hrftnual.xmu.com.        IN    A    34.153.13.212
axtqhwuy.xmu.com.        IN    A    175.186.152.122
qjavwfkm.xmu.com.        IN    A    250.83.203.190
sdtpoqfx.xmu.com.        IN    A    46.106.69.124
myfxpcvq.xmu.com.        IN    A    132.23.136.62
vpgnlowi.xmu.com.        IN    A    84.116.158.141
vayfpdxw.xmu.com.        IN    A    0.192.226.169
eocgwstj.xmu.com.        IN    A    159.205.121.56
bcfjshyo.xmu.com.        IN    A    89.127.75.38
tvdnkqyj.xmu.com.        IN    A    247.97.17.195
lymxpetr.xmu.com.        IN    A    3.59.197.84
iokdtbrl.xmu.com.        IN    A    104.253.245.232
utnalwqg.xmu.com.        IN    A    34.8.249.112
ophcierl.xmu.com.        IN    A    166.67.100.58
ghifdqye.xmu.com.        IN    A    196.225.35.119
sbmiynej.xmu.com.        IN    A    97.147.200.219
ngpoajsk.xmu.com.        IN    A    157.93.184.246
muebaorp.xmu.com.        IN    A    127.96.12.19
pojrbhxc.xmu.com.        IN    A    14.247.169.177
evnbutfg.xmu.com.        IN    A    94.212.128.70
vhiljxug.xmu.com.        IN    A    118.33.250.188
eymobnpt.xmu.com.        IN    A    87.151.246.53
cdlofraj.xmu.com.        IN    A    43.100.64.31
ntbxajwf.xmu.com.        IN    A    182.125.12.26
ysflhwuv.xmu.com.        IN    A    122.130.149.175
mhrpfqdc.xmu.com.        IN    A    134.224.231.155
yxdhuatf.xmu.com.        IN    A    31.235.189.171
tbydxpre.xmu.com.        IN    A    103.30.152.166
xcsgatum.xmu.com.        IN    A    199.187.211.10
glfkrnsy.xmu.com.        IN    A    91.239.159.22
ldxjafbt.xmu.com.        IN    A    90.44.70.188
mqslxfey.xmu.com.        IN    A    249.117.68.56
kpxdbsuq.xmu.com.        IN    A    11.254.180.169
nqwldrjy.xmu.com.        IN    A    25.198.46.91
delupnsg.xmu.com.        IN    A    41.50.180.149
uhwpomrs.xmu.com.        IN    A    234.27.111.41
nviesbaj.xmu.com.        IN    A    142.143.45.185
kenctsuw.xmu.com.        IN    A    181.27.22.20
gshkiqoc.xmu.com.        IN    A    213.208.142.208
hkrysugq.xmu.com.        IN    A    103.219.77.74
cnqaebys.xmu.com.        IN    A    68.179.172.51
cihqmapw.xmu.com.        IN    A    101.128.46.41
wqlsmdnb.xmu.com.        IN    A    174.64.96.246
whrkjsde.xmu.com.        IN    A    53.42.231.85
nxrtdlbo.xmu.com.        IN    A    214.63.242.112
itjsqrya.xmu.com.        IN    A    78.238.15.126
veybwrxf.xmu.com.        IN    A    3.251.107.222
mxbctpea.xmu.com.        IN    A    65.6.26.150
knqwdoae.xmu.com.        IN    A    229.250.198.56
pkmeognw.xmu.com.        IN    A    228.25.2.25
mewbvsqy.xmu.com.        IN    A    109.101.27.232
vbxfohnj.xmu.com.        IN    A    6.127.120.148
tnfrjdkb.xmu.com.        IN    A    18.73.14.67
cljqxmvw.xmu.com.        IN    A    176.6.49.2
ngtdrluv.xmu.com.        IN    A    5.102.54.122
orkifyev.xmu.com.        IN    A    250.200.27.238
iuykhsqp.xmu.com.        IN    A    109.137.114.48
cdmgorxn.xmu.com.        IN    A    63.201.112.88
nvyshrdt.xmu.com.        IN    A    197.142.101.148
dasknlbt.xmu.com.        IN    A    188.111.155.192
ncbalmqw.xmu.com.        IN    A    148.167.228.151
slbgcruj.xmu.com.        IN    A    48.250.53.98
kiydqrcj.xmu.com.        IN    A    38.162.116.240
khlasfum.xmu.com.        IN    A    77.101.83.90
xhimtyck.xmu.com.        IN    A    133.98.254.36
ijveymax.xmu.com.        IN    A    105.124.44.127
uqftxdoi.xmu.com.        IN    A    207.21.18.244
covydhnj.xmu.com.        IN    A    207.139.160.108
qxfusarb.xmu.com.        IN    A    214.239.194.43
yvbdjoin.xmu.com.        IN    A    220.226.68.167
tcibfglj.xmu.com.        IN    A    159.170.76.85
xsdemqba.xmu.com.        IN    A    28.60.224.244
hveagftq.xmu.com.        IN    A    182.63.97.167
woycrglh.xmu.com.        IN    A    28.152.246.242
wduetbrc.xmu.com.        IN    A    211.162.5.98
tmprflyd.xmu.com.        IN    A    174.60.24.192
nilgwvkt.xmu.com.        IN    A    144.88.3.230
acgkxhjy.xmu.com.        IN    A    246.154.89.56
fmsdivuc.xmu.com.        IN    A    126.204.46.46
rlategmb.xmu.com.        IN    A    166.179.165.201
btivrxud.xmu.com.        IN    A    63.56.144.41
jwsbvltm.xmu.com.        IN    A    12.178.106.178
ifykluhb.xmu.com.        IN    A    60.118.152.75
waoyihmc.xmu.com.        IN    A    116.127.18.78
wkcsfnhr.xmu.com.        IN    A    16.211.22.33
kroisfua.xmu.com.        IN    A    88.126.5.144
gfkirhqv.xmu.com.        IN    A    170.58.211.205
uqaxtcld.xmu.com.        IN    A    96.0.116.57
rxplkmoa.xmu.com.        IN    A    41.106.225.219
whluqcar.xmu.com.        IN    A    42.72.7.91
fabposli.xmu.com.        IN    A    222.73.69.7
pylkirjw.xmu.com.        IN    A    110.144.183.87
wjteviah.xmu.com.        IN    A    0.192.220.240
rtymelaq.xmu.com.        IN    A    170.218.154.165
aylbncir.xmu.com.        IN    A    104.9.108.47
badgntel.xmu.com.        IN    A    88.246.216.140
ehntaikb.xmu.com.        IN    A    205.191.197.142
ohlfntas.xmu.com.        IN    A    22.31.187.136
lxeqktwh.xmu.com.        IN    A    91.35.134.129
ajqswugk.xmu.com.        IN    A    77.116.51.2
gkrcesah.xmu.com.        IN    A    240.4.25.175
gqrwfaxe.xmu.com.        IN    A    109.88.21.134
omipaxwd.xmu.com.        IN    A    12.245.239.12
rgikeolj.xmu.com.        IN    A    20.82.63.86
ilfdnsox.xmu.com.        IN    A    240.34.198.93
jtayfpum.xmu.com.        IN    A    29.41.80.96
opgsmhqt.xmu.com.        IN    A    21.8.99.214
heakxcvf.xmu.com.        IN    A    46.37.15.246
irmdlpbx.xmu.com.        IN    A    251.216.47.0
tlbnvaio.xmu.com.        IN    A    193.42.150.169
qcshwtod.xmu.com.        IN    A    250.102.14.172
vpxaysbw.xmu.com.        IN    A    74.105.68.179
octlwhfn.xmu.com.        IN    A    238.219.37.16
xgyldoap.xmu.com.        IN    A    59.65.5.134
ejbnftdp.xmu.com.        IN    A    118.121.39.142
mvyqgsno.xmu.com.        IN    A    125.9.127.33
akfqgsph.xmu.com.        IN    A    46.75.245.155
lfrkgiqo.xmu.com.        IN    A    64.112.83.31
icomtxaw.xmu.com.        IN    A    68.207.190.83
lohpbduj.xmu.com.        IN    A    21.220.131.247
sqnxvuij.xmu.com.        IN    A    201.180.26.242
wuadgpqs.xmu.com.        IN    A    156.160.231.206
phqmtocv.xmu.com.        IN    A    65.62.197.247
fvuilkye.xmu.com.        IN    A    65.212.252.91
viomubwg.xmu.com.        IN    A    156.241.105.185
xvyumdfh.xmu.com.        IN    A    93.106.195.103
cifdnbvm.xmu.com.        IN    A    78.92.76.221
vfslqjot.xmu.com.        IN    A    70.177.108.29
qaxntkyd.xmu.com.        IN    A    19.120.102.155
femjvqkw.xmu.com.        IN    A    153.178.217.10
vlgoparw.xmu.com.        IN    A    35.74.89.125
mnrjtpxl.xmu.com.        IN    A    244.93.3.18
kgnpbelc.xmu.com.        IN    A    25.50.79.193
mgiadrcp.xmu.com.        IN    A    126.20.101.168
nhbxkuiv.xmu.com.        IN    A    177.62.55.104
soehiwtb.xmu.com.        IN    A    230.121.109.35
lfxjhnap.xmu.com.        IN    A    120.85.38.241
rintebxs.xmu.com.        IN    A    122.116.133.205
bpviejom.xmu.com.        IN    A    110.168.251.29
grohflqc.xmu.com.        IN    A    51.43.15.18
rtgdyxhm.xmu.com.        IN    A    161.55.178.174
jptqbavx.xmu.com.        IN    A    182.192.85.19
wgnrqsvd.xmu.com.        IN    A    93.25.186.184
nkhragwx.xmu.com.        IN    A    75.242.12.52
ablkepct.xmu.com.        IN    A    30.188.204.85
ymaetdnc.xmu.com.        IN    A    82.71.49.246
hsktmopu.xmu.com.        IN    A    218.84.245.179
iakufegx.xmu.com.        IN    A    140.73.133.252
aidfslvr.xmu.com.        IN    A    12.73.2.218
bpisfcnk.xmu.com.        IN    A    126.101.10.194
iryfwkgu.xmu.com.        IN    A    221.146.14.187
ntlepxrj.xmu.com.        IN    A    22.42.164.44
ijqycngd.xmu.com.        IN    A    89.222.171.43
ksyjfnlb.xmu.com.        IN    A    181.184.228.168
gewkavts.xmu.com.        IN    A    254.61.234.48
jdfneykg.xmu.com.        IN    A    153.103.224.43
thxmlkpo.xmu.com.        IN    A    222.33.37.105
wmnrbpji.xmu.com.        IN    A    218.143.223.173
rhmnfbgw.xmu.com.        IN    A    192.158.59.129
qashwpbx.xmu.com.        IN    A    81.165.127.200
feptqbig.xmu.com.        IN    A    48.155.169.158
xqnkoefy.xmu.com.        IN    A    177.98.220.43
njfvmpis.xmu.com.        IN    A    51.127.231.111
kaqoijbf.xmu.com.        IN    A    71.229.192.189
fypkiurw.xmu.com.        IN    A    37.250.48.252
lobrfkjn.xmu.com.        IN    A    208.185.113.39
arfpmjcx.xmu.com.        IN    A    153.126.202.245
anpdrqts.xmu.com.        IN    A    107.59.126.46
fkiwvyjd.xmu.com.        IN    A    188.190.49.203
mjaouekt.xmu.com.        IN    A    89.173.131.7
iuynlwcg.xmu.com.        IN    A    218.105.185.157
dshaimbx.xmu.com.        IN    A    188.140.235.164
reubjwhm.xmu.com.        IN    A    86.59.105.121
vupykclx.xmu.com.        IN    A    211.216.144.89
cdnphoga.xmu.com.        IN    A    113.230.125.103
knuopbsj.xmu.com.        IN    A    220.155.38.211
aynwkpsq.xmu.com.        IN    A    57.173.143.187
dyuxljai.xmu.com.        IN    A    255.67.54.240
iupkqmht.xmu.com.        IN    A    197.140.137.104
knaoijxr.xmu.com.        IN    A    225.232.31.188
ukbegwds.xmu.com.        IN    A    221.222.222.54
qosdfwxu.xmu.com.        IN    A    80.120.114.49
njbvgorm.xmu.com.        IN    A    45.45.170.100
wgctxnpo.xmu.com.        IN    A    23.225.18.29
nbvotefi.xmu.com.        IN    A    84.22.61.243
voytlpbk.xmu.com.        IN    A    11.249.100.8
wdvenytf.xmu.com.        IN    A    9.214.240.88
puecmbli.xmu.com.        IN    A    20.227.214.98
xgwkmvco.xmu.com.        IN    A    242.137.168.174
jvfdathw.xmu.com.        IN    A    121.142.29.134
oxamnjsr.xmu.com.        IN    A    141.222.171.172
arsxdflw.xmu.com.        IN    A    133.58.239.41
gkhqjsui.xmu.com.        IN    A    236.5.251.229
ihrkosyj.xmu.com.        IN    A    238.209.77.37
wgxshbyl.xmu.com.        IN    A    165.32.164.30
tcaleujr.xmu.com.        IN    A    43.103.184.93
mvobiajp.xmu.com.        IN    A    223.98.224.166
gveotawf.xmu.com.        IN    A    86.88.176.111
bsvqajri.xmu.com.        IN    A    76.182.63.180
xwhylars.xmu.com.        IN    A    234.165.75.43
dbuofemh.xmu.com.        IN    A    61.22.28.97
spjkaqwo.xmu.com.        IN    A    206.173.240.148
ywpuhsmr.xmu.com.        IN    A    206.64.213.138
jbwmctuo.xmu.com.        IN    A    142.27.100.38
tsuhxpfn.xmu.com.        IN    A    225.94.43.128
gpxlahrw.xmu.com.        IN    A    56.207.128.204
ptbmsoga.xmu.com.        IN    A    29.103.24.56
pafohnkc.xmu.com.        IN    A    49.181.65.40
fcdjrshm.xmu.com.        IN    A    24.192.96.240
plbhjouk.xmu.com.        IN    A    204.122.138.173
nisekjfr.xmu.com.        IN    A    10.254.153.108
yxsvblea.xmu.com.        IN    A    214.88.92.140
ifwsymbj.xmu.com.        IN    A    167.138.158.204
uprjyxbm.xmu.com.        IN    A    119.147.135.254
tdhiwajf.xmu.com.        IN    A    243.118.79.54
ehpjivdo.xmu.com.        IN    A    250.247.201.75
usajenrv.xmu.com.        IN    A    185.25.244.176
auphcvew.xmu.com.        IN    A    81.71.188.123
rqdijlbw.xmu.com.        IN    A    89.92.69.58
gxqhpdyi.xmu.com.        IN    A    221.75.212.40
awoimkjp.xmu.com.        IN    A    42.250.147.232
hdegapqb.xmu.com.        IN    A    101.141.113.232
udblfxjq.xmu.com.        IN    A    232.222.247.231
andchgtq.xmu.com.        IN    A    188.168.52.51
iblxfgcj.xmu.com.        IN    A    254.221.9.25
uitdxfem.xmu.com.        IN    A    150.101.96.132
qpwjevtg.xmu.com.        IN    A    167.250.146.135
usfyadrc.xmu.com.        IN    A    175.65.50.207
lueosbct.xmu.com.        IN    A    31.28.228.88
rsecpixu.xmu.com.        IN    A    38.158.126.161
shndvkbj.xmu.com.        IN    A    244.150.192.43
ituyhwqe.xmu.com.        IN    A    154.177.13.130
kxmsqfae.xmu.com.        IN    A    94.179.68.30
tjnxgrqi.xmu.com.        IN    A    135.50.60.244
srbptuxn.xmu.com.        IN    A    51.191.188.64
lngjqksw.xmu.com.        IN    A    199.17.44.9
qrpcmwtj.xmu.com.        IN    A    211.190.96.202
rqcfjkey.xmu.com.        IN    A    44.57.240.201
npkcbxdy.xmu.com.        IN    A    133.5.120.15
mvhueqoi.xmu.com.        IN    A    28.196.73.123
gokitrua.xmu.com.        IN    A    25.250.6.48
esfrjydu.xmu.com.        IN    A    124.143.15.123
mctbolev.xmu.com.        IN    A    127.246.98.204
sqcrjngm.xmu.com.        IN    A    188.103.84.29
ftudkwbg.xmu.com.        IN    A    70.79.60.101
nrpykotv.xmu.com.        IN    A    225.86.235.246
pqujgvam.xmu.com.        IN    A    115.24.142.225
xlhvobsa.xmu.com.        IN    A    182.160.178.50
qvguiort.xmu.com.        IN    A    206.208.99.6
uncvmsiw.xmu.com.        IN    A    138.219.215.75
wiytqvod.xmu.com.        IN    A    24.0.207.113
drqlsgaw.xmu.com.        IN    A    155.193.87.226
lotjcrsq.xmu.com.        IN    A    131.252.226.82
hvsotifg.xmu.com.        IN    A    134.76.149.86
qdepbcxr.xmu.com.        IN    A    144.188.72.169
lqydmkjs.xmu.com.        IN    A    248.230.90.142
ojpbihts.xmu.com.        IN    A    251.2.92.116
vxkpwdru.xmu.com.        IN    A    27.37.84.67
tfviomkw.xmu.com.        IN    A    242.137.123.122
fadjugmq.xmu.com.        IN    A    153.106.81.107
pxgbadfm.xmu.com.        IN    A    129.173.45.167
bjdhyrvf.xmu.com.        IN    A    131.196.98.27
odrltcvy.xmu.com.        IN    A    204.0.118.246
sykvgwna.xmu.com.        IN    A    127.141.54.133
slotdgje.xmu.com.        IN    A    173.16.161.135
hxilrvdy.xmu.com.        IN    A    64.124.36.3
jisobydv.xmu.com.        IN    A    42.45.166.142
awdfpugv.xmu.com.        IN    A    90.199.104.95
bokflcha.xmu.com.        IN    A    28.150.13.118
iuvdjypo.xmu.com.        IN    A    72.1.87.150
foebspjw.xmu.com.        IN    A    105.179.226.115
nhudimjs.xmu.com.        IN    A    192.86.132.27
rcijytaw.xmu.com.        IN    A    65.200.132.57
knshueai.xmu.com.        IN    A    51.163.98.154
gvhwclmy.xmu.com.        IN    A    40.71.106.111
eoptcujd.xmu.com.        IN    A    10.23.19.190
bdmwigeo.xmu.com.        IN    A    105.195.147.180
xnbqfhve.xmu.com.        IN    A    87.93.112.10
gusajfcr.xmu.com.        IN    A    82.28.247.169
qfkrthmi.xmu.com.        IN    A    29.186.175.235
jyacwmgo.xmu.com.        IN    A    29.128.102.67
cloxuwvh.xmu.com.        IN    A    219.16.32.18
bgaulmqt.xmu.com.        IN    A    22.19.169.17
xpmygqkw.xmu.com.        IN    A    247.52.13.61
xhpujqda.xmu.com.        IN    A    69.30.203.163
rckwtmsa.xmu.com.        IN    A    98.14.228.157
dftnkelg.xmu.com.        IN    A    124.147.191.66
dqhcfelw.xmu.com.        IN    A    222.118.219.177
hjlbgtip.xmu.com.        IN    A    238.166.30.198
hcstgpjb.xmu.com.        IN    A    244.239.232.221
gcblyufa.xmu.com.        IN    A    221.189.70.126
unjkfpqy.xmu.com.        IN    A    151.194.209.93
unhpjxkf.xmu.com.        IN    A    126.183.166.151
necusgaq.xmu.com.        IN    A    110.89.2.149
ifaumcdl.xmu.com.        IN    A    4.115.155.81
yaxepsrq.xmu.com.        IN    A    186.219.142.104
woqtmkld.xmu.com.        IN    A    100.70.13.125
qtfljipg.xmu.com.        IN    A    79.7.123.226
nlmqheoi.xmu.com.        IN    A    159.11.84.50
mldasycq.xmu.com.        IN    A    221.10.132.135
uvysglnh.xmu.com.        IN    A    97.242.67.171
kjofytgh.xmu.com.        IN    A    211.7.215.176
yhomfvnb.xmu.com.        IN    A    110.62.22.186
xbwpdqau.xmu.com.        IN    A    11.165.15.254
dwmxvlyi.xmu.com.        IN    A    8.50.234.247
fesyjlmt.xmu.com.        IN    A    214.19.50.112
wbdtcrio.xmu.com.        IN    A    147.61.196.57
ponvxeya.xmu.com.        IN    A    64.113.173.244
utsnpgrf.xmu.com.        IN    A    168.96.89.219
ydorfmtx.xmu.com.        IN    A    186.241.121.98
