xw.lzu.com.	14400	IN	SOA	ns1.xw.lzu.com. james.lzu.edu. 19122302 14400 3600 2419200 14400
xw.lzu.com.		    IN	NS ns1.xw.lzu.com.
ldiuysae.xw.lzu.com.     IN    A    220.25.186.250
uomaxvqd.xw.lzu.com.     IN    A    125.130.11.252
fujxvgoa.xw.lzu.com.     IN    A    219.15.174.118
pxrygtle.xw.lzu.com.     IN    A    213.82.221.151
pwmoxnba.xw.lzu.com.     IN    A    186.34.8.88
jbpftdoa.xw.lzu.com.     IN    A    4.216.254.225
cgvjudrq.xw.lzu.com.     IN    A    69.101.137.24
tvcsgkid.xw.lzu.com.     IN    A    66.153.77.130
jgwpodae.xw.lzu.com.     IN    A    104.66.62.168
eqcgdnwm.xw.lzu.com.     IN    A    253.166.19.124
amoxqunb.xw.lzu.com.     IN    A    191.167.130.97
tgxkashe.xw.lzu.com.     IN    A    0.163.104.130
tyofuxvq.xw.lzu.com.     IN    A    96.174.2.39
bnrylwcf.xw.lzu.com.     IN    A    231.219.244.11
jtlxuknr.xw.lzu.com.     IN    A    156.105.7.194
dbkwcyis.xw.lzu.com.     IN    A    92.33.147.185
ynbcrwot.xw.lzu.com.     IN    A    108.174.205.158
yxspwjdv.xw.lzu.com.     IN    A    235.201.0.224
vcbhkyjr.xw.lzu.com.     IN    A    222.243.235.164
nldbwqvr.xw.lzu.com.     IN    A    225.12.235.13
nfycibwv.xw.lzu.com.     IN    A    176.139.88.41
lgmfnspa.xw.lzu.com.     IN    A    67.185.245.60
ckjfrels.xw.lzu.com.     IN    A    75.17.26.236
vqxtkdyo.xw.lzu.com.     IN    A    173.101.58.152
onfluxqi.xw.lzu.com.     IN    A    3.128.91.79
batpehow.xw.lzu.com.     IN    A    85.190.147.22
wqpivrbc.xw.lzu.com.     IN    A    202.131.104.193
cgobdvip.xw.lzu.com.     IN    A    12.24.22.80
yvbtmcjx.xw.lzu.com.     IN    A    73.45.206.177
wmihxfgo.xw.lzu.com.     IN    A    104.38.215.6
urjcbsvi.xw.lzu.com.     IN    A    96.71.132.137
yilshxfj.xw.lzu.com.     IN    A    205.115.225.70
flgshein.xw.lzu.com.     IN    A    39.227.102.235
pobekvrn.xw.lzu.com.     IN    A    235.180.213.57
svrygpji.xw.lzu.com.     IN    A    37.251.145.253
ayxkrwtb.xw.lzu.com.     IN    A    38.242.233.197
gyhtnmlb.xw.lzu.com.     IN    A    64.62.249.113
mifpbhdl.xw.lzu.com.     IN    A    215.53.84.184
dkxorivw.xw.lzu.com.     IN    A    226.56.57.37
axnshmlr.xw.lzu.com.     IN    A    148.103.136.124
umxhgint.xw.lzu.com.     IN    A    36.24.34.126
pqetvfmh.xw.lzu.com.     IN    A    107.111.30.168
rbniklvu.xw.lzu.com.     IN    A    124.16.20.172
qvjicpws.xw.lzu.com.     IN    A    131.74.79.194
xvimutbd.xw.lzu.com.     IN    A    207.181.74.13
xofhgvlt.xw.lzu.com.     IN    A    57.227.102.234
mgyhienv.xw.lzu.com.     IN    A    201.245.247.168
onxmdlgu.xw.lzu.com.     IN    A    73.99.213.220
getqmfcn.xw.lzu.com.     IN    A    13.197.82.246
qgxtkeac.xw.lzu.com.     IN    A    91.217.162.95
pfhmyjdb.xw.lzu.com.     IN    A    153.139.240.102
ndtqusbi.xw.lzu.com.     IN    A    69.178.222.83
ltpicnde.xw.lzu.com.     IN    A    191.30.8.149
qoxthejb.xw.lzu.com.     IN    A    131.50.128.127
kbqrxutv.xw.lzu.com.     IN    A    80.239.16.216
tpjwygxi.xw.lzu.com.     IN    A    191.45.81.223
xapeftdi.xw.lzu.com.     IN    A    247.189.85.46
yivkjhsg.xw.lzu.com.     IN    A    128.172.246.170
ivyhgbuo.xw.lzu.com.     IN    A    63.132.157.28
pqwrotui.xw.lzu.com.     IN    A    36.106.86.135
tedpqubv.xw.lzu.com.     IN    A    112.144.95.67
xlhuwnbv.xw.lzu.com.     IN    A    159.225.87.80
nugkhbft.xw.lzu.com.     IN    A    85.66.235.98
ocqyrabk.xw.lzu.com.     IN    A    132.134.59.158
kwaotyri.xw.lzu.com.     IN    A    19.143.150.176
wpgriotc.xw.lzu.com.     IN    A    209.12.242.112
qxyplueg.xw.lzu.com.     IN    A    244.143.242.120
xlkinwps.xw.lzu.com.     IN    A    249.149.113.57
yelkfgjr.xw.lzu.com.     IN    A    7.152.105.214
vrknejlp.xw.lzu.com.     IN    A    237.248.46.199
jiolkmdb.xw.lzu.com.     IN    A    149.116.117.5
avgodslw.xw.lzu.com.     IN    A    55.135.238.174
wbqisvlp.xw.lzu.com.     IN    A    116.11.140.146
kgydrnwj.xw.lzu.com.     IN    A    230.243.210.177
tlxhuvnc.xw.lzu.com.     IN    A    80.100.221.39
eiohrfpy.xw.lzu.com.     IN    A    96.237.50.51
ywasubcf.xw.lzu.com.     IN    A    120.209.108.209
thgljwsd.xw.lzu.com.     IN    A    207.96.193.145
hnbsigjd.xw.lzu.com.     IN    A    119.174.141.242
pykcjhtl.xw.lzu.com.     IN    A    21.2.1.62
tkwvbhyl.xw.lzu.com.     IN    A    108.213.209.80
vfbwptqh.xw.lzu.com.     IN    A    149.253.76.47
hygqjufa.xw.lzu.com.     IN    A    251.176.145.31
piybdsmw.xw.lzu.com.     IN    A    108.55.126.35
easdqorw.xw.lzu.com.     IN    A    1.68.162.72
gqoayriv.xw.lzu.com.     IN    A    128.220.176.129
bksofmtg.xw.lzu.com.     IN    A    210.9.184.183
xdgnjpck.xw.lzu.com.     IN    A    29.124.131.204
gtsylwof.xw.lzu.com.     IN    A    161.64.167.21
tlniyvrc.xw.lzu.com.     IN    A    26.155.69.91
ofyacsul.xw.lzu.com.     IN    A    238.79.23.86
lvomahts.xw.lzu.com.     IN    A    208.106.248.197
fvdlxpmg.xw.lzu.com.     IN    A    241.251.47.113
uorbfqdc.xw.lzu.com.     IN    A    136.74.1.119
xiefacot.xw.lzu.com.     IN    A    207.130.139.147
edtcrbip.xw.lzu.com.     IN    A    2.135.40.95
pqyknbje.xw.lzu.com.     IN    A    83.191.92.94
xsrmhtga.xw.lzu.com.     IN    A    68.92.232.87
jgpkwrxa.xw.lzu.com.     IN    A    220.188.148.224
ldmnegai.xw.lzu.com.     IN    A    59.139.76.125
tuciahob.xw.lzu.com.     IN    A    111.172.57.23
hnmbgxap.xw.lzu.com.     IN    A    60.243.138.80
ebrsvqdm.xw.lzu.com.     IN    A    68.152.85.82
qmnrtkga.xw.lzu.com.     IN    A    97.172.7.34
guawsfrc.xw.lzu.com.     IN    A    157.74.149.230
ruwikdfa.xw.lzu.com.     IN    A    78.153.11.243
wofdetic.xw.lzu.com.     IN    A    92.234.77.147
calidjom.xw.lzu.com.     IN    A    213.161.12.142
oicldhav.xw.lzu.com.     IN    A    113.60.111.43
aerbtknq.xw.lzu.com.     IN    A    84.186.58.209
vorgbixh.xw.lzu.com.     IN    A    28.177.237.110
bgfasvur.xw.lzu.com.     IN    A    51.48.63.22
oaifkpne.xw.lzu.com.     IN    A    56.38.169.173
onhjlyxg.xw.lzu.com.     IN    A    123.58.21.35
fvgdwunq.xw.lzu.com.     IN    A    161.222.189.198
xroaqsul.xw.lzu.com.     IN    A    89.94.102.237
rvxdekmp.xw.lzu.com.     IN    A    160.172.94.214
hmulctiw.xw.lzu.com.     IN    A    73.134.244.150
ukrswcin.xw.lzu.com.     IN    A    69.73.41.248
fxyvunld.xw.lzu.com.     IN    A    73.169.150.220
ypilcthf.xw.lzu.com.     IN    A    129.240.3.206
eolvgpkd.xw.lzu.com.     IN    A    204.145.48.150
xlpcegyf.xw.lzu.com.     IN    A    31.204.83.243
hfbrlesp.xw.lzu.com.     IN    A    162.56.40.125
mvclteio.xw.lzu.com.     IN    A    59.71.193.2
bwjgvlpx.xw.lzu.com.     IN    A    176.236.115.181
hvxocqea.xw.lzu.com.     IN    A    222.3.111.70
nvhicfgs.xw.lzu.com.     IN    A    186.143.78.131
dejrktus.xw.lzu.com.     IN    A    250.13.89.3
moylvhba.xw.lzu.com.     IN    A    242.111.43.140
gfnqpsre.xw.lzu.com.     IN    A    206.135.142.58
yvxtknga.xw.lzu.com.     IN    A    22.183.18.32
jyriapcg.xw.lzu.com.     IN    A    29.21.219.193
pbiwjuay.xw.lzu.com.     IN    A    21.3.202.57
uhnsexwk.xw.lzu.com.     IN    A    82.129.201.185
eoysbauh.xw.lzu.com.     IN    A    118.122.14.111
xqpnyhub.xw.lzu.com.     IN    A    251.163.143.110
muahjelb.xw.lzu.com.     IN    A    143.59.147.51
oldunwgb.xw.lzu.com.     IN    A    200.229.135.211
gtruoclq.xw.lzu.com.     IN    A    6.90.2.97
pjdsioqw.xw.lzu.com.     IN    A    0.105.92.9
eshpogcj.xw.lzu.com.     IN    A    12.47.111.39
fudayepv.xw.lzu.com.     IN    A    66.18.187.244
txwbqmni.xw.lzu.com.     IN    A    147.225.6.188
lfvobean.xw.lzu.com.     IN    A    251.82.155.165
uyebdcxl.xw.lzu.com.     IN    A    162.194.254.248
cswlybkr.xw.lzu.com.     IN    A    137.121.206.114
uyoslipe.xw.lzu.com.     IN    A    245.96.3.107
fbchtwpv.xw.lzu.com.     IN    A    26.15.248.231
qoslfetv.xw.lzu.com.     IN    A    104.167.243.206
ghqmraxl.xw.lzu.com.     IN    A    236.141.150.87
bodcvnyq.xw.lzu.com.     IN    A    83.78.102.2
eyqpokvc.xw.lzu.com.     IN    A    90.100.33.163
mdgixrku.xw.lzu.com.     IN    A    121.57.177.60
hbjqmxew.xw.lzu.com.     IN    A    63.94.110.33
sdcngtyh.xw.lzu.com.     IN    A    162.73.169.81
wayeorfg.xw.lzu.com.     IN    A    121.147.217.229
qojvbcfd.xw.lzu.com.     IN    A    225.234.69.204
tauyqdjg.xw.lzu.com.     IN    A    152.87.239.99
dptucswl.xw.lzu.com.     IN    A    140.227.152.92
xjqdfnsm.xw.lzu.com.     IN    A    92.130.104.17
mgodvcys.xw.lzu.com.     IN    A    157.133.227.3
hfawjtdc.xw.lzu.com.     IN    A    255.221.209.191
qktnlrhv.xw.lzu.com.     IN    A    220.46.84.230
nfacilmt.xw.lzu.com.     IN    A    216.255.53.236
oanqxjru.xw.lzu.com.     IN    A    205.59.114.7
kqejswvt.xw.lzu.com.     IN    A    52.6.6.153
joesdkwh.xw.lzu.com.     IN    A    213.21.2.239
cbklivmu.xw.lzu.com.     IN    A    31.215.106.40
vqrnxhyu.xw.lzu.com.     IN    A    202.91.73.228
jvdbwnat.xw.lzu.com.     IN    A    65.186.203.217
ilherapq.xw.lzu.com.     IN    A    3.187.11.241
ngyqvusf.xw.lzu.com.     IN    A    29.50.77.185
rvitwfcm.xw.lzu.com.     IN    A    113.132.106.124
xjlgcram.xw.lzu.com.     IN    A    207.155.183.196
rmfnhiot.xw.lzu.com.     IN    A    99.164.108.74
ktejviuq.xw.lzu.com.     IN    A    164.203.106.221
ielyhadv.xw.lzu.com.     IN    A    115.183.140.208
dnlhaxrs.xw.lzu.com.     IN    A    159.6.196.155
sfndrmjh.xw.lzu.com.     IN    A    58.247.107.141
wryipcua.xw.lzu.com.     IN    A    214.148.139.119
udcynlpt.xw.lzu.com.     IN    A    33.95.109.129
kuxlmawj.xw.lzu.com.     IN    A    82.66.49.167
dxotnahj.xw.lzu.com.     IN    A    59.12.176.75
bumsirvc.xw.lzu.com.     IN    A    219.74.207.58
fkthepaj.xw.lzu.com.     IN    A    11.96.88.190
hiklcqaj.xw.lzu.com.     IN    A    78.95.7.120
islvgenk.xw.lzu.com.     IN    A    168.228.66.83
aepqsfkr.xw.lzu.com.     IN    A    230.230.241.30
mrcjhdov.xw.lzu.com.     IN    A    165.38.197.119
owyipmun.xw.lzu.com.     IN    A    162.160.120.188
trkhbmna.xw.lzu.com.     IN    A    174.160.227.76
qvjewsxc.xw.lzu.com.     IN    A    209.23.104.132
lbwrgndx.xw.lzu.com.     IN    A    243.145.58.21
gonbecka.xw.lzu.com.     IN    A    169.197.0.183
pmbqvsxe.xw.lzu.com.     IN    A    78.187.58.43
esgoajix.xw.lzu.com.     IN    A    51.229.54.244
xyterpbh.xw.lzu.com.     IN    A    98.41.156.97
ireusocm.xw.lzu.com.     IN    A    30.150.11.172
fphruwol.xw.lzu.com.     IN    A    190.56.129.1
ihkcgafe.xw.lzu.com.     IN    A    191.7.117.73
cwobhlva.xw.lzu.com.     IN    A    217.21.74.117
pvyxhdmr.xw.lzu.com.     IN    A    70.29.49.51
gkvowers.xw.lzu.com.     IN    A    46.20.73.172
vwubifem.xw.lzu.com.     IN    A    242.186.109.62
lhojgvns.xw.lzu.com.     IN    A    236.247.178.1
sxjwcryt.xw.lzu.com.     IN    A    219.228.94.81
dumxflkb.xw.lzu.com.     IN    A    217.250.194.111
dtofbgsa.xw.lzu.com.     IN    A    99.72.28.39
kugpehtr.xw.lzu.com.     IN    A    60.0.178.241
xhsjmtik.xw.lzu.com.     IN    A    47.233.100.66
axjvifwp.xw.lzu.com.     IN    A    51.27.2.20
fducbten.xw.lzu.com.     IN    A    126.71.248.243
moylqnjv.xw.lzu.com.     IN    A    165.187.240.168
fmbacisy.xw.lzu.com.     IN    A    250.115.196.38
ahsgpdtc.xw.lzu.com.     IN    A    41.185.219.13
srahxfce.xw.lzu.com.     IN    A    33.254.91.76
josaulhp.xw.lzu.com.     IN    A    246.130.65.249
riceylws.xw.lzu.com.     IN    A    67.152.170.206
nrcbuqgm.xw.lzu.com.     IN    A    167.65.146.167
ivstfdrj.xw.lzu.com.     IN    A    104.21.169.176
yancwxfd.xw.lzu.com.     IN    A    72.58.79.156
qyiokmas.xw.lzu.com.     IN    A    93.220.43.141
ojgltneb.xw.lzu.com.     IN    A    104.205.57.176
eocxigkj.xw.lzu.com.     IN    A    225.179.47.223
ousadytb.xw.lzu.com.     IN    A    91.182.246.181
jbtunfqy.xw.lzu.com.     IN    A    135.112.245.239
yqaeptom.xw.lzu.com.     IN    A    224.238.199.238
trnvabmg.xw.lzu.com.     IN    A    186.204.190.92
rwphkmji.xw.lzu.com.     IN    A    158.83.205.126
xcfpswij.xw.lzu.com.     IN    A    110.22.4.87
gjkdwrnl.xw.lzu.com.     IN    A    71.135.138.82
alotyqke.xw.lzu.com.     IN    A    135.198.13.90
rtaxqvjl.xw.lzu.com.     IN    A    20.109.118.68
iqnpwsud.xw.lzu.com.     IN    A    78.110.39.217
bgsxpjco.xw.lzu.com.     IN    A    80.224.88.152
jctrvygo.xw.lzu.com.     IN    A    6.77.127.206
splweuri.xw.lzu.com.     IN    A    156.37.137.107
wmeudaic.xw.lzu.com.     IN    A    175.29.251.63
oydasxpv.xw.lzu.com.     IN    A    252.212.107.18
crtpyfds.xw.lzu.com.     IN    A    205.1.246.177
uhvjmego.xw.lzu.com.     IN    A    30.201.131.39
divmfnbr.xw.lzu.com.     IN    A    137.19.190.255
sahtiyue.xw.lzu.com.     IN    A    0.174.221.230
imqbupjv.xw.lzu.com.     IN    A    62.99.12.152
ayqrhsde.xw.lzu.com.     IN    A    179.174.81.68
ckxgqrlb.xw.lzu.com.     IN    A    86.25.57.190
nlceryjm.xw.lzu.com.     IN    A    192.14.65.104
hpbnxusy.xw.lzu.com.     IN    A    237.207.170.53
smqdpali.xw.lzu.com.     IN    A    191.174.253.196
sfhmpgdw.xw.lzu.com.     IN    A    136.250.48.78
tidkxpnf.xw.lzu.com.     IN    A    250.165.230.16
vjuhlmns.xw.lzu.com.     IN    A    57.137.63.100
amubjthd.xw.lzu.com.     IN    A    49.254.155.81
mjwpkxeh.xw.lzu.com.     IN    A    57.111.249.253
labirspq.xw.lzu.com.     IN    A    172.25.97.247
ayoubejm.xw.lzu.com.     IN    A    78.19.42.114
wecgslpb.xw.lzu.com.     IN    A    215.245.90.253
leovgrsp.xw.lzu.com.     IN    A    68.158.63.101
objvhgas.xw.lzu.com.     IN    A    117.138.37.46
arjgdmpe.xw.lzu.com.     IN    A    15.247.72.65
kpdsnilm.xw.lzu.com.     IN    A    178.116.24.17
vakylogc.xw.lzu.com.     IN    A    169.55.47.11
heaniupw.xw.lzu.com.     IN    A    131.129.19.73
adswpeft.xw.lzu.com.     IN    A    79.136.197.124
bjqyogkv.xw.lzu.com.     IN    A    245.186.37.133
lskobeua.xw.lzu.com.     IN    A    39.131.31.13
dilksxwv.xw.lzu.com.     IN    A    194.66.41.218
escrvkwt.xw.lzu.com.     IN    A    46.181.18.134
gtcuxosq.xw.lzu.com.     IN    A    9.54.254.48
lmuqpfor.xw.lzu.com.     IN    A    131.27.28.20
gkihsnrc.xw.lzu.com.     IN    A    95.179.106.23
wkryfpbx.xw.lzu.com.     IN    A    124.192.167.142
vmqjyouf.xw.lzu.com.     IN    A    61.156.84.195
bafmsqrk.xw.lzu.com.     IN    A    150.107.224.209
nypukali.xw.lzu.com.     IN    A    108.71.10.254
hskymijn.xw.lzu.com.     IN    A    81.231.209.42
hcsrmkav.xw.lzu.com.     IN    A    249.22.97.99
bvjcdlmr.xw.lzu.com.     IN    A    216.86.60.177
qvlsgybp.xw.lzu.com.     IN    A    92.214.186.141
lbknifam.xw.lzu.com.     IN    A    46.30.242.246
yafexclg.xw.lzu.com.     IN    A    117.177.88.28
euwflbyj.xw.lzu.com.     IN    A    107.177.71.63
fimpxqsc.xw.lzu.com.     IN    A    249.59.207.10
bvcqaxrl.xw.lzu.com.     IN    A    160.120.69.160
iavgrnqd.xw.lzu.com.     IN    A    44.244.175.189
lmoqbfap.xw.lzu.com.     IN    A    200.170.103.236
dpsjycew.xw.lzu.com.     IN    A    105.207.197.199
wbfjstey.xw.lzu.com.     IN    A    227.225.111.131
myrvhdpj.xw.lzu.com.     IN    A    103.66.3.62
sbodhqmg.xw.lzu.com.     IN    A    47.19.146.136
jpmehbsa.xw.lzu.com.     IN    A    88.54.141.253
nlvtawhb.xw.lzu.com.     IN    A    72.119.228.135
bykgouhp.xw.lzu.com.     IN    A    147.96.198.72
axlfiydj.xw.lzu.com.     IN    A    113.60.163.166
wcsgxbdo.xw.lzu.com.     IN    A    149.155.27.202
wdrjpncv.xw.lzu.com.     IN    A    94.17.48.104
ivqbwmta.xw.lzu.com.     IN    A    4.190.97.37
oiufjpgk.xw.lzu.com.     IN    A    210.250.21.93
dcmnopfb.xw.lzu.com.     IN    A    149.249.181.232
fclonqmp.xw.lzu.com.     IN    A    166.113.177.246
enpdtuby.xw.lzu.com.     IN    A    29.178.111.209
rbmljfvd.xw.lzu.com.     IN    A    3.240.167.189
haugwxcd.xw.lzu.com.     IN    A    85.197.249.249
fcbvxewn.xw.lzu.com.     IN    A    227.115.163.160
bysjnhev.xw.lzu.com.     IN    A    84.67.210.103
ckqeamfi.xw.lzu.com.     IN    A    60.71.10.245
ydpncsxt.xw.lzu.com.     IN    A    234.212.217.83
mrakpydv.xw.lzu.com.     IN    A    236.185.66.60
ubcnwmel.xw.lzu.com.     IN    A    154.67.21.224
rtxesfwd.xw.lzu.com.     IN    A    117.63.220.103
olfybqpt.xw.lzu.com.     IN    A    54.143.2.165
pwcdjsrn.xw.lzu.com.     IN    A    119.5.59.20
iabdrwnj.xw.lzu.com.     IN    A    29.82.55.227
kcomiupe.xw.lzu.com.     IN    A    247.238.34.213
ojtvlpnh.xw.lzu.com.     IN    A    41.9.212.202
lmenprux.xw.lzu.com.     IN    A    172.101.167.111
vxdnulyw.xw.lzu.com.     IN    A    34.122.149.75
iybsaqvd.xw.lzu.com.     IN    A    37.9.108.150
twfmisgk.xw.lzu.com.     IN    A    45.59.88.125
tojpkqhr.xw.lzu.com.     IN    A    221.40.248.121
iyqdbfps.xw.lzu.com.     IN    A    158.2.240.98
fudrtiep.xw.lzu.com.     IN    A    65.19.255.246
axgfrmlp.xw.lzu.com.     IN    A    73.244.209.112
xwfujdar.xw.lzu.com.     IN    A    42.171.99.9
weuftxbl.xw.lzu.com.     IN    A    97.185.230.20
sfyoeqbx.xw.lzu.com.     IN    A    125.213.130.111
euklcqnt.xw.lzu.com.     IN    A    62.22.126.70
ngamevso.xw.lzu.com.     IN    A    109.34.178.83
fevqmlpn.xw.lzu.com.     IN    A    252.105.20.213
ytxplqdo.xw.lzu.com.     IN    A    160.129.204.206
sixdjoht.xw.lzu.com.     IN    A    147.246.104.231
glfrcpys.xw.lzu.com.     IN    A    51.29.251.165
dskixprf.xw.lzu.com.     IN    A    125.172.185.175
hkjxplmo.xw.lzu.com.     IN    A    220.159.166.106
uvdyarkj.xw.lzu.com.     IN    A    147.105.140.131
bulqisor.xw.lzu.com.     IN    A    36.87.71.22
qipdgklb.xw.lzu.com.     IN    A    104.119.16.212
awtoprql.xw.lzu.com.     IN    A    207.203.240.228
jhvdybwa.xw.lzu.com.     IN    A    253.251.100.101
jlpdvakx.xw.lzu.com.     IN    A    143.175.247.244
uasihmbn.xw.lzu.com.     IN    A    62.78.109.193
ubklnhec.xw.lzu.com.     IN    A    219.31.20.99
chqbjivr.xw.lzu.com.     IN    A    200.96.1.98
vxqufgos.xw.lzu.com.     IN    A    68.183.104.52
qbpyxouw.xw.lzu.com.     IN    A    126.167.50.254
eqgnmduc.xw.lzu.com.     IN    A    138.104.125.165
ihdtugws.xw.lzu.com.     IN    A    133.80.67.189
aytuwied.xw.lzu.com.     IN    A    201.102.100.63
hgvyqprs.xw.lzu.com.     IN    A    37.60.64.110
jwfcvdrl.xw.lzu.com.     IN    A    254.207.51.159
ribguyfe.xw.lzu.com.     IN    A    7.239.80.123
sicymoae.xw.lzu.com.     IN    A    123.228.91.31
wfpgbhoa.xw.lzu.com.     IN    A    168.168.55.13
gwalsduc.xw.lzu.com.     IN    A    15.132.104.60
rajnypls.xw.lzu.com.     IN    A    9.1.221.191
eiohsbaf.xw.lzu.com.     IN    A    1.166.61.57
gburmtcw.xw.lzu.com.     IN    A    90.196.74.118
hxiwlonp.xw.lzu.com.     IN    A    164.122.229.101
qfnbvdup.xw.lzu.com.     IN    A    26.211.68.64
oujdfigv.xw.lzu.com.     IN    A    228.68.217.148
hbiqgxny.xw.lzu.com.     IN    A    64.130.249.23
ftpvisqg.xw.lzu.com.     IN    A    41.187.239.55
nmgrpidv.xw.lzu.com.     IN    A    213.82.18.234
bftsdikx.xw.lzu.com.     IN    A    224.11.38.85
naxelcqi.xw.lzu.com.     IN    A    128.57.171.230
nowfvtmy.xw.lzu.com.     IN    A    96.42.167.176
fnksilcd.xw.lzu.com.     IN    A    187.123.68.192
dkfjqlht.xw.lzu.com.     IN    A    152.15.44.137
aocygxfj.xw.lzu.com.     IN    A    81.212.199.69
gvfmlqxs.xw.lzu.com.     IN    A    5.119.114.176
yeqncvpm.xw.lzu.com.     IN    A    82.81.236.118
adtbeqvc.xw.lzu.com.     IN    A    243.115.99.27
gmldphuf.xw.lzu.com.     IN    A    1.34.198.158
jqvldrsc.xw.lzu.com.     IN    A    237.26.203.154
uatpogyf.xw.lzu.com.     IN    A    244.154.71.7
wqaclrie.xw.lzu.com.     IN    A    201.71.91.79
oxiwavpm.xw.lzu.com.     IN    A    8.156.117.199
ktwnjsaq.xw.lzu.com.     IN    A    27.41.12.48
wjoaqxuk.xw.lzu.com.     IN    A    179.12.237.238
jpohyuvb.xw.lzu.com.     IN    A    52.219.145.234
xpsdcqkb.xw.lzu.com.     IN    A    99.35.211.186
eluhvgqd.xw.lzu.com.     IN    A    13.135.250.192
xfgyuqwb.xw.lzu.com.     IN    A    165.212.56.16
fcnmxlat.xw.lzu.com.     IN    A    244.113.164.94
fnxlkaqe.xw.lzu.com.     IN    A    93.212.185.113
yxnbepsm.xw.lzu.com.     IN    A    3.197.222.64
srncavuw.xw.lzu.com.     IN    A    190.59.28.98
syuatpbk.xw.lzu.com.     IN    A    47.16.112.191
duyljkrn.xw.lzu.com.     IN    A    83.10.103.123
tkqofayh.xw.lzu.com.     IN    A    127.174.180.204
rqvtaiuh.xw.lzu.com.     IN    A    21.28.153.5
tpajrfob.xw.lzu.com.     IN    A    128.69.4.1
glhapocb.xw.lzu.com.     IN    A    81.223.234.20
vicagysh.xw.lzu.com.     IN    A    231.87.10.70
gjmdtfqe.xw.lzu.com.     IN    A    37.56.161.120
sdhqybgn.xw.lzu.com.     IN    A    121.15.54.95
nwclhyrp.xw.lzu.com.     IN    A    4.0.157.11
pgnsothf.xw.lzu.com.     IN    A    219.28.251.162
iqtomrhp.xw.lzu.com.     IN    A    66.84.222.95
sipkjanh.xw.lzu.com.     IN    A    147.32.22.81
xmbyvpus.xw.lzu.com.     IN    A    162.176.245.163
etrapwls.xw.lzu.com.     IN    A    109.143.82.147
detvafox.xw.lzu.com.     IN    A    75.12.131.3
wdikotbm.xw.lzu.com.     IN    A    101.69.167.138
gncwrtiv.xw.lzu.com.     IN    A    48.183.32.76
luhsqbcn.xw.lzu.com.     IN    A    151.145.142.245
ptexgosw.xw.lzu.com.     IN    A    95.193.66.47
imyrgths.xw.lzu.com.     IN    A    156.172.170.6
yihetrpl.xw.lzu.com.     IN    A    165.27.202.56
lnimjrdh.xw.lzu.com.     IN    A    134.202.227.116
plgmeqnu.xw.lzu.com.     IN    A    183.171.40.176
xjbsluqm.xw.lzu.com.     IN    A    66.37.37.205
tsgrdeqy.xw.lzu.com.     IN    A    8.228.75.19
bitvashn.xw.lzu.com.     IN    A    15.253.27.249
liudjhgs.xw.lzu.com.     IN    A    112.77.223.61
yvolntrb.xw.lzu.com.     IN    A    31.210.215.183
aejkhmfq.xw.lzu.com.     IN    A    36.176.107.87
nctgbhfp.xw.lzu.com.     IN    A    132.167.252.52
waqbfskr.xw.lzu.com.     IN    A    59.106.90.212
doqaefwr.xw.lzu.com.     IN    A    172.191.221.139
votmbgus.xw.lzu.com.     IN    A    23.92.229.181
qyvbmden.xw.lzu.com.     IN    A    186.181.97.182
qxjmlenf.xw.lzu.com.     IN    A    138.173.160.122
yihtwbua.xw.lzu.com.     IN    A    223.223.76.163
vdhfearj.xw.lzu.com.     IN    A    171.152.29.77
bqpecrdk.xw.lzu.com.     IN    A    136.8.132.166
rvjetocx.xw.lzu.com.     IN    A    19.141.179.179
cumrpbiv.xw.lzu.com.     IN    A    248.166.131.110
ukwygcvi.xw.lzu.com.     IN    A    72.30.156.241
honpqyjs.xw.lzu.com.     IN    A    39.126.59.119
hwdairml.xw.lzu.com.     IN    A    6.120.9.148
mgfuiryv.xw.lzu.com.     IN    A    137.155.65.21
xrelbqnm.xw.lzu.com.     IN    A    66.131.30.172
pwrfoeqj.xw.lzu.com.     IN    A    168.43.217.20
wqpmsobx.xw.lzu.com.     IN    A    218.181.121.72
dnvuxitj.xw.lzu.com.     IN    A    178.244.143.43
itpmnjla.xw.lzu.com.     IN    A    123.57.9.19
rdunejbx.xw.lzu.com.     IN    A    226.163.51.194
fwlsidrt.xw.lzu.com.     IN    A    57.115.237.156
mnaqsebd.xw.lzu.com.     IN    A    5.148.205.64
xdrqpchw.xw.lzu.com.     IN    A    221.145.49.239
