; <<>> DiG 9.11.3-1ubuntu1.11-Ubuntu <<>> AXFR cqu.com. @ns2.cqu.edu.
;; global options: +cmd

@               			      14400 IN SOA	ns1.cqu.com. james.cqu.edu. 19122302 14400 3600 2419200 14400
cqu.com.			      14400 IN NS	ns1.cqu.com.
ns1.cqu.com.			      14400 IN A	10.166.21.15

www.cqu.com.		      14400 IN NS	ns1.www.cqu.com.
ns1.www.cqu.com.		      14400 IN A		10.166.21.12

sci.cqu.com.		      14400 IN NS	ns1.sci.cqu.com.
ns1.sci.cqu.com.		      14400 IN A		10.166.21.13

cse.cqu.com.		      14400 IN NS	ns1.cse.cqu.com.
ns1.cse.cqu.com.		      14400 IN A		10.166.21.14

cqu.com.			      14400 IN MX	10 csetp.cqu.edu.
cqu.com.			      14400 IN TXT	"v=spf1 a mx ~all"
hwpybajd.cqu.com.        IN    A    250.88.104.74
frsvgkob.cqu.com.        IN    A    245.93.148.72
qrpvefua.cqu.com.        IN    A    51.70.35.212
yjdeulof.cqu.com.        IN    A    190.21.37.246
uhkbcstl.cqu.com.        IN    A    38.50.193.52
luogbpec.cqu.com.        IN    A    200.23.229.126
xlkcdhrq.cqu.com.        IN    A    30.106.182.82
argdkpio.cqu.com.        IN    A    77.236.125.122
ipwfubkj.cqu.com.        IN    A    170.62.117.200
ycstgfoi.cqu.com.        IN    A    121.242.174.106
pbsjteav.cqu.com.        IN    A    194.15.133.43
etgnbjrs.cqu.com.        IN    A    65.190.135.233
ijqktlyn.cqu.com.        IN    A    157.230.205.87
ofehqjtm.cqu.com.        IN    A    191.66.31.247
imdxtjwu.cqu.com.        IN    A    166.151.219.190
euilmdqf.cqu.com.        IN    A    240.30.228.69
fouhvnrg.cqu.com.        IN    A    19.135.227.204
hjwbknod.cqu.com.        IN    A    200.240.169.216
sakofhmy.cqu.com.        IN    A    150.174.67.83
jlokwbia.cqu.com.        IN    A    124.222.193.195
edvqarou.cqu.com.        IN    A    2.33.236.207
yvjoxtsi.cqu.com.        IN    A    21.212.55.86
mkxhjglr.cqu.com.        IN    A    235.21.69.5
droufxmj.cqu.com.        IN    A    189.249.111.191
salmnjyc.cqu.com.        IN    A    63.83.105.250
njrxkvme.cqu.com.        IN    A    94.1.71.146
oruklcby.cqu.com.        IN    A    0.83.80.120
duasnxfb.cqu.com.        IN    A    105.221.192.212
qkjmteud.cqu.com.        IN    A    242.174.234.72
jxgcrlqt.cqu.com.        IN    A    118.141.8.21
wkgvaxtd.cqu.com.        IN    A    1.10.203.61
itwgbkpf.cqu.com.        IN    A    172.129.40.170
lgetxdjh.cqu.com.        IN    A    221.114.191.244
frxowkjp.cqu.com.        IN    A    23.120.138.127
pteskgny.cqu.com.        IN    A    96.47.222.29
vlihnuos.cqu.com.        IN    A    42.224.78.161
otljbpcv.cqu.com.        IN    A    75.16.97.150
ivwsrfco.cqu.com.        IN    A    220.173.31.37
kuvleofq.cqu.com.        IN    A    235.61.183.128
sobenjfw.cqu.com.        IN    A    254.161.200.169
vcqfjthm.cqu.com.        IN    A    129.129.53.122
swpgbxca.cqu.com.        IN    A    27.131.26.165
bnosaxiu.cqu.com.        IN    A    63.247.49.28
hrlgwnmx.cqu.com.        IN    A    99.175.97.237
ojnxmwsr.cqu.com.        IN    A    39.163.1.54
wyqjxrfi.cqu.com.        IN    A    97.216.187.57
eyruqgdi.cqu.com.        IN    A    62.198.85.32
mytfkhxe.cqu.com.        IN    A    129.223.80.172
jusiemgb.cqu.com.        IN    A    44.188.83.101
sywtdpgb.cqu.com.        IN    A    89.169.108.172
aqkutyjn.cqu.com.        IN    A    24.198.21.154
gclvopsh.cqu.com.        IN    A    102.167.88.253
npaimgkx.cqu.com.        IN    A    88.123.187.184
gxqteldp.cqu.com.        IN    A    149.135.40.15
frmwkiye.cqu.com.        IN    A    20.225.188.73
thfubyam.cqu.com.        IN    A    160.92.164.253
gvkljnio.cqu.com.        IN    A    165.124.117.206
geyrjuit.cqu.com.        IN    A    210.8.180.152
jkrxsbht.cqu.com.        IN    A    15.66.156.107
rvtdlwnj.cqu.com.        IN    A    29.20.21.214
jkrsoxvi.cqu.com.        IN    A    28.239.64.100
agrhiske.cqu.com.        IN    A    142.198.104.85
dvoaqwnr.cqu.com.        IN    A    37.186.232.227
mqhwutjd.cqu.com.        IN    A    52.137.31.121
xankuejp.cqu.com.        IN    A    207.101.219.84
yawgfqhj.cqu.com.        IN    A    75.173.247.59
ucktdsjm.cqu.com.        IN    A    83.140.164.150
srbuqopd.cqu.com.        IN    A    40.21.191.178
oliuqdfh.cqu.com.        IN    A    190.166.201.89
yvfhorct.cqu.com.        IN    A    65.101.225.32
gaoilchq.cqu.com.        IN    A    1.35.101.222
nwoairjq.cqu.com.        IN    A    131.168.248.64
mwrhoqbt.cqu.com.        IN    A    146.198.241.188
fwbpdjer.cqu.com.        IN    A    203.37.245.71
fnagrcmj.cqu.com.        IN    A    83.27.78.211
ikhjlotx.cqu.com.        IN    A    192.183.57.29
ajhlrdmt.cqu.com.        IN    A    26.232.250.176
auqeofsd.cqu.com.        IN    A    253.135.12.1
nadvirog.cqu.com.        IN    A    19.225.31.236
kmovqjxh.cqu.com.        IN    A    176.162.134.177
tdeghljb.cqu.com.        IN    A    69.9.86.89
vunsdhpc.cqu.com.        IN    A    109.145.210.28
evwiampt.cqu.com.        IN    A    20.89.24.207
mrosiluc.cqu.com.        IN    A    180.112.84.220
svnxhfgq.cqu.com.        IN    A    51.253.222.82
aogslndx.cqu.com.        IN    A    8.12.174.107
yublnimg.cqu.com.        IN    A    127.46.118.192
wgkcxisn.cqu.com.        IN    A    124.79.211.106
jqbsoagf.cqu.com.        IN    A    109.205.204.105
dqbtljwa.cqu.com.        IN    A    8.150.202.144
tdavlrec.cqu.com.        IN    A    140.125.53.114
crnxmuwl.cqu.com.        IN    A    80.8.25.124
vfiudryo.cqu.com.        IN    A    235.152.20.123
kpqsejdx.cqu.com.        IN    A    9.168.117.250
drkbosth.cqu.com.        IN    A    243.136.107.34
qgornldu.cqu.com.        IN    A    198.34.80.85
mduojgkh.cqu.com.        IN    A    30.141.133.118
athfsxdg.cqu.com.        IN    A    46.7.217.60
ubolkimy.cqu.com.        IN    A    4.228.255.184
xreusqpc.cqu.com.        IN    A    61.143.160.6
lmhidnpa.cqu.com.        IN    A    60.155.193.113
duylsrej.cqu.com.        IN    A    139.163.185.229
hpqvbjsk.cqu.com.        IN    A    198.211.126.136
kngewtxf.cqu.com.        IN    A    137.236.102.131
csdmqofp.cqu.com.        IN    A    224.208.23.58
aoqnkpcf.cqu.com.        IN    A    191.55.44.97
lphwexad.cqu.com.        IN    A    175.227.254.60
acoekdgs.cqu.com.        IN    A    87.113.116.138
lwterjbf.cqu.com.        IN    A    175.222.160.89
ijvxkuoh.cqu.com.        IN    A    220.188.80.150
dlkivmja.cqu.com.        IN    A    187.212.212.213
wmnxfrkv.cqu.com.        IN    A    33.95.92.131
pwbikudg.cqu.com.        IN    A    69.127.47.184
iskombxt.cqu.com.        IN    A    155.162.216.25
kygslhre.cqu.com.        IN    A    228.62.209.165
afvjymnh.cqu.com.        IN    A    103.34.60.175
uqbhyfvg.cqu.com.        IN    A    186.115.218.180
iupbgjhr.cqu.com.        IN    A    18.102.155.74
nvgrkehj.cqu.com.        IN    A    154.206.7.127
ewvbruyn.cqu.com.        IN    A    61.17.146.107
bkhmpadx.cqu.com.        IN    A    183.162.233.76
pqxngmya.cqu.com.        IN    A    243.237.215.223
ehukspyf.cqu.com.        IN    A    84.151.216.154
pdhkvwyf.cqu.com.        IN    A    81.180.222.186
kisdxogh.cqu.com.        IN    A    76.144.108.71
itnjxowk.cqu.com.        IN    A    155.160.128.80
ytklimeo.cqu.com.        IN    A    6.235.177.232
ufsqyrhk.cqu.com.        IN    A    62.53.227.244
ihqunjrt.cqu.com.        IN    A    167.134.241.160
magvbrws.cqu.com.        IN    A    98.162.135.137
rwidhtjy.cqu.com.        IN    A    46.49.223.66
ytxrgobn.cqu.com.        IN    A    85.246.130.201
rwdyuxef.cqu.com.        IN    A    61.43.66.220
yunbpvmi.cqu.com.        IN    A    250.198.70.119
vewagrlm.cqu.com.        IN    A    30.70.109.237
bumjyntq.cqu.com.        IN    A    110.190.116.129
umqxhocb.cqu.com.        IN    A    70.151.63.129
dqjvtabc.cqu.com.        IN    A    190.197.219.201
nkoquyti.cqu.com.        IN    A    104.166.211.81
kqojvyng.cqu.com.        IN    A    6.11.95.31
vmfligyx.cqu.com.        IN    A    163.33.113.123
orfmvbyi.cqu.com.        IN    A    112.155.194.2
ilnhyvdp.cqu.com.        IN    A    233.189.241.14
ofebkuyw.cqu.com.        IN    A    2.136.164.223
tpjgdnsb.cqu.com.        IN    A    136.1.116.232
hjgipbva.cqu.com.        IN    A    120.31.191.73
dopqhgma.cqu.com.        IN    A    192.39.114.51
arpwvtnb.cqu.com.        IN    A    113.170.204.118
bsvupyqf.cqu.com.        IN    A    249.94.245.58
okhlvcsm.cqu.com.        IN    A    34.136.253.254
hopifuvg.cqu.com.        IN    A    140.237.97.165
frijhcom.cqu.com.        IN    A    138.111.205.179
yecfqbwi.cqu.com.        IN    A    192.211.90.36
eodjsqwk.cqu.com.        IN    A    252.125.52.25
plixywbq.cqu.com.        IN    A    90.154.135.160
pqujvwag.cqu.com.        IN    A    183.203.205.39
fciydvte.cqu.com.        IN    A    87.94.123.114
aysgeiof.cqu.com.        IN    A    87.205.153.224
gdhsywen.cqu.com.        IN    A    75.193.47.193
hdufrpst.cqu.com.        IN    A    104.231.110.241
fbwksjdu.cqu.com.        IN    A    235.240.9.239
qacmveks.cqu.com.        IN    A    250.7.94.175
dpqvmcja.cqu.com.        IN    A    51.97.3.245
lvqsrwxc.cqu.com.        IN    A    249.169.9.68
fhpkxcby.cqu.com.        IN    A    252.191.243.123
lconywfj.cqu.com.        IN    A    245.122.7.150
cuxnafge.cqu.com.        IN    A    45.204.175.207
cpxwielh.cqu.com.        IN    A    72.188.219.11
uexkgpht.cqu.com.        IN    A    193.145.72.133
cfrxweto.cqu.com.        IN    A    91.195.81.23
ygbcotei.cqu.com.        IN    A    9.117.186.217
tbmfneki.cqu.com.        IN    A    81.169.148.149
miboudtv.cqu.com.        IN    A    151.250.109.203
xqdlhmat.cqu.com.        IN    A    191.105.191.120
tbmycikq.cqu.com.        IN    A    12.24.192.142
oebdrqky.cqu.com.        IN    A    6.110.204.142
ekgpvuyr.cqu.com.        IN    A    204.173.248.38
mbrignpq.cqu.com.        IN    A    251.197.174.161
eibwlxgs.cqu.com.        IN    A    69.94.184.61
ainrevqw.cqu.com.        IN    A    195.52.200.152
umcbsfay.cqu.com.        IN    A    18.171.247.166
ybjorxlw.cqu.com.        IN    A    56.147.99.46
cgqeijnx.cqu.com.        IN    A    178.11.99.67
qnrkiwde.cqu.com.        IN    A    230.42.156.136
rvipnkgy.cqu.com.        IN    A    97.203.235.87
padlmwqh.cqu.com.        IN    A    179.250.242.148
vakwlisc.cqu.com.        IN    A    42.83.87.180
yrbtxsqg.cqu.com.        IN    A    174.15.23.1
nigkyqmo.cqu.com.        IN    A    0.0.33.251
panuleym.cqu.com.        IN    A    151.149.85.114
oxnevakw.cqu.com.        IN    A    157.243.2.173
uhcqemfb.cqu.com.        IN    A    44.121.140.154
gkuomdeq.cqu.com.        IN    A    214.26.106.131
wcgjlnqm.cqu.com.        IN    A    24.173.165.229
xqauidhn.cqu.com.        IN    A    193.21.194.45
hmpqtfwa.cqu.com.        IN    A    105.71.211.70
svhpyqbi.cqu.com.        IN    A    22.182.64.35
qoflyham.cqu.com.        IN    A    210.24.84.97
qyftsnpg.cqu.com.        IN    A    194.175.13.89
rtnydmek.cqu.com.        IN    A    213.23.190.253
yemwiukf.cqu.com.        IN    A    176.200.22.219
ypgjewdq.cqu.com.        IN    A    12.62.214.225
jibmvgop.cqu.com.        IN    A    197.26.78.97
lbfdcpwj.cqu.com.        IN    A    167.232.97.241
lydrpfge.cqu.com.        IN    A    16.190.180.32
ctqkuanf.cqu.com.        IN    A    240.14.44.244
hbayugkr.cqu.com.        IN    A    110.237.124.95
njlsofgt.cqu.com.        IN    A    59.70.181.33
lkvhygfa.cqu.com.        IN    A    186.77.154.66
ykxacobs.cqu.com.        IN    A    163.37.179.9
lcqnryad.cqu.com.        IN    A    44.115.131.3
stxoihcu.cqu.com.        IN    A    34.186.36.241
fdiwekvx.cqu.com.        IN    A    24.50.70.119
lcwtqfji.cqu.com.        IN    A    157.134.97.146
xyqhpcnv.cqu.com.        IN    A    52.218.229.166
euoywqbr.cqu.com.        IN    A    168.206.35.87
gjwxvpyb.cqu.com.        IN    A    39.251.196.92
xoevrsnw.cqu.com.        IN    A    137.110.109.42
bydftoei.cqu.com.        IN    A    239.136.199.209
eitfbuah.cqu.com.        IN    A    196.69.246.34
efmxighw.cqu.com.        IN    A    162.113.64.82
crtquves.cqu.com.        IN    A    241.206.128.8
gmkfqove.cqu.com.        IN    A    56.184.202.160
hkljseqd.cqu.com.        IN    A    98.244.16.185
gwveqhkr.cqu.com.        IN    A    97.111.24.44
jfxviomr.cqu.com.        IN    A    15.169.85.37
ilhfnxer.cqu.com.        IN    A    250.249.164.131
dlaqjtcm.cqu.com.        IN    A    56.213.164.146
fmxcwlog.cqu.com.        IN    A    72.228.157.126
frmxulqj.cqu.com.        IN    A    56.146.167.165
krghjcbt.cqu.com.        IN    A    216.20.68.93
hwsdfvym.cqu.com.        IN    A    29.77.2.201
okrixbnd.cqu.com.        IN    A    184.157.171.146
wnpemjqh.cqu.com.        IN    A    211.251.70.86
ojyhecds.cqu.com.        IN    A    14.204.161.61
hecbsdkq.cqu.com.        IN    A    129.96.160.3
lnwxsutj.cqu.com.        IN    A    201.128.12.79
qcvsrgne.cqu.com.        IN    A    93.115.124.230
jxwlyhia.cqu.com.        IN    A    75.176.76.121
ynrgsqtw.cqu.com.        IN    A    201.14.32.199
maifdthe.cqu.com.        IN    A    237.172.130.196
swfokden.cqu.com.        IN    A    23.111.124.232
hxqwyvtm.cqu.com.        IN    A    33.237.106.24
muhekgyi.cqu.com.        IN    A    34.132.239.241
ebtprcsk.cqu.com.        IN    A    110.33.77.131
jsfhogte.cqu.com.        IN    A    228.239.77.7
cndhsbjf.cqu.com.        IN    A    229.98.204.158
jwburlmg.cqu.com.        IN    A    148.254.176.183
bifscxvg.cqu.com.        IN    A    158.61.243.198
yhalbfrs.cqu.com.        IN    A    160.87.77.213
bnaqckit.cqu.com.        IN    A    84.159.192.147
beycokft.cqu.com.        IN    A    53.215.117.241
tsbfpvmq.cqu.com.        IN    A    165.217.225.253
dwialvhn.cqu.com.        IN    A    115.160.14.172
ribxcfom.cqu.com.        IN    A    241.8.175.5
ibtarehv.cqu.com.        IN    A    72.205.179.152
bqkdeahu.cqu.com.        IN    A    243.252.253.118
rdxukflp.cqu.com.        IN    A    216.115.155.166
wojdnpkt.cqu.com.        IN    A    229.144.236.131
mgcowylq.cqu.com.        IN    A    174.57.83.79
spdivfux.cqu.com.        IN    A    87.54.101.110
oipchsew.cqu.com.        IN    A    163.159.156.154
efahgbjv.cqu.com.        IN    A    27.88.180.227
sulbcinw.cqu.com.        IN    A    209.225.32.46
nimycqwr.cqu.com.        IN    A    200.43.234.25
oafwqgnj.cqu.com.        IN    A    138.63.24.42
siaytpwm.cqu.com.        IN    A    236.156.178.3
xfjakdhn.cqu.com.        IN    A    4.250.50.87
aigytoub.cqu.com.        IN    A    52.251.218.183
cnlhbymv.cqu.com.        IN    A    187.143.31.98
rtyboilf.cqu.com.        IN    A    92.65.93.157
bxcryeat.cqu.com.        IN    A    226.188.71.153
frxsnwaq.cqu.com.        IN    A    135.62.57.137
xbnpokgw.cqu.com.        IN    A    107.23.84.12
dxgmiclv.cqu.com.        IN    A    102.41.126.135
xtigapqk.cqu.com.        IN    A    94.131.126.178
sjbifuay.cqu.com.        IN    A    131.235.221.133
ikceutrb.cqu.com.        IN    A    59.140.61.49
xfomselc.cqu.com.        IN    A    3.227.48.23
ogsyqbta.cqu.com.        IN    A    231.147.121.134
inalxpkq.cqu.com.        IN    A    210.144.59.191
uhyxadnl.cqu.com.        IN    A    33.5.135.201
bmtchwnl.cqu.com.        IN    A    230.137.155.123
jtynmxuf.cqu.com.        IN    A    180.189.65.94
ruobjfyt.cqu.com.        IN    A    169.232.121.188
hysfuogi.cqu.com.        IN    A    160.101.89.44
kaypnhsw.cqu.com.        IN    A    165.137.83.41
kxfojscm.cqu.com.        IN    A    120.140.37.253
wlixeusq.cqu.com.        IN    A    183.90.120.110
kqblmast.cqu.com.        IN    A    87.137.220.33
cftmdxuv.cqu.com.        IN    A    210.12.164.187
vbertwsj.cqu.com.        IN    A    46.80.3.99
kapmhtbj.cqu.com.        IN    A    43.54.115.138
foduyvhp.cqu.com.        IN    A    161.130.185.230
lxvihyrn.cqu.com.        IN    A    87.203.163.95
vfjsoima.cqu.com.        IN    A    161.90.225.205
ovwqcial.cqu.com.        IN    A    184.207.65.24
gyrsecaj.cqu.com.        IN    A    153.152.219.83
qpgxadeo.cqu.com.        IN    A    107.48.253.103
pmfxuqkv.cqu.com.        IN    A    244.119.178.2
tvebsoyk.cqu.com.        IN    A    102.64.171.35
ikfrvlyn.cqu.com.        IN    A    141.79.223.131
gakibfcn.cqu.com.        IN    A    68.138.237.56
vdnhjxaq.cqu.com.        IN    A    191.34.205.120
kropehic.cqu.com.        IN    A    153.5.84.16
mcqabhds.cqu.com.        IN    A    75.9.1.69
unrohdlp.cqu.com.        IN    A    111.221.166.6
sgkxuhbv.cqu.com.        IN    A    44.52.213.17
uskgpmnv.cqu.com.        IN    A    41.43.230.179
ieyftgxm.cqu.com.        IN    A    229.250.253.234
ptjhxnwf.cqu.com.        IN    A    165.120.190.151
xiplybnj.cqu.com.        IN    A    157.70.227.35
iabnpofc.cqu.com.        IN    A    126.90.176.250
hlfuyrxd.cqu.com.        IN    A    137.68.76.115
geiloxck.cqu.com.        IN    A    56.100.64.185
ldvnaxmw.cqu.com.        IN    A    41.2.150.154
csemqgpb.cqu.com.        IN    A    115.251.160.143
xgpvobdj.cqu.com.        IN    A    197.158.177.119
lqknfrox.cqu.com.        IN    A    247.165.242.20
bsaxndmo.cqu.com.        IN    A    17.214.239.15
uxiwypha.cqu.com.        IN    A    84.79.225.122
rtoukvcd.cqu.com.        IN    A    234.232.211.207
admuskcp.cqu.com.        IN    A    178.159.188.97
exqvuntr.cqu.com.        IN    A    238.173.85.209
nskfomdy.cqu.com.        IN    A    220.10.201.30
dukoeysb.cqu.com.        IN    A    69.89.46.93
ceutxdkv.cqu.com.        IN    A    129.36.202.45
ijmlhrqc.cqu.com.        IN    A    81.229.24.250
avlnshpd.cqu.com.        IN    A    81.236.47.15
abihfyjk.cqu.com.        IN    A    222.148.164.116
wrstgdqc.cqu.com.        IN    A    196.237.167.173
bulnrmvw.cqu.com.        IN    A    61.135.186.254
lyoeaubh.cqu.com.        IN    A    26.127.224.242
orqmabfe.cqu.com.        IN    A    217.99.215.218
cjgudeoi.cqu.com.        IN    A    243.214.180.18
cafodsij.cqu.com.        IN    A    26.197.99.214
xnrweqou.cqu.com.        IN    A    231.243.39.161
yxpwdtse.cqu.com.        IN    A    27.78.227.170
wiqjonfr.cqu.com.        IN    A    48.160.50.95
swheluyq.cqu.com.        IN    A    11.44.40.195
yetmhwjf.cqu.com.        IN    A    155.219.143.105
efidjsta.cqu.com.        IN    A    2.148.132.144
nxihrkbf.cqu.com.        IN    A    249.215.47.141
ugdtovsr.cqu.com.        IN    A    210.213.178.207
ctdgmsab.cqu.com.        IN    A    90.88.233.156
pyalcksu.cqu.com.        IN    A    251.195.35.184
qutkxonr.cqu.com.        IN    A    67.151.240.59
paghufvx.cqu.com.        IN    A    141.187.237.146
euvxwalo.cqu.com.        IN    A    93.84.157.69
plkvynqx.cqu.com.        IN    A    85.173.55.80
mqkwofhl.cqu.com.        IN    A    99.22.157.57
yikltcuv.cqu.com.        IN    A    222.73.57.214
aclgpyfm.cqu.com.        IN    A    21.11.243.226
ojpdyxgk.cqu.com.        IN    A    155.98.119.237
vjpdflxi.cqu.com.        IN    A    41.135.0.100
evgnytlp.cqu.com.        IN    A    235.255.191.238
sfqumhbj.cqu.com.        IN    A    1.129.14.226
pmqxdgbv.cqu.com.        IN    A    140.162.94.165
lgfmweds.cqu.com.        IN    A    123.62.168.170
lhmsaedo.cqu.com.        IN    A    229.2.24.76
nsekfgyb.cqu.com.        IN    A    227.227.217.89
tcgxowdj.cqu.com.        IN    A    57.173.52.82
ikdopwtl.cqu.com.        IN    A    222.48.230.91
tqxmbasc.cqu.com.        IN    A    92.21.199.45
ofbveqkg.cqu.com.        IN    A    102.6.154.194
puvrklwt.cqu.com.        IN    A    142.23.185.132
lagnqfkx.cqu.com.        IN    A    160.151.111.132
kpivfjoe.cqu.com.        IN    A    48.225.0.138
mdwaxbvi.cqu.com.        IN    A    71.74.85.94
jtmvwgdy.cqu.com.        IN    A    238.210.62.62
utjoyqia.cqu.com.        IN    A    181.91.234.251
fkqpacmw.cqu.com.        IN    A    17.235.150.166
grlyompf.cqu.com.        IN    A    183.175.172.89
pnktfamo.cqu.com.        IN    A    120.237.218.52
ubkiehyj.cqu.com.        IN    A    249.57.213.192
rhikowxl.cqu.com.        IN    A    209.30.37.220
wiptfube.cqu.com.        IN    A    85.82.114.30
midvpnok.cqu.com.        IN    A    47.115.86.24
fombvijk.cqu.com.        IN    A    134.61.36.110
nmkuoqxc.cqu.com.        IN    A    241.195.89.56
qlcahrmt.cqu.com.        IN    A    23.216.52.36
eqrdhsmy.cqu.com.        IN    A    159.89.170.220
cskpyjgr.cqu.com.        IN    A    200.241.99.172
qdcovsxt.cqu.com.        IN    A    215.184.77.140
ytqlvdfp.cqu.com.        IN    A    15.214.202.21
ahncmoud.cqu.com.        IN    A    69.234.59.170
vbwdkjtn.cqu.com.        IN    A    8.73.254.31
yxbwpudl.cqu.com.        IN    A    170.55.18.220
uwlghsfi.cqu.com.        IN    A    253.216.124.210
cjaxeryh.cqu.com.        IN    A    197.184.225.151
gayciksd.cqu.com.        IN    A    207.39.64.16
pkwxmdra.cqu.com.        IN    A    237.131.112.73
ncoyuvqs.cqu.com.        IN    A    157.13.96.40
eofnikxs.cqu.com.        IN    A    98.249.35.213
giveywnh.cqu.com.        IN    A    88.9.188.107
sdetoxbq.cqu.com.        IN    A    115.66.247.239
cailqtgo.cqu.com.        IN    A    23.108.186.224
oulydbhv.cqu.com.        IN    A    68.14.204.168
wmukhgjy.cqu.com.        IN    A    109.44.90.37
suglotqi.cqu.com.        IN    A    15.9.10.76
npcigudy.cqu.com.        IN    A    70.152.217.145
jvalwpou.cqu.com.        IN    A    177.254.52.113
xbegrojt.cqu.com.        IN    A    175.243.232.205
dgmjlrhx.cqu.com.        IN    A    8.101.36.166
hvpbnxkc.cqu.com.        IN    A    21.89.124.150
trgdnaew.cqu.com.        IN    A    86.209.79.180
ckvxtluj.cqu.com.        IN    A    156.105.66.191
bsgjpkno.cqu.com.        IN    A    29.210.182.135
mvkgfwip.cqu.com.        IN    A    64.0.213.194
knwuscmg.cqu.com.        IN    A    221.237.111.248
nythomax.cqu.com.        IN    A    162.90.84.239
aqenutsb.cqu.com.        IN    A    178.169.160.171
taeliunb.cqu.com.        IN    A    178.21.100.253
