www.xmu.com. 	14400	IN	SOA	ns1.www.xmu.com. james.xmu.edu. 19122302 14400 3600 2419200 14400
www.xmu.com.		    IN	NS ns1.www.xmu.com.
xlamptin.www.xmu.com.    IN    A    211.238.141.3
gepthjqs.www.xmu.com.    IN    A    14.100.115.197
rbxpjego.www.xmu.com.    IN    A    70.132.228.80
fruxgspv.www.xmu.com.    IN    A    39.181.92.150
tqisbajv.www.xmu.com.    IN    A    94.198.138.84
nlfyupet.www.xmu.com.    IN    A    219.112.91.226
cpxaguow.www.xmu.com.    IN    A    0.68.210.250
amqxtglf.www.xmu.com.    IN    A    251.200.139.38
tlosrdvq.www.xmu.com.    IN    A    230.111.138.252
wdqmjaho.www.xmu.com.    IN    A    242.118.0.130
smhecyvk.www.xmu.com.    IN    A    182.211.126.44
nbkephiu.www.xmu.com.    IN    A    18.174.146.148
tomqvyxh.www.xmu.com.    IN    A    8.132.153.215
xjynorlk.www.xmu.com.    IN    A    188.125.182.55
yoweklin.www.xmu.com.    IN    A    254.143.146.212
bxtuawlq.www.xmu.com.    IN    A    186.106.31.14
rfulvhec.www.xmu.com.    IN    A    53.186.147.232
tjexkwql.www.xmu.com.    IN    A    229.22.139.238
hxukytje.www.xmu.com.    IN    A    29.78.137.213
atgshbew.www.xmu.com.    IN    A    246.69.98.54
eoprbmth.www.xmu.com.    IN    A    110.174.107.211
xiptdcvm.www.xmu.com.    IN    A    134.31.48.17
kdfiqgoa.www.xmu.com.    IN    A    250.195.200.142
mwlgejrf.www.xmu.com.    IN    A    211.68.107.88
tonpkfsa.www.xmu.com.    IN    A    245.66.161.251
ypirblev.www.xmu.com.    IN    A    255.120.15.205
wbmyxotl.www.xmu.com.    IN    A    48.183.87.177
anjfxiwb.www.xmu.com.    IN    A    16.192.9.245
ejaumqbs.www.xmu.com.    IN    A    57.25.204.246
fswtukje.www.xmu.com.    IN    A    190.12.67.174
elxdyjhq.www.xmu.com.    IN    A    44.178.86.95
gmrpbudk.www.xmu.com.    IN    A    18.235.120.33
uelciwxj.www.xmu.com.    IN    A    223.211.199.49
ltwfugri.www.xmu.com.    IN    A    61.74.84.200
upybjacn.www.xmu.com.    IN    A    36.10.89.27
wodegkmr.www.xmu.com.    IN    A    131.127.189.199
miwcbept.www.xmu.com.    IN    A    127.15.251.102
wdnqhgtj.www.xmu.com.    IN    A    44.71.5.139
rfljogcb.www.xmu.com.    IN    A    103.44.209.46
uatyobmk.www.xmu.com.    IN    A    117.183.136.28
tyhdxijs.www.xmu.com.    IN    A    96.175.93.250
ygkenvis.www.xmu.com.    IN    A    164.58.180.126
ysmrtxna.www.xmu.com.    IN    A    46.47.227.159
dgslctiu.www.xmu.com.    IN    A    13.116.197.126
fvwrqami.www.xmu.com.    IN    A    60.89.231.82
osgqenkw.www.xmu.com.    IN    A    228.12.168.83
cjsbeohw.www.xmu.com.    IN    A    239.248.245.254
aqgrfivt.www.xmu.com.    IN    A    123.71.157.19
bxrckgmu.www.xmu.com.    IN    A    235.90.146.186
vrohensp.www.xmu.com.    IN    A    180.157.2.187
nktmjxwc.www.xmu.com.    IN    A    69.145.199.53
ptijxfeb.www.xmu.com.    IN    A    95.76.66.145
manobkqt.www.xmu.com.    IN    A    189.123.76.0
seiwdxgq.www.xmu.com.    IN    A    241.88.204.130
seruqgvj.www.xmu.com.    IN    A    217.152.201.232
iastvxwj.www.xmu.com.    IN    A    38.197.183.132
hnpuoeqg.www.xmu.com.    IN    A    187.178.192.2
cuoswtmr.www.xmu.com.    IN    A    63.106.136.50
fancijwu.www.xmu.com.    IN    A    118.146.196.178
ypnorvue.www.xmu.com.    IN    A    175.22.224.125
dxfmpgqy.www.xmu.com.    IN    A    148.93.70.248
gfuobmin.www.xmu.com.    IN    A    220.220.53.88
clapesbf.www.xmu.com.    IN    A    234.83.248.151
ervoixbt.www.xmu.com.    IN    A    120.135.104.165
sjalevwh.www.xmu.com.    IN    A    191.186.27.42
goehxtcw.www.xmu.com.    IN    A    248.25.215.179
jnbvcwrg.www.xmu.com.    IN    A    80.152.194.7
lotgwmfp.www.xmu.com.    IN    A    24.166.153.182
dlgyimhx.www.xmu.com.    IN    A    138.83.202.213
utcjbfrm.www.xmu.com.    IN    A    32.74.128.242
ymgfxsib.www.xmu.com.    IN    A    188.10.99.147
jdkvqwlo.www.xmu.com.    IN    A    37.182.118.14
nhgjreta.www.xmu.com.    IN    A    30.229.209.233
gdwcukfb.www.xmu.com.    IN    A    200.49.160.114
orajfwem.www.xmu.com.    IN    A    1.243.86.71
snhuotgw.www.xmu.com.    IN    A    86.159.239.230
qutompne.www.xmu.com.    IN    A    88.46.218.7
cstdvlwo.www.xmu.com.    IN    A    189.44.21.174
mofyegwn.www.xmu.com.    IN    A    106.45.249.41
doengyxs.www.xmu.com.    IN    A    47.147.87.22
pjeclmow.www.xmu.com.    IN    A    177.51.172.184
oktxcqim.www.xmu.com.    IN    A    84.150.36.24
yvuirmhw.www.xmu.com.    IN    A    36.104.202.74
irwbfhms.www.xmu.com.    IN    A    183.199.122.239
agleksim.www.xmu.com.    IN    A    214.193.11.253
dhgtqrks.www.xmu.com.    IN    A    194.44.16.61
kleusvhg.www.xmu.com.    IN    A    194.147.132.157
bdtmqpno.www.xmu.com.    IN    A    139.27.19.139
bmgdhukv.www.xmu.com.    IN    A    55.37.182.66
rmljgtcq.www.xmu.com.    IN    A    216.163.228.1
ispdyutv.www.xmu.com.    IN    A    58.198.163.12
tlgohbxe.www.xmu.com.    IN    A    16.131.142.9
iocrjsgb.www.xmu.com.    IN    A    202.109.132.50
uolyrncm.www.xmu.com.    IN    A    13.167.116.22
gionlywa.www.xmu.com.    IN    A    193.5.209.178
kbotgyfv.www.xmu.com.    IN    A    44.190.5.125
ahwqgnyk.www.xmu.com.    IN    A    103.182.182.39
johdrpxm.www.xmu.com.    IN    A    199.66.170.127
evlyifwu.www.xmu.com.    IN    A    122.53.117.243
mrqycluw.www.xmu.com.    IN    A    201.179.32.147
npfjveus.www.xmu.com.    IN    A    167.156.158.138
bjtnuwve.www.xmu.com.    IN    A    73.58.206.45
wtseglnh.www.xmu.com.    IN    A    231.12.118.51
opuaefcl.www.xmu.com.    IN    A    135.215.164.47
dscmovbn.www.xmu.com.    IN    A    197.13.99.43
pxeywrqk.www.xmu.com.    IN    A    90.120.119.202
quljpwds.www.xmu.com.    IN    A    138.177.14.182
wnvajtxp.www.xmu.com.    IN    A    242.75.172.158
hjyuedmq.www.xmu.com.    IN    A    8.131.24.76
jtofsbpm.www.xmu.com.    IN    A    248.108.67.74
ikjyvgqb.www.xmu.com.    IN    A    43.218.6.26
tldesmjh.www.xmu.com.    IN    A    251.136.7.81
mfkgpwoj.www.xmu.com.    IN    A    132.131.7.85
niwgrocj.www.xmu.com.    IN    A    89.141.182.111
xvkiybcf.www.xmu.com.    IN    A    203.29.247.32
vwblaoxj.www.xmu.com.    IN    A    31.76.135.75
exlfmvbt.www.xmu.com.    IN    A    93.151.173.142
ctxjnfbd.www.xmu.com.    IN    A    123.212.121.171
bdrnoysi.www.xmu.com.    IN    A    155.1.24.58
guqbyvej.www.xmu.com.    IN    A    25.105.248.188
lmyhbqpw.www.xmu.com.    IN    A    160.158.50.18
lxnofquk.www.xmu.com.    IN    A    104.185.157.132
lmbjcusd.www.xmu.com.    IN    A    87.231.146.228
tsfpouri.www.xmu.com.    IN    A    118.114.76.47
wtbfhjkp.www.xmu.com.    IN    A    249.179.121.87
xsalvgce.www.xmu.com.    IN    A    198.132.154.63
phyobjxi.www.xmu.com.    IN    A    161.165.137.83
pshlaodj.www.xmu.com.    IN    A    126.101.217.223
temgqfbx.www.xmu.com.    IN    A    186.159.31.242
qcjdmltk.www.xmu.com.    IN    A    230.177.149.227
mnklfbpq.www.xmu.com.    IN    A    114.16.46.7
nmyvdflq.www.xmu.com.    IN    A    249.40.246.194
ivtwosyh.www.xmu.com.    IN    A    84.58.139.3
ynlmvpqf.www.xmu.com.    IN    A    166.135.123.121
nehflgco.www.xmu.com.    IN    A    194.34.196.183
bomnqwfu.www.xmu.com.    IN    A    202.82.83.43
htbidxyu.www.xmu.com.    IN    A    16.39.77.8
lwfxbcyg.www.xmu.com.    IN    A    136.97.167.156
pexhdbsr.www.xmu.com.    IN    A    158.121.243.83
hyiwfrta.www.xmu.com.    IN    A    27.96.62.144
rnvibyhp.www.xmu.com.    IN    A    116.36.16.159
tgcervnd.www.xmu.com.    IN    A    38.136.105.227
qehdcbip.www.xmu.com.    IN    A    247.9.67.194
wjgruyxv.www.xmu.com.    IN    A    109.130.78.239
cuwbrkph.www.xmu.com.    IN    A    83.135.80.183
eyadmfsi.www.xmu.com.    IN    A    23.199.172.68
pqrehgja.www.xmu.com.    IN    A    10.53.66.44
hnjkqtir.www.xmu.com.    IN    A    175.122.70.163
njrtgdye.www.xmu.com.    IN    A    106.238.51.209
josdhpgk.www.xmu.com.    IN    A    89.223.33.107
doptclbu.www.xmu.com.    IN    A    112.184.113.97
xutkhjle.www.xmu.com.    IN    A    239.233.88.254
ptogcfdb.www.xmu.com.    IN    A    32.135.210.96
wgntduei.www.xmu.com.    IN    A    179.81.201.27
stcgufjm.www.xmu.com.    IN    A    60.239.69.152
aepytwmu.www.xmu.com.    IN    A    217.111.229.152
bwgmkaqo.www.xmu.com.    IN    A    51.99.182.200
crixsbvd.www.xmu.com.    IN    A    43.200.59.69
tmogebhw.www.xmu.com.    IN    A    144.129.80.90
kysxfcpn.www.xmu.com.    IN    A    89.147.66.49
kfyixcav.www.xmu.com.    IN    A    181.93.9.28
irqnkebt.www.xmu.com.    IN    A    238.177.38.12
jifylesc.www.xmu.com.    IN    A    45.11.246.138
tyvojgfs.www.xmu.com.    IN    A    1.52.157.170
ewgqacun.www.xmu.com.    IN    A    216.102.103.86
kulyahor.www.xmu.com.    IN    A    128.137.164.179
xtqpguvw.www.xmu.com.    IN    A    169.126.1.39
ertxpjub.www.xmu.com.    IN    A    109.174.150.236
odrjyenc.www.xmu.com.    IN    A    222.171.47.87
rvncdike.www.xmu.com.    IN    A    115.204.223.83
thqixduj.www.xmu.com.    IN    A    202.16.146.163
nvjrabft.www.xmu.com.    IN    A    107.200.147.116
lmiajydt.www.xmu.com.    IN    A    46.133.188.74
bioshwau.www.xmu.com.    IN    A    109.233.16.129
eacwfrqt.www.xmu.com.    IN    A    96.66.239.85
pfwekboq.www.xmu.com.    IN    A    229.90.33.163
oapfcndk.www.xmu.com.    IN    A    233.216.118.68
vadnqcft.www.xmu.com.    IN    A    240.177.201.17
depvniur.www.xmu.com.    IN    A    38.72.104.95
otcfqnjy.www.xmu.com.    IN    A    133.143.10.29
jmkdpqlg.www.xmu.com.    IN    A    194.176.223.170
stnohgaw.www.xmu.com.    IN    A    137.1.42.185
fjhlqiwr.www.xmu.com.    IN    A    175.172.45.166
mihqncjr.www.xmu.com.    IN    A    5.63.136.148
qkrplgts.www.xmu.com.    IN    A    47.236.203.84
sleyvtqj.www.xmu.com.    IN    A    69.197.111.93
wosfgjnv.www.xmu.com.    IN    A    17.84.33.161
trmiajfl.www.xmu.com.    IN    A    143.90.216.37
alefpdnk.www.xmu.com.    IN    A    177.170.96.33
hjplfyxn.www.xmu.com.    IN    A    25.86.139.161
vxdictbf.www.xmu.com.    IN    A    59.208.94.131
trxjawgo.www.xmu.com.    IN    A    33.102.214.230
grbxwiah.www.xmu.com.    IN    A    24.100.131.2
ehibgxtw.www.xmu.com.    IN    A    181.110.199.144
phnijfes.www.xmu.com.    IN    A    143.118.37.166
mlrptkic.www.xmu.com.    IN    A    217.225.127.76
ndebfrst.www.xmu.com.    IN    A    211.132.250.121
tvqjcmlk.www.xmu.com.    IN    A    169.244.41.10
kafyvedt.www.xmu.com.    IN    A    196.70.196.129
iseypwgb.www.xmu.com.    IN    A    13.157.201.48
nqhomuds.www.xmu.com.    IN    A    27.220.65.105
nkvsecrh.www.xmu.com.    IN    A    16.58.11.209
jdoasyfp.www.xmu.com.    IN    A    2.124.58.155
wpiyeksh.www.xmu.com.    IN    A    120.91.109.175
buxactqh.www.xmu.com.    IN    A    209.61.136.171
nihqtvcf.www.xmu.com.    IN    A    157.56.140.184
nkgprbve.www.xmu.com.    IN    A    167.34.226.76
tnlpjicy.www.xmu.com.    IN    A    18.242.113.136
bcphdskg.www.xmu.com.    IN    A    162.91.102.253
pdihxmkc.www.xmu.com.    IN    A    91.33.138.225
thpmwvsi.www.xmu.com.    IN    A    250.109.78.214
kdfpbxqw.www.xmu.com.    IN    A    2.107.69.6
gidbuxnl.www.xmu.com.    IN    A    43.209.154.54
vbnsaexm.www.xmu.com.    IN    A    115.199.198.176
kgeosvpa.www.xmu.com.    IN    A    104.233.184.209
qbxguair.www.xmu.com.    IN    A    9.215.58.232
qaduhgei.www.xmu.com.    IN    A    115.145.229.179
nfeoibys.www.xmu.com.    IN    A    226.218.186.41
fvlcsqbo.www.xmu.com.    IN    A    146.60.34.148
jpcbxmit.www.xmu.com.    IN    A    78.251.146.54
fqoknjyb.www.xmu.com.    IN    A    105.111.141.6
wyklthur.www.xmu.com.    IN    A    42.199.242.138
ilyoejsm.www.xmu.com.    IN    A    140.177.72.252
aqsgefcu.www.xmu.com.    IN    A    193.196.69.143
jotbqgcn.www.xmu.com.    IN    A    148.65.50.20
vslhqeio.www.xmu.com.    IN    A    119.226.72.219
wyfroaiv.www.xmu.com.    IN    A    206.205.241.8
pytbakrm.www.xmu.com.    IN    A    224.47.206.192
bgwjklve.www.xmu.com.    IN    A    177.170.220.232
oejscbul.www.xmu.com.    IN    A    112.102.134.252
abwvnils.www.xmu.com.    IN    A    59.75.247.98
dbqpktej.www.xmu.com.    IN    A    156.180.159.31
ocwxnbty.www.xmu.com.    IN    A    75.48.213.47
prhkgfqy.www.xmu.com.    IN    A    67.21.184.86
qcexjsyg.www.xmu.com.    IN    A    105.19.99.206
aegrjwcd.www.xmu.com.    IN    A    126.79.92.16
sjkghvwd.www.xmu.com.    IN    A    199.128.238.128
tjlbsire.www.xmu.com.    IN    A    186.163.13.233
mwcqadgl.www.xmu.com.    IN    A    182.126.190.144
realfcbo.www.xmu.com.    IN    A    51.245.172.235
dbrlcnei.www.xmu.com.    IN    A    192.58.22.137
imukspfj.www.xmu.com.    IN    A    250.9.4.229
bmdysgvn.www.xmu.com.    IN    A    132.82.64.146
jtvyqubo.www.xmu.com.    IN    A    224.214.167.107
qwdejufn.www.xmu.com.    IN    A    135.27.178.251
atqymfcb.www.xmu.com.    IN    A    202.234.89.166
ubowsjgy.www.xmu.com.    IN    A    245.170.80.194
fagdryso.www.xmu.com.    IN    A    36.67.83.6
jyfebspi.www.xmu.com.    IN    A    222.105.99.24
gpfjxmba.www.xmu.com.    IN    A    104.246.39.38
napjsgit.www.xmu.com.    IN    A    97.98.196.37
dragtlby.www.xmu.com.    IN    A    214.178.236.35
mcslkhjb.www.xmu.com.    IN    A    198.46.192.254
gcnpfqmo.www.xmu.com.    IN    A    157.1.203.114
oienrdfm.www.xmu.com.    IN    A    190.101.253.198
wlnutibh.www.xmu.com.    IN    A    51.164.226.196
ruagkqph.www.xmu.com.    IN    A    172.211.16.50
yowdfekb.www.xmu.com.    IN    A    98.139.218.178
ycbwonmh.www.xmu.com.    IN    A    207.25.167.100
sbiowcnr.www.xmu.com.    IN    A    54.204.91.59
lghqbcvp.www.xmu.com.    IN    A    189.172.237.117
fsmpgeyj.www.xmu.com.    IN    A    100.16.9.122
yhdupqob.www.xmu.com.    IN    A    244.141.56.138
supthrnm.www.xmu.com.    IN    A    82.247.163.172
mvhtwyji.www.xmu.com.    IN    A    6.161.99.188
hndbcxep.www.xmu.com.    IN    A    86.60.251.100
vaklrybj.www.xmu.com.    IN    A    103.214.209.152
ixcnuwga.www.xmu.com.    IN    A    131.90.51.2
wyqvofmx.www.xmu.com.    IN    A    181.145.209.243
agitmdlv.www.xmu.com.    IN    A    226.197.213.135
egvuxmcl.www.xmu.com.    IN    A    62.244.220.125
kvifgncj.www.xmu.com.    IN    A    151.16.140.74
wnfplvch.www.xmu.com.    IN    A    46.32.216.99
upxfsnde.www.xmu.com.    IN    A    103.146.6.179
irublvtc.www.xmu.com.    IN    A    209.181.252.152
krhsuqtn.www.xmu.com.    IN    A    56.222.17.218
qsvufxpr.www.xmu.com.    IN    A    105.224.107.221
egqkpfuy.www.xmu.com.    IN    A    165.186.244.116
qjafcoud.www.xmu.com.    IN    A    175.30.143.175
ksgdtjyr.www.xmu.com.    IN    A    39.183.154.236
wtlsarny.www.xmu.com.    IN    A    91.13.173.108
pmfxqrnh.www.xmu.com.    IN    A    37.254.70.66
wgryvfeb.www.xmu.com.    IN    A    158.192.15.70
vlfwscep.www.xmu.com.    IN    A    139.165.65.4
qmkwapsr.www.xmu.com.    IN    A    30.28.197.155
wxvcjdfp.www.xmu.com.    IN    A    33.81.39.35
kuvqjgre.www.xmu.com.    IN    A    172.109.179.89
fewxqapb.www.xmu.com.    IN    A    114.62.60.220
ptofumij.www.xmu.com.    IN    A    165.48.72.238
kqtoulfw.www.xmu.com.    IN    A    24.155.184.161
jutapkds.www.xmu.com.    IN    A    188.10.81.31
ojdbfwug.www.xmu.com.    IN    A    215.222.61.116
sgbuxelc.www.xmu.com.    IN    A    43.90.109.60
bdetcvok.www.xmu.com.    IN    A    210.80.134.143
ulgjirnv.www.xmu.com.    IN    A    38.167.200.90
ciksbdwo.www.xmu.com.    IN    A    59.253.37.99
qgkhfnya.www.xmu.com.    IN    A    170.229.16.68
coqpgrbh.www.xmu.com.    IN    A    243.229.90.204
hkfncmjg.www.xmu.com.    IN    A    91.99.243.58
lriuqwpg.www.xmu.com.    IN    A    86.179.146.44
hslbjvae.www.xmu.com.    IN    A    239.188.103.248
eydovpwl.www.xmu.com.    IN    A    186.191.178.3
kobpvxye.www.xmu.com.    IN    A    207.193.213.234
wisfjnoa.www.xmu.com.    IN    A    133.138.63.133
jsxywgcm.www.xmu.com.    IN    A    100.138.84.76
bpqovjes.www.xmu.com.    IN    A    138.252.19.35
gfkxpije.www.xmu.com.    IN    A    7.5.14.63
dbflywju.www.xmu.com.    IN    A    9.78.181.229
scvltrjm.www.xmu.com.    IN    A    177.41.212.144
mjqxsbkh.www.xmu.com.    IN    A    106.28.242.51
ghysibua.www.xmu.com.    IN    A    127.7.252.222
whcvrkyg.www.xmu.com.    IN    A    198.127.252.122
rysomwct.www.xmu.com.    IN    A    120.65.230.97
wsgjpmlo.www.xmu.com.    IN    A    8.132.24.216
hgjetonr.www.xmu.com.    IN    A    67.181.135.207
vgohnblj.www.xmu.com.    IN    A    185.71.65.118
ciqglvuy.www.xmu.com.    IN    A    76.83.184.80
aoblicdv.www.xmu.com.    IN    A    195.208.240.197
mfjwyhoa.www.xmu.com.    IN    A    11.168.152.255
byhxrvki.www.xmu.com.    IN    A    206.214.133.120
cmpnqbrh.www.xmu.com.    IN    A    162.21.105.45
habjkgrc.www.xmu.com.    IN    A    178.23.116.3
hnxkauls.www.xmu.com.    IN    A    17.179.54.202
loqtvcyh.www.xmu.com.    IN    A    169.61.224.28
hdwliskt.www.xmu.com.    IN    A    170.167.57.112
mpogsdye.www.xmu.com.    IN    A    11.82.201.131
fxujmaih.www.xmu.com.    IN    A    182.75.60.220
grqmekad.www.xmu.com.    IN    A    66.17.186.13
tjuqhlsf.www.xmu.com.    IN    A    166.255.249.28
lbfpsetq.www.xmu.com.    IN    A    164.174.33.84
gnqfsyor.www.xmu.com.    IN    A    21.100.240.104
dwcsgpax.www.xmu.com.    IN    A    33.166.97.7
fwglioun.www.xmu.com.    IN    A    39.212.194.1
verfxycu.www.xmu.com.    IN    A    183.178.229.3
uqyekhfs.www.xmu.com.    IN    A    70.149.42.116
vxqicdur.www.xmu.com.    IN    A    105.92.250.202
kxqjglyi.www.xmu.com.    IN    A    70.62.85.219
smokfvlb.www.xmu.com.    IN    A    158.87.187.46
bwpahrmk.www.xmu.com.    IN    A    158.239.150.214
beakhivf.www.xmu.com.    IN    A    54.136.154.101
fgqxnmkr.www.xmu.com.    IN    A    213.81.30.210
ephaxosr.www.xmu.com.    IN    A    247.58.4.166
phavqsli.www.xmu.com.    IN    A    217.243.155.121
okxrpmsj.www.xmu.com.    IN    A    80.215.137.17
dxeifarw.www.xmu.com.    IN    A    233.211.72.116
odplmwkc.www.xmu.com.    IN    A    127.137.209.107
tbopnysw.www.xmu.com.    IN    A    120.234.102.195
ydqvlije.www.xmu.com.    IN    A    248.125.235.184
ptdwrfnc.www.xmu.com.    IN    A    25.198.85.104
njwpxysq.www.xmu.com.    IN    A    180.61.14.59
vjetomnd.www.xmu.com.    IN    A    18.194.153.55
kplnrcvf.www.xmu.com.    IN    A    13.84.3.1
strjfhgw.www.xmu.com.    IN    A    198.117.35.7
bftqxcuw.www.xmu.com.    IN    A    223.195.202.59
cmkpuxdw.www.xmu.com.    IN    A    153.102.67.119
ohvpcbqy.www.xmu.com.    IN    A    122.161.125.224
tsliojdb.www.xmu.com.    IN    A    171.107.191.73
ypcbhxmw.www.xmu.com.    IN    A    53.117.181.226
wndabqxi.www.xmu.com.    IN    A    101.203.87.125
cmsflrev.www.xmu.com.    IN    A    69.67.167.23
xftaclek.www.xmu.com.    IN    A    3.180.26.239
kijvuaox.www.xmu.com.    IN    A    207.53.229.229
moglnjet.www.xmu.com.    IN    A    28.224.57.227
mlbujyoq.www.xmu.com.    IN    A    168.60.23.248
eadkrjvu.www.xmu.com.    IN    A    55.87.21.235
xhvwurod.www.xmu.com.    IN    A    167.162.188.9
xjtayqlc.www.xmu.com.    IN    A    213.39.33.140
lahnxfor.www.xmu.com.    IN    A    50.162.113.216
rhecotsi.www.xmu.com.    IN    A    49.164.245.71
gucfvysk.www.xmu.com.    IN    A    236.43.146.201
vfwigtnp.www.xmu.com.    IN    A    9.41.208.151
uyqdvcer.www.xmu.com.    IN    A    111.154.32.135
bepjvrna.www.xmu.com.    IN    A    59.12.243.27
apcbfils.www.xmu.com.    IN    A    188.232.162.4
xnsibojk.www.xmu.com.    IN    A    171.147.78.163
ncvhxdmr.www.xmu.com.    IN    A    111.185.31.22
tcfhmuvr.www.xmu.com.    IN    A    62.87.118.181
owpeqtld.www.xmu.com.    IN    A    218.150.98.9
gxskfndv.www.xmu.com.    IN    A    185.26.202.239
jtdpsbnf.www.xmu.com.    IN    A    149.89.133.56
qbivtlwy.www.xmu.com.    IN    A    43.208.127.4
eiqvuhpg.www.xmu.com.    IN    A    173.217.217.234
wpsmrqab.www.xmu.com.    IN    A    153.211.61.67
xmbapsqf.www.xmu.com.    IN    A    254.44.33.46
oifnkqwg.www.xmu.com.    IN    A    118.211.160.113
qyphjmwd.www.xmu.com.    IN    A    199.79.168.129
lymuviko.www.xmu.com.    IN    A    14.234.207.130
wxkhnprj.www.xmu.com.    IN    A    27.57.126.20
bydwrgfv.www.xmu.com.    IN    A    151.130.59.158
hfvdwxcm.www.xmu.com.    IN    A    237.39.227.87
ysbkohwg.www.xmu.com.    IN    A    217.110.247.150
ynswfarm.www.xmu.com.    IN    A    32.64.251.21
smdrntvi.www.xmu.com.    IN    A    219.61.142.43
rktvsyfq.www.xmu.com.    IN    A    61.231.93.70
hfxdetbq.www.xmu.com.    IN    A    163.164.129.197
wltfnxdg.www.xmu.com.    IN    A    143.126.79.178
odrgklem.www.xmu.com.    IN    A    40.185.14.105
wcuidxmy.www.xmu.com.    IN    A    33.100.147.78
togwhpma.www.xmu.com.    IN    A    72.152.139.61
tsdagyun.www.xmu.com.    IN    A    230.74.187.17
xrupgqiw.www.xmu.com.    IN    A    114.183.7.156
cwgdkpvj.www.xmu.com.    IN    A    10.241.135.221
yptnmkdo.www.xmu.com.    IN    A    127.35.177.25
qrbjfpch.www.xmu.com.    IN    A    215.200.64.217
jvfpydmn.www.xmu.com.    IN    A    251.54.155.2
fyblsqja.www.xmu.com.    IN    A    181.168.98.218
gpfqmkht.www.xmu.com.    IN    A    101.108.76.173
hlufewab.www.xmu.com.    IN    A    78.195.209.135
hktgbdva.www.xmu.com.    IN    A    133.186.206.50
avtiqgem.www.xmu.com.    IN    A    130.154.9.221
ykauptdb.www.xmu.com.    IN    A    89.226.50.123
mnaslvfu.www.xmu.com.    IN    A    42.53.144.119
rchjkplq.www.xmu.com.    IN    A    252.130.214.158
jykqmhdb.www.xmu.com.    IN    A    216.20.128.26
vjxdkmai.www.xmu.com.    IN    A    94.226.101.0
wyuhntek.www.xmu.com.    IN    A    76.26.166.128
hgkntlom.www.xmu.com.    IN    A    236.18.12.32
wpiljfcd.www.xmu.com.    IN    A    151.255.16.157
comwsiqf.www.xmu.com.    IN    A    230.69.226.11
tfgblpeq.www.xmu.com.    IN    A    233.4.144.75
wirngxtb.www.xmu.com.    IN    A    53.115.106.190
ranhcjbt.www.xmu.com.    IN    A    78.236.41.140
pblnohmt.www.xmu.com.    IN    A    173.118.91.10
itpjovxw.www.xmu.com.    IN    A    137.180.118.20
kmqreayb.www.xmu.com.    IN    A    167.34.143.49
