; <<>> DiG 9.11.3-1ubuntu1.11-Ubuntu <<>> AXFR tju.com. @ns2.tju.edu.
;; global options: +cmd

@               			      14400 IN SOA	ns1.tju.com. james.tju.edu. 19122302 14400 3600 2419200 14400
tju.com.			      14400 IN NS	ns1.tju.com.
ns1.tju.com.			      14400 IN A	10.166.21.13

www.tju.com.		      14400 IN NS	ns1.www.tju.com.
ns1.www.tju.com.		      14400 IN A		10.166.21.14

science.tju.com.		      14400 IN NS	ns1.science.tju.com.
ns1.science.tju.com.		      14400 IN A		10.166.21.15

arch.tju.com.		      14400 IN NS	ns1.arch.tju.com.
ns1.arch.tju.com.		      14400 IN A		10.166.21.12

tju.com.			      14400 IN MX	10 archtp.tju.edu.
tju.com.			      14400 IN TXT	"v=spf1 a mx ~all"
ivguqfed.tju.com.        IN    A    160.38.41.201
qdalshnu.tju.com.        IN    A    177.83.213.186
ngdksebj.tju.com.        IN    A    59.14.148.210
gxtdqabh.tju.com.        IN    A    85.156.96.90
uyrnkiho.tju.com.        IN    A    82.110.207.198
ajfuxgtk.tju.com.        IN    A    243.102.139.245
yjwandic.tju.com.        IN    A    178.236.240.110
yposluew.tju.com.        IN    A    193.227.39.42
qcygiktp.tju.com.        IN    A    107.235.16.159
dwscfulh.tju.com.        IN    A    53.191.121.228
jneagbtr.tju.com.        IN    A    190.220.11.75
fcdvqjra.tju.com.        IN    A    251.85.10.13
bmsfrutv.tju.com.        IN    A    241.91.47.115
cyiuqtpf.tju.com.        IN    A    40.167.189.126
hrjslkyt.tju.com.        IN    A    62.67.43.207
ermthbpw.tju.com.        IN    A    87.123.235.177
jbokpyfs.tju.com.        IN    A    73.157.222.138
vqbdhsei.tju.com.        IN    A    8.40.204.110
igablsfy.tju.com.        IN    A    79.33.132.255
snogpklu.tju.com.        IN    A    59.245.122.225
ydsqopgx.tju.com.        IN    A    67.209.51.235
rbtgcndu.tju.com.        IN    A    230.136.169.28
bxjhrdfg.tju.com.        IN    A    100.146.193.85
npgdyvxe.tju.com.        IN    A    92.94.26.90
vepgrbuc.tju.com.        IN    A    98.184.167.163
flkhidgr.tju.com.        IN    A    180.117.79.111
dfplbjsr.tju.com.        IN    A    187.231.82.101
lmodhjbq.tju.com.        IN    A    45.248.164.66
knepcvxm.tju.com.        IN    A    148.49.19.73
awvtsomc.tju.com.        IN    A    135.208.162.83
gryxatji.tju.com.        IN    A    67.178.101.121
iyfshaxq.tju.com.        IN    A    68.27.9.224
fkxvuotj.tju.com.        IN    A    7.108.26.34
xqyrsnuk.tju.com.        IN    A    13.198.194.214
kplubsej.tju.com.        IN    A    224.34.99.215
kvxbmdes.tju.com.        IN    A    89.250.178.119
womlfdnt.tju.com.        IN    A    176.197.90.35
lgvodsft.tju.com.        IN    A    169.99.187.67
wfayxovi.tju.com.        IN    A    173.64.61.205
jxyluwqp.tju.com.        IN    A    246.215.114.188
aimlrkhe.tju.com.        IN    A    2.241.183.139
dpvrfiwg.tju.com.        IN    A    168.219.229.100
rqdhjbks.tju.com.        IN    A    70.199.136.38
ijxltcan.tju.com.        IN    A    1.75.203.85
eawjkpfv.tju.com.        IN    A    213.48.130.100
cfdmbgov.tju.com.        IN    A    220.254.188.106
densrphf.tju.com.        IN    A    78.242.98.15
jmgbxtov.tju.com.        IN    A    236.106.94.133
sjqhwybu.tju.com.        IN    A    156.167.26.117
bnirmsjg.tju.com.        IN    A    214.150.42.75
itsxaobn.tju.com.        IN    A    113.87.19.26
loifcawd.tju.com.        IN    A    29.207.133.95
gjxldkos.tju.com.        IN    A    42.225.33.231
fjcbvsmo.tju.com.        IN    A    254.164.96.147
fxmdjwgr.tju.com.        IN    A    38.71.32.126
svwaobet.tju.com.        IN    A    245.72.41.139
mcrhaeyq.tju.com.        IN    A    43.174.157.230
jrubakom.tju.com.        IN    A    95.19.26.227
boprysvc.tju.com.        IN    A    9.192.118.104
egukytxb.tju.com.        IN    A    196.147.226.48
cdfhkrow.tju.com.        IN    A    55.18.251.168
sjkivmpy.tju.com.        IN    A    163.178.133.234
wctubxan.tju.com.        IN    A    123.85.47.101
awioxdry.tju.com.        IN    A    18.177.211.195
soiljxnb.tju.com.        IN    A    154.231.102.28
hworpjvq.tju.com.        IN    A    103.6.209.179
vteqwhpl.tju.com.        IN    A    238.42.87.174
mpxoyfkt.tju.com.        IN    A    166.74.178.71
ilnkbwtx.tju.com.        IN    A    197.192.28.129
uhmisxbe.tju.com.        IN    A    11.89.239.205
elvfowxr.tju.com.        IN    A    115.246.91.113
rkxgbnvd.tju.com.        IN    A    49.114.10.123
ysdvikjh.tju.com.        IN    A    121.8.25.200
ptklhqbe.tju.com.        IN    A    57.227.9.145
qumvgbrk.tju.com.        IN    A    249.192.192.225
moqdwtug.tju.com.        IN    A    85.231.114.159
nsepjfdk.tju.com.        IN    A    168.193.254.121
jwygrpeu.tju.com.        IN    A    77.69.147.207
beujdxar.tju.com.        IN    A    44.143.29.65
usivobmy.tju.com.        IN    A    19.137.62.224
sephkaun.tju.com.        IN    A    189.197.36.125
mfhovaxk.tju.com.        IN    A    175.193.189.197
mnthaqcx.tju.com.        IN    A    100.26.112.130
uykvcoxm.tju.com.        IN    A    170.247.209.169
jbxrckun.tju.com.        IN    A    255.190.42.165
kmheotlq.tju.com.        IN    A    150.99.64.20
ulgopbce.tju.com.        IN    A    143.253.133.121
lykuboxs.tju.com.        IN    A    63.27.155.17
yglqkjcb.tju.com.        IN    A    139.35.148.113
hicnqxou.tju.com.        IN    A    251.218.254.82
ruonveia.tju.com.        IN    A    0.154.1.199
almtjkbd.tju.com.        IN    A    69.146.122.192
hnupeack.tju.com.        IN    A    49.176.233.253
rdlikfhb.tju.com.        IN    A    11.240.211.195
wjqafmui.tju.com.        IN    A    171.173.177.226
vlendhki.tju.com.        IN    A    21.160.95.135
cierltuf.tju.com.        IN    A    160.166.102.216
mirhucdy.tju.com.        IN    A    175.208.142.94
sipgrtac.tju.com.        IN    A    163.244.233.50
ankpmdwx.tju.com.        IN    A    136.173.113.243
fneqgmwb.tju.com.        IN    A    38.50.103.113
jybaslem.tju.com.        IN    A    247.172.197.230
xfqjvrwy.tju.com.        IN    A    5.132.7.33
hrtvljcb.tju.com.        IN    A    5.49.19.63
bjquscoe.tju.com.        IN    A    165.89.56.203
yjwmgpdi.tju.com.        IN    A    99.201.17.93
klfscphm.tju.com.        IN    A    90.1.32.181
tdqihbms.tju.com.        IN    A    246.135.18.141
hdxrkvge.tju.com.        IN    A    22.11.153.85
aboximhc.tju.com.        IN    A    200.27.250.98
tvgyqwis.tju.com.        IN    A    141.165.219.53
xmvawqry.tju.com.        IN    A    161.216.66.7
sfwrjltn.tju.com.        IN    A    84.150.174.229
ncmjedri.tju.com.        IN    A    3.115.117.205
yxwnleqt.tju.com.        IN    A    109.200.170.221
hejaocur.tju.com.        IN    A    99.141.130.123
oyhirbsn.tju.com.        IN    A    194.96.101.9
dtscfbul.tju.com.        IN    A    212.163.61.73
qkhdnmpc.tju.com.        IN    A    148.196.173.211
ygluwakf.tju.com.        IN    A    209.164.212.30
smpuhxfd.tju.com.        IN    A    164.68.150.43
mqgflxib.tju.com.        IN    A    25.203.16.129
ywqdkorl.tju.com.        IN    A    83.79.206.147
hbugidfl.tju.com.        IN    A    70.253.83.161
xaypifln.tju.com.        IN    A    144.135.179.248
aecgbqwj.tju.com.        IN    A    165.173.234.18
lkpgscxj.tju.com.        IN    A    109.169.86.203
hvywcqtg.tju.com.        IN    A    141.224.193.182
jkvdsyfp.tju.com.        IN    A    17.231.176.213
iktpclnh.tju.com.        IN    A    148.41.136.127
hnlodypb.tju.com.        IN    A    69.203.247.247
ekcmfpya.tju.com.        IN    A    184.11.123.250
itrocdfg.tju.com.        IN    A    67.241.254.36
jkyegtob.tju.com.        IN    A    4.214.69.94
jnqboepa.tju.com.        IN    A    60.31.158.3
xatrdgmi.tju.com.        IN    A    236.40.13.126
xgrthqvj.tju.com.        IN    A    175.222.84.19
aumpvodc.tju.com.        IN    A    67.172.4.226
lsnkjagx.tju.com.        IN    A    65.196.110.136
wqaebxdu.tju.com.        IN    A    220.84.51.173
aijywmtb.tju.com.        IN    A    102.17.162.159
qcdasbfp.tju.com.        IN    A    203.17.231.83
jqtuafwn.tju.com.        IN    A    247.44.50.207
ctrgfdjk.tju.com.        IN    A    30.242.93.134
wilfrash.tju.com.        IN    A    134.31.117.211
dufelvgr.tju.com.        IN    A    154.142.46.118
qyagebtp.tju.com.        IN    A    154.45.51.218
manthksl.tju.com.        IN    A    204.77.85.16
lugahecw.tju.com.        IN    A    125.220.115.6
hpxygvla.tju.com.        IN    A    100.212.105.155
kbglifwm.tju.com.        IN    A    64.126.106.46
amrjvsiw.tju.com.        IN    A    74.254.2.232
hvabtsuw.tju.com.        IN    A    39.217.62.100
kxvbjuhw.tju.com.        IN    A    209.217.230.156
rmfynavt.tju.com.        IN    A    7.234.242.250
bujvwgok.tju.com.        IN    A    205.158.86.119
crwdiokq.tju.com.        IN    A    132.0.79.63
wlhrtnvg.tju.com.        IN    A    112.103.248.144
efidhnsa.tju.com.        IN    A    250.87.193.12
lkymgous.tju.com.        IN    A    212.152.50.81
wcjxymun.tju.com.        IN    A    247.116.226.12
dceoxjln.tju.com.        IN    A    202.30.146.65
smbyhurx.tju.com.        IN    A    53.152.185.29
wmgleoxj.tju.com.        IN    A    78.40.137.233
ylxmkfpg.tju.com.        IN    A    184.110.51.229
svpxbgdl.tju.com.        IN    A    148.177.188.135
fhutyxkv.tju.com.        IN    A    189.112.136.175
jovwnact.tju.com.        IN    A    178.65.208.72
eghwyoba.tju.com.        IN    A    88.226.217.92
ketsdnih.tju.com.        IN    A    70.21.220.159
kbtlnsdf.tju.com.        IN    A    59.89.185.145
uiecvywt.tju.com.        IN    A    95.81.228.163
qdrufcmo.tju.com.        IN    A    69.220.41.69
cerhdwua.tju.com.        IN    A    63.245.0.9
lbfsmawj.tju.com.        IN    A    232.220.185.4
pjdbqegr.tju.com.        IN    A    168.193.204.96
kuxgojpq.tju.com.        IN    A    174.140.144.120
oediacxw.tju.com.        IN    A    42.177.125.190
ugkxwthr.tju.com.        IN    A    254.31.163.210
jmglerub.tju.com.        IN    A    94.26.154.30
hircnqex.tju.com.        IN    A    119.238.63.58
dkiuwmrg.tju.com.        IN    A    176.109.227.87
auhfonrm.tju.com.        IN    A    203.150.10.241
vxlermoc.tju.com.        IN    A    122.88.79.223
bxytwfsj.tju.com.        IN    A    67.15.23.244
linrhmse.tju.com.        IN    A    158.130.70.154
vmdajsnp.tju.com.        IN    A    92.124.135.60
pqmrntjf.tju.com.        IN    A    107.106.114.247
wtqmcsan.tju.com.        IN    A    36.188.4.252
opkuhblq.tju.com.        IN    A    175.178.0.108
drjgwcxy.tju.com.        IN    A    191.199.198.85
joysbikh.tju.com.        IN    A    241.246.80.154
xrhgoivt.tju.com.        IN    A    139.17.7.81
ejraxltd.tju.com.        IN    A    127.229.186.123
igdctokn.tju.com.        IN    A    74.90.169.132
qbpdhfui.tju.com.        IN    A    72.119.166.152
vrunehap.tju.com.        IN    A    254.24.141.132
bdsykqte.tju.com.        IN    A    88.226.0.114
joleimhn.tju.com.        IN    A    186.117.27.175
esnbqhmp.tju.com.        IN    A    126.184.87.184
mjbskefy.tju.com.        IN    A    170.86.55.47
bklfniec.tju.com.        IN    A    30.166.74.11
fscplijd.tju.com.        IN    A    67.91.132.88
nijvgwmh.tju.com.        IN    A    59.77.71.9
sqjlmiox.tju.com.        IN    A    225.209.180.166
bsjhdpgq.tju.com.        IN    A    124.238.177.121
hrvlkfio.tju.com.        IN    A    0.210.176.165
gkasyheo.tju.com.        IN    A    229.207.113.189
uotygfhl.tju.com.        IN    A    136.241.223.1
thyknjim.tju.com.        IN    A    32.46.80.226
rualjowd.tju.com.        IN    A    248.76.150.69
thieoxmc.tju.com.        IN    A    71.240.4.218
wubdyvxr.tju.com.        IN    A    14.168.52.184
ijfboydt.tju.com.        IN    A    252.252.33.191
pgneblut.tju.com.        IN    A    153.235.126.155
eyfkrxsd.tju.com.        IN    A    26.21.107.149
syxkujgd.tju.com.        IN    A    156.210.18.13
dtchfonv.tju.com.        IN    A    102.112.86.255
sctqvogm.tju.com.        IN    A    114.192.155.135
rycblxof.tju.com.        IN    A    4.83.255.168
wmxcylbu.tju.com.        IN    A    190.19.90.244
bgaulrjc.tju.com.        IN    A    237.209.150.117
dubxcjkv.tju.com.        IN    A    138.98.59.79
ximhogds.tju.com.        IN    A    151.154.203.173
xfucwjmo.tju.com.        IN    A    91.78.243.249
nchiwseq.tju.com.        IN    A    77.214.194.113
ibdsfhkm.tju.com.        IN    A    9.74.31.103
csjhvtak.tju.com.        IN    A    131.95.185.239
cdkayvbi.tju.com.        IN    A    33.29.236.192
fxobugwd.tju.com.        IN    A    117.1.236.4
evdyofmt.tju.com.        IN    A    184.167.7.0
wykefxvu.tju.com.        IN    A    1.176.102.42
rcfdjktl.tju.com.        IN    A    106.194.93.186
diaofrsg.tju.com.        IN    A    71.159.188.193
lpfmxekh.tju.com.        IN    A    107.184.141.82
iaenqxds.tju.com.        IN    A    164.175.36.167
dfleanmv.tju.com.        IN    A    72.2.85.141
ojfygpam.tju.com.        IN    A    108.22.13.76
cwgptfqj.tju.com.        IN    A    47.224.84.25
iqjgdsye.tju.com.        IN    A    221.230.146.135
dvhynfbc.tju.com.        IN    A    129.29.78.251
osayelji.tju.com.        IN    A    46.174.17.51
mltxaekw.tju.com.        IN    A    81.111.230.7
vpeaqsto.tju.com.        IN    A    29.118.221.202
tcvdpjlg.tju.com.        IN    A    168.7.149.215
xjnqwmtp.tju.com.        IN    A    167.171.181.83
wytsvocd.tju.com.        IN    A    249.122.65.162
rpodythl.tju.com.        IN    A    118.6.150.215
ojvfarbd.tju.com.        IN    A    29.10.229.93
opnjfbuk.tju.com.        IN    A    42.37.47.103
dumexsfp.tju.com.        IN    A    232.236.111.150
wbodnjis.tju.com.        IN    A    220.148.250.182
ewofjbnd.tju.com.        IN    A    235.154.216.245
nhuxqabv.tju.com.        IN    A    16.102.3.177
kphixlqn.tju.com.        IN    A    105.196.130.80
hladbfjx.tju.com.        IN    A    243.169.30.97
irjmvoqx.tju.com.        IN    A    32.144.55.179
avuglbmq.tju.com.        IN    A    168.181.145.193
wdjtgkms.tju.com.        IN    A    124.117.74.240
rbjyxgsv.tju.com.        IN    A    240.234.171.218
bmawhejv.tju.com.        IN    A    232.222.233.21
asqjvpof.tju.com.        IN    A    126.108.82.131
nivgusrj.tju.com.        IN    A    72.104.47.106
hpcydoax.tju.com.        IN    A    182.25.85.147
xpcdwhse.tju.com.        IN    A    193.201.54.63
bqehxwyi.tju.com.        IN    A    129.100.108.220
ueijcshq.tju.com.        IN    A    109.217.197.241
nuipvjys.tju.com.        IN    A    251.190.34.126
faslckit.tju.com.        IN    A    204.79.29.202
qpfklwaj.tju.com.        IN    A    67.124.30.215
aevkwpfi.tju.com.        IN    A    104.20.141.140
levnfhtx.tju.com.        IN    A    122.231.111.65
lachxopj.tju.com.        IN    A    242.138.78.57
grakusqh.tju.com.        IN    A    186.107.192.191
mkwibfdu.tju.com.        IN    A    99.191.68.211
bgnpxrid.tju.com.        IN    A    29.129.7.119
sbcehmwn.tju.com.        IN    A    5.171.43.248
tsjfbwcd.tju.com.        IN    A    86.92.218.8
gbauhyjq.tju.com.        IN    A    4.237.18.71
boexicsy.tju.com.        IN    A    221.34.128.153
bhwursea.tju.com.        IN    A    240.44.191.43
ymlfarou.tju.com.        IN    A    111.134.163.186
hkrtopxv.tju.com.        IN    A    45.239.249.188
idlwmext.tju.com.        IN    A    202.164.100.153
fvahkpoc.tju.com.        IN    A    175.196.27.255
uhnmryae.tju.com.        IN    A    181.41.212.234
piusgvod.tju.com.        IN    A    247.238.51.20
ypjqexia.tju.com.        IN    A    38.35.154.203
tsbgvxka.tju.com.        IN    A    221.219.171.148
niyofprl.tju.com.        IN    A    220.211.205.97
qjtmuloi.tju.com.        IN    A    199.0.138.61
rpkgeyuc.tju.com.        IN    A    180.91.249.213
poldwsxj.tju.com.        IN    A    94.220.254.142
htjnrwyq.tju.com.        IN    A    21.238.201.178
awrclqtf.tju.com.        IN    A    210.167.191.130
vafdqtxo.tju.com.        IN    A    17.128.129.135
eqdyxcri.tju.com.        IN    A    220.78.30.1
phxrayed.tju.com.        IN    A    182.240.61.29
fajtlnvg.tju.com.        IN    A    215.39.85.136
cfmtihlb.tju.com.        IN    A    19.238.118.217
lbcxiuan.tju.com.        IN    A    41.164.58.10
nxtecbry.tju.com.        IN    A    58.171.187.172
pfxslcen.tju.com.        IN    A    56.235.237.90
notmfhlr.tju.com.        IN    A    124.39.248.232
prghilnk.tju.com.        IN    A    236.62.30.245
dqyxbwju.tju.com.        IN    A    97.211.222.162
yhmlxfpc.tju.com.        IN    A    83.250.143.72
dmjchnob.tju.com.        IN    A    97.4.216.143
ngihtmsc.tju.com.        IN    A    244.49.68.173
hlqrxekw.tju.com.        IN    A    73.230.105.170
ovshekwl.tju.com.        IN    A    101.72.0.145
gcwvfsjk.tju.com.        IN    A    196.19.38.150
rmqkcpvd.tju.com.        IN    A    72.17.36.32
xundijam.tju.com.        IN    A    107.63.186.212
rtwoachy.tju.com.        IN    A    125.109.176.202
umyercba.tju.com.        IN    A    200.10.175.46
sdaxyepl.tju.com.        IN    A    196.57.175.101
dxljnfcv.tju.com.        IN    A    97.89.208.175
tpihojuv.tju.com.        IN    A    224.87.112.73
sarhtuve.tju.com.        IN    A    129.33.117.201
veyidubh.tju.com.        IN    A    245.81.114.94
bcjepwhs.tju.com.        IN    A    47.13.245.14
fpaiqysu.tju.com.        IN    A    192.255.213.151
eobjdncl.tju.com.        IN    A    173.132.143.43
rtmxvcaq.tju.com.        IN    A    236.93.209.255
aqsybglp.tju.com.        IN    A    16.64.176.146
yqhglcaw.tju.com.        IN    A    242.85.55.6
jmvydeia.tju.com.        IN    A    17.198.192.222
expngkja.tju.com.        IN    A    117.202.190.239
amrbysih.tju.com.        IN    A    213.222.163.20
ehuftjgp.tju.com.        IN    A    141.214.135.194
cxfksdlt.tju.com.        IN    A    18.199.173.55
vfxhctuy.tju.com.        IN    A    87.188.122.104
ajosdycr.tju.com.        IN    A    199.237.207.228
lkdvtwmp.tju.com.        IN    A    45.125.35.158
dhkwqgjx.tju.com.        IN    A    103.121.174.83
etvmsbuk.tju.com.        IN    A    59.6.199.174
vkbumjih.tju.com.        IN    A    189.185.229.169
kjbhxyro.tju.com.        IN    A    60.205.192.153
tyipaswr.tju.com.        IN    A    139.143.120.104
lsnadgty.tju.com.        IN    A    184.18.229.247
mwyiaxon.tju.com.        IN    A    192.87.6.29
lmjudigy.tju.com.        IN    A    126.248.217.16
rphmykil.tju.com.        IN    A    141.78.125.168
dqkheycs.tju.com.        IN    A    82.241.243.156
smrhxdfa.tju.com.        IN    A    144.132.169.12
syxvrltp.tju.com.        IN    A    111.176.20.147
eviqpyjl.tju.com.        IN    A    132.112.134.160
ewacglfn.tju.com.        IN    A    212.28.14.30
rathgoxb.tju.com.        IN    A    140.78.18.189
rjkowstb.tju.com.        IN    A    110.69.175.220
pfokgmed.tju.com.        IN    A    167.140.40.116
plsoiqtr.tju.com.        IN    A    194.110.213.231
mtxrcwgu.tju.com.        IN    A    234.247.0.11
ymdrushx.tju.com.        IN    A    82.58.44.12
raslnkdx.tju.com.        IN    A    90.141.255.243
iaqgebps.tju.com.        IN    A    60.141.19.211
ehypstjr.tju.com.        IN    A    105.217.218.77
tqyuplfh.tju.com.        IN    A    59.148.104.249
wadyxsub.tju.com.        IN    A    13.193.187.185
vjrcnxyd.tju.com.        IN    A    89.138.224.123
ftumxgih.tju.com.        IN    A    159.237.2.223
kgdfnivp.tju.com.        IN    A    158.122.229.165
tmwqlegp.tju.com.        IN    A    152.214.87.226
ctlhjixo.tju.com.        IN    A    175.106.13.180
bshcurvf.tju.com.        IN    A    102.0.104.82
wxvcnsqh.tju.com.        IN    A    63.61.217.199
idvypxlr.tju.com.        IN    A    109.75.91.97
mqwovpbf.tju.com.        IN    A    78.8.12.253
qxdwuybe.tju.com.        IN    A    45.166.83.200
nsfckore.tju.com.        IN    A    88.22.74.241
bnkgjufr.tju.com.        IN    A    215.25.66.194
tsmuijdn.tju.com.        IN    A    155.238.151.166
yduxvbqk.tju.com.        IN    A    122.221.140.132
kjofcbev.tju.com.        IN    A    128.132.179.14
wlmkvrju.tju.com.        IN    A    107.138.2.93
stnmxqyg.tju.com.        IN    A    115.229.122.158
fdvsychr.tju.com.        IN    A    191.100.151.149
mlvinfse.tju.com.        IN    A    214.63.26.157
lkajqfcr.tju.com.        IN    A    37.217.253.113
qivtpxch.tju.com.        IN    A    170.92.113.151
eabnoyrv.tju.com.        IN    A    97.139.163.101
yalrojux.tju.com.        IN    A    42.0.114.185
abdmhwqs.tju.com.        IN    A    140.143.34.176
jmwdesqt.tju.com.        IN    A    48.147.228.158
medturxy.tju.com.        IN    A    188.143.199.247
wipamvyb.tju.com.        IN    A    165.240.15.121
bdjyqocf.tju.com.        IN    A    217.163.197.5
poktqyaj.tju.com.        IN    A    173.33.140.50
yahijquk.tju.com.        IN    A    239.8.25.232
spldihgm.tju.com.        IN    A    85.22.85.55
iqftmnxr.tju.com.        IN    A    159.127.235.239
vhlabcgn.tju.com.        IN    A    238.57.252.123
