; <<>> DiG 9.11.3-1ubuntu1.11-Ubuntu <<>> AXFR shu.com. @ns2.shu.edu.
;; global options: +cmd

@               			      14400 IN SOA	ns1.shu.com. james.shu.edu. 19122302 14400 3600 2419200 14400
shu.com.			      14400 IN NS	ns1.shu.com.
ns1.shu.com.			      14400 IN A	10.166.21.15

www.shu.com.		      14400 IN NS	ns1.www.shu.com.
ns1.www.shu.com.		      14400 IN A		10.166.21.12

ai.shu.com.		      14400 IN NS	ns1.ai.shu.com.
ns1.ai.shu.com.		      14400 IN A		10.166.21.13

sociology.shu.com.		      14400 IN NS	ns1.sociology.shu.com.
ns1.sociology.shu.com.		      14400 IN A		10.166.21.14

shu.com.			      14400 IN MX	10 sociologytp.shu.edu.
shu.com.			      14400 IN TXT	"v=spf1 a mx ~all"
lsmepjxy.shu.com.        IN    A    153.176.57.166
dbfgpuyt.shu.com.        IN    A    59.24.35.2
bfgachoi.shu.com.        IN    A    230.133.109.29
jdcmpvsx.shu.com.        IN    A    142.64.104.83
oduafetb.shu.com.        IN    A    222.100.217.5
xdsacwvn.shu.com.        IN    A    53.179.127.75
rdefytng.shu.com.        IN    A    74.152.115.161
gypqkdio.shu.com.        IN    A    14.5.194.155
ysvcorex.shu.com.        IN    A    156.105.13.248
xeonupwd.shu.com.        IN    A    148.56.128.27
kptgxswi.shu.com.        IN    A    212.24.145.117
fyctxwki.shu.com.        IN    A    215.162.159.26
lgnkeray.shu.com.        IN    A    20.124.242.27
nsuxdkvg.shu.com.        IN    A    25.136.73.11
jvlmbpgu.shu.com.        IN    A    22.226.94.237
ilerqocx.shu.com.        IN    A    252.13.155.235
hprcmnye.shu.com.        IN    A    83.167.207.46
mpuoflxy.shu.com.        IN    A    98.32.133.137
ymvrdwge.shu.com.        IN    A    191.93.26.18
gyfobcax.shu.com.        IN    A    162.238.240.1
bcexrikf.shu.com.        IN    A    176.63.28.75
ghiredmx.shu.com.        IN    A    98.74.125.228
qfakcmbw.shu.com.        IN    A    131.106.22.244
ydbknwea.shu.com.        IN    A    190.236.111.248
qwuajkge.shu.com.        IN    A    237.64.18.173
cqdoalix.shu.com.        IN    A    173.80.77.79
ybqldaks.shu.com.        IN    A    241.171.79.249
tdmyvwki.shu.com.        IN    A    221.168.27.117
tyavxmkw.shu.com.        IN    A    245.157.146.32
exgtrplb.shu.com.        IN    A    113.159.103.252
dmnvpfye.shu.com.        IN    A    16.235.59.77
eotmjnfb.shu.com.        IN    A    139.12.156.243
apoylhqw.shu.com.        IN    A    116.180.5.122
wqlbjxhr.shu.com.        IN    A    236.26.207.87
todasliq.shu.com.        IN    A    120.137.99.80
gkbchvou.shu.com.        IN    A    63.33.211.27
vhfywabe.shu.com.        IN    A    0.245.51.243
qtxdlpiy.shu.com.        IN    A    37.186.116.17
xqbnaulo.shu.com.        IN    A    116.129.14.83
bapfljsd.shu.com.        IN    A    248.238.193.53
pkjivgwr.shu.com.        IN    A    27.39.12.61
igxkosrc.shu.com.        IN    A    109.27.84.209
xadbvjcq.shu.com.        IN    A    82.154.143.220
kicjseld.shu.com.        IN    A    198.228.65.61
jmtubdag.shu.com.        IN    A    169.3.21.45
likehodt.shu.com.        IN    A    145.240.219.81
dpewlcgk.shu.com.        IN    A    133.40.160.41
yjwpsmxn.shu.com.        IN    A    156.203.44.129
kehcfqta.shu.com.        IN    A    109.110.221.32
ypvekfbo.shu.com.        IN    A    4.165.176.126
lsvpagnq.shu.com.        IN    A    167.7.234.133
upmslvgk.shu.com.        IN    A    5.23.209.121
kptdwser.shu.com.        IN    A    221.237.190.119
unhjdbfr.shu.com.        IN    A    42.34.118.166
sfiwceqb.shu.com.        IN    A    241.227.39.171
ghapbruv.shu.com.        IN    A    81.215.208.47
frnegtpc.shu.com.        IN    A    123.82.191.184
avukxfhs.shu.com.        IN    A    242.131.57.204
fnkbujep.shu.com.        IN    A    50.61.24.244
ompebvdq.shu.com.        IN    A    166.188.66.73
awkonxsd.shu.com.        IN    A    59.126.43.233
fqtpdmbh.shu.com.        IN    A    238.185.144.176
ltremyuq.shu.com.        IN    A    233.81.49.252
pbjcemaf.shu.com.        IN    A    112.219.99.100
vibesadn.shu.com.        IN    A    23.254.176.39
uqeymlfi.shu.com.        IN    A    123.249.87.148
iaftrpbl.shu.com.        IN    A    55.10.148.164
huxvjpbm.shu.com.        IN    A    74.7.35.120
qumhsdpc.shu.com.        IN    A    145.13.13.118
nwabedyq.shu.com.        IN    A    149.30.189.86
qvjolwsa.shu.com.        IN    A    22.211.118.133
npjykfud.shu.com.        IN    A    154.245.135.111
bkxirteh.shu.com.        IN    A    70.175.167.5
nvuslahe.shu.com.        IN    A    73.174.139.151
ewctsdpu.shu.com.        IN    A    250.153.24.210
nvdplbhg.shu.com.        IN    A    53.22.130.131
toiehdak.shu.com.        IN    A    125.60.161.153
qfbykcxe.shu.com.        IN    A    89.95.137.191
lonckvmu.shu.com.        IN    A    95.114.84.144
eprinvtu.shu.com.        IN    A    87.170.92.21
yvrqfbji.shu.com.        IN    A    237.8.28.91
agfirecd.shu.com.        IN    A    158.167.160.16
yxdpolqr.shu.com.        IN    A    239.167.89.199
dpivcsgj.shu.com.        IN    A    77.72.194.146
egbuxcwk.shu.com.        IN    A    46.87.57.112
ucjpydso.shu.com.        IN    A    207.31.33.179
etbkyalo.shu.com.        IN    A    38.173.171.255
iyvgdwpc.shu.com.        IN    A    178.180.4.97
jxnlgspu.shu.com.        IN    A    31.192.81.98
rqogecvh.shu.com.        IN    A    168.43.75.227
tdikpnfr.shu.com.        IN    A    189.208.189.209
tifwlovh.shu.com.        IN    A    44.144.164.183
tvmhiadk.shu.com.        IN    A    25.188.27.19
wmujfgeq.shu.com.        IN    A    104.113.13.239
rcpmqydi.shu.com.        IN    A    77.83.124.113
arumhtkb.shu.com.        IN    A    43.118.77.235
tmxfragy.shu.com.        IN    A    219.204.227.146
jsoatlcg.shu.com.        IN    A    114.69.86.241
oeumfndq.shu.com.        IN    A    136.18.95.96
qrgvdicp.shu.com.        IN    A    234.102.198.69
bhugpxys.shu.com.        IN    A    189.49.161.185
bigjsuyp.shu.com.        IN    A    198.220.163.163
ymukcaoe.shu.com.        IN    A    28.91.253.175
fmtgaeuq.shu.com.        IN    A    199.232.186.71
hvijasbf.shu.com.        IN    A    175.204.58.2
eyvcpbsw.shu.com.        IN    A    227.137.252.143
jonqhcyk.shu.com.        IN    A    255.166.106.141
sotpcmwr.shu.com.        IN    A    50.107.136.13
rbqulvdi.shu.com.        IN    A    146.121.156.65
knewylcm.shu.com.        IN    A    250.18.209.217
hvtocgyq.shu.com.        IN    A    86.68.220.157
symfwaih.shu.com.        IN    A    172.209.223.182
mxquedhb.shu.com.        IN    A    103.230.211.137
afxdlegr.shu.com.        IN    A    154.61.195.110
pewxgsqf.shu.com.        IN    A    29.25.85.145
fgxlkioc.shu.com.        IN    A    12.50.197.179
cljdsngw.shu.com.        IN    A    15.105.0.246
nrjqicdv.shu.com.        IN    A    117.78.41.214
qmsbiuwf.shu.com.        IN    A    156.75.92.66
apikudbv.shu.com.        IN    A    122.27.160.39
scthobvw.shu.com.        IN    A    195.164.98.123
frmxygvu.shu.com.        IN    A    100.161.10.48
jsvoquba.shu.com.        IN    A    235.45.199.128
ecjbwsxg.shu.com.        IN    A    78.101.71.225
migfublp.shu.com.        IN    A    60.106.17.249
ltfkuasi.shu.com.        IN    A    43.176.227.95
fyhowuea.shu.com.        IN    A    125.243.107.245
ewgbikof.shu.com.        IN    A    113.251.137.134
nfrwgxpe.shu.com.        IN    A    41.82.114.57
fjkbsvpy.shu.com.        IN    A    48.87.77.221
qeimlvjg.shu.com.        IN    A    240.142.239.19
pqfhmlya.shu.com.        IN    A    83.39.14.114
sywfnvri.shu.com.        IN    A    36.239.242.255
rdlqvsge.shu.com.        IN    A    244.198.19.106
iurqpgtd.shu.com.        IN    A    98.146.125.250
nsctkejy.shu.com.        IN    A    118.234.216.195
eryfxdak.shu.com.        IN    A    111.124.72.215
mbfudlao.shu.com.        IN    A    254.177.248.22
pixauotb.shu.com.        IN    A    207.80.205.233
ykjivpsg.shu.com.        IN    A    55.191.231.29
mifewuvp.shu.com.        IN    A    29.220.30.80
jhsxbmtn.shu.com.        IN    A    252.133.4.204
shqckmno.shu.com.        IN    A    37.178.202.104
slombawn.shu.com.        IN    A    71.152.74.101
rfpojveh.shu.com.        IN    A    255.3.81.253
xpayireg.shu.com.        IN    A    156.68.25.80
aejugbqh.shu.com.        IN    A    148.202.43.229
jaxwteyf.shu.com.        IN    A    47.90.81.142
fyeqwgol.shu.com.        IN    A    78.217.217.72
hseltbuk.shu.com.        IN    A    30.78.119.175
vcskohby.shu.com.        IN    A    213.50.102.119
pqombhri.shu.com.        IN    A    57.7.71.194
qjvcbhfn.shu.com.        IN    A    90.34.178.228
ykenxusb.shu.com.        IN    A    186.149.60.63
toigcvul.shu.com.        IN    A    83.163.138.148
asqkmnwv.shu.com.        IN    A    123.226.9.253
xtboyfad.shu.com.        IN    A    39.71.52.71
kbhcdovm.shu.com.        IN    A    105.84.94.233
dgijhlby.shu.com.        IN    A    90.10.232.79
ljqtiysv.shu.com.        IN    A    25.232.151.147
hdfjwvpe.shu.com.        IN    A    115.142.112.88
bxqejyip.shu.com.        IN    A    114.138.216.243
dnxscueo.shu.com.        IN    A    18.24.120.196
gnevxmbd.shu.com.        IN    A    112.212.79.29
lqvjfehg.shu.com.        IN    A    146.84.246.79
grktaqmu.shu.com.        IN    A    111.91.239.232
gibncmlv.shu.com.        IN    A    47.2.104.80
ejotaprs.shu.com.        IN    A    120.154.215.80
ncwyakul.shu.com.        IN    A    71.213.203.107
fpnvwark.shu.com.        IN    A    189.103.196.163
awvfyudb.shu.com.        IN    A    95.151.105.2
riwfyuhd.shu.com.        IN    A    138.71.106.145
hkpcosar.shu.com.        IN    A    131.68.105.150
etvusyim.shu.com.        IN    A    40.138.41.138
prcnefmg.shu.com.        IN    A    164.79.156.40
ktiohmel.shu.com.        IN    A    186.203.28.32
lrhmusqe.shu.com.        IN    A    60.253.56.13
gbiepkva.shu.com.        IN    A    102.151.86.225
cwqtdalp.shu.com.        IN    A    45.228.113.56
xfmkirsw.shu.com.        IN    A    101.52.176.34
njdkrais.shu.com.        IN    A    231.176.144.112
jymelwak.shu.com.        IN    A    40.43.102.171
waugokhx.shu.com.        IN    A    19.128.232.215
lifksugj.shu.com.        IN    A    211.207.102.133
jncmkfux.shu.com.        IN    A    169.24.93.9
timwaexh.shu.com.        IN    A    12.200.211.211
fbhjaexc.shu.com.        IN    A    101.157.123.167
gtdlyieb.shu.com.        IN    A    210.104.250.94
imeqownl.shu.com.        IN    A    29.60.16.3
csetiojg.shu.com.        IN    A    4.105.175.229
ifjonksc.shu.com.        IN    A    122.75.206.224
fvetnrdi.shu.com.        IN    A    26.4.37.64
xocnvfuq.shu.com.        IN    A    225.20.137.173
jofynqkt.shu.com.        IN    A    174.48.221.196
pxdlsnqh.shu.com.        IN    A    147.162.90.191
hvafxboc.shu.com.        IN    A    70.94.87.162
vptsofqi.shu.com.        IN    A    153.242.131.36
pdgkrswt.shu.com.        IN    A    79.95.179.216
gobmewyl.shu.com.        IN    A    143.52.215.81
tdsraqly.shu.com.        IN    A    222.92.12.141
ldgxfwau.shu.com.        IN    A    133.238.18.50
brpoydwf.shu.com.        IN    A    150.63.151.232
vutfkqix.shu.com.        IN    A    221.94.183.231
ypvsjgme.shu.com.        IN    A    14.140.236.69
efqpktjv.shu.com.        IN    A    51.153.195.128
umcqksha.shu.com.        IN    A    178.139.202.234
fjxbvgup.shu.com.        IN    A    51.112.126.58
vmxfdpke.shu.com.        IN    A    197.211.11.21
ybdsnwhu.shu.com.        IN    A    97.185.141.191
clvwpedg.shu.com.        IN    A    233.240.234.88
fugrytix.shu.com.        IN    A    106.125.180.140
puswvltf.shu.com.        IN    A    110.128.109.251
qoylgxje.shu.com.        IN    A    205.113.74.95
xpyfgtar.shu.com.        IN    A    216.18.250.3
vhacfnjk.shu.com.        IN    A    94.70.231.3
culigoad.shu.com.        IN    A    95.39.242.164
kirxhjod.shu.com.        IN    A    110.61.0.18
gihusplq.shu.com.        IN    A    23.160.41.254
niofkyst.shu.com.        IN    A    189.216.174.195
dtlhceuq.shu.com.        IN    A    14.150.202.56
xygovwmq.shu.com.        IN    A    76.176.242.178
fncxptau.shu.com.        IN    A    211.224.62.128
wopfvjat.shu.com.        IN    A    106.100.95.170
xlqyenbc.shu.com.        IN    A    92.95.212.178
axbjlsgo.shu.com.        IN    A    168.159.56.19
iljeydvh.shu.com.        IN    A    174.84.77.214
rbdmwkic.shu.com.        IN    A    34.94.47.142
oujbvmwl.shu.com.        IN    A    183.116.209.74
jehvpwit.shu.com.        IN    A    231.29.236.193
trgyedij.shu.com.        IN    A    3.185.208.70
rsyehokn.shu.com.        IN    A    25.249.15.238
mxfstbuh.shu.com.        IN    A    43.88.38.25
rtbigosy.shu.com.        IN    A    162.59.181.135
jkpxibgh.shu.com.        IN    A    133.255.37.89
jmrtxwpi.shu.com.        IN    A    225.237.128.94
tuvnsamk.shu.com.        IN    A    78.195.142.163
sqahwelk.shu.com.        IN    A    166.149.185.101
nmvxhjod.shu.com.        IN    A    74.137.174.79
qkojewih.shu.com.        IN    A    7.199.60.34
epqnhbya.shu.com.        IN    A    19.218.121.120
xbqptufh.shu.com.        IN    A    235.231.158.104
ybfacjlv.shu.com.        IN    A    102.86.142.254
axtrnhwq.shu.com.        IN    A    48.171.240.237
jpnoryta.shu.com.        IN    A    229.116.123.67
tbvwykfx.shu.com.        IN    A    247.140.163.30
ymgiaorx.shu.com.        IN    A    195.78.102.238
uycbgmqk.shu.com.        IN    A    214.220.88.141
cjxmvhqs.shu.com.        IN    A    42.226.241.18
gpymfwje.shu.com.        IN    A    168.210.146.155
mhlbcsqo.shu.com.        IN    A    201.244.17.157
bkcvlitg.shu.com.        IN    A    171.6.210.132
gljrpuyk.shu.com.        IN    A    45.220.25.148
cupafgil.shu.com.        IN    A    226.18.144.1
xiwhrvfs.shu.com.        IN    A    144.210.112.240
wefxlbns.shu.com.        IN    A    4.112.36.120
suwvqpob.shu.com.        IN    A    146.173.207.205
bocdvlsr.shu.com.        IN    A    138.193.181.196
ewdhtspy.shu.com.        IN    A    181.131.88.125
ulhgfbwr.shu.com.        IN    A    50.238.121.143
malpefcd.shu.com.        IN    A    22.41.198.84
ugskechb.shu.com.        IN    A    147.143.252.229
ihwacdst.shu.com.        IN    A    251.94.140.246
mlvouixd.shu.com.        IN    A    4.125.212.15
fvxaolen.shu.com.        IN    A    19.100.66.149
ipbjlwkr.shu.com.        IN    A    249.212.68.3
eryxilws.shu.com.        IN    A    41.2.120.15
kcmrtoxe.shu.com.        IN    A    97.69.243.252
pymvrtfn.shu.com.        IN    A    40.249.143.6
lqyaocgu.shu.com.        IN    A    80.252.206.116
benulhky.shu.com.        IN    A    24.149.153.102
aybrkojq.shu.com.        IN    A    128.174.61.15
wnqsfmiu.shu.com.        IN    A    134.5.168.52
terlpjbo.shu.com.        IN    A    153.251.191.0
madcuyir.shu.com.        IN    A    212.27.37.134
gbhmspyw.shu.com.        IN    A    209.199.116.51
whqstuai.shu.com.        IN    A    227.44.208.175
brqpneaw.shu.com.        IN    A    126.202.50.43
bjermtuw.shu.com.        IN    A    60.121.124.3
rosljvnp.shu.com.        IN    A    197.93.220.220
hueryjtn.shu.com.        IN    A    126.1.78.132
mpxnewqi.shu.com.        IN    A    37.49.1.220
vijgmcxl.shu.com.        IN    A    21.214.150.192
mbodkrsx.shu.com.        IN    A    23.237.33.33
dutakoij.shu.com.        IN    A    231.86.20.14
agxnsiuf.shu.com.        IN    A    187.89.187.210
qotdncjr.shu.com.        IN    A    11.160.102.109
hcedawrl.shu.com.        IN    A    209.22.110.174
acqbtxyi.shu.com.        IN    A    85.247.172.237
cqomwarn.shu.com.        IN    A    232.116.221.208
sixoyupd.shu.com.        IN    A    178.195.162.126
awvbrehp.shu.com.        IN    A    134.23.223.14
apbycxli.shu.com.        IN    A    154.107.137.202
lufpxbvi.shu.com.        IN    A    83.28.40.251
fokdawng.shu.com.        IN    A    1.118.194.175
abotcymg.shu.com.        IN    A    252.93.50.129
dcjfvqsu.shu.com.        IN    A    133.42.35.29
dtvcbmui.shu.com.        IN    A    200.228.127.83
byfkpwaj.shu.com.        IN    A    54.113.70.154
fmelqjok.shu.com.        IN    A    90.120.79.180
agfnvjsl.shu.com.        IN    A    180.138.199.109
lpkmvfqy.shu.com.        IN    A    34.215.206.58
dhfrebqj.shu.com.        IN    A    39.222.116.143
cujxlveb.shu.com.        IN    A    57.149.243.235
ckeopjrg.shu.com.        IN    A    130.154.6.252
gloidvjs.shu.com.        IN    A    150.147.162.58
hitjodms.shu.com.        IN    A    107.93.160.108
kwbtcvfd.shu.com.        IN    A    190.80.43.123
cdvwmxje.shu.com.        IN    A    250.126.56.44
mtugslva.shu.com.        IN    A    215.136.176.199
bhynxisl.shu.com.        IN    A    48.6.124.150
hyrnubjx.shu.com.        IN    A    179.179.97.244
nqvepght.shu.com.        IN    A    115.242.227.145
sugckvmt.shu.com.        IN    A    210.36.150.41
vymniwso.shu.com.        IN    A    125.172.253.84
puidxtnw.shu.com.        IN    A    180.100.240.52
qdmaloyt.shu.com.        IN    A    94.24.224.81
hksdrvjc.shu.com.        IN    A    102.201.177.78
qsxueyfg.shu.com.        IN    A    136.178.169.33
gbhtwqpf.shu.com.        IN    A    194.223.111.168
jdtbkmax.shu.com.        IN    A    146.138.48.184
tqugdeol.shu.com.        IN    A    246.144.29.180
xiduewoq.shu.com.        IN    A    40.120.55.195
ragmfubx.shu.com.        IN    A    132.98.10.134
rvscpbea.shu.com.        IN    A    218.204.174.206
tckeygav.shu.com.        IN    A    217.2.217.113
qdgbmnjk.shu.com.        IN    A    221.3.164.253
myoevuar.shu.com.        IN    A    8.36.179.37
mfcvieno.shu.com.        IN    A    242.81.106.201
wgkexpuc.shu.com.        IN    A    198.24.164.147
ksgqhjdw.shu.com.        IN    A    67.183.92.71
poywdfuh.shu.com.        IN    A    204.227.65.186
abxolypi.shu.com.        IN    A    60.110.204.177
bucwmykq.shu.com.        IN    A    134.1.114.152
aguwfjtv.shu.com.        IN    A    36.11.57.242
ecmgfipn.shu.com.        IN    A    87.40.95.89
jcmytlwq.shu.com.        IN    A    239.125.33.164
socjwxib.shu.com.        IN    A    47.213.101.126
lydgorcx.shu.com.        IN    A    51.254.102.129
tlqhpcno.shu.com.        IN    A    144.109.63.212
rltgnpbj.shu.com.        IN    A    240.189.109.175
vljdywgb.shu.com.        IN    A    69.12.110.50
gfxotdcv.shu.com.        IN    A    193.57.145.113
mujpqarc.shu.com.        IN    A    50.247.56.59
thnvigcs.shu.com.        IN    A    66.207.3.191
qoevhjtl.shu.com.        IN    A    88.43.140.247
tsbohqma.shu.com.        IN    A    137.255.109.203
xmvlhjnp.shu.com.        IN    A    230.168.56.119
ocwrfuqy.shu.com.        IN    A    37.31.183.16
rxynhqco.shu.com.        IN    A    238.180.179.117
agoyphib.shu.com.        IN    A    221.40.28.112
hlrsojgk.shu.com.        IN    A    183.242.102.26
dtmfexqs.shu.com.        IN    A    62.31.62.11
kpuhdqlw.shu.com.        IN    A    69.200.187.108
meihqxys.shu.com.        IN    A    119.205.243.83
xtlevjnb.shu.com.        IN    A    32.142.40.232
tcirlfjn.shu.com.        IN    A    168.98.131.56
udgrekmx.shu.com.        IN    A    67.18.7.23
cjmlpniu.shu.com.        IN    A    237.131.63.2
rbsjqwou.shu.com.        IN    A    148.107.212.64
jigecftw.shu.com.        IN    A    76.158.215.34
jkucywle.shu.com.        IN    A    165.57.72.187
bhmqiref.shu.com.        IN    A    167.217.98.203
wafdgsnk.shu.com.        IN    A    214.0.217.41
xmcpadeo.shu.com.        IN    A    67.187.186.212
qudoekgb.shu.com.        IN    A    58.182.39.194
uamrlwsi.shu.com.        IN    A    212.155.159.245
ukxrftjw.shu.com.        IN    A    218.197.173.123
gsotrced.shu.com.        IN    A    99.114.154.50
gsetaomu.shu.com.        IN    A    188.119.83.30
ialxcbmf.shu.com.        IN    A    235.56.64.117
krvxutlj.shu.com.        IN    A    176.83.50.206
tsyujbxh.shu.com.        IN    A    114.197.248.249
cifkmrol.shu.com.        IN    A    181.115.175.52
ctmwpvql.shu.com.        IN    A    75.170.194.206
xryknqcj.shu.com.        IN    A    18.120.220.65
napoerhv.shu.com.        IN    A    199.178.225.72
ytxpfors.shu.com.        IN    A    33.213.142.88
fnaleqxh.shu.com.        IN    A    90.19.59.234
tdovlaxy.shu.com.        IN    A    176.219.150.60
headkbiq.shu.com.        IN    A    66.130.163.32
karsxoyq.shu.com.        IN    A    223.194.71.47
dxjvkbpe.shu.com.        IN    A    20.66.172.189
gidnkmot.shu.com.        IN    A    58.115.207.146
mvnkhslx.shu.com.        IN    A    82.206.143.246
eqncijah.shu.com.        IN    A    174.188.120.36
joxlbfdr.shu.com.        IN    A    232.51.97.243
qrlcwtfi.shu.com.        IN    A    69.121.180.37
fjubiocm.shu.com.        IN    A    120.73.184.1
fvatlqgh.shu.com.        IN    A    248.114.157.133
edbinvlq.shu.com.        IN    A    215.228.60.150
tdkiovab.shu.com.        IN    A    106.229.144.163
fhkwaogp.shu.com.        IN    A    46.63.42.246
fdwuicgm.shu.com.        IN    A    40.206.81.83
kjshqlvr.shu.com.        IN    A    8.122.101.242
tiqalcsf.shu.com.        IN    A    113.219.90.231
qicwjpab.shu.com.        IN    A    16.211.183.70
