www.pku.com. 	14400	IN	SOA	ns1.www.pku.com. james.pku.edu. 19122302 14400 3600 2419200 14400
www.pku.com.		    IN	NS ns1.www.pku.com.
qgstpfri.www.pku.com.    IN    A    225.244.160.195
baqfrotj.www.pku.com.    IN    A    96.247.193.41
lmtrysqv.www.pku.com.    IN    A    231.152.188.201
uvlnehjc.www.pku.com.    IN    A    198.39.217.78
cwtsqjrv.www.pku.com.    IN    A    209.103.62.157
gpjtuwdy.www.pku.com.    IN    A    248.88.111.59
gyfmvkwb.www.pku.com.    IN    A    254.84.241.140
lcrjupxb.www.pku.com.    IN    A    143.242.167.253
kohfwpre.www.pku.com.    IN    A    212.155.254.35
vjldfsab.www.pku.com.    IN    A    151.69.30.155
lyeibucw.www.pku.com.    IN    A    66.160.98.135
xpwnrtjb.www.pku.com.    IN    A    189.149.227.169
qnxjufbv.www.pku.com.    IN    A    8.216.210.15
dnemwtrl.www.pku.com.    IN    A    179.123.150.205
egmrnlwq.www.pku.com.    IN    A    167.65.25.97
qfsoubdj.www.pku.com.    IN    A    65.23.41.121
qrlhjvfu.www.pku.com.    IN    A    131.185.10.237
mksjdvro.www.pku.com.    IN    A    140.244.67.243
iujbyvfh.www.pku.com.    IN    A    164.250.160.204
oxbwpgjf.www.pku.com.    IN    A    108.90.208.110
lsewrdki.www.pku.com.    IN    A    159.52.190.157
dfyvqkct.www.pku.com.    IN    A    109.110.1.239
rnqfgxpy.www.pku.com.    IN    A    19.135.142.192
icwpfedx.www.pku.com.    IN    A    146.126.188.249
lbuocptw.www.pku.com.    IN    A    109.75.80.183
equrnfvl.www.pku.com.    IN    A    142.78.132.234
tavgsdup.www.pku.com.    IN    A    40.234.133.184
tjrivkgb.www.pku.com.    IN    A    206.63.24.181
kwsmntxu.www.pku.com.    IN    A    249.13.102.48
kwifcnjd.www.pku.com.    IN    A    199.28.146.13
kqmnpego.www.pku.com.    IN    A    211.147.237.33
ctkdamfy.www.pku.com.    IN    A    94.222.35.90
segnkilv.www.pku.com.    IN    A    189.185.89.255
vlthokgf.www.pku.com.    IN    A    254.39.56.83
ouvwekta.www.pku.com.    IN    A    252.58.190.134
mskqynxl.www.pku.com.    IN    A    24.125.41.212
uedoxnmh.www.pku.com.    IN    A    192.157.53.134
hnmpsdrt.www.pku.com.    IN    A    214.87.172.169
twmevqup.www.pku.com.    IN    A    24.86.97.212
pbsrmagw.www.pku.com.    IN    A    8.219.122.250
hjeoqnwl.www.pku.com.    IN    A    124.120.246.239
saquypjm.www.pku.com.    IN    A    162.227.216.54
wjrhyxpm.www.pku.com.    IN    A    72.7.239.157
nysowufr.www.pku.com.    IN    A    49.48.28.222
kyvbsphw.www.pku.com.    IN    A    68.71.155.207
awyecrgn.www.pku.com.    IN    A    228.172.30.29
frwjgboe.www.pku.com.    IN    A    129.235.90.154
gtaudpjw.www.pku.com.    IN    A    239.244.42.182
xotycrlw.www.pku.com.    IN    A    233.119.125.0
fnjglqsc.www.pku.com.    IN    A    95.84.160.162
cwtqanvs.www.pku.com.    IN    A    135.158.135.41
edigpkat.www.pku.com.    IN    A    11.38.180.203
yqfsvxwb.www.pku.com.    IN    A    18.3.200.207
tmjdcfkx.www.pku.com.    IN    A    23.107.163.189
bgfomwrs.www.pku.com.    IN    A    96.9.254.90
ihebrxfp.www.pku.com.    IN    A    201.75.1.188
gwastexy.www.pku.com.    IN    A    42.190.209.10
fcgloxkq.www.pku.com.    IN    A    92.234.223.255
inhrjofk.www.pku.com.    IN    A    209.16.111.131
cngflrqv.www.pku.com.    IN    A    230.35.12.210
buipanlr.www.pku.com.    IN    A    38.36.143.238
ncdpqjrm.www.pku.com.    IN    A    168.167.13.86
msrhtvxc.www.pku.com.    IN    A    125.69.233.166
pkiufasy.www.pku.com.    IN    A    166.15.69.91
qoexidru.www.pku.com.    IN    A    122.205.18.255
atdifklu.www.pku.com.    IN    A    162.185.186.5
dwvtofnk.www.pku.com.    IN    A    71.144.245.90
soqniljy.www.pku.com.    IN    A    43.31.248.36
gcfesbtm.www.pku.com.    IN    A    177.160.30.210
ulsqjnbi.www.pku.com.    IN    A    38.221.35.105
ecsfwuht.www.pku.com.    IN    A    40.103.182.119
gminjlor.www.pku.com.    IN    A    183.76.191.65
tofmpciw.www.pku.com.    IN    A    223.221.156.167
ipfrxcwj.www.pku.com.    IN    A    148.250.143.97
oulnkeai.www.pku.com.    IN    A    232.114.11.188
cybqndiu.www.pku.com.    IN    A    91.83.217.195
tfshgvpu.www.pku.com.    IN    A    192.51.55.122
gxoceruj.www.pku.com.    IN    A    54.35.122.110
dtuepyqr.www.pku.com.    IN    A    252.32.164.197
mbxyakst.www.pku.com.    IN    A    134.58.217.179
baiyunxw.www.pku.com.    IN    A    161.129.137.222
qfnwhjat.www.pku.com.    IN    A    220.70.147.113
vaoepjqb.www.pku.com.    IN    A    150.73.172.136
otsvcdjk.www.pku.com.    IN    A    27.194.72.209
ctenxvsg.www.pku.com.    IN    A    100.27.11.110
ypukhbji.www.pku.com.    IN    A    242.210.245.5
mdetjvbr.www.pku.com.    IN    A    195.233.109.21
vwjklydi.www.pku.com.    IN    A    36.19.85.231
qljauobc.www.pku.com.    IN    A    7.72.10.193
kanuldpf.www.pku.com.    IN    A    40.29.192.223
efcvsdml.www.pku.com.    IN    A    136.117.76.202
qjsrbfgi.www.pku.com.    IN    A    209.254.131.23
apjdrnbx.www.pku.com.    IN    A    166.78.219.80
ghraubkn.www.pku.com.    IN    A    142.190.172.210
yinrufve.www.pku.com.    IN    A    55.140.140.159
arhqvtnk.www.pku.com.    IN    A    163.64.113.207
fcaimswl.www.pku.com.    IN    A    128.19.15.182
ogvxqtei.www.pku.com.    IN    A    82.199.205.56
bjpwdcis.www.pku.com.    IN    A    139.132.212.207
bflkoqah.www.pku.com.    IN    A    122.177.157.86
iyqxdtvs.www.pku.com.    IN    A    62.76.56.122
kfialhqw.www.pku.com.    IN    A    41.82.88.233
morlptkw.www.pku.com.    IN    A    212.179.91.191
idrganbq.www.pku.com.    IN    A    245.129.66.88
uersmwik.www.pku.com.    IN    A    232.58.161.157
euxbmyfr.www.pku.com.    IN    A    97.118.159.39
algfupko.www.pku.com.    IN    A    145.34.154.234
mbxoygsq.www.pku.com.    IN    A    235.67.141.26
ywdrjgvc.www.pku.com.    IN    A    24.154.222.104
ovcxjmby.www.pku.com.    IN    A    210.86.122.247
strbvjmw.www.pku.com.    IN    A    217.111.36.3
magylbtf.www.pku.com.    IN    A    67.147.29.164
nlidcvtu.www.pku.com.    IN    A    248.254.231.64
ldrhgeau.www.pku.com.    IN    A    205.205.214.45
eyotvuhb.www.pku.com.    IN    A    58.75.77.186
holvfade.www.pku.com.    IN    A    247.82.143.192
jnbcwyfp.www.pku.com.    IN    A    193.40.69.51
brosaevi.www.pku.com.    IN    A    146.221.216.248
algdikym.www.pku.com.    IN    A    156.223.139.142
lrxkguec.www.pku.com.    IN    A    76.184.36.72
xmdihesq.www.pku.com.    IN    A    65.29.16.173
ihfarjlp.www.pku.com.    IN    A    203.104.141.3
avefubwd.www.pku.com.    IN    A    207.183.230.123
njflovra.www.pku.com.    IN    A    253.47.3.207
ovyitbrh.www.pku.com.    IN    A    35.173.39.91
yfcdjlgq.www.pku.com.    IN    A    187.131.119.214
keortiby.www.pku.com.    IN    A    232.5.7.126
bwunaqjp.www.pku.com.    IN    A    218.75.191.182
qmutpgnl.www.pku.com.    IN    A    46.36.218.155
nxjmwysg.www.pku.com.    IN    A    142.57.245.57
ftnlkcxj.www.pku.com.    IN    A    225.82.211.242
oyknmlxh.www.pku.com.    IN    A    53.238.22.192
rsklqtyj.www.pku.com.    IN    A    44.163.103.23
yecgsorw.www.pku.com.    IN    A    233.77.246.13
veacoduk.www.pku.com.    IN    A    78.94.64.235
hfmwsext.www.pku.com.    IN    A    126.103.199.177
wfbndyvs.www.pku.com.    IN    A    18.208.183.209
ryivsfeg.www.pku.com.    IN    A    9.54.146.242
bafxgnpw.www.pku.com.    IN    A    40.244.171.34
prfybqtj.www.pku.com.    IN    A    200.7.91.161
luaimhyf.www.pku.com.    IN    A    123.164.100.139
qmtwrojy.www.pku.com.    IN    A    29.29.16.159
hyoqtgkj.www.pku.com.    IN    A    243.221.83.141
domefacn.www.pku.com.    IN    A    238.103.222.141
buenqsra.www.pku.com.    IN    A    174.144.232.165
siqrljfb.www.pku.com.    IN    A    134.156.88.103
swnyhrut.www.pku.com.    IN    A    121.244.192.166
krfqiony.www.pku.com.    IN    A    26.249.250.205
dnlxpfvj.www.pku.com.    IN    A    158.167.203.185
wnjcuvps.www.pku.com.    IN    A    19.185.69.57
yrxcnpao.www.pku.com.    IN    A    117.128.231.111
hiswvptd.www.pku.com.    IN    A    95.30.139.32
thjlnoqb.www.pku.com.    IN    A    44.243.118.87
iynblxve.www.pku.com.    IN    A    28.177.61.31
prchfmkb.www.pku.com.    IN    A    247.58.140.57
rbgmqyix.www.pku.com.    IN    A    117.211.33.124
ufkxicja.www.pku.com.    IN    A    187.134.171.186
ftvquekb.www.pku.com.    IN    A    158.95.252.188
uafhpkcy.www.pku.com.    IN    A    173.24.63.137
hcpjtgxv.www.pku.com.    IN    A    240.209.214.166
deckvbwm.www.pku.com.    IN    A    232.77.157.48
rknfbedc.www.pku.com.    IN    A    106.203.226.178
ghqjdnym.www.pku.com.    IN    A    38.21.84.136
cfnqpesg.www.pku.com.    IN    A    103.74.122.53
ucvyfxjk.www.pku.com.    IN    A    14.35.183.75
puxbqimh.www.pku.com.    IN    A    124.91.192.146
xkatobqr.www.pku.com.    IN    A    249.124.39.38
hkbcygdf.www.pku.com.    IN    A    250.199.93.120
ysgbaoiw.www.pku.com.    IN    A    47.70.152.25
cuiamgxl.www.pku.com.    IN    A    30.120.79.116
tyqlewjk.www.pku.com.    IN    A    71.78.186.232
jmrikhbp.www.pku.com.    IN    A    74.163.116.90
hsavrjtn.www.pku.com.    IN    A    70.73.250.21
eslxvycm.www.pku.com.    IN    A    234.209.122.166
slftdrkh.www.pku.com.    IN    A    53.59.179.181
hvgecinl.www.pku.com.    IN    A    103.232.223.251
japqyuet.www.pku.com.    IN    A    45.95.236.148
hvregnlb.www.pku.com.    IN    A    191.174.195.245
nabmkxfu.www.pku.com.    IN    A    56.144.195.37
rnwgoamh.www.pku.com.    IN    A    160.126.173.123
dbvwmhcn.www.pku.com.    IN    A    9.19.141.222
nqaokjrx.www.pku.com.    IN    A    133.145.157.27
kcbjnmvr.www.pku.com.    IN    A    109.75.66.208
celxuthm.www.pku.com.    IN    A    219.83.65.163
fbtwjksp.www.pku.com.    IN    A    103.62.99.100
gfehmsap.www.pku.com.    IN    A    120.63.140.18
nxvjkhds.www.pku.com.    IN    A    219.46.120.132
xlhwbcgd.www.pku.com.    IN    A    222.148.61.87
smgupahi.www.pku.com.    IN    A    10.120.60.88
syabrmil.www.pku.com.    IN    A    244.101.76.134
cdeugbwr.www.pku.com.    IN    A    37.101.14.31
aqnkghop.www.pku.com.    IN    A    195.36.172.154
ywrtkdsv.www.pku.com.    IN    A    114.199.172.42
oqvesnmd.www.pku.com.    IN    A    238.107.214.164
dwqlapjf.www.pku.com.    IN    A    100.107.57.188
uwejpbrx.www.pku.com.    IN    A    202.106.53.174
eltpqowm.www.pku.com.    IN    A    89.5.172.181
hpekdcqx.www.pku.com.    IN    A    11.185.130.249
puwnjslq.www.pku.com.    IN    A    71.123.136.40
fpxrajgk.www.pku.com.    IN    A    233.193.120.135
nxlhjmfs.www.pku.com.    IN    A    173.74.9.53
irhxcadf.www.pku.com.    IN    A    142.68.17.131
ujxlbymd.www.pku.com.    IN    A    240.11.64.187
qavgodfu.www.pku.com.    IN    A    142.65.22.153
tamhcjwn.www.pku.com.    IN    A    186.20.57.197
mctniosd.www.pku.com.    IN    A    182.62.0.103
xmtofkvp.www.pku.com.    IN    A    91.112.182.4
uecwadks.www.pku.com.    IN    A    90.93.18.205
avwhpqbt.www.pku.com.    IN    A    173.106.140.76
rhdowuvi.www.pku.com.    IN    A    144.103.70.209
htdxjilf.www.pku.com.    IN    A    186.54.113.246
mnowxuvb.www.pku.com.    IN    A    29.44.184.235
ofhmgndj.www.pku.com.    IN    A    139.253.146.202
stlceuky.www.pku.com.    IN    A    39.57.193.192
uraoqmhi.www.pku.com.    IN    A    235.165.183.128
nfpcxjmv.www.pku.com.    IN    A    172.226.252.154
hndrovqb.www.pku.com.    IN    A    139.41.208.149
pdxwbuyc.www.pku.com.    IN    A    30.116.88.21
gpqejlkv.www.pku.com.    IN    A    179.109.200.181
vsblxkui.www.pku.com.    IN    A    9.1.114.141
vhdqubao.www.pku.com.    IN    A    226.220.202.132
cbvwqnhx.www.pku.com.    IN    A    211.121.125.74
jlbxtuqv.www.pku.com.    IN    A    184.143.176.27
wkjgavic.www.pku.com.    IN    A    112.68.18.102
jkpdwmcv.www.pku.com.    IN    A    171.128.185.9
ksaqnyxr.www.pku.com.    IN    A    104.113.98.248
ioalpbhw.www.pku.com.    IN    A    44.13.234.3
mywhgbit.www.pku.com.    IN    A    198.11.238.163
rbjucvht.www.pku.com.    IN    A    189.94.59.130
nloufcip.www.pku.com.    IN    A    125.170.68.120
tylcrmjo.www.pku.com.    IN    A    230.110.181.172
tixwrsol.www.pku.com.    IN    A    63.197.101.234
ofsixeuc.www.pku.com.    IN    A    71.202.43.229
tslbairc.www.pku.com.    IN    A    141.232.38.160
ltqsdgkv.www.pku.com.    IN    A    209.26.189.97
fejvauld.www.pku.com.    IN    A    89.103.84.75
xavsrfwt.www.pku.com.    IN    A    145.101.36.204
lhrjqkfe.www.pku.com.    IN    A    211.235.70.224
eykaidxb.www.pku.com.    IN    A    152.133.44.252
tnhoqcir.www.pku.com.    IN    A    239.48.100.243
xmqdvngl.www.pku.com.    IN    A    247.77.15.194
ptmrfsyl.www.pku.com.    IN    A    184.190.135.245
mabyusjh.www.pku.com.    IN    A    111.38.91.7
kcilnudb.www.pku.com.    IN    A    147.202.64.243
qpdcnrgj.www.pku.com.    IN    A    172.67.34.47
lfectaux.www.pku.com.    IN    A    190.114.206.112
fwlmhcnr.www.pku.com.    IN    A    60.236.153.12
jkcnwats.www.pku.com.    IN    A    157.238.62.183
miwpaobg.www.pku.com.    IN    A    190.22.3.24
lsytmrjf.www.pku.com.    IN    A    206.229.255.34
cqjfkmuo.www.pku.com.    IN    A    111.196.117.100
pdojwuye.www.pku.com.    IN    A    186.72.180.94
xbusqtin.www.pku.com.    IN    A    217.216.59.90
tebkqlwn.www.pku.com.    IN    A    223.172.68.72
jktcwisp.www.pku.com.    IN    A    246.162.139.57
qojpyisg.www.pku.com.    IN    A    78.184.195.10
pbcedgla.www.pku.com.    IN    A    115.170.55.60
silontew.www.pku.com.    IN    A    40.253.167.172
dqlimyah.www.pku.com.    IN    A    96.2.109.224
yailvons.www.pku.com.    IN    A    132.229.126.156
pgysudoi.www.pku.com.    IN    A    220.25.91.175
orpusila.www.pku.com.    IN    A    207.199.227.185
dpnavrhk.www.pku.com.    IN    A    115.118.104.173
mfejtpiy.www.pku.com.    IN    A    28.151.94.170
wicragem.www.pku.com.    IN    A    206.183.197.16
jslobwry.www.pku.com.    IN    A    19.4.158.218
mengvduo.www.pku.com.    IN    A    3.148.46.38
aylpjbmx.www.pku.com.    IN    A    11.124.222.118
fyrbipcx.www.pku.com.    IN    A    181.223.79.233
haluwpns.www.pku.com.    IN    A    129.159.186.52
rdxpwvlf.www.pku.com.    IN    A    62.129.247.103
fqdlpxtc.www.pku.com.    IN    A    210.1.109.0
iegysrnx.www.pku.com.    IN    A    212.92.56.75
agmchfqs.www.pku.com.    IN    A    42.148.114.22
hyirlmnf.www.pku.com.    IN    A    182.224.2.223
ojdnbmle.www.pku.com.    IN    A    166.127.27.37
utmbsdro.www.pku.com.    IN    A    142.133.242.104
qoutekns.www.pku.com.    IN    A    68.211.139.198
mgqkwfvu.www.pku.com.    IN    A    69.37.154.148
khiscdrg.www.pku.com.    IN    A    165.101.12.10
qltixfyb.www.pku.com.    IN    A    210.46.89.187
fnmpajlq.www.pku.com.    IN    A    64.224.235.111
umcvkbjo.www.pku.com.    IN    A    87.98.220.228
vnfotdax.www.pku.com.    IN    A    250.9.80.226
qhoxuvem.www.pku.com.    IN    A    138.184.116.99
xtyohjkd.www.pku.com.    IN    A    219.186.251.212
ojxqiweg.www.pku.com.    IN    A    86.117.24.248
vmyolfxe.www.pku.com.    IN    A    81.130.188.13
ivkgfqhx.www.pku.com.    IN    A    3.101.12.21
jwbysrcv.www.pku.com.    IN    A    243.250.63.223
kvibsgle.www.pku.com.    IN    A    4.106.225.13
jknmodyu.www.pku.com.    IN    A    53.149.51.147
qcdketph.www.pku.com.    IN    A    162.177.73.155
dojvmbql.www.pku.com.    IN    A    37.158.172.36
urxmsloh.www.pku.com.    IN    A    18.243.16.37
gskdvtmj.www.pku.com.    IN    A    137.194.183.160
rdkugbca.www.pku.com.    IN    A    17.89.65.12
gcpvkbjh.www.pku.com.    IN    A    161.34.149.218
jeqkcgbo.www.pku.com.    IN    A    249.164.220.26
pmbrxkyi.www.pku.com.    IN    A    235.254.180.113
qfisdyec.www.pku.com.    IN    A    219.5.243.143
duhkxcsi.www.pku.com.    IN    A    148.235.25.23
xqeavktl.www.pku.com.    IN    A    116.16.187.174
ohxrdnac.www.pku.com.    IN    A    153.119.181.196
npugvytk.www.pku.com.    IN    A    251.188.142.201
sjuecyfo.www.pku.com.    IN    A    140.14.149.133
vgqpdhoc.www.pku.com.    IN    A    167.179.145.122
rgshdmqn.www.pku.com.    IN    A    129.119.28.110
vehcdosi.www.pku.com.    IN    A    223.249.15.164
qapbycgo.www.pku.com.    IN    A    70.82.80.85
elhmwtrb.www.pku.com.    IN    A    115.239.85.193
jfengsux.www.pku.com.    IN    A    79.46.48.76
tsckuqoe.www.pku.com.    IN    A    101.55.61.41
mwdrchol.www.pku.com.    IN    A    240.238.221.167
gxlksuqf.www.pku.com.    IN    A    212.45.199.86
rydangvp.www.pku.com.    IN    A    54.16.48.23
fcikhbnj.www.pku.com.    IN    A    103.32.148.166
ndovgcrh.www.pku.com.    IN    A    250.69.144.129
dhbwkmjg.www.pku.com.    IN    A    87.111.230.228
muyiqcgx.www.pku.com.    IN    A    18.22.124.2
euviswrj.www.pku.com.    IN    A    246.20.69.83
bjgfaten.www.pku.com.    IN    A    193.121.47.22
ugtysalo.www.pku.com.    IN    A    13.119.129.103
saqdeljw.www.pku.com.    IN    A    51.211.146.211
tneukpdx.www.pku.com.    IN    A    24.5.177.223
tnbyakjp.www.pku.com.    IN    A    78.148.75.54
jpxoavrk.www.pku.com.    IN    A    126.220.252.110
jxoavgce.www.pku.com.    IN    A    140.0.123.245
sdyfjavt.www.pku.com.    IN    A    182.78.102.63
afiyvlju.www.pku.com.    IN    A    195.138.202.226
jobrsadh.www.pku.com.    IN    A    183.208.98.44
tqhireym.www.pku.com.    IN    A    100.144.196.251
sejixbwd.www.pku.com.    IN    A    108.163.225.211
dpsfcuiv.www.pku.com.    IN    A    165.113.68.9
ifdxcvht.www.pku.com.    IN    A    231.105.54.223
uthvydqm.www.pku.com.    IN    A    230.9.38.166
sknubaji.www.pku.com.    IN    A    69.187.250.151
ryofglqi.www.pku.com.    IN    A    111.206.244.16
ecpbjqfl.www.pku.com.    IN    A    90.192.146.68
awvicfpo.www.pku.com.    IN    A    240.138.159.31
prnfdmus.www.pku.com.    IN    A    79.111.143.145
bcxtwdqp.www.pku.com.    IN    A    180.98.21.129
auofwshr.www.pku.com.    IN    A    29.238.117.204
jkiaudhn.www.pku.com.    IN    A    184.161.65.234
bxtadguv.www.pku.com.    IN    A    112.172.237.147
rjwtmfbi.www.pku.com.    IN    A    18.29.219.72
cdgyqavo.www.pku.com.    IN    A    86.175.181.28
hjdsipwk.www.pku.com.    IN    A    55.235.151.175
jsyblgmn.www.pku.com.    IN    A    238.13.193.64
jbfvxtdo.www.pku.com.    IN    A    122.53.76.111
bagtoxhm.www.pku.com.    IN    A    139.43.89.46
dihobvqj.www.pku.com.    IN    A    20.90.114.84
rpgdutan.www.pku.com.    IN    A    51.39.102.149
shxugbfy.www.pku.com.    IN    A    101.189.236.210
qionutwf.www.pku.com.    IN    A    223.187.52.32
yebqlswg.www.pku.com.    IN    A    51.125.179.76
udatfpxs.www.pku.com.    IN    A    130.248.13.71
abnrmefl.www.pku.com.    IN    A    156.239.100.147
eyjciwuq.www.pku.com.    IN    A    15.249.136.22
nsqhuaxd.www.pku.com.    IN    A    79.153.164.244
osxklcuf.www.pku.com.    IN    A    119.125.57.164
yqunsfig.www.pku.com.    IN    A    222.102.93.118
onlcidva.www.pku.com.    IN    A    122.157.126.211
kpvmrqyn.www.pku.com.    IN    A    24.161.166.221
nrtdgxhj.www.pku.com.    IN    A    76.252.214.93
mbgvfsxa.www.pku.com.    IN    A    166.86.62.77
bnqmardo.www.pku.com.    IN    A    86.8.174.88
kfoiwjyt.www.pku.com.    IN    A    188.205.190.142
eaxutjvf.www.pku.com.    IN    A    65.223.205.165
kbxpntma.www.pku.com.    IN    A    197.204.207.177
anqjcxud.www.pku.com.    IN    A    90.70.71.56
oydukmsw.www.pku.com.    IN    A    241.101.245.212
faiwjbym.www.pku.com.    IN    A    226.27.139.209
woperuqs.www.pku.com.    IN    A    247.106.77.40
htcpvmfk.www.pku.com.    IN    A    86.255.180.161
nacjymuo.www.pku.com.    IN    A    65.42.120.32
tmoicukw.www.pku.com.    IN    A    230.103.230.99
apugndtb.www.pku.com.    IN    A    42.160.24.20
fiacbnmj.www.pku.com.    IN    A    97.145.133.15
luchemdo.www.pku.com.    IN    A    111.223.187.244
dcniyhpj.www.pku.com.    IN    A    137.115.80.4
ptkrxvyo.www.pku.com.    IN    A    167.251.193.97
socujrwi.www.pku.com.    IN    A    123.77.179.98
vbphcdky.www.pku.com.    IN    A    27.90.160.45
mrfhqgsy.www.pku.com.    IN    A    57.64.167.29
bciavdjm.www.pku.com.    IN    A    96.106.19.133
tmfsjwvh.www.pku.com.    IN    A    53.23.129.65
jucglvep.www.pku.com.    IN    A    138.227.212.23
ilxuvmqg.www.pku.com.    IN    A    122.51.237.205
rjbktcse.www.pku.com.    IN    A    244.156.242.181
wqkeiotf.www.pku.com.    IN    A    212.243.111.68
tywrqjai.www.pku.com.    IN    A    185.203.120.142
wuyatjsi.www.pku.com.    IN    A    227.10.47.140
ksjcnwpr.www.pku.com.    IN    A    67.8.156.138
ihynvsgm.www.pku.com.    IN    A    12.196.141.25
kastedlr.www.pku.com.    IN    A    54.244.10.131
aypecuni.www.pku.com.    IN    A    78.23.185.160
nvlgsuja.www.pku.com.    IN    A    37.218.138.221
eahcjdwv.www.pku.com.    IN    A    138.70.148.63
igyhqbtr.www.pku.com.    IN    A    98.244.237.20
yscodheb.www.pku.com.    IN    A    225.197.16.144
qjtsrmcy.www.pku.com.    IN    A    209.5.169.134
pamnivqf.www.pku.com.    IN    A    188.102.189.48
nbelfpwq.www.pku.com.    IN    A    125.243.184.33
picgktad.www.pku.com.    IN    A    238.25.70.26
ulhrmsyt.www.pku.com.    IN    A    223.160.93.242
fdnxhowr.www.pku.com.    IN    A    165.183.201.121
hlqnwair.www.pku.com.    IN    A    222.53.44.201
