; <<>> DiG 9.11.3-1ubuntu1.11-Ubuntu <<>> AXFR lzu.com. @ns2.lzu.edu.
;; global options: +cmd

@               			      14400 IN SOA	ns1.lzu.com. james.lzu.edu. 19122302 14400 3600 2419200 14400
lzu.com.			      14400 IN NS	ns1.lzu.com.
ns1.lzu.com.			      14400 IN A	10.166.21.12

www.lzu.com.		      14400 IN NS	ns1.www.lzu.com.
ns1.www.lzu.com.		      14400 IN A		10.166.21.13

xw.lzu.com.		      14400 IN NS	ns1.xw.lzu.com.
ns1.xw.lzu.com.		      14400 IN A		10.166.21.14

zheshexi.lzu.com.		      14400 IN NS	ns1.zheshexi.lzu.com.
ns1.zheshexi.lzu.com.		      14400 IN A		10.166.21.15

lzu.com.			      14400 IN MX	10 zheshexitp.lzu.edu.
lzu.com.			      14400 IN TXT	"v=spf1 a mx ~all"
ekucjvdg.lzu.com.        IN    A    67.87.161.176
vnljfpys.lzu.com.        IN    A    187.190.4.67
mcfsiuge.lzu.com.        IN    A    158.250.153.205
foapebhc.lzu.com.        IN    A    173.98.10.77
uhctbxpa.lzu.com.        IN    A    210.40.92.169
nsmfphlg.lzu.com.        IN    A    92.233.194.42
gxqarhjc.lzu.com.        IN    A    132.122.2.239
pklnitbj.lzu.com.        IN    A    49.196.1.199
jdmqltvx.lzu.com.        IN    A    183.133.203.59
bpmngdla.lzu.com.        IN    A    68.180.220.135
wtqhakin.lzu.com.        IN    A    150.21.237.227
cbptemix.lzu.com.        IN    A    153.94.9.145
drelbwvo.lzu.com.        IN    A    147.85.250.26
ysnxkmet.lzu.com.        IN    A    124.186.97.115
rqxyfbsw.lzu.com.        IN    A    28.89.167.109
mjtaewdb.lzu.com.        IN    A    5.151.145.119
atolxkme.lzu.com.        IN    A    2.59.227.186
gyniemts.lzu.com.        IN    A    213.105.147.109
rcfphkux.lzu.com.        IN    A    169.141.247.33
ebkthcvj.lzu.com.        IN    A    206.110.27.234
lmaoujvq.lzu.com.        IN    A    41.92.172.24
fonbclqe.lzu.com.        IN    A    167.82.110.123
xdhjcbpu.lzu.com.        IN    A    99.26.86.66
fidrkomx.lzu.com.        IN    A    96.207.224.132
ntxyoaek.lzu.com.        IN    A    187.41.149.82
jkoatxgs.lzu.com.        IN    A    3.10.91.230
wsjciprb.lzu.com.        IN    A    188.137.238.119
hnktjpmb.lzu.com.        IN    A    155.223.212.21
alvnqbwc.lzu.com.        IN    A    11.189.123.170
mlndbsaq.lzu.com.        IN    A    48.33.103.182
dvwyabrt.lzu.com.        IN    A    164.143.229.202
qrolcsxa.lzu.com.        IN    A    164.212.213.47
bgjpwuad.lzu.com.        IN    A    233.108.3.188
rtguskoh.lzu.com.        IN    A    148.91.114.61
lhjngwki.lzu.com.        IN    A    36.185.137.242
pagqoncs.lzu.com.        IN    A    24.55.250.184
indhulmf.lzu.com.        IN    A    216.52.99.138
hbdqngrj.lzu.com.        IN    A    122.117.236.186
egwbkuya.lzu.com.        IN    A    145.20.243.70
tlwpaiqk.lzu.com.        IN    A    176.183.249.236
mbaskrhn.lzu.com.        IN    A    58.37.141.51
kjbfxscl.lzu.com.        IN    A    25.101.24.114
avmblhwi.lzu.com.        IN    A    142.109.72.73
hqkblmca.lzu.com.        IN    A    26.12.20.119
crhipdqa.lzu.com.        IN    A    11.167.55.141
jiyhwofa.lzu.com.        IN    A    226.3.35.106
qsjyekwc.lzu.com.        IN    A    174.224.166.145
gsvywadp.lzu.com.        IN    A    184.18.225.152
ecasdvmw.lzu.com.        IN    A    46.70.165.211
yunajpvg.lzu.com.        IN    A    113.157.53.58
aoiybekl.lzu.com.        IN    A    23.62.176.111
fjeucdvr.lzu.com.        IN    A    125.181.109.226
grdxwmsv.lzu.com.        IN    A    235.96.128.237
lhvbyjog.lzu.com.        IN    A    15.18.207.204
dtwajekf.lzu.com.        IN    A    214.252.174.180
mworajlp.lzu.com.        IN    A    187.110.116.68
qywsxkho.lzu.com.        IN    A    158.125.27.148
scurtmpg.lzu.com.        IN    A    14.141.36.51
lvaponjd.lzu.com.        IN    A    111.1.95.168
qvcgtjyp.lzu.com.        IN    A    31.44.24.224
rfchepsg.lzu.com.        IN    A    58.136.20.189
skjwodce.lzu.com.        IN    A    121.36.10.82
uqonmxcs.lzu.com.        IN    A    243.143.217.56
vjdyklws.lzu.com.        IN    A    165.112.178.148
uwbqjamk.lzu.com.        IN    A    217.18.181.204
kfhlqcbi.lzu.com.        IN    A    163.177.200.112
rcvgbjhm.lzu.com.        IN    A    141.137.149.100
twebcmxl.lzu.com.        IN    A    142.67.125.137
hkmfyved.lzu.com.        IN    A    228.200.150.96
qfbomcaw.lzu.com.        IN    A    240.141.83.230
oxgnmcat.lzu.com.        IN    A    232.210.73.102
gmqyhrsp.lzu.com.        IN    A    253.7.35.225
uetdrkpf.lzu.com.        IN    A    35.22.59.219
tjhyxeak.lzu.com.        IN    A    26.235.231.39
oebniwkv.lzu.com.        IN    A    123.72.217.172
eypmlaui.lzu.com.        IN    A    243.155.253.9
ahoijwgy.lzu.com.        IN    A    232.72.107.221
bdvnwhay.lzu.com.        IN    A    210.223.230.197
hbcavwex.lzu.com.        IN    A    198.173.171.68
gftsmbxa.lzu.com.        IN    A    90.68.53.179
kdflexjt.lzu.com.        IN    A    214.49.195.68
rmdvlbcp.lzu.com.        IN    A    28.189.73.67
eumhkflv.lzu.com.        IN    A    63.58.123.112
acmxdpys.lzu.com.        IN    A    40.183.211.219
yxjnitbv.lzu.com.        IN    A    79.139.12.152
mdvyjulc.lzu.com.        IN    A    229.250.177.245
dlqhkomt.lzu.com.        IN    A    125.186.189.12
umbofqdc.lzu.com.        IN    A    139.202.48.243
ymufsatw.lzu.com.        IN    A    109.115.165.250
kpfujorm.lzu.com.        IN    A    158.72.166.122
ycmjutpo.lzu.com.        IN    A    1.124.232.253
fgruwcls.lzu.com.        IN    A    103.0.242.171
fqhdnouk.lzu.com.        IN    A    171.71.113.143
kcahpmot.lzu.com.        IN    A    254.116.201.55
irpbjhnl.lzu.com.        IN    A    160.51.54.227
gmychvuw.lzu.com.        IN    A    103.198.238.53
avlmergy.lzu.com.        IN    A    181.229.166.115
kvlpshcw.lzu.com.        IN    A    135.100.45.14
ghsoxavb.lzu.com.        IN    A    161.135.197.120
jpgmxivn.lzu.com.        IN    A    166.34.93.0
fdyauvxt.lzu.com.        IN    A    88.75.191.68
oxcrytgs.lzu.com.        IN    A    212.57.31.71
lcvqaemd.lzu.com.        IN    A    156.18.174.115
icuvomeh.lzu.com.        IN    A    200.118.223.137
wlajurki.lzu.com.        IN    A    189.181.230.210
pdoiaqvg.lzu.com.        IN    A    123.116.150.56
tfrdsnpi.lzu.com.        IN    A    233.87.214.67
loxticvf.lzu.com.        IN    A    8.45.164.95
wuabegrf.lzu.com.        IN    A    133.79.85.236
qnxpujaw.lzu.com.        IN    A    164.44.46.175
qysulcmk.lzu.com.        IN    A    75.238.177.77
uacbxvde.lzu.com.        IN    A    85.160.66.171
gcsjvkxu.lzu.com.        IN    A    91.71.226.172
hkvaloed.lzu.com.        IN    A    229.6.185.137
grxmnkbe.lzu.com.        IN    A    124.100.95.238
vdwtkpxc.lzu.com.        IN    A    140.242.149.79
jbdaicxv.lzu.com.        IN    A    59.245.219.175
jtbhnwpq.lzu.com.        IN    A    116.52.207.80
uvmpwqcl.lzu.com.        IN    A    81.108.123.98
gworefhm.lzu.com.        IN    A    255.112.118.124
fqtgnrok.lzu.com.        IN    A    179.203.67.252
pfinbktr.lzu.com.        IN    A    57.174.6.165
lwfgnpye.lzu.com.        IN    A    172.106.103.145
cenxdbwu.lzu.com.        IN    A    184.216.203.182
jbyueklf.lzu.com.        IN    A    58.41.107.204
ylxipbsa.lzu.com.        IN    A    191.195.154.84
ihbyvtqr.lzu.com.        IN    A    178.187.225.60
vxhijndk.lzu.com.        IN    A    22.63.238.182
olutwvnr.lzu.com.        IN    A    157.184.126.63
qngcmarv.lzu.com.        IN    A    13.178.158.225
ydkxlwva.lzu.com.        IN    A    140.151.126.16
xmjrtaue.lzu.com.        IN    A    132.68.169.62
nwpxdtjl.lzu.com.        IN    A    115.209.138.2
uewybvdj.lzu.com.        IN    A    222.23.167.47
ckvjwfoy.lzu.com.        IN    A    81.230.108.10
gfaqmicr.lzu.com.        IN    A    117.237.29.53
ofhqibmj.lzu.com.        IN    A    52.28.241.56
rhgfaxdb.lzu.com.        IN    A    175.132.105.70
fimoynrs.lzu.com.        IN    A    136.149.216.136
lousidyb.lzu.com.        IN    A    112.101.50.74
efvykxnd.lzu.com.        IN    A    194.185.144.181
navwhdyc.lzu.com.        IN    A    77.253.250.59
wgcfnhes.lzu.com.        IN    A    98.45.246.71
otldweyx.lzu.com.        IN    A    141.159.197.168
kqbcvlyo.lzu.com.        IN    A    194.62.86.214
wjklpmah.lzu.com.        IN    A    152.84.5.208
hqtuboya.lzu.com.        IN    A    54.176.189.141
ojiynwcq.lzu.com.        IN    A    65.15.209.178
natsmkpc.lzu.com.        IN    A    32.28.37.150
umbtyxpw.lzu.com.        IN    A    89.72.54.179
urfjmxaw.lzu.com.        IN    A    9.82.34.7
vmkxhjof.lzu.com.        IN    A    54.182.119.24
mxvbflnp.lzu.com.        IN    A    2.100.139.154
rdevjaik.lzu.com.        IN    A    246.225.73.219
xtfkeupr.lzu.com.        IN    A    31.85.47.27
cogqihyu.lzu.com.        IN    A    164.139.176.254
fyvagmlw.lzu.com.        IN    A    225.174.193.98
jtwmnlbu.lzu.com.        IN    A    9.133.106.104
dxbewjao.lzu.com.        IN    A    166.22.65.78
orijvxds.lzu.com.        IN    A    241.16.242.25
qhysbtjl.lzu.com.        IN    A    219.170.120.23
qeglpytu.lzu.com.        IN    A    155.142.127.28
bvnfhmje.lzu.com.        IN    A    226.180.48.235
thdukrxf.lzu.com.        IN    A    125.60.49.169
evtafiog.lzu.com.        IN    A    19.139.252.34
woqarvcm.lzu.com.        IN    A    238.181.79.142
wmxbsocd.lzu.com.        IN    A    133.121.20.133
bnetygfr.lzu.com.        IN    A    34.2.120.22
wuijrlot.lzu.com.        IN    A    174.227.73.99
wxkcmslg.lzu.com.        IN    A    180.196.248.181
jhomqtls.lzu.com.        IN    A    156.185.68.156
boifngra.lzu.com.        IN    A    27.68.236.124
xgahwetp.lzu.com.        IN    A    111.84.7.198
thksyfux.lzu.com.        IN    A    124.245.247.41
kbtwoldf.lzu.com.        IN    A    69.158.4.191
uynwdlka.lzu.com.        IN    A    154.34.9.57
cbtpqrvf.lzu.com.        IN    A    223.53.78.84
ulhkwong.lzu.com.        IN    A    158.172.183.42
coxqmthi.lzu.com.        IN    A    232.17.211.51
bsegcqhm.lzu.com.        IN    A    224.227.168.1
mapkxreo.lzu.com.        IN    A    225.178.102.131
mayntjvx.lzu.com.        IN    A    200.49.36.243
qkwcrngl.lzu.com.        IN    A    168.190.1.108
otdvcxgu.lzu.com.        IN    A    204.84.30.173
qbcxlhji.lzu.com.        IN    A    42.114.64.46
unjydfrp.lzu.com.        IN    A    165.230.167.218
qnwoyvdf.lzu.com.        IN    A    94.94.102.50
bluvawcm.lzu.com.        IN    A    59.28.72.249
kqwxlmvc.lzu.com.        IN    A    206.98.98.89
owjmkucd.lzu.com.        IN    A    181.176.143.61
kndxbvem.lzu.com.        IN    A    218.228.72.127
qdjevugo.lzu.com.        IN    A    105.75.187.144
gtdkyscw.lzu.com.        IN    A    112.64.39.8
sxltwmor.lzu.com.        IN    A    126.126.246.28
poucvymr.lzu.com.        IN    A    104.211.181.197
okhaemnx.lzu.com.        IN    A    188.242.137.38
tujadgrh.lzu.com.        IN    A    206.166.142.199
hegcvyol.lzu.com.        IN    A    109.66.92.22
lecxsota.lzu.com.        IN    A    193.190.70.175
flknohwq.lzu.com.        IN    A    191.241.115.66
sglathek.lzu.com.        IN    A    137.176.66.153
khoupyjv.lzu.com.        IN    A    64.82.203.121
rpgjykao.lzu.com.        IN    A    139.57.255.129
icdyahpw.lzu.com.        IN    A    29.170.86.176
ulnhqswx.lzu.com.        IN    A    149.187.28.201
nvocwsay.lzu.com.        IN    A    125.128.228.131
hmqbtonf.lzu.com.        IN    A    171.121.98.185
fuvthmip.lzu.com.        IN    A    114.46.77.100
gfivluod.lzu.com.        IN    A    95.95.129.136
oiyfrwdp.lzu.com.        IN    A    204.165.74.16
ohsynktg.lzu.com.        IN    A    142.140.248.148
usbmxtde.lzu.com.        IN    A    127.0.35.54
hgiuvcna.lzu.com.        IN    A    77.178.150.200
ykguqcmr.lzu.com.        IN    A    1.141.16.235
nhcseabr.lzu.com.        IN    A    14.214.108.127
bjwfipgh.lzu.com.        IN    A    73.254.155.61
bhqedkxf.lzu.com.        IN    A    77.225.118.184
dkboxfhr.lzu.com.        IN    A    223.151.247.245
cgfrmodv.lzu.com.        IN    A    15.106.11.16
nkidoyuh.lzu.com.        IN    A    109.228.30.141
crakbxdn.lzu.com.        IN    A    117.51.1.155
mdhxuqew.lzu.com.        IN    A    224.95.174.250
lyksadig.lzu.com.        IN    A    115.163.82.10
ytjcbfog.lzu.com.        IN    A    247.192.101.240
iqtpmwfg.lzu.com.        IN    A    110.72.41.164
ytebvfdc.lzu.com.        IN    A    181.205.117.18
jkglatcu.lzu.com.        IN    A    2.61.174.210
qbflyvkd.lzu.com.        IN    A    83.85.8.141
sxmrbeuv.lzu.com.        IN    A    120.181.67.149
wsplrxmf.lzu.com.        IN    A    101.180.4.239
cuwhadpo.lzu.com.        IN    A    174.198.217.199
hkftsyun.lzu.com.        IN    A    238.176.62.85
clxryemo.lzu.com.        IN    A    109.31.140.13
pscvmkty.lzu.com.        IN    A    151.103.12.242
wleckdmj.lzu.com.        IN    A    61.114.220.158
qhmpeijr.lzu.com.        IN    A    43.41.214.87
nwbptycm.lzu.com.        IN    A    101.118.94.199
mivgbadc.lzu.com.        IN    A    230.96.149.242
smlyvpjo.lzu.com.        IN    A    91.179.61.35
dwvugcfs.lzu.com.        IN    A    186.232.108.185
mkhxgfyr.lzu.com.        IN    A    54.84.125.199
wakogpen.lzu.com.        IN    A    168.12.172.18
vejkatfi.lzu.com.        IN    A    240.87.233.31
ufkbgoec.lzu.com.        IN    A    87.252.24.80
pfqgdwxs.lzu.com.        IN    A    30.27.2.20
kpmyojbs.lzu.com.        IN    A    60.71.80.205
isfgjcqu.lzu.com.        IN    A    74.18.241.39
vumdgpbe.lzu.com.        IN    A    115.41.185.199
xilwsart.lzu.com.        IN    A    119.192.209.30
adlfvers.lzu.com.        IN    A    174.6.99.228
oruwnljt.lzu.com.        IN    A    180.124.24.162
fnmlhtbr.lzu.com.        IN    A    149.159.30.187
pvnokdwy.lzu.com.        IN    A    168.189.78.181
idytbvwp.lzu.com.        IN    A    177.15.82.127
fbiestpu.lzu.com.        IN    A    192.1.45.29
yiarseno.lzu.com.        IN    A    189.176.200.14
dhpbausc.lzu.com.        IN    A    109.101.113.126
wregbkiu.lzu.com.        IN    A    153.16.186.254
yapbjeut.lzu.com.        IN    A    173.105.215.100
aifvndup.lzu.com.        IN    A    103.111.97.144
sfiprqdh.lzu.com.        IN    A    21.254.157.159
pytabjfr.lzu.com.        IN    A    242.175.145.23
giopnest.lzu.com.        IN    A    202.229.76.76
mgprhxvo.lzu.com.        IN    A    225.110.56.95
orkblmve.lzu.com.        IN    A    139.138.123.184
akchomjt.lzu.com.        IN    A    180.228.112.193
gtcaieqn.lzu.com.        IN    A    55.227.33.143
fakeujpi.lzu.com.        IN    A    58.36.149.249
irwmnfhj.lzu.com.        IN    A    23.97.31.7
gxodmhkb.lzu.com.        IN    A    242.146.28.199
wrdjqxvm.lzu.com.        IN    A    80.82.68.251
bupjoxyg.lzu.com.        IN    A    139.75.8.200
bvotdisc.lzu.com.        IN    A    174.26.207.123
woykehtg.lzu.com.        IN    A    229.78.187.221
oilnkrpd.lzu.com.        IN    A    4.212.99.174
yumdecjn.lzu.com.        IN    A    18.167.113.66
yjsvumpk.lzu.com.        IN    A    108.74.228.98
xudaostn.lzu.com.        IN    A    146.177.240.141
kdutxqpr.lzu.com.        IN    A    28.248.77.250
lnbsopej.lzu.com.        IN    A    148.252.191.61
rvjeklsu.lzu.com.        IN    A    69.40.86.80
bgavdnio.lzu.com.        IN    A    239.176.16.239
tinldwxb.lzu.com.        IN    A    119.159.1.129
sghjyadr.lzu.com.        IN    A    61.209.59.46
iodtlycx.lzu.com.        IN    A    243.210.112.124
itcymesl.lzu.com.        IN    A    4.113.187.149
jtmarfew.lzu.com.        IN    A    159.241.10.186
nxqfbjpm.lzu.com.        IN    A    67.192.255.32
gpualnsh.lzu.com.        IN    A    239.157.28.166
rqiogxsy.lzu.com.        IN    A    87.97.79.151
fpyeugwq.lzu.com.        IN    A    142.57.66.36
unyeklwv.lzu.com.        IN    A    71.224.140.69
csetxlka.lzu.com.        IN    A    29.232.175.36
eliharsp.lzu.com.        IN    A    160.41.16.78
cmiehbsr.lzu.com.        IN    A    172.70.207.73
lugotbrp.lzu.com.        IN    A    117.132.232.255
dhgpsrkx.lzu.com.        IN    A    210.247.165.28
fluwydtc.lzu.com.        IN    A    203.17.44.89
mxpintvw.lzu.com.        IN    A    213.121.155.28
gcsepjfh.lzu.com.        IN    A    194.23.60.80
acwdxljm.lzu.com.        IN    A    82.188.72.87
fwbtxorq.lzu.com.        IN    A    158.156.74.28
qhcerifd.lzu.com.        IN    A    41.108.240.30
sjlcygua.lzu.com.        IN    A    170.139.72.154
jxhdqwky.lzu.com.        IN    A    85.100.55.199
wjhamsrf.lzu.com.        IN    A    71.255.241.51
wpgsnujb.lzu.com.        IN    A    9.72.42.225
afbkmhcd.lzu.com.        IN    A    125.191.98.89
voybkpax.lzu.com.        IN    A    78.255.81.204
mnkaqsvf.lzu.com.        IN    A    96.190.190.186
mafidvtj.lzu.com.        IN    A    128.140.105.87
stcvgfdx.lzu.com.        IN    A    134.154.104.79
dftlpxre.lzu.com.        IN    A    84.9.170.223
vskjniml.lzu.com.        IN    A    60.253.12.113
wpxjlcmh.lzu.com.        IN    A    26.190.235.96
fyorxpcl.lzu.com.        IN    A    6.235.205.227
sfaitcnx.lzu.com.        IN    A    192.93.134.236
dknlciho.lzu.com.        IN    A    179.68.166.244
kbuhrwji.lzu.com.        IN    A    11.28.137.36
gntkidbu.lzu.com.        IN    A    68.242.164.145
nhekobua.lzu.com.        IN    A    100.252.194.135
gfvbwqje.lzu.com.        IN    A    19.175.251.110
fhuisrvy.lzu.com.        IN    A    110.230.201.107
todhkjrg.lzu.com.        IN    A    121.88.149.33
bfypxomn.lzu.com.        IN    A    144.198.29.243
bijvprfd.lzu.com.        IN    A    98.205.39.152
gvkpyjba.lzu.com.        IN    A    39.41.130.52
dbusmkje.lzu.com.        IN    A    99.126.231.78
thmlfyrk.lzu.com.        IN    A    212.21.181.43
vocxhfel.lzu.com.        IN    A    27.162.81.5
dtrvcjby.lzu.com.        IN    A    131.174.180.8
rgwkidlx.lzu.com.        IN    A    85.188.40.34
ctuegmho.lzu.com.        IN    A    177.122.221.145
agmtdjhk.lzu.com.        IN    A    233.253.169.149
tjyperxv.lzu.com.        IN    A    162.94.21.53
anslrhxt.lzu.com.        IN    A    158.46.118.63
iusprane.lzu.com.        IN    A    207.74.114.144
lnvihdax.lzu.com.        IN    A    223.219.108.31
qgmwyakn.lzu.com.        IN    A    181.92.164.139
qauhoved.lzu.com.        IN    A    21.252.99.150
tngrjlwx.lzu.com.        IN    A    94.90.154.130
cyejnlxm.lzu.com.        IN    A    136.71.71.245
neljchwb.lzu.com.        IN    A    78.81.197.56
iynkcqhw.lzu.com.        IN    A    51.86.109.190
umoyrlfb.lzu.com.        IN    A    225.56.86.191
xgpoytrb.lzu.com.        IN    A    242.95.241.159
meagcikt.lzu.com.        IN    A    186.126.237.124
poidqwxt.lzu.com.        IN    A    146.189.71.189
ydbjitlr.lzu.com.        IN    A    57.23.217.144
dfquheor.lzu.com.        IN    A    39.77.142.57
gpxdonhl.lzu.com.        IN    A    241.198.43.12
wicutfnr.lzu.com.        IN    A    84.216.93.178
faswokml.lzu.com.        IN    A    54.255.5.205
fqlwxkma.lzu.com.        IN    A    168.126.192.113
myanjbit.lzu.com.        IN    A    63.16.249.101
mfqpckdn.lzu.com.        IN    A    237.34.137.49
muojkhxq.lzu.com.        IN    A    209.59.3.214
csnjogvt.lzu.com.        IN    A    187.149.227.212
lcehmvia.lzu.com.        IN    A    31.119.240.170
dmialewb.lzu.com.        IN    A    14.3.47.37
acijmfbg.lzu.com.        IN    A    23.196.198.133
bpfnsrac.lzu.com.        IN    A    65.47.21.107
yisbrwta.lzu.com.        IN    A    115.20.25.242
dniplrkw.lzu.com.        IN    A    32.30.127.234
mqlcgipk.lzu.com.        IN    A    97.60.165.115
ywqvfres.lzu.com.        IN    A    94.171.50.213
txhbwpan.lzu.com.        IN    A    113.10.56.24
staxkiel.lzu.com.        IN    A    221.223.120.119
ylgcrpvm.lzu.com.        IN    A    249.77.246.1
yfgxmbco.lzu.com.        IN    A    220.26.13.98
lvpbumjt.lzu.com.        IN    A    65.48.214.246
frypvxin.lzu.com.        IN    A    147.241.117.254
nuyfiqwj.lzu.com.        IN    A    58.90.65.115
uvjnigby.lzu.com.        IN    A    171.40.114.50
ndtwxsce.lzu.com.        IN    A    248.9.76.108
mwdavlht.lzu.com.        IN    A    44.75.39.129
ndyabqhu.lzu.com.        IN    A    244.105.176.174
hknfcude.lzu.com.        IN    A    177.83.118.216
vmsofelw.lzu.com.        IN    A    28.130.171.246
mytaufwn.lzu.com.        IN    A    75.239.253.188
vysdqwjk.lzu.com.        IN    A    219.189.252.248
qendulfa.lzu.com.        IN    A    191.52.72.56
dhpyxmni.lzu.com.        IN    A    117.152.223.126
wadvrouf.lzu.com.        IN    A    110.14.184.64
hgflijbr.lzu.com.        IN    A    12.233.205.28
ihbkpalq.lzu.com.        IN    A    11.77.213.93
gbweofqv.lzu.com.        IN    A    221.140.139.140
ahduvwce.lzu.com.        IN    A    132.156.231.77
rywdclms.lzu.com.        IN    A    98.177.127.74
tncvjgie.lzu.com.        IN    A    114.238.140.79
mwqxptaf.lzu.com.        IN    A    137.113.11.62
lryfokdh.lzu.com.        IN    A    178.129.130.105
grljwopi.lzu.com.        IN    A    11.98.227.184
fdmwgvjq.lzu.com.        IN    A    35.79.136.218
cnvdwpoh.lzu.com.        IN    A    14.151.33.35
jvbhnoky.lzu.com.        IN    A    66.84.136.133
rqaohfgv.lzu.com.        IN    A    112.133.58.28
vqbxacoj.lzu.com.        IN    A    35.124.55.11
gkdbmafn.lzu.com.        IN    A    224.181.240.134
bkywxavf.lzu.com.        IN    A    149.164.169.247
xgdwahbr.lzu.com.        IN    A    251.138.96.181
qncsxkea.lzu.com.        IN    A    124.212.20.82
nofhpqkx.lzu.com.        IN    A    183.81.4.171
hgjbrfqo.lzu.com.        IN    A    233.204.130.247
sjwfqotk.lzu.com.        IN    A    180.180.122.239
jmepgkdt.lzu.com.        IN    A    196.85.191.136
jkhfaxmi.lzu.com.        IN    A    3.71.7.36
ytngrjfq.lzu.com.        IN    A    0.226.100.137
saybqnjm.lzu.com.        IN    A    79.198.128.85
sbgkayoi.lzu.com.        IN    A    226.91.13.34
fclmadqh.lzu.com.        IN    A    133.76.118.252
xvotkmds.lzu.com.        IN    A    74.36.92.90
gdoxrwle.lzu.com.        IN    A    103.15.116.87
lfdumtgr.lzu.com.        IN    A    28.44.193.47
israohcj.lzu.com.        IN    A    20.45.230.165
gwsefjck.lzu.com.        IN    A    84.41.182.193
