law.nju.com.	14400	IN	SOA	ns1.law.nju.com. james.nju.edu. 19122302 14400 3600 2419200 14400
law.nju.com.		    IN	NS ns1.law.nju.com.
xsdfbyah.law.nju.com.    IN    A    80.74.241.255
iyvnhmdp.law.nju.com.    IN    A    188.37.147.238
nuyxkdhs.law.nju.com.    IN    A    240.91.210.17
gmhdtrup.law.nju.com.    IN    A    145.152.78.63
xtlojhik.law.nju.com.    IN    A    187.211.94.203
hfvkxqwl.law.nju.com.    IN    A    210.238.90.19
dietampw.law.nju.com.    IN    A    11.208.118.194
oxkclwgn.law.nju.com.    IN    A    77.42.61.51
dosjxrku.law.nju.com.    IN    A    122.111.90.7
kcfgqmeu.law.nju.com.    IN    A    74.35.174.153
vfusatec.law.nju.com.    IN    A    47.70.116.101
djcviuhb.law.nju.com.    IN    A    162.89.75.31
umltoahp.law.nju.com.    IN    A    88.166.197.66
awofrhcq.law.nju.com.    IN    A    177.254.114.177
tudksajy.law.nju.com.    IN    A    33.178.3.208
xieagncd.law.nju.com.    IN    A    70.144.216.6
rutekbhs.law.nju.com.    IN    A    188.111.224.111
ocgvduyw.law.nju.com.    IN    A    92.22.161.132
hptoiaxj.law.nju.com.    IN    A    222.4.125.197
qkxfogby.law.nju.com.    IN    A    20.113.239.121
uglesory.law.nju.com.    IN    A    24.128.233.169
vyqgdtuk.law.nju.com.    IN    A    254.61.116.66
hgicqres.law.nju.com.    IN    A    146.114.44.9
xjvawfou.law.nju.com.    IN    A    80.185.65.146
hqnagyus.law.nju.com.    IN    A    204.25.207.194
wmlcabpo.law.nju.com.    IN    A    191.99.214.94
wkcbigjx.law.nju.com.    IN    A    48.135.135.93
qfabsncy.law.nju.com.    IN    A    195.94.224.76
tjuxlqyi.law.nju.com.    IN    A    139.96.250.182
ykpqsavw.law.nju.com.    IN    A    245.73.14.93
fvimwhon.law.nju.com.    IN    A    176.106.145.76
awsxhunk.law.nju.com.    IN    A    26.172.88.213
xlbaigtm.law.nju.com.    IN    A    20.109.162.133
hywqbugk.law.nju.com.    IN    A    208.141.35.208
tacwvmsj.law.nju.com.    IN    A    36.183.70.2
fkqrcdub.law.nju.com.    IN    A    103.109.172.41
alyscwtq.law.nju.com.    IN    A    203.45.144.224
nljagvpt.law.nju.com.    IN    A    211.93.240.88
krsnwalx.law.nju.com.    IN    A    158.78.109.88
uexqltfd.law.nju.com.    IN    A    172.121.48.48
ymdxhplw.law.nju.com.    IN    A    242.162.126.136
jvfxhaos.law.nju.com.    IN    A    79.59.129.250
ushlbgna.law.nju.com.    IN    A    0.227.50.139
okqdcnje.law.nju.com.    IN    A    28.91.197.188
cidgyoru.law.nju.com.    IN    A    207.48.147.157
agtcxlse.law.nju.com.    IN    A    189.173.209.94
xvrgalns.law.nju.com.    IN    A    0.181.245.202
jbnqshoc.law.nju.com.    IN    A    194.161.240.239
bduwgtin.law.nju.com.    IN    A    4.203.46.59
txcfrsyw.law.nju.com.    IN    A    174.139.194.59
tswkcvgx.law.nju.com.    IN    A    80.143.125.162
relsfmpv.law.nju.com.    IN    A    21.172.53.107
tpdeynkb.law.nju.com.    IN    A    50.107.104.237
budhoeng.law.nju.com.    IN    A    244.215.93.199
kryhqgux.law.nju.com.    IN    A    54.204.131.84
mxbpkftr.law.nju.com.    IN    A    187.107.4.3
epfkqtws.law.nju.com.    IN    A    167.86.56.1
hpfmejyq.law.nju.com.    IN    A    137.164.199.253
pgrcqtlw.law.nju.com.    IN    A    8.107.209.135
hkwfbqda.law.nju.com.    IN    A    210.70.231.78
plbdomyi.law.nju.com.    IN    A    40.232.10.220
unyxmhor.law.nju.com.    IN    A    29.14.103.77
avynewim.law.nju.com.    IN    A    221.70.61.230
uvnkrpma.law.nju.com.    IN    A    181.37.92.12
getyrlvh.law.nju.com.    IN    A    170.105.207.207
ptmedhny.law.nju.com.    IN    A    175.170.172.121
qnicglam.law.nju.com.    IN    A    254.245.159.168
bxmigwrf.law.nju.com.    IN    A    88.227.227.162
mgufyket.law.nju.com.    IN    A    119.66.22.92
whfyxuve.law.nju.com.    IN    A    71.3.224.141
lxogwiny.law.nju.com.    IN    A    36.246.189.189
yxrusivl.law.nju.com.    IN    A    154.26.239.77
bqhkuflm.law.nju.com.    IN    A    56.106.145.151
uyobqlar.law.nju.com.    IN    A    37.233.160.129
vnmgspuc.law.nju.com.    IN    A    232.247.66.40
cefpbkmt.law.nju.com.    IN    A    203.151.198.61
ehkurwsx.law.nju.com.    IN    A    248.64.131.204
xtcrgbdj.law.nju.com.    IN    A    255.246.27.44
tinydvow.law.nju.com.    IN    A    20.9.210.110
grqhjtos.law.nju.com.    IN    A    238.178.69.153
xgvmcfrh.law.nju.com.    IN    A    20.111.128.19
fgehruxa.law.nju.com.    IN    A    190.245.63.156
sbldqvtg.law.nju.com.    IN    A    254.169.4.140
aghmtnwy.law.nju.com.    IN    A    73.156.196.45
eithaxvr.law.nju.com.    IN    A    188.145.43.208
imfxdlwy.law.nju.com.    IN    A    27.131.187.17
mdnxsehk.law.nju.com.    IN    A    4.3.143.186
atnemwov.law.nju.com.    IN    A    191.106.230.165
qnpclhgr.law.nju.com.    IN    A    69.27.133.30
bjpwdslh.law.nju.com.    IN    A    219.30.9.190
gwasnbvh.law.nju.com.    IN    A    1.79.68.174
mlpgujvb.law.nju.com.    IN    A    165.228.214.214
ufrnpmgj.law.nju.com.    IN    A    86.152.114.200
pdofnrws.law.nju.com.    IN    A    31.121.107.170
pqudkwnr.law.nju.com.    IN    A    121.43.233.103
hgrquwkc.law.nju.com.    IN    A    29.155.28.53
tjhrkxqd.law.nju.com.    IN    A    54.248.199.45
onhkmfuy.law.nju.com.    IN    A    185.137.56.180
irhbsyjo.law.nju.com.    IN    A    210.75.209.126
msqblnty.law.nju.com.    IN    A    184.146.79.122
jtyahigc.law.nju.com.    IN    A    100.183.200.20
uopawdys.law.nju.com.    IN    A    35.34.6.19
mxgenbqi.law.nju.com.    IN    A    72.68.50.58
tkjgprdn.law.nju.com.    IN    A    128.203.72.220
qirxhjuo.law.nju.com.    IN    A    35.136.40.247
ijhwcyou.law.nju.com.    IN    A    233.129.177.162
bcvmdsyw.law.nju.com.    IN    A    59.68.45.155
afmwtdcu.law.nju.com.    IN    A    110.99.95.148
vacgflkd.law.nju.com.    IN    A    98.160.21.124
mdkpsqui.law.nju.com.    IN    A    103.115.158.234
mpyrkthv.law.nju.com.    IN    A    109.101.201.120
qbathogd.law.nju.com.    IN    A    234.144.107.250
swbrhmvl.law.nju.com.    IN    A    232.131.74.215
pgfvxtiy.law.nju.com.    IN    A    151.155.46.215
nkwcrtml.law.nju.com.    IN    A    202.97.112.109
jhwmvaot.law.nju.com.    IN    A    96.221.222.25
nykrebad.law.nju.com.    IN    A    173.136.20.173
uxewnmpl.law.nju.com.    IN    A    90.62.43.101
swgjkyxa.law.nju.com.    IN    A    170.119.120.119
gmyfcjiw.law.nju.com.    IN    A    235.202.88.107
wjiogqpt.law.nju.com.    IN    A    139.172.113.178
ftisgqxd.law.nju.com.    IN    A    186.103.249.3
ajxumqft.law.nju.com.    IN    A    221.28.212.105
kmetqnaf.law.nju.com.    IN    A    178.67.187.245
kvjabgmd.law.nju.com.    IN    A    163.121.105.166
jrfiavgq.law.nju.com.    IN    A    43.109.97.128
wjhpfkal.law.nju.com.    IN    A    133.189.189.189
oimatcel.law.nju.com.    IN    A    163.70.176.9
yvlufnoc.law.nju.com.    IN    A    216.109.16.184
hwrmdlxp.law.nju.com.    IN    A    136.46.250.191
ienwjfym.law.nju.com.    IN    A    243.213.116.162
vcfdqygb.law.nju.com.    IN    A    147.46.97.241
vpximubr.law.nju.com.    IN    A    248.98.49.53
xawehufn.law.nju.com.    IN    A    5.77.95.207
aktflpir.law.nju.com.    IN    A    69.98.183.202
kcqnsbfm.law.nju.com.    IN    A    194.26.115.62
rkltsnwa.law.nju.com.    IN    A    174.28.118.148
crupovyt.law.nju.com.    IN    A    168.206.231.102
xlkyqfnd.law.nju.com.    IN    A    1.60.82.2
dnbmrvyh.law.nju.com.    IN    A    230.217.210.86
jqrwyxba.law.nju.com.    IN    A    159.172.72.14
muarlhxv.law.nju.com.    IN    A    122.200.105.41
nfvohbjk.law.nju.com.    IN    A    213.128.216.35
xtvwocbl.law.nju.com.    IN    A    58.152.0.212
rhxtfkqd.law.nju.com.    IN    A    37.77.171.106
mupdcwbv.law.nju.com.    IN    A    108.127.3.215
jcavbtgl.law.nju.com.    IN    A    3.70.157.103
xdscoufq.law.nju.com.    IN    A    45.99.90.193
wmpackdu.law.nju.com.    IN    A    190.11.171.218
jwmdhrsa.law.nju.com.    IN    A    14.49.116.7
xsuhitvr.law.nju.com.    IN    A    94.210.9.238
advptynj.law.nju.com.    IN    A    190.122.106.38
qgwrxvps.law.nju.com.    IN    A    123.14.7.174
rkmhpyuc.law.nju.com.    IN    A    28.221.89.119
tduslnvh.law.nju.com.    IN    A    65.103.19.245
iawxojsd.law.nju.com.    IN    A    187.202.114.37
enbsfcat.law.nju.com.    IN    A    225.177.27.250
eylogfwp.law.nju.com.    IN    A    161.183.156.86
tvlynemc.law.nju.com.    IN    A    70.254.45.223
vkltbyps.law.nju.com.    IN    A    194.10.170.80
icmhkspy.law.nju.com.    IN    A    210.196.87.84
aphirfoy.law.nju.com.    IN    A    111.137.168.28
mihocfgv.law.nju.com.    IN    A    58.4.134.201
gumjplsb.law.nju.com.    IN    A    202.102.105.252
xrdfpbye.law.nju.com.    IN    A    219.9.198.53
lngojpbs.law.nju.com.    IN    A    134.184.159.183
cimlkpab.law.nju.com.    IN    A    239.44.238.216
umhynail.law.nju.com.    IN    A    206.102.175.202
xqduratc.law.nju.com.    IN    A    55.98.131.23
acjpinvr.law.nju.com.    IN    A    90.140.27.5
pkbmrieh.law.nju.com.    IN    A    249.28.82.10
xaidequy.law.nju.com.    IN    A    127.246.178.140
anjoyxuv.law.nju.com.    IN    A    22.32.83.240
jmgvpwhn.law.nju.com.    IN    A    109.232.183.181
cberqpxn.law.nju.com.    IN    A    124.255.234.114
tcsqkhdu.law.nju.com.    IN    A    15.122.86.132
vgfmpbdh.law.nju.com.    IN    A    234.78.19.50
hvftsaxu.law.nju.com.    IN    A    146.42.159.30
xowpdibr.law.nju.com.    IN    A    53.84.54.176
xumnhgyq.law.nju.com.    IN    A    144.217.200.184
yqjrxosd.law.nju.com.    IN    A    156.233.236.52
axbivgkq.law.nju.com.    IN    A    241.68.125.142
lxnrepia.law.nju.com.    IN    A    194.16.119.240
ygfrtmbv.law.nju.com.    IN    A    94.207.212.192
aignvrek.law.nju.com.    IN    A    171.89.111.204
nyudtkvg.law.nju.com.    IN    A    79.20.189.60
frislxhk.law.nju.com.    IN    A    48.212.117.53
myqkagjb.law.nju.com.    IN    A    59.192.183.41
muhrwebj.law.nju.com.    IN    A    235.157.39.129
iovrebpc.law.nju.com.    IN    A    139.135.56.116
xfbjlgvu.law.nju.com.    IN    A    24.57.98.208
fdgkbvnp.law.nju.com.    IN    A    122.107.226.97
afpygviu.law.nju.com.    IN    A    255.39.253.27
cyoilwut.law.nju.com.    IN    A    29.173.217.24
sugkvpqf.law.nju.com.    IN    A    112.63.78.8
laqfmytp.law.nju.com.    IN    A    68.145.249.241
lusjbkoc.law.nju.com.    IN    A    125.54.137.15
hmncxtvl.law.nju.com.    IN    A    130.105.206.69
wqopmysu.law.nju.com.    IN    A    119.167.77.32
tcdnjpbm.law.nju.com.    IN    A    116.38.153.10
haqejptn.law.nju.com.    IN    A    120.84.231.212
ardsnbvo.law.nju.com.    IN    A    80.71.236.197
vipwgxhr.law.nju.com.    IN    A    161.155.131.146
gpibantc.law.nju.com.    IN    A    103.169.12.64
mlxuvqyg.law.nju.com.    IN    A    49.136.174.3
pcfuisdw.law.nju.com.    IN    A    61.153.253.254
sxhqfurd.law.nju.com.    IN    A    248.35.132.201
gomecthl.law.nju.com.    IN    A    147.175.79.76
fgniesul.law.nju.com.    IN    A    143.83.254.128
gpshotum.law.nju.com.    IN    A    25.191.13.92
rlgmkeod.law.nju.com.    IN    A    92.107.198.94
pyeblsri.law.nju.com.    IN    A    139.122.139.214
qtwlkbve.law.nju.com.    IN    A    234.121.195.182
nfclokmi.law.nju.com.    IN    A    228.26.213.196
jsmndelr.law.nju.com.    IN    A    203.70.119.247
pyjfbior.law.nju.com.    IN    A    157.50.140.189
agcjxusk.law.nju.com.    IN    A    139.106.207.191
mvhrgtcu.law.nju.com.    IN    A    234.255.233.57
vlfceuni.law.nju.com.    IN    A    103.200.23.162
gcxmpfyk.law.nju.com.    IN    A    92.112.198.214
msuibvke.law.nju.com.    IN    A    254.252.175.56
jvqlisky.law.nju.com.    IN    A    88.21.139.178
astilbcm.law.nju.com.    IN    A    154.247.99.121
rvmxupwa.law.nju.com.    IN    A    51.3.46.165
ujpgeiao.law.nju.com.    IN    A    219.192.151.146
amrwclin.law.nju.com.    IN    A    58.182.96.185
cjdwvune.law.nju.com.    IN    A    83.14.255.50
fjeilary.law.nju.com.    IN    A    90.183.8.179
rcnjtvse.law.nju.com.    IN    A    65.131.237.228
smgepqwj.law.nju.com.    IN    A    204.89.43.108
clnerwht.law.nju.com.    IN    A    20.184.246.141
ldefvtoj.law.nju.com.    IN    A    147.216.248.229
vrafnktm.law.nju.com.    IN    A    91.151.173.229
jmheoubd.law.nju.com.    IN    A    200.163.12.215
mvabcjhr.law.nju.com.    IN    A    120.126.113.7
qbltkgyr.law.nju.com.    IN    A    48.232.132.103
dqctpajg.law.nju.com.    IN    A    0.226.78.207
dmwfsxvg.law.nju.com.    IN    A    107.172.94.32
nvxdbcaw.law.nju.com.    IN    A    191.11.39.216
dvnmcjus.law.nju.com.    IN    A    133.100.40.254
kbewvlqm.law.nju.com.    IN    A    190.117.178.232
hngaojqu.law.nju.com.    IN    A    234.246.123.225
iosyfgcl.law.nju.com.    IN    A    167.205.46.250
tlefiqaj.law.nju.com.    IN    A    220.120.31.162
jhcvbeot.law.nju.com.    IN    A    96.156.186.144
tsmglrwx.law.nju.com.    IN    A    64.216.208.147
fweiaxto.law.nju.com.    IN    A    203.1.214.92
qlhmnyvw.law.nju.com.    IN    A    126.120.96.150
pfwhgail.law.nju.com.    IN    A    26.106.182.184
xjapyksq.law.nju.com.    IN    A    251.160.120.230
nujiosfx.law.nju.com.    IN    A    192.147.48.159
tphdwask.law.nju.com.    IN    A    124.66.132.236
hsuljpri.law.nju.com.    IN    A    217.218.167.209
vompight.law.nju.com.    IN    A    28.238.178.145
gmpbqvid.law.nju.com.    IN    A    103.44.25.74
jtxgqula.law.nju.com.    IN    A    199.146.144.222
cbigjmye.law.nju.com.    IN    A    211.250.226.255
sirvloty.law.nju.com.    IN    A    127.34.99.81
ikvlmncu.law.nju.com.    IN    A    71.127.49.187
fdasolue.law.nju.com.    IN    A    74.117.98.54
lsftwxqe.law.nju.com.    IN    A    234.49.196.115
spvtdjca.law.nju.com.    IN    A    103.206.196.98
sbixpguv.law.nju.com.    IN    A    3.169.0.68
eclnftko.law.nju.com.    IN    A    79.157.8.58
hodvnfmp.law.nju.com.    IN    A    202.205.167.113
bplahsmg.law.nju.com.    IN    A    131.44.188.31
xdumbgfj.law.nju.com.    IN    A    93.217.237.116
nmfakgpv.law.nju.com.    IN    A    22.192.221.82
yplfhwai.law.nju.com.    IN    A    4.85.1.13
lmbqrnau.law.nju.com.    IN    A    174.66.38.23
fsdxmehb.law.nju.com.    IN    A    173.52.62.121
tnlowpsr.law.nju.com.    IN    A    69.162.163.87
mqabocpv.law.nju.com.    IN    A    198.166.149.229
tronlkwj.law.nju.com.    IN    A    0.126.195.211
eocwsrpb.law.nju.com.    IN    A    229.27.189.119
ulgyqwap.law.nju.com.    IN    A    102.146.184.75
yrfaihcs.law.nju.com.    IN    A    11.115.29.205
xtnlhmsk.law.nju.com.    IN    A    61.33.200.83
vcbpuomr.law.nju.com.    IN    A    163.61.16.38
vjepaodx.law.nju.com.    IN    A    218.31.115.201
ltwmaxdu.law.nju.com.    IN    A    66.60.132.122
xshkltfe.law.nju.com.    IN    A    146.22.0.94
jdgbvtyo.law.nju.com.    IN    A    106.108.9.134
jkfdqisp.law.nju.com.    IN    A    210.221.76.12
ismbfypn.law.nju.com.    IN    A    65.172.253.52
ceajkipx.law.nju.com.    IN    A    250.77.205.178
gurbqmkl.law.nju.com.    IN    A    47.12.68.9
wjpiamks.law.nju.com.    IN    A    181.177.124.160
gtjorvah.law.nju.com.    IN    A    96.11.222.153
gkyntqmi.law.nju.com.    IN    A    155.207.148.103
sedryina.law.nju.com.    IN    A    104.247.246.7
dwvkaorj.law.nju.com.    IN    A    5.197.186.220
eumvnikq.law.nju.com.    IN    A    81.183.206.83
jchbvakg.law.nju.com.    IN    A    185.30.34.193
bnirmkgo.law.nju.com.    IN    A    109.84.165.75
bdlnqrog.law.nju.com.    IN    A    124.12.117.57
lqjyvrap.law.nju.com.    IN    A    28.50.28.229
lxpmqydw.law.nju.com.    IN    A    90.80.10.127
hjbkfime.law.nju.com.    IN    A    94.182.150.145
yqxwvibr.law.nju.com.    IN    A    243.147.65.216
cgdfrspx.law.nju.com.    IN    A    9.69.145.242
sulibryh.law.nju.com.    IN    A    62.65.217.201
bwvqyioh.law.nju.com.    IN    A    213.103.34.51
egjwrsah.law.nju.com.    IN    A    51.106.110.113
jladmpet.law.nju.com.    IN    A    12.229.241.44
hinbsgum.law.nju.com.    IN    A    216.177.17.92
qpsytwxm.law.nju.com.    IN    A    1.234.232.205
umndlkhe.law.nju.com.    IN    A    136.237.149.149
svoilkjy.law.nju.com.    IN    A    107.56.253.212
wpnmjugy.law.nju.com.    IN    A    126.25.252.178
qhgndaji.law.nju.com.    IN    A    121.69.203.152
xejhukfq.law.nju.com.    IN    A    111.84.168.25
koigasnh.law.nju.com.    IN    A    77.174.142.53
cgbmrwlk.law.nju.com.    IN    A    79.179.146.118
rgqcftjh.law.nju.com.    IN    A    130.188.69.188
ojvsgpmb.law.nju.com.    IN    A    114.252.72.218
lfvsqpin.law.nju.com.    IN    A    227.22.73.243
ghyjecbf.law.nju.com.    IN    A    225.10.150.224
dwlkmeur.law.nju.com.    IN    A    82.6.186.181
iefwybcx.law.nju.com.    IN    A    124.148.6.68
aowlfhux.law.nju.com.    IN    A    176.39.48.117
qjartwvn.law.nju.com.    IN    A    99.108.28.16
stnxyawq.law.nju.com.    IN    A    105.31.237.203
eoljxbnt.law.nju.com.    IN    A    125.149.60.10
hsgpamit.law.nju.com.    IN    A    83.2.146.249
xveglbqw.law.nju.com.    IN    A    205.242.142.53
rwqcseih.law.nju.com.    IN    A    106.48.146.115
mtkydxfn.law.nju.com.    IN    A    141.48.238.166
pkifcylu.law.nju.com.    IN    A    139.173.62.144
jydwrqep.law.nju.com.    IN    A    193.171.113.242
vywdhrjf.law.nju.com.    IN    A    154.71.79.137
jcvwbafh.law.nju.com.    IN    A    142.254.175.82
myehfpru.law.nju.com.    IN    A    212.186.125.183
ctboymix.law.nju.com.    IN    A    219.146.107.52
epuibkqj.law.nju.com.    IN    A    133.60.159.149
vcnglxsq.law.nju.com.    IN    A    241.104.170.24
rjuolxay.law.nju.com.    IN    A    221.209.237.51
svofgdyw.law.nju.com.    IN    A    107.237.223.33
prbxogdm.law.nju.com.    IN    A    252.52.69.244
rnoflpsj.law.nju.com.    IN    A    204.142.90.191
bsxrfvyk.law.nju.com.    IN    A    154.250.184.252
yibvdwhg.law.nju.com.    IN    A    125.253.76.19
kamfrylh.law.nju.com.    IN    A    145.248.17.187
gufexpbo.law.nju.com.    IN    A    187.17.247.63
efjpokxr.law.nju.com.    IN    A    44.86.114.223
lagtijqs.law.nju.com.    IN    A    2.75.218.193
ambdvpos.law.nju.com.    IN    A    248.201.92.98
omhulisc.law.nju.com.    IN    A    213.88.53.207
rumkxigp.law.nju.com.    IN    A    107.173.197.47
ykmaqthb.law.nju.com.    IN    A    2.186.129.120
cptvwqsr.law.nju.com.    IN    A    188.133.227.156
hcyxqoma.law.nju.com.    IN    A    214.120.254.42
yldsruxa.law.nju.com.    IN    A    161.54.110.184
edklarxc.law.nju.com.    IN    A    201.122.71.244
dsrxlqbf.law.nju.com.    IN    A    91.207.98.173
qbyudrpj.law.nju.com.    IN    A    72.202.111.178
sthfcgwd.law.nju.com.    IN    A    36.217.55.129
wspxkgtn.law.nju.com.    IN    A    250.203.105.39
tnularxk.law.nju.com.    IN    A    157.51.248.172
rnbgjicf.law.nju.com.    IN    A    193.91.39.130
dhcvgnxp.law.nju.com.    IN    A    221.210.78.177
rdshinaq.law.nju.com.    IN    A    201.221.55.45
sxiotnjl.law.nju.com.    IN    A    70.33.184.86
wtqpoinx.law.nju.com.    IN    A    134.75.73.87
ctyjbhep.law.nju.com.    IN    A    24.251.8.164
bhjwxltn.law.nju.com.    IN    A    138.157.90.130
ylekrguh.law.nju.com.    IN    A    103.180.14.248
kfpahvjt.law.nju.com.    IN    A    10.224.213.65
ydgxhsqa.law.nju.com.    IN    A    212.108.182.15
sjbpdlax.law.nju.com.    IN    A    172.39.207.180
ukniqrdy.law.nju.com.    IN    A    239.195.43.222
xonhwqru.law.nju.com.    IN    A    39.126.0.230
xvwoqnsi.law.nju.com.    IN    A    249.65.231.69
xmribksu.law.nju.com.    IN    A    37.209.212.31
fynwbtmo.law.nju.com.    IN    A    253.146.149.134
gnarkmuh.law.nju.com.    IN    A    184.191.197.85
qbmhwyxe.law.nju.com.    IN    A    35.56.59.209
qshtlocb.law.nju.com.    IN    A    27.62.205.155
jvotafdx.law.nju.com.    IN    A    49.145.212.27
ietybwsj.law.nju.com.    IN    A    117.27.158.95
lawdqjsy.law.nju.com.    IN    A    241.196.220.60
jlciebkx.law.nju.com.    IN    A    32.93.88.208
ghbvurdt.law.nju.com.    IN    A    133.45.139.184
onqadmjv.law.nju.com.    IN    A    184.231.54.112
uqfpnwyg.law.nju.com.    IN    A    155.149.231.114
hdntsbac.law.nju.com.    IN    A    179.72.88.250
hsercujm.law.nju.com.    IN    A    20.92.52.104
wvydjmkr.law.nju.com.    IN    A    196.94.63.104
kuigptcw.law.nju.com.    IN    A    187.89.38.243
pblmarks.law.nju.com.    IN    A    10.204.195.105
pualbghw.law.nju.com.    IN    A    68.83.16.156
ibhprfuc.law.nju.com.    IN    A    106.69.206.181
spekjbdg.law.nju.com.    IN    A    197.107.237.181
hdmntkfu.law.nju.com.    IN    A    158.125.107.156
dfmwsqac.law.nju.com.    IN    A    129.238.34.115
ivmqcygd.law.nju.com.    IN    A    4.137.130.80
yvlqbmfo.law.nju.com.    IN    A    170.175.50.25
ipeafxvs.law.nju.com.    IN    A    14.45.93.115
hqrndvik.law.nju.com.    IN    A    80.150.31.172
lumcaisw.law.nju.com.    IN    A    205.248.84.95
sqrctpkn.law.nju.com.    IN    A    110.1.159.226
rblvtciy.law.nju.com.    IN    A    109.179.232.111
jhrycviq.law.nju.com.    IN    A    255.216.45.85
ldvrcnet.law.nju.com.    IN    A    53.107.27.99
yxanvtom.law.nju.com.    IN    A    72.188.61.203
wkhagjcr.law.nju.com.    IN    A    91.100.207.21
pmjdlktf.law.nju.com.    IN    A    129.165.213.175
