; <<>> DiG 9.11.3-1ubuntu1.11-Ubuntu <<>> AXFR pku.com. @ns2.pku.edu.
;; global options: +cmd

@               			      14400 IN SOA	ns1.pku.com. james.pku.edu. 19122302 14400 3600 2419200 14400
pku.com.			      14400 IN NS	ns1.pku.com.
ns1.pku.com.			      14400 IN A	10.166.21.14

www.pku.com.		      14400 IN NS	ns1.www.pku.com.
ns1.www.pku.com.		      14400 IN A		10.166.21.15

math.pku.com.		      14400 IN NS	ns1.math.pku.com.
ns1.math.pku.com.		      14400 IN A		10.166.21.12

hist.pku.com.		      14400 IN NS	ns1.hist.pku.com.
ns1.hist.pku.com.		      14400 IN A		10.166.21.13

pku.com.			      14400 IN MX	10 histtp.pku.edu.
pku.com.			      14400 IN TXT	"v=spf1 a mx ~all"
jsiylbud.pku.com.        IN    A    182.142.216.66
uikljtef.pku.com.        IN    A    147.7.129.63
lkxnrujo.pku.com.        IN    A    7.114.172.254
bwqdctlr.pku.com.        IN    A    102.2.245.87
ltscrkba.pku.com.        IN    A    130.36.174.100
seuqfplv.pku.com.        IN    A    215.118.108.168
incysmpo.pku.com.        IN    A    168.242.98.240
agbuqlcn.pku.com.        IN    A    113.120.246.116
amngjrve.pku.com.        IN    A    28.218.215.34
junwtkmq.pku.com.        IN    A    165.71.90.67
kcrwstub.pku.com.        IN    A    181.183.213.227
xtwjrfya.pku.com.        IN    A    192.126.110.245
fekvjsab.pku.com.        IN    A    222.202.199.175
mfjwtyog.pku.com.        IN    A    203.140.251.171
mdnfciwv.pku.com.        IN    A    114.226.38.160
lodxvjan.pku.com.        IN    A    236.71.124.191
pifsnedq.pku.com.        IN    A    139.4.69.222
vsanxmit.pku.com.        IN    A    201.202.114.17
tqolikwc.pku.com.        IN    A    99.49.222.75
dngcjwto.pku.com.        IN    A    2.29.191.153
wxtgmajo.pku.com.        IN    A    229.44.120.51
rtqhbamo.pku.com.        IN    A    166.65.6.9
hrcwvuid.pku.com.        IN    A    201.48.170.251
cxvfslhp.pku.com.        IN    A    102.239.203.101
mkwlpfgt.pku.com.        IN    A    149.241.0.28
yikdwxfs.pku.com.        IN    A    188.241.227.39
rduveklm.pku.com.        IN    A    29.123.168.160
nmfckgxh.pku.com.        IN    A    248.187.82.230
ebfvpond.pku.com.        IN    A    91.75.193.43
xbftdkje.pku.com.        IN    A    38.151.97.52
gjmelrhk.pku.com.        IN    A    143.6.114.226
knpmojyi.pku.com.        IN    A    154.151.40.210
jhvkytbp.pku.com.        IN    A    229.183.233.87
dnmkheyi.pku.com.        IN    A    85.237.181.35
fsqpdjmv.pku.com.        IN    A    16.174.90.78
lxbanroc.pku.com.        IN    A    192.109.196.204
umbxwrsq.pku.com.        IN    A    255.138.108.101
vcaljshq.pku.com.        IN    A    240.11.153.76
wdhpcnsr.pku.com.        IN    A    162.60.195.247
lyrgxqvs.pku.com.        IN    A    108.239.83.193
yhdcwpsk.pku.com.        IN    A    240.113.253.67
xhkumvbf.pku.com.        IN    A    132.8.14.70
vtgacyws.pku.com.        IN    A    154.78.119.33
swrlfgkm.pku.com.        IN    A    203.128.232.109
dcotrgyp.pku.com.        IN    A    178.138.120.83
oakgfwud.pku.com.        IN    A    143.41.53.13
uqkhfmrw.pku.com.        IN    A    99.194.66.14
njbifrcv.pku.com.        IN    A    146.63.32.162
xbfyutpl.pku.com.        IN    A    10.236.115.49
xflnsird.pku.com.        IN    A    247.146.148.119
kswacpig.pku.com.        IN    A    187.127.233.87
ulvsqkrj.pku.com.        IN    A    215.194.20.61
fmunhvla.pku.com.        IN    A    107.75.107.249
xaygbdtq.pku.com.        IN    A    101.236.36.84
vpjfgbqi.pku.com.        IN    A    212.85.155.47
ihvsfonc.pku.com.        IN    A    186.178.190.200
uolmpajc.pku.com.        IN    A    4.112.203.192
omcreudi.pku.com.        IN    A    172.158.142.102
qgpnbjrk.pku.com.        IN    A    211.135.111.138
dwksbuen.pku.com.        IN    A    88.249.85.140
fwupktsr.pku.com.        IN    A    36.224.38.126
axlcyrtb.pku.com.        IN    A    13.9.75.206
elnigdap.pku.com.        IN    A    98.190.130.138
agbknixm.pku.com.        IN    A    160.143.226.181
mtiajshp.pku.com.        IN    A    31.227.255.70
grhoudfn.pku.com.        IN    A    235.110.70.5
wbfcerhm.pku.com.        IN    A    207.71.3.22
drfxtaei.pku.com.        IN    A    198.149.86.163
xpvgfoeq.pku.com.        IN    A    174.93.111.229
bpliwrah.pku.com.        IN    A    40.185.73.244
sfoqnjpw.pku.com.        IN    A    176.45.117.4
poqcjnxi.pku.com.        IN    A    209.61.118.33
qdtpnghx.pku.com.        IN    A    53.53.11.23
dqmawiks.pku.com.        IN    A    131.80.97.15
vwgrfola.pku.com.        IN    A    239.125.253.116
eajbmlgx.pku.com.        IN    A    2.45.101.130
hqfevslb.pku.com.        IN    A    48.249.93.207
yqeorglt.pku.com.        IN    A    140.184.63.150
navydwlr.pku.com.        IN    A    30.162.176.207
gechwtij.pku.com.        IN    A    205.5.243.17
wprxqceu.pku.com.        IN    A    149.76.93.188
buvwasxf.pku.com.        IN    A    117.254.93.252
bfyeqmsa.pku.com.        IN    A    113.127.10.3
hofcbtpu.pku.com.        IN    A    105.124.219.27
oqguvsnj.pku.com.        IN    A    1.209.146.88
adtevbmg.pku.com.        IN    A    38.210.157.89
fvardptm.pku.com.        IN    A    41.223.219.170
cfvywtil.pku.com.        IN    A    180.29.232.200
rxbqyjcn.pku.com.        IN    A    12.30.84.156
rqlsapmi.pku.com.        IN    A    142.95.243.134
dugehwaq.pku.com.        IN    A    44.166.187.60
ndcwrvfg.pku.com.        IN    A    15.76.44.13
tsjwubio.pku.com.        IN    A    17.204.70.190
rtwioyhl.pku.com.        IN    A    114.162.190.46
fmbjokwc.pku.com.        IN    A    29.195.24.217
jkxqelvm.pku.com.        IN    A    159.35.33.159
ubkjiexc.pku.com.        IN    A    87.85.6.146
ykumfaew.pku.com.        IN    A    234.152.63.230
ivfusqah.pku.com.        IN    A    30.223.170.224
gdowstkq.pku.com.        IN    A    160.246.206.143
byavdiel.pku.com.        IN    A    146.178.181.129
torycxgm.pku.com.        IN    A    114.203.25.206
segroyxj.pku.com.        IN    A    12.150.130.89
fjcxpkta.pku.com.        IN    A    175.70.137.79
gpchiber.pku.com.        IN    A    3.52.72.17
qbrwndxs.pku.com.        IN    A    78.35.41.67
umfnvlxo.pku.com.        IN    A    21.206.160.178
dkywutos.pku.com.        IN    A    114.198.47.107
xpsiwnyt.pku.com.        IN    A    32.171.250.76
rwcqnalm.pku.com.        IN    A    72.103.245.180
premkyxh.pku.com.        IN    A    207.131.182.226
kcdbfnle.pku.com.        IN    A    199.72.195.48
xrnygecp.pku.com.        IN    A    11.115.224.149
xdyipqls.pku.com.        IN    A    238.185.104.40
ovnthryf.pku.com.        IN    A    205.88.44.26
vmheusxl.pku.com.        IN    A    224.39.19.89
vqnkebmc.pku.com.        IN    A    162.157.254.171
jabunevo.pku.com.        IN    A    68.102.180.98
jdvhmyob.pku.com.        IN    A    117.240.164.218
jmguawto.pku.com.        IN    A    121.4.38.175
upctaihj.pku.com.        IN    A    148.53.12.28
bwdgtnih.pku.com.        IN    A    161.70.255.151
wnhlfobx.pku.com.        IN    A    86.133.175.40
ebavtrpg.pku.com.        IN    A    14.43.143.130
vogrlyqi.pku.com.        IN    A    178.49.159.118
mafbjwir.pku.com.        IN    A    85.68.222.145
lbqywkex.pku.com.        IN    A    63.95.105.161
ivjnlkad.pku.com.        IN    A    42.68.1.27
melidgfa.pku.com.        IN    A    151.244.242.222
avhlfjwr.pku.com.        IN    A    183.119.148.164
cniljuxt.pku.com.        IN    A    172.252.217.55
wpartbom.pku.com.        IN    A    165.185.207.195
ntfgbxsw.pku.com.        IN    A    156.171.250.119
sufjrhpw.pku.com.        IN    A    189.9.105.10
gbrwxyhe.pku.com.        IN    A    122.76.144.127
utnejsgd.pku.com.        IN    A    139.199.18.174
qdenhjao.pku.com.        IN    A    71.21.56.204
rmwfudpy.pku.com.        IN    A    79.213.136.69
lbfuwics.pku.com.        IN    A    204.49.209.178
vmclufex.pku.com.        IN    A    181.211.172.163
utsmolar.pku.com.        IN    A    115.208.27.178
emolckxj.pku.com.        IN    A    176.98.134.47
dparlfvx.pku.com.        IN    A    167.169.212.158
wrthmkqs.pku.com.        IN    A    186.4.190.229
rpelktyd.pku.com.        IN    A    67.80.13.139
ewoqrmxc.pku.com.        IN    A    252.246.106.117
invxstfd.pku.com.        IN    A    27.251.227.116
psgwhouj.pku.com.        IN    A    186.22.209.165
apwhmvet.pku.com.        IN    A    223.54.101.54
xfmytijs.pku.com.        IN    A    232.191.20.103
tecbvwgh.pku.com.        IN    A    19.200.145.237
atrjxlmi.pku.com.        IN    A    224.236.225.211
bnohfgxa.pku.com.        IN    A    152.140.203.46
oqcjrtve.pku.com.        IN    A    175.8.121.23
fypmnxeb.pku.com.        IN    A    211.231.228.2
atgdifkp.pku.com.        IN    A    36.83.232.104
jgicnbte.pku.com.        IN    A    80.37.34.164
umcwoakv.pku.com.        IN    A    106.244.240.163
uqvpnblt.pku.com.        IN    A    236.235.159.69
gsdlnukc.pku.com.        IN    A    95.24.158.197
keaphoyj.pku.com.        IN    A    255.176.179.33
vlpcnjst.pku.com.        IN    A    208.68.57.82
xahyilnb.pku.com.        IN    A    5.159.248.63
eunbrvpa.pku.com.        IN    A    204.75.97.40
tbskhowy.pku.com.        IN    A    136.101.189.119
oshnldpr.pku.com.        IN    A    189.88.40.234
gvrjwofd.pku.com.        IN    A    116.110.200.28
naheydfi.pku.com.        IN    A    13.207.230.203
fykglrjt.pku.com.        IN    A    180.157.251.208
jiatmrdh.pku.com.        IN    A    198.176.133.45
jlegotwh.pku.com.        IN    A    99.212.3.169
lowhijke.pku.com.        IN    A    198.227.83.59
bnkdcmwp.pku.com.        IN    A    163.77.50.170
ilfmoscy.pku.com.        IN    A    160.60.113.40
nfbjcypd.pku.com.        IN    A    139.254.202.67
mrylnujg.pku.com.        IN    A    237.243.49.42
opsbnjwq.pku.com.        IN    A    213.212.103.20
lsgbvinq.pku.com.        IN    A    41.169.29.146
fmiwcbde.pku.com.        IN    A    185.220.180.174
vechfdob.pku.com.        IN    A    22.149.115.215
hxiygpov.pku.com.        IN    A    3.144.215.216
yrhckxub.pku.com.        IN    A    7.49.55.25
ynxugpwj.pku.com.        IN    A    138.189.244.149
bhjaykmi.pku.com.        IN    A    152.173.22.144
xqlpfsbm.pku.com.        IN    A    36.23.185.26
ftesoivx.pku.com.        IN    A    173.21.154.190
acvdpmel.pku.com.        IN    A    118.172.50.168
xunslvib.pku.com.        IN    A    176.112.222.216
oguwhjrt.pku.com.        IN    A    185.87.238.48
moinwhtq.pku.com.        IN    A    102.91.196.57
ngadbehc.pku.com.        IN    A    190.11.212.112
rwsavkjb.pku.com.        IN    A    160.20.234.250
xgjlkefy.pku.com.        IN    A    242.29.116.62
xdipchuy.pku.com.        IN    A    246.193.126.181
kxbncdop.pku.com.        IN    A    70.203.58.15
ydqkbouj.pku.com.        IN    A    223.222.62.183
hsiktfnb.pku.com.        IN    A    42.18.81.28
hunqavfp.pku.com.        IN    A    111.209.90.4
snkxolvc.pku.com.        IN    A    46.17.45.7
cxaotejh.pku.com.        IN    A    242.139.69.104
bsaplidv.pku.com.        IN    A    183.216.224.23
lfgmcvuh.pku.com.        IN    A    254.179.42.123
bcgyrqap.pku.com.        IN    A    131.89.184.222
lofugmta.pku.com.        IN    A    63.122.110.52
ohidvurn.pku.com.        IN    A    87.171.4.230
edwjusvf.pku.com.        IN    A    24.228.241.147
uwmlfscv.pku.com.        IN    A    27.87.250.235
oqwpncxf.pku.com.        IN    A    40.153.121.23
qwfhlsjc.pku.com.        IN    A    254.72.138.211
vnalcsxf.pku.com.        IN    A    108.70.51.252
kbduljhc.pku.com.        IN    A    53.252.96.112
ehoriykg.pku.com.        IN    A    69.46.81.152
qenikfhr.pku.com.        IN    A    130.60.182.32
jycmohed.pku.com.        IN    A    193.99.194.92
msrapflu.pku.com.        IN    A    94.152.81.102
mbpnjfdu.pku.com.        IN    A    213.165.199.171
ekwrvuga.pku.com.        IN    A    253.77.21.32
sxmceydo.pku.com.        IN    A    82.46.43.58
hgjyuosf.pku.com.        IN    A    195.227.170.230
rkdmxysh.pku.com.        IN    A    92.204.9.123
pexgjtiu.pku.com.        IN    A    87.184.105.90
fkwamtpo.pku.com.        IN    A    225.9.174.143
mdhpnveq.pku.com.        IN    A    200.48.213.205
esoxnrjp.pku.com.        IN    A    72.194.150.42
phbagkfn.pku.com.        IN    A    48.213.167.251
slphqytx.pku.com.        IN    A    157.49.155.71
lauxgjbc.pku.com.        IN    A    241.150.111.11
mygaulvk.pku.com.        IN    A    131.178.205.214
hmxpwvkg.pku.com.        IN    A    110.237.139.13
xgrydepv.pku.com.        IN    A    208.54.222.19
uhbgavlj.pku.com.        IN    A    123.244.40.227
rwnjmcko.pku.com.        IN    A    56.156.153.172
lcnmpwxi.pku.com.        IN    A    133.71.70.47
rtqflmuv.pku.com.        IN    A    122.138.243.211
extolurf.pku.com.        IN    A    245.254.149.200
qtxjwicu.pku.com.        IN    A    70.174.88.97
tolbyqrd.pku.com.        IN    A    84.8.48.165
yjckxrpa.pku.com.        IN    A    211.239.11.31
hlgvaupq.pku.com.        IN    A    65.130.53.111
oatpnksr.pku.com.        IN    A    157.62.216.167
qlagtscj.pku.com.        IN    A    197.213.152.171
iwmxschk.pku.com.        IN    A    138.109.162.136
ljicfehr.pku.com.        IN    A    104.200.151.3
uxhltnce.pku.com.        IN    A    156.149.30.63
bjdqakcg.pku.com.        IN    A    59.57.136.171
roiafvdk.pku.com.        IN    A    35.9.147.114
lsnodveb.pku.com.        IN    A    238.149.142.140
edhvkyuc.pku.com.        IN    A    183.238.21.89
jendgxqi.pku.com.        IN    A    202.47.132.201
ujdptnvk.pku.com.        IN    A    134.180.183.49
ropsyecg.pku.com.        IN    A    138.201.219.10
kuymanrf.pku.com.        IN    A    116.216.102.32
ieprhkuf.pku.com.        IN    A    173.137.87.33
jxmnbpwe.pku.com.        IN    A    100.155.241.102
hvulomty.pku.com.        IN    A    20.153.183.13
wnjmurok.pku.com.        IN    A    32.59.102.149
lwuftepc.pku.com.        IN    A    150.114.168.32
qilthpco.pku.com.        IN    A    104.120.50.134
pjqunokf.pku.com.        IN    A    208.0.250.133
qapcifuv.pku.com.        IN    A    13.3.179.176
qpdrthfe.pku.com.        IN    A    238.130.73.102
yjduqerk.pku.com.        IN    A    187.31.230.72
fvtchedl.pku.com.        IN    A    246.202.98.25
ocmbarvs.pku.com.        IN    A    102.180.93.103
pordkgma.pku.com.        IN    A    141.194.229.106
xvjkdiqn.pku.com.        IN    A    143.161.24.0
vabwjuqg.pku.com.        IN    A    201.73.7.80
fxaovryp.pku.com.        IN    A    113.81.118.76
mpselqbf.pku.com.        IN    A    138.235.71.11
dimlroeg.pku.com.        IN    A    147.244.62.176
ikcvyeor.pku.com.        IN    A    12.140.11.207
omqusagb.pku.com.        IN    A    68.191.39.150
jxkldhpf.pku.com.        IN    A    241.17.200.84
jloksexm.pku.com.        IN    A    90.166.163.188
tvfsaemp.pku.com.        IN    A    9.46.109.252
cjqdfhms.pku.com.        IN    A    254.208.185.145
rhlgxovm.pku.com.        IN    A    124.150.214.25
slrfkxwd.pku.com.        IN    A    251.171.125.183
qrkdlhma.pku.com.        IN    A    25.92.71.23
fnblhugp.pku.com.        IN    A    202.44.183.87
ojlaeqmd.pku.com.        IN    A    92.107.216.120
mcjhrbxs.pku.com.        IN    A    139.125.137.20
qtyieokw.pku.com.        IN    A    195.186.96.21
syaneotj.pku.com.        IN    A    66.151.210.122
vnprhoyg.pku.com.        IN    A    158.120.138.152
vmbfgshe.pku.com.        IN    A    53.21.233.50
iejmfbth.pku.com.        IN    A    38.108.44.73
jtpyebgk.pku.com.        IN    A    129.197.146.19
pnfvolbx.pku.com.        IN    A    169.215.152.69
cgqlxwvy.pku.com.        IN    A    131.86.2.16
iqycpvks.pku.com.        IN    A    120.219.59.172
abspnfkq.pku.com.        IN    A    148.59.95.117
cgubfpny.pku.com.        IN    A    248.39.200.105
scdthpyg.pku.com.        IN    A    129.242.113.38
vubsiywe.pku.com.        IN    A    204.106.206.206
wfnikleh.pku.com.        IN    A    26.28.185.113
tfcmroej.pku.com.        IN    A    97.71.1.28
bunstelw.pku.com.        IN    A    251.169.146.155
gxtbfdmp.pku.com.        IN    A    182.150.145.13
ywrbxtcg.pku.com.        IN    A    26.40.10.157
myjxegui.pku.com.        IN    A    21.197.234.191
pvtjknmc.pku.com.        IN    A    186.225.60.78
umqpcwfa.pku.com.        IN    A    71.59.98.107
lermqtua.pku.com.        IN    A    87.188.108.60
jnxtfkcw.pku.com.        IN    A    190.206.56.171
siecwbrl.pku.com.        IN    A    94.33.178.36
lrwcjudq.pku.com.        IN    A    6.59.48.28
rjsaqwvk.pku.com.        IN    A    84.141.90.204
qxhvjmdw.pku.com.        IN    A    236.107.255.175
mdgxorwj.pku.com.        IN    A    146.212.163.51
rxefjuhy.pku.com.        IN    A    54.107.139.131
npdhekml.pku.com.        IN    A    250.117.61.102
ugmbrket.pku.com.        IN    A    89.100.228.39
kwgubajn.pku.com.        IN    A    234.144.104.222
qwcvdyuf.pku.com.        IN    A    64.161.197.12
fgyemanx.pku.com.        IN    A    181.30.16.113
ntiwjvfo.pku.com.        IN    A    190.106.50.135
becuyjat.pku.com.        IN    A    55.36.196.94
siljdxuv.pku.com.        IN    A    18.187.86.218
sbjxinmc.pku.com.        IN    A    240.186.156.70
hljngyoi.pku.com.        IN    A    74.146.216.22
bueocgaj.pku.com.        IN    A    117.70.102.41
vnaidoqe.pku.com.        IN    A    94.36.175.214
bradopln.pku.com.        IN    A    101.77.95.45
ndxurioj.pku.com.        IN    A    202.126.34.23
svcpriut.pku.com.        IN    A    5.72.182.52
mhboepls.pku.com.        IN    A    96.136.126.46
tyaqsldh.pku.com.        IN    A    243.100.91.35
nxhsliqf.pku.com.        IN    A    213.43.197.111
pijaglfe.pku.com.        IN    A    58.210.111.164
bmvwuxsf.pku.com.        IN    A    19.148.190.92
muklsiby.pku.com.        IN    A    30.109.36.204
fuvnirge.pku.com.        IN    A    43.138.234.36
caxkwlop.pku.com.        IN    A    119.135.153.175
khrwfpac.pku.com.        IN    A    250.46.196.106
nkvmwbij.pku.com.        IN    A    118.93.98.252
ckmravjl.pku.com.        IN    A    94.45.236.251
lwmqjxoh.pku.com.        IN    A    52.118.121.214
hlgmktid.pku.com.        IN    A    128.105.195.66
uolpexsj.pku.com.        IN    A    69.103.168.182
ebqpayig.pku.com.        IN    A    8.22.141.188
sixjdgqk.pku.com.        IN    A    191.162.9.59
ynwsohcj.pku.com.        IN    A    223.105.113.232
bongiwyk.pku.com.        IN    A    230.15.4.147
idvbutoe.pku.com.        IN    A    238.121.142.121
yeipkajn.pku.com.        IN    A    10.155.105.110
qsgrankw.pku.com.        IN    A    194.65.152.72
jexbliow.pku.com.        IN    A    204.255.177.186
vijltxoh.pku.com.        IN    A    192.214.237.188
tjcnowvf.pku.com.        IN    A    214.217.33.25
jtmyecwr.pku.com.        IN    A    20.205.3.79
ohcqyixe.pku.com.        IN    A    246.230.111.73
gvxnadfm.pku.com.        IN    A    38.224.145.211
gpvkinso.pku.com.        IN    A    192.140.141.91
ihpeqsxu.pku.com.        IN    A    200.73.90.16
csogatpq.pku.com.        IN    A    209.103.244.204
rfwtmhak.pku.com.        IN    A    22.214.53.141
cobgmjse.pku.com.        IN    A    108.50.156.234
ylamctep.pku.com.        IN    A    65.165.184.252
lonhtaqf.pku.com.        IN    A    73.215.201.20
qwofmrvk.pku.com.        IN    A    224.55.208.9
vydbmila.pku.com.        IN    A    73.95.21.239
cpietqku.pku.com.        IN    A    10.205.215.1
nfkxoths.pku.com.        IN    A    9.93.172.78
sohjypkx.pku.com.        IN    A    157.42.68.58
kgyvnhup.pku.com.        IN    A    235.86.193.232
tsfwobyc.pku.com.        IN    A    143.14.133.236
kheduais.pku.com.        IN    A    198.95.160.225
pgqabxnk.pku.com.        IN    A    154.60.177.108
yamxwfld.pku.com.        IN    A    56.194.54.242
oepnaxbg.pku.com.        IN    A    117.162.145.129
lwnmgcxh.pku.com.        IN    A    175.75.213.40
nlygmxwa.pku.com.        IN    A    245.103.27.230
geqctbkd.pku.com.        IN    A    7.128.134.233
iudcwrlj.pku.com.        IN    A    62.238.88.98
vbeajpny.pku.com.        IN    A    125.153.183.60
ueptwhco.pku.com.        IN    A    115.125.40.58
aukpweqj.pku.com.        IN    A    180.140.85.151
bixrsgmu.pku.com.        IN    A    74.88.47.55
kctopvgf.pku.com.        IN    A    58.8.39.109
ywqcmlhp.pku.com.        IN    A    174.151.190.85
fhkwidvb.pku.com.        IN    A    98.188.93.119
aothclie.pku.com.        IN    A    105.51.166.167
vugbfwis.pku.com.        IN    A    73.171.251.240
rlcnjbqw.pku.com.        IN    A    226.25.180.219
tkvanhix.pku.com.        IN    A    102.169.89.200
bdsaiwum.pku.com.        IN    A    159.214.47.195
soimgacd.pku.com.        IN    A    143.42.148.164
tqopwkch.pku.com.        IN    A    144.115.227.108
reigoplc.pku.com.        IN    A    187.187.110.59
xhisuwvb.pku.com.        IN    A    232.86.191.92
ktcbinod.pku.com.        IN    A    180.246.139.130
exulhqmy.pku.com.        IN    A    241.36.153.22
kerfiujn.pku.com.        IN    A    108.175.178.81
