www.nju.com. 	14400	IN	SOA	ns1.www.nju.com. james.nju.edu. 19122302 14400 3600 2419200 14400
www.nju.com.		    IN	NS ns1.www.nju.com.
isvrhtlm.www.nju.com.    IN    A    57.196.24.26
oniqcjka.www.nju.com.    IN    A    98.99.218.106
djuoiwpb.www.nju.com.    IN    A    228.227.139.216
sjmqdypk.www.nju.com.    IN    A    216.77.10.81
yptcijdq.www.nju.com.    IN    A    148.17.199.111
luxcosqk.www.nju.com.    IN    A    33.153.32.118
jgmwyqxk.www.nju.com.    IN    A    253.76.53.33
opeumkta.www.nju.com.    IN    A    64.11.250.195
psnilgxj.www.nju.com.    IN    A    180.10.181.117
aponfxdq.www.nju.com.    IN    A    85.226.77.212
vdqafmju.www.nju.com.    IN    A    176.29.250.58
jkoxltqg.www.nju.com.    IN    A    106.205.235.171
tjiqnrpa.www.nju.com.    IN    A    208.248.154.223
jubxnckt.www.nju.com.    IN    A    33.80.68.239
kstdmlcx.www.nju.com.    IN    A    253.76.71.224
mholbqtc.www.nju.com.    IN    A    88.153.158.41
bcrvspye.www.nju.com.    IN    A    213.126.13.92
iwmuvrqj.www.nju.com.    IN    A    79.139.7.182
barqvkel.www.nju.com.    IN    A    174.214.68.10
dtsbykov.www.nju.com.    IN    A    225.48.22.67
ghlajcwm.www.nju.com.    IN    A    10.172.79.186
apbyqemd.www.nju.com.    IN    A    121.9.88.194
esrpnduk.www.nju.com.    IN    A    8.199.212.19
okufrmqh.www.nju.com.    IN    A    252.192.167.54
srlgjctd.www.nju.com.    IN    A    156.154.67.141
wtigmfex.www.nju.com.    IN    A    80.171.143.157
qvbgrxly.www.nju.com.    IN    A    18.27.232.130
shogndej.www.nju.com.    IN    A    130.243.209.49
cmuidnqp.www.nju.com.    IN    A    238.5.28.248
hatsjwkc.www.nju.com.    IN    A    134.73.35.255
qyerkmxu.www.nju.com.    IN    A    23.115.74.149
ehgrcjyw.www.nju.com.    IN    A    139.251.106.150
jvnmktio.www.nju.com.    IN    A    12.119.236.25
vmprtgdw.www.nju.com.    IN    A    230.67.211.222
ifxhrlmu.www.nju.com.    IN    A    82.49.19.30
reyadfjq.www.nju.com.    IN    A    78.112.61.32
alkixnoy.www.nju.com.    IN    A    58.101.112.57
vwockhuf.www.nju.com.    IN    A    90.224.248.32
nwqctvhg.www.nju.com.    IN    A    243.52.98.66
sfkxucph.www.nju.com.    IN    A    244.89.61.107
ubfekohx.www.nju.com.    IN    A    62.239.122.39
kehausty.www.nju.com.    IN    A    130.173.48.68
mdhtlygs.www.nju.com.    IN    A    202.175.174.65
reqtwakj.www.nju.com.    IN    A    42.172.157.131
wcetygda.www.nju.com.    IN    A    23.203.109.9
shjndlcq.www.nju.com.    IN    A    184.115.240.175
hvniafbq.www.nju.com.    IN    A    48.27.61.15
ntovxiyr.www.nju.com.    IN    A    118.50.81.123
bepuycrq.www.nju.com.    IN    A    159.153.78.253
frwmjkat.www.nju.com.    IN    A    133.96.54.204
ujeghcob.www.nju.com.    IN    A    102.34.177.81
myxpwgli.www.nju.com.    IN    A    214.170.54.150
hobcyuwr.www.nju.com.    IN    A    198.171.214.238
wacohgfd.www.nju.com.    IN    A    71.161.245.18
rfptwbgi.www.nju.com.    IN    A    197.69.33.223
jevmdbnl.www.nju.com.    IN    A    166.18.135.32
poldhyus.www.nju.com.    IN    A    3.122.97.80
vfgduimk.www.nju.com.    IN    A    213.209.60.111
dohplrue.www.nju.com.    IN    A    221.247.107.94
gardjely.www.nju.com.    IN    A    232.160.93.186
lmfiqgop.www.nju.com.    IN    A    84.21.36.230
lrmagdku.www.nju.com.    IN    A    29.110.4.198
osrpcmaw.www.nju.com.    IN    A    72.215.55.57
omskjwnp.www.nju.com.    IN    A    128.57.236.116
wkeiosvt.www.nju.com.    IN    A    54.171.160.188
ryvltkxm.www.nju.com.    IN    A    109.26.238.166
tefhwibs.www.nju.com.    IN    A    120.71.229.38
dxymwetn.www.nju.com.    IN    A    60.182.14.59
yjctvpnq.www.nju.com.    IN    A    162.152.205.184
fqxlvjiy.www.nju.com.    IN    A    146.90.129.78
ptnyaslx.www.nju.com.    IN    A    231.29.29.23
edvlhnwm.www.nju.com.    IN    A    199.117.37.126
jmgkspxt.www.nju.com.    IN    A    69.148.121.24
umkwptra.www.nju.com.    IN    A    208.183.98.6
mbdrtxjy.www.nju.com.    IN    A    218.93.62.107
cvtjylqe.www.nju.com.    IN    A    138.206.197.168
jxipbsmc.www.nju.com.    IN    A    101.167.223.185
vbnlmtpd.www.nju.com.    IN    A    224.49.171.211
ctdfqimj.www.nju.com.    IN    A    136.241.214.237
muyhbodg.www.nju.com.    IN    A    218.143.118.27
ifupnqks.www.nju.com.    IN    A    151.57.86.7
uyhlbxdk.www.nju.com.    IN    A    155.107.180.158
xtyhuvdp.www.nju.com.    IN    A    53.88.73.191
jbdrahlw.www.nju.com.    IN    A    224.193.28.230
ibydktoe.www.nju.com.    IN    A    164.188.77.87
ocflygbv.www.nju.com.    IN    A    142.6.69.185
orsjipql.www.nju.com.    IN    A    209.110.7.63
tsfydjxp.www.nju.com.    IN    A    214.236.244.240
xmcrtupg.www.nju.com.    IN    A    97.129.33.181
wjlqvysx.www.nju.com.    IN    A    94.188.251.41
uoiqwyjb.www.nju.com.    IN    A    9.114.15.251
pvgsiock.www.nju.com.    IN    A    86.103.80.2
bnjpqlsh.www.nju.com.    IN    A    69.237.138.192
drhpvxwy.www.nju.com.    IN    A    128.194.102.80
exglpfat.www.nju.com.    IN    A    213.150.184.59
tyxolmaq.www.nju.com.    IN    A    31.251.130.214
tedmxhic.www.nju.com.    IN    A    139.94.197.164
kqilrbny.www.nju.com.    IN    A    18.216.186.251
etixhckr.www.nju.com.    IN    A    37.254.34.43
lsqvkbgj.www.nju.com.    IN    A    166.117.240.70
cpmxoasq.www.nju.com.    IN    A    209.146.58.104
mwvqjust.www.nju.com.    IN    A    197.145.210.226
qamkcrpo.www.nju.com.    IN    A    155.45.97.171
birnhtke.www.nju.com.    IN    A    134.251.242.92
xqvfknud.www.nju.com.    IN    A    250.3.182.29
rivqxcol.www.nju.com.    IN    A    130.226.129.241
vkepmria.www.nju.com.    IN    A    45.198.189.24
xjcqbphg.www.nju.com.    IN    A    99.223.142.129
ltvcgxrk.www.nju.com.    IN    A    111.162.179.103
wycbvduf.www.nju.com.    IN    A    157.199.134.197
sietuofr.www.nju.com.    IN    A    114.63.241.1
ofankheb.www.nju.com.    IN    A    139.142.126.15
nabrxegi.www.nju.com.    IN    A    36.9.23.222
tufvckrg.www.nju.com.    IN    A    29.228.243.197
sdigljpc.www.nju.com.    IN    A    166.18.221.17
ijkgsydo.www.nju.com.    IN    A    61.152.37.85
tmwyhcgq.www.nju.com.    IN    A    186.229.145.131
emyoxtaw.www.nju.com.    IN    A    157.185.217.230
vcrugfxj.www.nju.com.    IN    A    12.136.110.30
jnhltocf.www.nju.com.    IN    A    74.169.91.72
mwdsexpl.www.nju.com.    IN    A    33.183.181.43
lbrvtudm.www.nju.com.    IN    A    137.142.7.33
hvpfsxny.www.nju.com.    IN    A    168.27.190.242
iawdnflr.www.nju.com.    IN    A    193.243.229.116
tonkxdye.www.nju.com.    IN    A    141.94.193.69
iutdpwhy.www.nju.com.    IN    A    136.200.209.21
pqcviyax.www.nju.com.    IN    A    37.37.65.114
sdkhwxjg.www.nju.com.    IN    A    166.15.153.234
jfdkbvnw.www.nju.com.    IN    A    170.52.254.194
djaitumr.www.nju.com.    IN    A    50.45.224.210
vetyiuqm.www.nju.com.    IN    A    240.18.47.104
dumwrlfn.www.nju.com.    IN    A    14.1.40.76
rsadlfoq.www.nju.com.    IN    A    85.170.62.36
cjabhwqm.www.nju.com.    IN    A    180.237.49.230
eoxtlwkj.www.nju.com.    IN    A    145.32.0.130
akdoplrc.www.nju.com.    IN    A    58.217.236.182
uevdbmrg.www.nju.com.    IN    A    194.127.176.172
rjwcqubm.www.nju.com.    IN    A    86.143.11.9
uvfaewrc.www.nju.com.    IN    A    152.168.122.226
ytguvinh.www.nju.com.    IN    A    123.212.242.0
mjdvbhrc.www.nju.com.    IN    A    54.71.232.224
esloifmb.www.nju.com.    IN    A    4.176.12.75
aigerolf.www.nju.com.    IN    A    41.216.166.146
mqnvopai.www.nju.com.    IN    A    54.27.118.5
cskpigbr.www.nju.com.    IN    A    199.145.80.27
dgertmjl.www.nju.com.    IN    A    179.90.132.117
svkpfhna.www.nju.com.    IN    A    193.104.125.237
clevrgas.www.nju.com.    IN    A    128.188.240.167
sjwrapfi.www.nju.com.    IN    A    33.181.73.254
deklhgjm.www.nju.com.    IN    A    215.122.106.73
ompbdxua.www.nju.com.    IN    A    42.225.143.184
ulyxsfbq.www.nju.com.    IN    A    181.132.138.233
fkmptgwy.www.nju.com.    IN    A    45.241.221.157
rconkdwg.www.nju.com.    IN    A    172.62.111.40
dqegoumt.www.nju.com.    IN    A    139.213.65.64
quntvgol.www.nju.com.    IN    A    127.134.100.164
iujmdvsy.www.nju.com.    IN    A    62.116.2.224
etglbqhr.www.nju.com.    IN    A    245.97.83.71
ijmgqsdo.www.nju.com.    IN    A    216.84.193.10
npkmhdej.www.nju.com.    IN    A    53.208.251.68
lmvonhek.www.nju.com.    IN    A    230.205.81.159
qxktbgfr.www.nju.com.    IN    A    101.220.122.185
yemuwqan.www.nju.com.    IN    A    6.49.228.105
upbajmvq.www.nju.com.    IN    A    208.83.59.12
fosehyla.www.nju.com.    IN    A    32.219.159.61
sqwcnlag.www.nju.com.    IN    A    220.52.37.237
txdckhon.www.nju.com.    IN    A    121.230.95.133
mthflekv.www.nju.com.    IN    A    194.30.36.3
hlsorifd.www.nju.com.    IN    A    100.176.206.94
qtunlsrh.www.nju.com.    IN    A    166.196.49.176
jsoexrvk.www.nju.com.    IN    A    127.40.100.226
xoamhiyq.www.nju.com.    IN    A    195.182.207.85
vuofadqb.www.nju.com.    IN    A    19.5.127.243
hcnqsrfa.www.nju.com.    IN    A    20.99.189.239
kjdbcxfr.www.nju.com.    IN    A    126.2.176.7
lardhktm.www.nju.com.    IN    A    4.244.10.59
cjvdpfht.www.nju.com.    IN    A    20.237.6.226
mfrnqktj.www.nju.com.    IN    A    65.179.21.27
arxqkbhf.www.nju.com.    IN    A    40.40.15.33
uekqbsyr.www.nju.com.    IN    A    134.191.197.232
nhkqcsex.www.nju.com.    IN    A    8.4.206.242
iwbepguc.www.nju.com.    IN    A    185.19.70.37
nlgbamqu.www.nju.com.    IN    A    197.172.86.8
yfruhnip.www.nju.com.    IN    A    215.238.165.234
fawlmgrx.www.nju.com.    IN    A    59.228.230.29
mdshwjcr.www.nju.com.    IN    A    176.86.161.15
lubmehcx.www.nju.com.    IN    A    228.174.9.22
suvgbkop.www.nju.com.    IN    A    92.168.213.68
atvhmbiq.www.nju.com.    IN    A    81.183.186.42
awlmbpgc.www.nju.com.    IN    A    211.60.115.192
gfldqknv.www.nju.com.    IN    A    95.98.227.18
fhwsebjl.www.nju.com.    IN    A    53.94.79.120
tcgjbery.www.nju.com.    IN    A    126.28.139.154
ucagsqvh.www.nju.com.    IN    A    164.106.206.28
hsgixymr.www.nju.com.    IN    A    181.107.180.113
fwucmnsg.www.nju.com.    IN    A    176.124.226.90
abclwqmk.www.nju.com.    IN    A    85.124.144.210
qcvyjgfa.www.nju.com.    IN    A    196.86.114.192
ijnrubkd.www.nju.com.    IN    A    50.23.104.129
nvmrpueg.www.nju.com.    IN    A    172.52.253.163
tvkopnbr.www.nju.com.    IN    A    160.30.158.233
ylnahfrm.www.nju.com.    IN    A    96.157.54.206
xfrvdowq.www.nju.com.    IN    A    154.49.206.174
snoeikvh.www.nju.com.    IN    A    9.167.111.215
wkumarqn.www.nju.com.    IN    A    236.174.82.87
yixsapgr.www.nju.com.    IN    A    145.118.161.77
sjlxycrm.www.nju.com.    IN    A    172.82.229.160
mcrhxyok.www.nju.com.    IN    A    149.244.105.80
hoeqwkmj.www.nju.com.    IN    A    152.108.19.236
ufeopikd.www.nju.com.    IN    A    59.90.64.202
shapxbvr.www.nju.com.    IN    A    28.68.173.37
toejnmay.www.nju.com.    IN    A    21.15.204.186
qfsmjhru.www.nju.com.    IN    A    190.14.216.137
ylpbihaw.www.nju.com.    IN    A    161.46.201.165
lsicvodm.www.nju.com.    IN    A    248.207.79.207
dtsfmqhj.www.nju.com.    IN    A    2.230.131.100
hmuqewrn.www.nju.com.    IN    A    230.60.119.57
yqfankdt.www.nju.com.    IN    A    192.84.62.130
ygtvujde.www.nju.com.    IN    A    220.168.110.125
ajbghtvd.www.nju.com.    IN    A    98.146.10.225
orkisthf.www.nju.com.    IN    A    43.187.152.248
uatmqvhn.www.nju.com.    IN    A    177.134.188.97
vbijnwpg.www.nju.com.    IN    A    11.216.205.34
jvxqkbhl.www.nju.com.    IN    A    101.213.65.237
jgadhtye.www.nju.com.    IN    A    162.125.69.152
daxhurli.www.nju.com.    IN    A    254.97.182.161
esujchir.www.nju.com.    IN    A    229.26.49.246
agnujdwb.www.nju.com.    IN    A    165.189.190.185
mkhpolci.www.nju.com.    IN    A    84.99.149.161
wokgrpdt.www.nju.com.    IN    A    173.16.251.24
ltkcvigu.www.nju.com.    IN    A    48.215.73.250
ciepdomk.www.nju.com.    IN    A    70.62.99.235
svtjihec.www.nju.com.    IN    A    116.23.86.45
qwrbksgf.www.nju.com.    IN    A    162.200.188.60
yupxmdge.www.nju.com.    IN    A    101.197.109.252
rvhkbuwx.www.nju.com.    IN    A    226.162.146.180
hyqgimfb.www.nju.com.    IN    A    253.26.49.247
otvhplsk.www.nju.com.    IN    A    192.215.190.130
tgdbxqfk.www.nju.com.    IN    A    40.61.195.191
qantmsvo.www.nju.com.    IN    A    71.150.187.224
icvgtywd.www.nju.com.    IN    A    28.28.190.189
cidbljnt.www.nju.com.    IN    A    64.92.177.182
behiwlnq.www.nju.com.    IN    A    251.187.226.75
jdieoump.www.nju.com.    IN    A    54.132.147.178
eistkvug.www.nju.com.    IN    A    126.41.121.196
bnmxivcd.www.nju.com.    IN    A    194.95.191.19
htjnwqec.www.nju.com.    IN    A    153.207.31.33
piujsnob.www.nju.com.    IN    A    200.221.35.220
cugxbpnl.www.nju.com.    IN    A    215.255.93.169
nomdrkua.www.nju.com.    IN    A    211.228.161.105
evfwodxa.www.nju.com.    IN    A    234.14.172.50
wekyjqfd.www.nju.com.    IN    A    142.81.75.242
bhuxoila.www.nju.com.    IN    A    5.234.153.168
inujbohg.www.nju.com.    IN    A    52.178.162.184
mjubydtq.www.nju.com.    IN    A    23.82.194.35
tqomcpew.www.nju.com.    IN    A    237.185.76.51
lxphoqgf.www.nju.com.    IN    A    154.155.248.156
vdromlea.www.nju.com.    IN    A    247.109.49.21
utnrjmla.www.nju.com.    IN    A    110.77.245.207
eqiprhcv.www.nju.com.    IN    A    232.20.216.60
mohkiypt.www.nju.com.    IN    A    107.231.202.216
lgfvoscr.www.nju.com.    IN    A    127.145.93.238
cxfwsoar.www.nju.com.    IN    A    49.64.216.143
wcmveqsy.www.nju.com.    IN    A    3.29.1.27
xnpmftov.www.nju.com.    IN    A    229.74.185.225
uxgsjfpr.www.nju.com.    IN    A    129.206.194.196
cbkhjsfu.www.nju.com.    IN    A    104.179.15.253
santyirh.www.nju.com.    IN    A    135.31.236.119
bcevrnuj.www.nju.com.    IN    A    92.4.133.192
nefwrtqj.www.nju.com.    IN    A    85.141.132.136
ibfpqjco.www.nju.com.    IN    A    96.23.140.93
oanqchtr.www.nju.com.    IN    A    242.135.178.21
eubhwmin.www.nju.com.    IN    A    86.65.101.201
xnbuyevd.www.nju.com.    IN    A    255.22.57.175
sygumwpq.www.nju.com.    IN    A    14.104.84.190
selibavx.www.nju.com.    IN    A    36.88.30.21
fxipjaew.www.nju.com.    IN    A    121.248.128.40
rmcwfgad.www.nju.com.    IN    A    34.33.174.199
cptfudwl.www.nju.com.    IN    A    173.73.232.133
mwaupfqb.www.nju.com.    IN    A    20.240.144.57
uvayhilg.www.nju.com.    IN    A    23.102.62.250
ftldvwhk.www.nju.com.    IN    A    11.58.52.131
gpfqxctu.www.nju.com.    IN    A    188.121.223.9
ygmjexpc.www.nju.com.    IN    A    54.7.249.57
tgijsnov.www.nju.com.    IN    A    20.120.254.38
kvygrxnh.www.nju.com.    IN    A    228.225.212.78
kglneajq.www.nju.com.    IN    A    237.16.205.175
gtymvjdc.www.nju.com.    IN    A    120.162.150.226
qpwrsanh.www.nju.com.    IN    A    236.177.12.255
alnfbmyq.www.nju.com.    IN    A    143.75.32.111
jayvwuot.www.nju.com.    IN    A    46.248.7.113
feyglwir.www.nju.com.    IN    A    252.237.185.83
xkalbwpt.www.nju.com.    IN    A    150.42.166.196
cqyhtgsa.www.nju.com.    IN    A    144.84.74.127
mcbfsxlv.www.nju.com.    IN    A    169.245.36.58
kshpcbnm.www.nju.com.    IN    A    116.196.38.128
jpbhqoly.www.nju.com.    IN    A    48.161.254.249
nvdyrtpb.www.nju.com.    IN    A    13.35.233.191
gufiwrbn.www.nju.com.    IN    A    139.199.130.116
xdprmeuv.www.nju.com.    IN    A    69.90.211.254
oubtgnsp.www.nju.com.    IN    A    162.182.159.60
qengvhwf.www.nju.com.    IN    A    74.234.197.204
jonvpfea.www.nju.com.    IN    A    235.158.254.14
pesbjkcf.www.nju.com.    IN    A    178.128.80.198
betfikvw.www.nju.com.    IN    A    19.221.70.88
tpnjrgkw.www.nju.com.    IN    A    193.217.1.113
nrwvxshe.www.nju.com.    IN    A    199.112.145.118
hpsvnlxj.www.nju.com.    IN    A    172.52.22.137
lejafnhw.www.nju.com.    IN    A    147.46.125.252
gwrnykob.www.nju.com.    IN    A    91.186.255.174
unvkmoqc.www.nju.com.    IN    A    226.62.120.56
kovcymui.www.nju.com.    IN    A    235.28.73.186
amunrgvq.www.nju.com.    IN    A    197.34.98.59
ywsxivel.www.nju.com.    IN    A    163.64.180.43
qplrsytu.www.nju.com.    IN    A    120.120.64.38
yhmopxwb.www.nju.com.    IN    A    32.149.229.136
jnivrpsw.www.nju.com.    IN    A    209.220.245.89
hsvjfnpe.www.nju.com.    IN    A    205.86.55.8
kcfugohm.www.nju.com.    IN    A    119.186.92.170
cbjgouhm.www.nju.com.    IN    A    245.138.25.73
prkxvabh.www.nju.com.    IN    A    95.70.203.132
fnjgkhbw.www.nju.com.    IN    A    15.154.225.110
decouanp.www.nju.com.    IN    A    245.135.135.227
ywjtilfd.www.nju.com.    IN    A    199.91.63.15
mahvsbfk.www.nju.com.    IN    A    147.11.199.51
vlysreuh.www.nju.com.    IN    A    27.19.112.198
paqmhyxc.www.nju.com.    IN    A    62.116.126.79
ukvwfxqp.www.nju.com.    IN    A    113.18.188.227
xgmrosue.www.nju.com.    IN    A    157.251.37.99
ytsloxia.www.nju.com.    IN    A    191.31.47.94
kuplacev.www.nju.com.    IN    A    131.9.27.208
milhcufx.www.nju.com.    IN    A    124.223.33.142
adoygvrn.www.nju.com.    IN    A    133.224.159.133
rcyqutgf.www.nju.com.    IN    A    93.105.249.47
hlepykws.www.nju.com.    IN    A    106.197.229.101
lmiqkdry.www.nju.com.    IN    A    166.77.241.183
hfscbgmv.www.nju.com.    IN    A    252.226.98.189
vpclqjxo.www.nju.com.    IN    A    218.244.255.249
konhftre.www.nju.com.    IN    A    16.102.54.0
wckdqohu.www.nju.com.    IN    A    108.178.179.140
awkvhrbf.www.nju.com.    IN    A    239.141.21.0
fbkjmrhp.www.nju.com.    IN    A    154.214.35.130
uangsbkm.www.nju.com.    IN    A    54.170.137.139
uhedycas.www.nju.com.    IN    A    209.128.180.150
qndctxbj.www.nju.com.    IN    A    175.188.228.253
lqbvknwd.www.nju.com.    IN    A    159.139.93.132
mhcltkpv.www.nju.com.    IN    A    32.254.22.36
dekxbvts.www.nju.com.    IN    A    242.253.13.188
vqflembc.www.nju.com.    IN    A    217.177.187.244
woqbidas.www.nju.com.    IN    A    215.106.43.228
qsonfcvw.www.nju.com.    IN    A    137.14.212.187
ewfghybc.www.nju.com.    IN    A    161.79.182.35
ayhwince.www.nju.com.    IN    A    123.80.8.158
xfaqngsr.www.nju.com.    IN    A    45.248.9.80
dufxohni.www.nju.com.    IN    A    55.36.144.71
mgtsqrcn.www.nju.com.    IN    A    1.198.42.119
hclpqoxg.www.nju.com.    IN    A    198.162.132.239
naxutpjl.www.nju.com.    IN    A    125.87.62.98
jdvohcbn.www.nju.com.    IN    A    69.164.125.139
cbhetwgm.www.nju.com.    IN    A    153.94.3.19
rmsoekuj.www.nju.com.    IN    A    41.68.147.173
jalmhqys.www.nju.com.    IN    A    26.225.181.198
qtuenjok.www.nju.com.    IN    A    173.16.190.9
jfiaobdn.www.nju.com.    IN    A    175.60.165.166
tgiauorc.www.nju.com.    IN    A    44.24.36.169
caujixqr.www.nju.com.    IN    A    71.185.190.12
pvyojhqw.www.nju.com.    IN    A    47.137.171.193
vkbaojru.www.nju.com.    IN    A    220.104.116.122
ihrptafe.www.nju.com.    IN    A    120.185.44.125
yqfwxutd.www.nju.com.    IN    A    73.99.62.105
hlcrjyqi.www.nju.com.    IN    A    207.145.246.63
fqybugwt.www.nju.com.    IN    A    206.251.45.239
rsglbqte.www.nju.com.    IN    A    110.164.222.191
qsfmipja.www.nju.com.    IN    A    238.2.136.143
pwmgjhvs.www.nju.com.    IN    A    197.211.165.222
hmfelbgi.www.nju.com.    IN    A    58.94.24.175
ljeybuvs.www.nju.com.    IN    A    42.120.13.241
kplhyraj.www.nju.com.    IN    A    98.233.132.170
qxcvkmeo.www.nju.com.    IN    A    162.148.7.98
epxmkbhj.www.nju.com.    IN    A    250.220.112.222
mrylpoub.www.nju.com.    IN    A    12.147.154.216
yfxdvkph.www.nju.com.    IN    A    107.159.162.139
fdmvuqti.www.nju.com.    IN    A    169.44.76.119
esxyfqmd.www.nju.com.    IN    A    89.116.209.69
fpcnhqkw.www.nju.com.    IN    A    77.220.224.39
hsjceilf.www.nju.com.    IN    A    31.131.7.104
dvtecuym.www.nju.com.    IN    A    190.53.105.121
ighdojst.www.nju.com.    IN    A    103.28.3.26
blusteax.www.nju.com.    IN    A    27.47.30.88
kqetvxwy.www.nju.com.    IN    A    239.140.230.184
iqoumhea.www.nju.com.    IN    A    123.131.79.38
gqacnxkj.www.nju.com.    IN    A    220.226.181.11
aepuknfq.www.nju.com.    IN    A    64.81.243.163
seldvuqy.www.nju.com.    IN    A    193.211.3.123
whbocelq.www.nju.com.    IN    A    245.208.60.148
fgrtvwaj.www.nju.com.    IN    A    252.6.208.73
yovldikx.www.nju.com.    IN    A    235.242.196.60
emuvhcid.www.nju.com.    IN    A    237.108.20.76
jrvagifq.www.nju.com.    IN    A    78.35.247.195
asgcrhin.www.nju.com.    IN    A    82.41.161.30
xcigswjr.www.nju.com.    IN    A    154.135.195.108
tjkbivpr.www.nju.com.    IN    A    250.1.210.211
ysuogbvw.www.nju.com.    IN    A    37.114.179.158
hplxugca.www.nju.com.    IN    A    20.130.141.141
kugbnpwx.www.nju.com.    IN    A    235.124.164.127
fwvdhltb.www.nju.com.    IN    A    94.246.27.5
cyerdkow.www.nju.com.    IN    A    150.57.19.157
exghlbsi.www.nju.com.    IN    A    109.210.204.87
foujwxqs.www.nju.com.    IN    A    74.193.150.26
