sci.cqu.com.	14400	IN	SOA	ns1.sci.cqu.com. james.cqu.edu. 19122302 14400 3600 2419200 14400
sci.cqu.com.		    IN	NS ns1.sci.cqu.com.
crkjosuv.sci.cqu.com.    IN    A    120.91.83.21
fydhsjxw.sci.cqu.com.    IN    A    247.163.255.117
nyskvhla.sci.cqu.com.    IN    A    144.105.75.162
ohvfgxcy.sci.cqu.com.    IN    A    140.170.108.84
tkajsvly.sci.cqu.com.    IN    A    223.197.105.217
dpxqjkmy.sci.cqu.com.    IN    A    141.159.53.185
oraxkmyh.sci.cqu.com.    IN    A    115.68.8.197
ocvafwds.sci.cqu.com.    IN    A    227.14.214.126
vkejtpoi.sci.cqu.com.    IN    A    24.240.117.65
uxskihvq.sci.cqu.com.    IN    A    74.199.76.215
yftgedvj.sci.cqu.com.    IN    A    21.73.19.222
hgstmwfv.sci.cqu.com.    IN    A    156.101.86.180
cviqaope.sci.cqu.com.    IN    A    62.75.163.6
osielnpa.sci.cqu.com.    IN    A    149.105.230.90
xvgcapiy.sci.cqu.com.    IN    A    212.29.158.196
eptouslb.sci.cqu.com.    IN    A    198.117.63.33
ajepqxib.sci.cqu.com.    IN    A    0.234.204.51
jkyalhvt.sci.cqu.com.    IN    A    86.237.68.174
ljtavsnu.sci.cqu.com.    IN    A    98.187.158.193
meigfjys.sci.cqu.com.    IN    A    62.121.162.233
iyhkwcdf.sci.cqu.com.    IN    A    31.143.67.100
osgdwatr.sci.cqu.com.    IN    A    73.88.103.43
pcxagsyv.sci.cqu.com.    IN    A    216.15.127.181
fycgedou.sci.cqu.com.    IN    A    252.231.82.204
unrwmvep.sci.cqu.com.    IN    A    235.240.10.57
vbeylmwo.sci.cqu.com.    IN    A    73.167.15.65
ngiqtdfa.sci.cqu.com.    IN    A    140.135.138.131
rdbhewov.sci.cqu.com.    IN    A    224.58.204.41
wlryngiu.sci.cqu.com.    IN    A    184.100.175.224
wmvxtrch.sci.cqu.com.    IN    A    144.219.99.226
rhmniobg.sci.cqu.com.    IN    A    23.86.243.105
phmnokta.sci.cqu.com.    IN    A    199.62.69.236
strihxyq.sci.cqu.com.    IN    A    238.193.124.245
pvokhjda.sci.cqu.com.    IN    A    185.25.35.155
ckerdpni.sci.cqu.com.    IN    A    154.193.139.88
gwqahyrp.sci.cqu.com.    IN    A    206.247.116.20
hudjbwrt.sci.cqu.com.    IN    A    231.191.140.106
kowxeinp.sci.cqu.com.    IN    A    202.133.108.232
doxvgjcw.sci.cqu.com.    IN    A    16.102.236.216
mhyfnola.sci.cqu.com.    IN    A    159.114.180.44
dsmltqvh.sci.cqu.com.    IN    A    27.210.200.211
pgvirumq.sci.cqu.com.    IN    A    61.227.217.78
dubgycqk.sci.cqu.com.    IN    A    29.103.207.171
xcsnmgkq.sci.cqu.com.    IN    A    164.140.70.29
kxabhjle.sci.cqu.com.    IN    A    32.217.239.127
iolxyvdu.sci.cqu.com.    IN    A    114.67.79.198
uxajkvdh.sci.cqu.com.    IN    A    78.111.30.241
pyrjilkg.sci.cqu.com.    IN    A    30.194.157.144
ybxjlwph.sci.cqu.com.    IN    A    60.141.47.200
dvjgroet.sci.cqu.com.    IN    A    186.193.158.86
deugavqs.sci.cqu.com.    IN    A    163.24.12.208
bqofrmjp.sci.cqu.com.    IN    A    17.191.81.19
igadhejn.sci.cqu.com.    IN    A    35.13.116.94
kbulvnyo.sci.cqu.com.    IN    A    224.253.98.38
pbdvtkie.sci.cqu.com.    IN    A    54.98.246.93
xldjyrmp.sci.cqu.com.    IN    A    108.64.112.204
iejkafqd.sci.cqu.com.    IN    A    218.238.132.111
tnqbacgu.sci.cqu.com.    IN    A    104.138.19.60
mqwbcrfv.sci.cqu.com.    IN    A    162.219.245.82
voifcyxd.sci.cqu.com.    IN    A    189.140.220.229
plnvgdsx.sci.cqu.com.    IN    A    206.33.246.36
fmbqlayr.sci.cqu.com.    IN    A    198.185.203.126
xgfsvpna.sci.cqu.com.    IN    A    83.142.227.135
fwrxyhjb.sci.cqu.com.    IN    A    203.135.77.64
yvbkunoq.sci.cqu.com.    IN    A    243.202.105.180
fgqtocri.sci.cqu.com.    IN    A    237.188.161.22
jisgpekc.sci.cqu.com.    IN    A    100.240.162.170
nabwxpfy.sci.cqu.com.    IN    A    69.90.235.237
vieqyofx.sci.cqu.com.    IN    A    183.25.8.228
nydiujok.sci.cqu.com.    IN    A    234.23.89.176
trfacekj.sci.cqu.com.    IN    A    156.35.99.199
gvtwhkyd.sci.cqu.com.    IN    A    185.12.106.146
deiabtfq.sci.cqu.com.    IN    A    7.171.200.248
iqrdhwnk.sci.cqu.com.    IN    A    41.220.166.0
yhfrksqb.sci.cqu.com.    IN    A    18.24.120.231
huymdorv.sci.cqu.com.    IN    A    139.74.29.229
vgywlbek.sci.cqu.com.    IN    A    27.58.122.236
mxrsjvok.sci.cqu.com.    IN    A    16.50.67.254
rfvumiad.sci.cqu.com.    IN    A    144.72.129.144
neywjpqf.sci.cqu.com.    IN    A    87.209.184.101
pumekcgt.sci.cqu.com.    IN    A    44.72.126.149
bdrugipq.sci.cqu.com.    IN    A    29.159.68.195
ndxgwsvj.sci.cqu.com.    IN    A    195.169.182.193
hciwjqmd.sci.cqu.com.    IN    A    119.217.46.125
vsopkmji.sci.cqu.com.    IN    A    216.1.135.122
hwnfdjbi.sci.cqu.com.    IN    A    26.40.230.192
obgyawji.sci.cqu.com.    IN    A    89.129.184.84
hugfkbwq.sci.cqu.com.    IN    A    182.40.221.53
qewvljbf.sci.cqu.com.    IN    A    181.76.99.150
qnhldgja.sci.cqu.com.    IN    A    158.198.178.61
bwudehgo.sci.cqu.com.    IN    A    225.71.216.109
gxpdvkjf.sci.cqu.com.    IN    A    50.119.169.24
ptdhmbfk.sci.cqu.com.    IN    A    154.225.29.249
ywmfreju.sci.cqu.com.    IN    A    194.117.9.218
wciumyog.sci.cqu.com.    IN    A    103.212.23.216
jawcnrso.sci.cqu.com.    IN    A    50.126.209.52
jgrohxfm.sci.cqu.com.    IN    A    45.229.241.197
kfmhrwxe.sci.cqu.com.    IN    A    193.184.171.38
jrysdhpb.sci.cqu.com.    IN    A    109.122.83.160
jspnrydc.sci.cqu.com.    IN    A    3.179.220.237
ysukmclg.sci.cqu.com.    IN    A    88.187.29.109
gvnlcohp.sci.cqu.com.    IN    A    25.70.95.62
udtglbiq.sci.cqu.com.    IN    A    87.184.190.216
pnmtaulr.sci.cqu.com.    IN    A    49.207.71.2
lhoqawuy.sci.cqu.com.    IN    A    252.3.249.103
pksveimd.sci.cqu.com.    IN    A    170.19.111.235
bytpgnhc.sci.cqu.com.    IN    A    244.198.140.213
blhnjuxk.sci.cqu.com.    IN    A    152.174.161.2
lofwcdeq.sci.cqu.com.    IN    A    243.200.169.16
gyqjkdnl.sci.cqu.com.    IN    A    54.119.25.97
qcymjkas.sci.cqu.com.    IN    A    112.117.229.5
dmagtvxe.sci.cqu.com.    IN    A    66.215.161.156
uporeajl.sci.cqu.com.    IN    A    22.175.237.249
angfybho.sci.cqu.com.    IN    A    114.127.167.122
srfbqmip.sci.cqu.com.    IN    A    86.209.125.190
pshrtmxn.sci.cqu.com.    IN    A    74.220.22.243
btugoqch.sci.cqu.com.    IN    A    33.117.25.94
iwrtkqes.sci.cqu.com.    IN    A    38.123.33.140
xjslrivd.sci.cqu.com.    IN    A    191.59.1.105
gknrjlwc.sci.cqu.com.    IN    A    224.9.243.187
bqndplyg.sci.cqu.com.    IN    A    198.96.203.156
bcuygqdn.sci.cqu.com.    IN    A    233.96.200.164
mqhkyjxo.sci.cqu.com.    IN    A    17.49.39.26
nmhbjytk.sci.cqu.com.    IN    A    90.106.176.139
yokrvfmd.sci.cqu.com.    IN    A    18.128.84.16
gtfamnwo.sci.cqu.com.    IN    A    44.199.51.188
taudjnwh.sci.cqu.com.    IN    A    37.33.33.239
woqbaeln.sci.cqu.com.    IN    A    192.5.73.39
nelsdyaj.sci.cqu.com.    IN    A    89.134.76.133
hfybxovs.sci.cqu.com.    IN    A    147.97.234.196
uljpmfvd.sci.cqu.com.    IN    A    160.12.225.181
adhpsqxb.sci.cqu.com.    IN    A    121.17.235.192
eaqyrkbn.sci.cqu.com.    IN    A    242.109.214.135
wxahlnpq.sci.cqu.com.    IN    A    42.209.227.149
wqtgvanc.sci.cqu.com.    IN    A    6.223.45.211
xsefirac.sci.cqu.com.    IN    A    234.2.97.224
mdusyant.sci.cqu.com.    IN    A    92.106.24.200
ubvmyloh.sci.cqu.com.    IN    A    160.159.188.63
lvmawdtr.sci.cqu.com.    IN    A    100.31.12.10
oletgufy.sci.cqu.com.    IN    A    185.215.130.100
xilurjnw.sci.cqu.com.    IN    A    7.119.72.246
vspjtlab.sci.cqu.com.    IN    A    93.248.150.234
bgmxpqdt.sci.cqu.com.    IN    A    196.240.178.32
bglypvdf.sci.cqu.com.    IN    A    180.30.165.218
kyvsdltm.sci.cqu.com.    IN    A    249.42.46.46
neycahmb.sci.cqu.com.    IN    A    43.31.159.54
gtsuvemj.sci.cqu.com.    IN    A    5.227.150.222
pcqsgtnx.sci.cqu.com.    IN    A    24.159.22.12
umwnloqt.sci.cqu.com.    IN    A    24.235.145.153
kiyvjeol.sci.cqu.com.    IN    A    159.187.99.42
hyoscemr.sci.cqu.com.    IN    A    144.228.247.224
gtsfbacd.sci.cqu.com.    IN    A    54.161.125.61
bqpwslnf.sci.cqu.com.    IN    A    0.43.161.88
xqpuvbgs.sci.cqu.com.    IN    A    142.129.211.9
ejhnmbyf.sci.cqu.com.    IN    A    88.165.13.45
yqcatblp.sci.cqu.com.    IN    A    205.223.82.201
clqpafxd.sci.cqu.com.    IN    A    131.237.9.232
cgtrdvbl.sci.cqu.com.    IN    A    43.131.38.223
lvqkujtd.sci.cqu.com.    IN    A    121.221.41.28
rfyevugw.sci.cqu.com.    IN    A    56.80.15.165
kpnxijtf.sci.cqu.com.    IN    A    131.109.66.136
gafyuqwl.sci.cqu.com.    IN    A    120.160.201.49
uembitjh.sci.cqu.com.    IN    A    143.29.207.53
fojymngc.sci.cqu.com.    IN    A    245.204.58.208
xvgmohep.sci.cqu.com.    IN    A    6.29.33.216
agmxbicq.sci.cqu.com.    IN    A    232.138.222.49
feiaqwvu.sci.cqu.com.    IN    A    135.164.89.12
xicufedl.sci.cqu.com.    IN    A    198.205.1.200
ktmxcgbs.sci.cqu.com.    IN    A    127.134.91.227
plmxyouk.sci.cqu.com.    IN    A    52.140.253.119
vkcabmtj.sci.cqu.com.    IN    A    24.195.236.154
swygnphx.sci.cqu.com.    IN    A    115.127.50.78
nrwskyob.sci.cqu.com.    IN    A    139.233.86.20
yafpkxih.sci.cqu.com.    IN    A    21.205.82.27
knptxgsb.sci.cqu.com.    IN    A    121.60.105.161
wqtkimve.sci.cqu.com.    IN    A    99.65.198.193
bkespgqu.sci.cqu.com.    IN    A    107.22.198.166
iqdckjau.sci.cqu.com.    IN    A    70.19.115.93
gfawislm.sci.cqu.com.    IN    A    83.207.234.194
wkpsvfam.sci.cqu.com.    IN    A    93.207.59.104
jfchleix.sci.cqu.com.    IN    A    234.146.174.230
ukwgvjhp.sci.cqu.com.    IN    A    89.81.157.137
fyveqxhu.sci.cqu.com.    IN    A    228.104.171.59
quidatml.sci.cqu.com.    IN    A    63.234.24.71
yeuspbth.sci.cqu.com.    IN    A    139.216.35.159
xtmlbeug.sci.cqu.com.    IN    A    253.103.249.17
bokuyjsi.sci.cqu.com.    IN    A    25.66.20.73
amvohlfn.sci.cqu.com.    IN    A    161.254.239.83
dxsqlamp.sci.cqu.com.    IN    A    213.225.94.206
rsvdmpkt.sci.cqu.com.    IN    A    189.2.33.230
plfsyuna.sci.cqu.com.    IN    A    206.93.222.76
wntdiogs.sci.cqu.com.    IN    A    62.105.177.102
gpkdbwcy.sci.cqu.com.    IN    A    134.146.73.168
ovayitxl.sci.cqu.com.    IN    A    179.78.3.250
oxwqjkra.sci.cqu.com.    IN    A    226.147.19.104
tvpjahkb.sci.cqu.com.    IN    A    225.23.24.214
umdvqpsw.sci.cqu.com.    IN    A    35.230.122.125
ayxkbpul.sci.cqu.com.    IN    A    102.202.235.240
hfwblmcp.sci.cqu.com.    IN    A    139.119.149.224
dvoicpks.sci.cqu.com.    IN    A    18.83.202.82
skjlgahv.sci.cqu.com.    IN    A    7.36.13.71
qgompijd.sci.cqu.com.    IN    A    200.67.204.6
kbdtigmf.sci.cqu.com.    IN    A    66.188.58.67
mnwdhfik.sci.cqu.com.    IN    A    71.55.114.157
cblwphok.sci.cqu.com.    IN    A    205.129.27.59
yclnwitg.sci.cqu.com.    IN    A    247.138.216.83
vyfpdbtg.sci.cqu.com.    IN    A    66.32.6.101
wayqmjup.sci.cqu.com.    IN    A    105.221.133.60
mplgwqdn.sci.cqu.com.    IN    A    121.211.255.180
qwjiocfh.sci.cqu.com.    IN    A    47.27.52.62
bgmyotka.sci.cqu.com.    IN    A    70.237.160.69
bphwnyjm.sci.cqu.com.    IN    A    12.120.178.165
wabojudn.sci.cqu.com.    IN    A    103.45.23.165
vjwkamht.sci.cqu.com.    IN    A    40.54.201.210
wnvibtjy.sci.cqu.com.    IN    A    112.5.179.91
gwnhtpix.sci.cqu.com.    IN    A    220.125.159.144
anphfmxg.sci.cqu.com.    IN    A    62.114.156.174
qtnpwsdg.sci.cqu.com.    IN    A    240.181.133.26
kcoqdyte.sci.cqu.com.    IN    A    127.187.159.36
ifuylxth.sci.cqu.com.    IN    A    6.72.183.233
tnpcljsv.sci.cqu.com.    IN    A    203.124.41.32
xhomwsyd.sci.cqu.com.    IN    A    14.242.189.12
ngkxtqjf.sci.cqu.com.    IN    A    42.13.217.169
cuvdspiq.sci.cqu.com.    IN    A    59.253.195.133
lrusatbq.sci.cqu.com.    IN    A    143.79.145.142
lfjmqgwr.sci.cqu.com.    IN    A    47.12.201.211
dnsevpfq.sci.cqu.com.    IN    A    149.40.173.120
lrpebcmi.sci.cqu.com.    IN    A    16.182.138.108
nsdrxuto.sci.cqu.com.    IN    A    248.158.26.139
usbrvowj.sci.cqu.com.    IN    A    237.103.176.157
thusgrnv.sci.cqu.com.    IN    A    158.86.226.96
vhymdqli.sci.cqu.com.    IN    A    128.183.108.32
oxnprkac.sci.cqu.com.    IN    A    39.174.69.152
sbuctxaf.sci.cqu.com.    IN    A    112.97.77.189
wdsrneap.sci.cqu.com.    IN    A    85.21.193.149
wshiamfp.sci.cqu.com.    IN    A    84.253.227.159
jebkqwgi.sci.cqu.com.    IN    A    61.139.142.48
iyhwpmdu.sci.cqu.com.    IN    A    110.114.104.80
ywpjetkb.sci.cqu.com.    IN    A    247.10.148.254
lxqecpvs.sci.cqu.com.    IN    A    121.123.233.107
ngkvrwqd.sci.cqu.com.    IN    A    81.12.82.251
vaqgewdl.sci.cqu.com.    IN    A    178.189.181.80
shfovjdm.sci.cqu.com.    IN    A    136.26.40.144
gtmrkwxp.sci.cqu.com.    IN    A    70.117.228.240
qkjtvhse.sci.cqu.com.    IN    A    100.35.189.220
bnofyhkq.sci.cqu.com.    IN    A    20.45.93.142
wqxhktmg.sci.cqu.com.    IN    A    47.193.163.154
wvmgipxe.sci.cqu.com.    IN    A    52.235.159.134
cmvfjiut.sci.cqu.com.    IN    A    45.111.10.15
kdpvwmyj.sci.cqu.com.    IN    A    111.16.70.147
ndjbcupm.sci.cqu.com.    IN    A    228.144.120.128
teulksir.sci.cqu.com.    IN    A    63.146.248.223
jrgbtawn.sci.cqu.com.    IN    A    29.183.153.108
ptekhjdv.sci.cqu.com.    IN    A    155.169.142.198
pnucgxds.sci.cqu.com.    IN    A    194.139.209.142
egbuknom.sci.cqu.com.    IN    A    136.125.218.223
fprxbysw.sci.cqu.com.    IN    A    3.223.51.239
tghpoxnf.sci.cqu.com.    IN    A    86.101.103.3
kyxtmjqh.sci.cqu.com.    IN    A    44.164.87.32
odehjntm.sci.cqu.com.    IN    A    65.122.2.152
qjwibphm.sci.cqu.com.    IN    A    210.189.86.35
dlkfnsri.sci.cqu.com.    IN    A    68.28.240.123
eglkqwfn.sci.cqu.com.    IN    A    163.238.12.15
vrjngiot.sci.cqu.com.    IN    A    191.255.114.184
duhtcwrf.sci.cqu.com.    IN    A    196.78.204.147
rbehqsyo.sci.cqu.com.    IN    A    228.238.12.60
sjoigtwq.sci.cqu.com.    IN    A    38.148.232.76
oiaqluvw.sci.cqu.com.    IN    A    242.118.41.195
whsmibpl.sci.cqu.com.    IN    A    116.152.117.219
oaryejmq.sci.cqu.com.    IN    A    216.174.66.254
hyaiwred.sci.cqu.com.    IN    A    183.15.35.97
xhvpfgib.sci.cqu.com.    IN    A    135.18.159.53
vplwabic.sci.cqu.com.    IN    A    40.33.247.200
avsoctkh.sci.cqu.com.    IN    A    131.198.57.104
gxaluqoc.sci.cqu.com.    IN    A    225.94.193.173
vwxkcsgj.sci.cqu.com.    IN    A    220.85.60.135
ripbancg.sci.cqu.com.    IN    A    37.109.7.233
ebcfsogh.sci.cqu.com.    IN    A    65.141.84.176
rkybpvxs.sci.cqu.com.    IN    A    101.173.212.190
pqahsgcf.sci.cqu.com.    IN    A    54.247.56.192
gjyehxbo.sci.cqu.com.    IN    A    153.247.200.140
fqsmtdjx.sci.cqu.com.    IN    A    13.13.203.51
mpcwgteb.sci.cqu.com.    IN    A    41.221.250.7
lsbpcuae.sci.cqu.com.    IN    A    118.39.125.128
ldicfymg.sci.cqu.com.    IN    A    80.155.73.181
cjlsyame.sci.cqu.com.    IN    A    59.53.195.59
lufehvxb.sci.cqu.com.    IN    A    32.86.35.181
awtkuobv.sci.cqu.com.    IN    A    19.11.105.157
bxuacejm.sci.cqu.com.    IN    A    85.5.10.110
rilbftpd.sci.cqu.com.    IN    A    26.181.46.85
rfvjispx.sci.cqu.com.    IN    A    77.177.131.112
rebhvupf.sci.cqu.com.    IN    A    106.235.30.152
afnlpqwy.sci.cqu.com.    IN    A    16.8.51.70
rdoysauj.sci.cqu.com.    IN    A    33.9.49.57
dwrjtlfg.sci.cqu.com.    IN    A    133.202.51.99
tqusdjhl.sci.cqu.com.    IN    A    149.83.39.254
jwdmrigy.sci.cqu.com.    IN    A    90.57.174.158
xpufasrw.sci.cqu.com.    IN    A    90.238.215.252
cehlxkra.sci.cqu.com.    IN    A    47.248.134.171
vlhjbrga.sci.cqu.com.    IN    A    159.165.133.84
aswoviqp.sci.cqu.com.    IN    A    56.175.39.143
groicnew.sci.cqu.com.    IN    A    75.210.0.239
bdywpvcj.sci.cqu.com.    IN    A    27.78.109.1
cyjilutf.sci.cqu.com.    IN    A    189.140.191.163
tejvmsgb.sci.cqu.com.    IN    A    161.142.105.124
tewxpgjm.sci.cqu.com.    IN    A    50.148.212.22
guwqkmda.sci.cqu.com.    IN    A    3.31.104.160
cgtvpyin.sci.cqu.com.    IN    A    77.81.200.71
hbynmilo.sci.cqu.com.    IN    A    133.36.10.22
jwbqacfg.sci.cqu.com.    IN    A    115.90.137.188
mdxwiqyf.sci.cqu.com.    IN    A    27.237.75.36
wryfobvq.sci.cqu.com.    IN    A    146.115.97.83
inseqgfw.sci.cqu.com.    IN    A    58.2.41.152
vuckxrmh.sci.cqu.com.    IN    A    47.37.90.136
acximuhs.sci.cqu.com.    IN    A    105.125.25.108
dgptwilx.sci.cqu.com.    IN    A    19.191.41.100
rjceoybi.sci.cqu.com.    IN    A    108.103.200.87
qsxdgkoh.sci.cqu.com.    IN    A    16.110.92.189
wtibnfeh.sci.cqu.com.    IN    A    67.53.143.59
pxdokabt.sci.cqu.com.    IN    A    188.208.196.42
jfixdmea.sci.cqu.com.    IN    A    5.230.162.213
jmyuiowc.sci.cqu.com.    IN    A    234.201.15.30
xkrumlgf.sci.cqu.com.    IN    A    75.168.186.202
yonkvbht.sci.cqu.com.    IN    A    159.61.60.245
nmtyjgsl.sci.cqu.com.    IN    A    132.21.28.112
saugicvp.sci.cqu.com.    IN    A    135.214.141.86
akjpwqeg.sci.cqu.com.    IN    A    27.20.64.115
kqgmsovb.sci.cqu.com.    IN    A    19.79.144.240
oqxymcvw.sci.cqu.com.    IN    A    12.192.2.29
lewauysg.sci.cqu.com.    IN    A    107.237.101.242
eipjawxq.sci.cqu.com.    IN    A    9.150.215.24
cfhqvkdp.sci.cqu.com.    IN    A    224.122.60.247
dbpfghuk.sci.cqu.com.    IN    A    97.22.11.239
ipwevurj.sci.cqu.com.    IN    A    139.132.142.131
nfwbvuei.sci.cqu.com.    IN    A    106.169.137.135
ejcfhpbo.sci.cqu.com.    IN    A    29.38.173.212
ejvxwsud.sci.cqu.com.    IN    A    6.23.57.248
xdaulnto.sci.cqu.com.    IN    A    26.131.209.165
rqkbcafy.sci.cqu.com.    IN    A    132.228.226.119
hgdyfvqj.sci.cqu.com.    IN    A    218.162.227.222
licegwrv.sci.cqu.com.    IN    A    187.183.213.38
lwynaecs.sci.cqu.com.    IN    A    138.191.204.213
fxrohgbk.sci.cqu.com.    IN    A    155.85.26.122
edclnmia.sci.cqu.com.    IN    A    130.84.239.114
lrexwohv.sci.cqu.com.    IN    A    120.163.207.212
pucbifdt.sci.cqu.com.    IN    A    19.22.95.131
raswcitb.sci.cqu.com.    IN    A    75.91.227.238
aflpxqbs.sci.cqu.com.    IN    A    17.20.96.134
igundobw.sci.cqu.com.    IN    A    255.52.158.76
xeqofbym.sci.cqu.com.    IN    A    199.79.254.155
hcwdvfbr.sci.cqu.com.    IN    A    92.119.209.155
tnmrlbow.sci.cqu.com.    IN    A    126.78.167.110
cfiybpxv.sci.cqu.com.    IN    A    20.75.238.212
sjcfmhrx.sci.cqu.com.    IN    A    134.153.97.212
njuaipwr.sci.cqu.com.    IN    A    183.14.187.176
asvgjqel.sci.cqu.com.    IN    A    39.44.114.54
chextlmf.sci.cqu.com.    IN    A    176.41.59.189
hnkvjdfl.sci.cqu.com.    IN    A    141.41.152.39
qexnbcjv.sci.cqu.com.    IN    A    189.134.252.234
rnkolcfy.sci.cqu.com.    IN    A    21.44.48.121
cfoekjpl.sci.cqu.com.    IN    A    212.159.66.144
kgnmdivp.sci.cqu.com.    IN    A    187.107.150.114
jhgpwvkq.sci.cqu.com.    IN    A    40.49.149.106
rjxghwqa.sci.cqu.com.    IN    A    109.252.167.192
eshvjdox.sci.cqu.com.    IN    A    115.181.210.208
peohbqcg.sci.cqu.com.    IN    A    39.235.92.195
dqmtbore.sci.cqu.com.    IN    A    97.237.191.0
bxwktoed.sci.cqu.com.    IN    A    86.61.179.227
kvnyfita.sci.cqu.com.    IN    A    119.194.122.2
xnltqdor.sci.cqu.com.    IN    A    180.116.151.70
yqdvxrsi.sci.cqu.com.    IN    A    211.248.32.11
mjutleog.sci.cqu.com.    IN    A    151.41.162.73
pcukbysa.sci.cqu.com.    IN    A    123.41.236.164
owsbmrfh.sci.cqu.com.    IN    A    95.241.25.158
piuenkqg.sci.cqu.com.    IN    A    141.25.133.176
xjsntgrm.sci.cqu.com.    IN    A    249.20.193.137
gbrunsvc.sci.cqu.com.    IN    A    19.194.90.95
elyrpjfo.sci.cqu.com.    IN    A    222.100.1.226
swcohalv.sci.cqu.com.    IN    A    24.248.68.243
mwatkdhb.sci.cqu.com.    IN    A    186.12.139.244
kydovpib.sci.cqu.com.    IN    A    176.229.216.135
wdlfnbct.sci.cqu.com.    IN    A    112.49.59.12
btgfmacd.sci.cqu.com.    IN    A    49.121.173.57
uhxaqfny.sci.cqu.com.    IN    A    178.26.99.126
vwtlnbod.sci.cqu.com.    IN    A    46.82.176.189
ekyvtxuc.sci.cqu.com.    IN    A    153.140.37.75
rwsavkth.sci.cqu.com.    IN    A    59.13.100.32
kifjrmhd.sci.cqu.com.    IN    A    248.3.143.96
gvkwluho.sci.cqu.com.    IN    A    92.98.186.36
sbqupoxa.sci.cqu.com.    IN    A    1.232.8.37
ndflvpic.sci.cqu.com.    IN    A    226.240.152.105
avtrboqs.sci.cqu.com.    IN    A    106.41.227.175
iqhcfpna.sci.cqu.com.    IN    A    49.23.4.215
otxieyvh.sci.cqu.com.    IN    A    189.97.198.208
vobrecky.sci.cqu.com.    IN    A    132.19.242.11
byfoeijt.sci.cqu.com.    IN    A    221.35.242.14
dlqrfwie.sci.cqu.com.    IN    A    231.251.255.15
kjisngmp.sci.cqu.com.    IN    A    141.200.233.86
nchwrbfl.sci.cqu.com.    IN    A    153.66.124.179
gsnkyraq.sci.cqu.com.    IN    A    17.24.243.167
raqdetwl.sci.cqu.com.    IN    A    177.130.168.178
lagqwjxv.sci.cqu.com.    IN    A    231.18.61.93
altnifpb.sci.cqu.com.    IN    A    146.235.109.160
agknhupo.sci.cqu.com.    IN    A    153.40.203.167
cjsbhdwi.sci.cqu.com.    IN    A    169.147.132.117
iqymodfg.sci.cqu.com.    IN    A    100.252.83.61
qhryawvs.sci.cqu.com.    IN    A    226.63.167.165
irgbmhqx.sci.cqu.com.    IN    A    160.4.111.201
jvkldqcr.sci.cqu.com.    IN    A    191.247.2.234
hvymnqpf.sci.cqu.com.    IN    A    64.66.162.222
mcrsodui.sci.cqu.com.    IN    A    247.227.82.168
gcpaesfo.sci.cqu.com.    IN    A    57.130.231.23
flwogtua.sci.cqu.com.    IN    A    181.104.55.17
amptgnej.sci.cqu.com.    IN    A    147.45.160.148
anprvfqk.sci.cqu.com.    IN    A    252.198.89.229
wpvjcomu.sci.cqu.com.    IN    A    187.97.83.103
arsupdxo.sci.cqu.com.    IN    A    168.26.105.53
ugdtlmki.sci.cqu.com.    IN    A    126.172.151.99
skjyleap.sci.cqu.com.    IN    A    177.128.133.200
ylcfvpuq.sci.cqu.com.    IN    A    143.223.95.8
iuypscvq.sci.cqu.com.    IN    A    166.118.169.103
vuehxbyk.sci.cqu.com.    IN    A    41.255.185.233
yfertdms.sci.cqu.com.    IN    A    199.205.94.137
hnkpsoac.sci.cqu.com.    IN    A    27.253.143.40
miadhygl.sci.cqu.com.    IN    A    210.107.205.191
djuwxagr.sci.cqu.com.    IN    A    120.142.254.209
rgikbjtc.sci.cqu.com.    IN    A    31.226.76.60
bnohkgqj.sci.cqu.com.    IN    A    31.148.59.89
vfeajnsk.sci.cqu.com.    IN    A    125.246.169.4
lpxdersh.sci.cqu.com.    IN    A    153.117.241.86
jtdvqbaw.sci.cqu.com.    IN    A    50.122.37.127
nqgbtmex.sci.cqu.com.    IN    A    138.137.170.199
aufmjxlp.sci.cqu.com.    IN    A    157.134.80.72
nwckfvmr.sci.cqu.com.    IN    A    138.14.137.165
nhoeswau.sci.cqu.com.    IN    A    63.202.234.204
uqempvlg.sci.cqu.com.    IN    A    138.239.183.20
yujliqtn.sci.cqu.com.    IN    A    80.97.153.229
yvjklhib.sci.cqu.com.    IN    A    60.49.173.31
hgfwknlj.sci.cqu.com.    IN    A    26.59.147.74
xwetfqbj.sci.cqu.com.    IN    A    234.208.219.37
deybqghm.sci.cqu.com.    IN    A    231.156.52.61
bvmngleo.sci.cqu.com.    IN    A    133.32.31.132
